,노선ID,노선명,상하행,노선길이,굴곡도합계,셀개수,굴곡도
346,28302015,8B(강화),상행,96.85215499999997,133758.71074239197,18913,7.072315906645797
347,28302016,16-1(강화),상행,13.908002,1962.6135217143376,741,2.648601243878998
348,28302017,16-2(강화),상행,13.898997999999999,2106.2420219859546,741,2.8424318785235556
349,28302018,36(강화),상행,19.485147,886.0209889437937,861,1.029060382048541
350,28302018,36(강화),하행,16.780808999999994,682.1131739455237,666,1.0241939548731587
351,28302019,58(강화),상행,24.691504999999996,1176.9856219217827,1128,1.0434269697888146
352,28302019,58(강화),하행,19.830496,960.5200334971668,946,1.0153488726185695
353,28302020,59(강화),상행,19.710957999999998,865.6906685395443,861,1.0054479309402373
354,28302020,59(강화),하행,24.810047000000008,1312.91832640492,1275,1.0297398638469961
355,28302021,10A(강화),상행,7.367738000000001,141.25822969046212,136,1.038663453606339
356,28302021,10A(강화),하행,7.956123000000001,423.32891154523753,276,1.5338004041494113
