,노선ID,노선명,상하행,노선길이,굴곡도합계,셀개수,굴곡도
357,28302022,12A(강화),상행,15.248140999999999,2207.808274844472,1035,2.133148091637171
358,28302023,30A(강화),상행,14.056678999999999,753.7596652287444,741,1.0172195212263757
359,28302024,53A(강화),상행,19.774266000000004,393.48433329330527,378,1.040963844691284
360,28302024,53A(강화),하행,30.277824999999993,1980.8588486681572,1378,1.437488279149606
361,28302025,61B(강화),상행,16.565152,703.3864098701908,703,1.000549658421324
362,28302025,61B(강화),하행,31.24308600000001,3086.300439338416,2211,1.3958844139929516
363,28302026,11A(강화),상행,5.145478,62.05667626950194,55,1.1283032049000352
364,28302026,11A(강화),하행,6.808569,356.2422269177718,190,1.8749590890409042
365,28302032,31B(강화),상행,28.925014,2003.711023065657,1953,1.0259657056147757
366,28302032,31B(강화),하행,25.941984000000005,1725.9759703027528,1711,1.0087527587976346
367,28302033,38B(강화),상행,34.52687199999999,2925.6686323505137,2346,1.2470880785807816
368,28302033,38B(강화),하행,30.14498399999999,2239.7630999649446,1770,1.2654028813361269
369,28302034,9(강화),상행,8.507996999999998,566.2347480505651,190,2.9801828844766587
370,28302037,35A(강화),상행,41.57892700000001,4455.264093094188,2415,1.8448298522129143
371,28302037,35A(강화),하행,35.07607600000001,2412.809843024596,1953,1.235437707641882
372,28302038,35B(강화),상행,35.309014999999995,2429.976014484603,1953,1.2442273499665146
373,28302038,35B(강화),하행,41.334984,4366.569133904651,2415,1.8081031610371225
374,28302039,44A(강화),상행,20.904118999999998,447.4928987412116,435,1.0287193074510612
375,28302039,44A(강화),하행,16.260881,585.3856790003601,561,1.0434682335122285
376,28302040,19(강화),상행,2.769447,29.374621099875007,28,1.0490936107098217
377,28302040,19(강화),하행,3.019553,28.534782722897216,21,1.35879917728082
378,28302041,23A(강화),상행,15.439694,725.2817077936273,595,1.2189608534346679
379,28302041,23A(강화),하행,15.172313999999997,752.5141692054606,630,1.1944669352467627
380,28302042,39(강화),상행,13.033891,276.43487774907754,276,1.001575644018397
381,28302042,39(강화),하행,11.610109999999999,231.45465851448625,231,1.0019682186774297
382,28302043,39A(강화),상행,47.20783300000001,5655.662845132422,3003,1.8833376107667075
383,28302043,39A(강화),하행,39.455166000000006,3342.071053937187,2346,1.4245827169382723
384,28304004,2-1,상행,23.496786999999998,1482.4233025537687,946,1.5670436602048294
385,28304004,2-1,하행,24.981530000000006,1779.7241093902956,1176,1.5133708413182785
386,28305001,117,상행,50.021271999999996,134.92107669816463,91,1.4826491944853255
387,28305001,117,하행,22.185231999999996,99.11024363693171,66,1.501670358135329
388,28305002,117A,상행,24.799381,10.034554433699277,10,1.0034554433699276
389,28305003,111A,상행,21.363061,1111.806795330299,990,1.123037167000302
390,28305004,111B,상행,36.928339,171.35746537473943,171,1.0020904407879498
391,28305004,111B,하행,45.153804999999984,1190.2163799521843,1081,1.1010327289104387
392,28305005,111C,상행,44.82232100000001,758.7255808569499,703,1.0792682515746088
393,28305005,111C,하행,45.153804999999984,1190.2163799521843,1081,1.1010327289104387
394,28308001,14-1A,상행,10.538623999999999,225.61235338127852,210,1.0743445399108502
395,28308001,14-1A,하행,9.333953000000003,143.3983463612266,136,1.0543996055972544
396,28309001,72,상행,28.729605999999983,3311.676697715117,2556,1.295648160295429
397,28309001,72,하행,28.424383000000002,2816.0310461545323,2211,1.2736458824760435
398,28310002,3-2,상행,32.366665999999995,3530.086463302063,2701,1.3069553733069466
399,28310002,3-2,하행,31.947827,3169.1088024813257,2415,1.3122603736982714
400,28310003,9,상행,31.397043,2982.5724556676228,1891,1.577246142605829
401,28310003,9,하행,30.706453000000003,3216.773270082185,2080,1.546525610616435
402,28311001,8A,상행,33.757334000000014,4579.040024701616,3160,1.4490632989562076
403,28311001,8A,하행,6.321239,78.21103773360035,78,1.0027056119692352
404,28313001,1200,상행,37.52373099999999,449.88867986881183,378,1.1901816927746345
405,28313001,1200,하행,34.91326800000001,374.68366994974355,325,1.1528728306145954
406,28314001,1601,상행,40.53836199999999,551.241335422162,528,1.0440176807237918
407,28314001,1601,하행,38.420835999999994,520.5319707695629,496,1.049459618487022
408,28314002,1100,상행,44.49128699999999,579.5511320025333,528,1.0976347197017677
409,28314002,1100,하행,39.216925999999994,383.2396135515361,378,1.0138614115120002
410,28314003,1101,상행,41.426989999999996,352.338881595676,325,1.084119635679003
411,28314003,1101,하행,37.34053599999999,245.8525552102501,231,1.0642967758019486
412,28314004,9501,상행,47.384609,755.546517604098,741,1.019630927940753
413,28314004,9501,하행,45.65447799999999,604.6672618281411,595,1.0162474988708254
414,28314005,9802,상행,51.809892999999995,704.8788818753412,666,1.0583766995125243
415,28314005,9802,하행,50.26831899999999,605.7427405620034,595,1.0180550261546275
416,28315003,202,상행,52.36314999999999,2613.5196247541357,1953,1.3382076931664801
417,28315003,202,하행,45.939270999999984,2359.761871570794,1830,1.2894873615140952
418,28315005,222,상행,11.246687,22.907609635459693,21,1.0908385540695091
419,28315005,222,하행,12.449661,108.06600104859858,45,2.4014666899688573
420,28315010,222(A),상행,32.075252000000006,28.129972982990502,28,1.0046418922496607
421,28315012,222(B),상행,10.287576,28.784173048893212,28,1.0280061803176148
422,28315012,222(B),하행,14.120772,146.82303655664165,78,1.8823466225210468
423,28315015,42-2,상행,26.482689000000004,3250.7246665196426,1711,1.8998975257274358
424,28315015,42-2,하행,25.823196000000003,3680.6115489811637,1953,1.8845937270768887
425,28315016,중구1,상행,15.442380999999997,248.33535079566346,171,1.4522535134249326
426,28315016,중구1,하행,15.415433,218.84242757345265,153,1.4303426638787755
427,28315017,중구2,상행,27.226814999999995,534.2682683976929,406,1.3159316955608198
428,28315017,중구2,하행,26.802784,529.4857793344851,406,1.3041521658484854
429,28315018,중구2-1,상행,7.101952,6.441290870270489,6,1.0735484783784148
430,28315018,중구2-1,하행,8.483047,3.0085161620628016,3,1.0028387206876006
431,28315019,중구3,상행,16.349559999999997,988.7806515666017,630,1.5694930977247645
432,28315019,중구3,하행,16.414581999999996,946.7355651518819,595,1.5911522103392974
433,28315028,중구6,상행,75.036302,15.270740916618273,15,1.0180493944412181
434,28315028,중구6,하행,7.242775,6.134171548225305,6,1.0223619247042175
435,28315029,중구4,상행,11.418013,238.79682322682328,210,1.1371277296515394
436,28315029,중구4,하행,11.320630000000001,204.0529729352836,190,1.073963015448861
437,28315033,81,상행,29.301960000000005,1689.7509367158036,1431,1.1808182646511556
438,28315033,81,하행,29.155806,1989.2028790533848,1653,1.2033895215083998
439,28315034,82,상행,35.10862899999999,3354.1327759176493,2278,1.4724024477250435
440,28315034,82,하행,32.699133999999994,3522.245364238429,2485,1.417402561061742
441,28315037,203,상행,32.294836,1407.3042167692815,946,1.4876365927793673
442,28315037,203,하행,28.353808999999995,1340.7836368515664,903,1.4848102290715022
443,28315038,204,상행,36.866454000000004,659.3632894018631,465,1.417985568606157
444,28315038,204,하행,34.397307999999995,690.2327457370429,496,1.391598277695651
445,28315039,203A,상행,30.415805000000002,300.74542944801203,300,1.0024847648267068
446,28315042,598,상행,29.902642999999998,1800.2907919406198,990,1.8184755474147674
447,28315042,598,하행,27.792370000000002,1706.2493547017134,946,1.8036462523273926
448,28315043,598-1,상행,11.152891000000002,394.5973397110038,253,1.5596732794901338
449,28315043,598-1,하행,10.102122000000001,367.85538232341673,231,1.5924475425256135
450,28315044,중구6-1,상행,35.51904899999998,955.844509289331,780,1.2254416785760653
451,28315044,중구6-1,하행,34.037434000000005,916.0342038241124,741,1.2362135004373986
452,28317900,M6405,상행,56.297806,221.4290297712993,210,1.0544239512919014
453,28317900,M6405,하행,57.865480000000005,219.8814258749753,210,1.0470544089284537
454,28319002,303-1,상행,69.847434,505.7226667039213,406,1.2456223317830573
455,28319002,303-1,하행,69.593401,586.87939328688,435,1.3491480305445518
456,28319004,304,상행,49.58512899999999,1626.5906640892035,1128,1.4420130000790812
457,28319004,304,하행,34.414875,139.07210715749278,136,1.0225890232168586
458,28319005,302B,상행,26.030686999999997,1276.3673863945555,946,1.3492255670132722
459,28320001,307,상행,69.071601,3503.8912792637952,2211,1.5847540837918568
460,28320001,307,하행,62.83640499999999,3495.0075873694764,2278,1.5342438926117103
461,28320002,308A,상행,53.449157,349.95178152774844,325,1.0767747123930722
462,28320002,308A,하행,60.14911999999999,834.6097089310642,780,1.0700124473475183
463,28320003,306A,상행,29.321841,21.03098403801853,21,1.0014754303818347
464,28320003,306A,하행,43.46377800000001,938.0295833970299,780,1.2026020299961921
465,28321001,43,상행,25.752412,2647.4844731559356,1891,1.400044671155968
466,28321001,43,하행,24.444516,2600.410136288827,1891,1.375150785980342
467,28321002,43-1,상행,17.107457,1472.3161070915678,1081,1.3619945486508491
468,28321002,43-1,하행,15.108917999999996,750.7257262227812,630,1.1916281368615576
469,28321004,44,상행,18.270862,494.04163805910196,465,1.062455135610972
470,28321004,44,하행,12.561514999999998,354.4816159537922,325,1.0907126644732068
471,28321005,310,상행,57.97899000000001,430.40579801200107,378,1.1386396772804261
472,28321005,310,하행,52.229853,397.11991432238807,351,1.1313957673002508
473,28321900,M6724,상행,54.235296999999996,104.80550439312015,91,1.1517088394848367
474,28321900,M6724,하행,47.682202999999994,75.7355233353925,66,1.1475079293241288
475,28322002,320,상행,49.370932,2208.3719854472424,1485,1.4871191821193552
476,28322002,320,하행,34.226566000000005,624.8919872752147,351,1.7803190520661387
477,28323005,7,상행,21.528427999999998,1754.32544872201,1378,1.2730953909448548
478,28323005,7,하행,21.121921999999998,1752.3311251559012,1378,1.2716481314629182
479,28324001,34,상행,25.919507999999997,2788.837954318627,2211,1.2613468811934088
480,28324001,34,하행,24.34248700000001,2001.5878529126078,1596,1.254127727388852
481,28324002,37,상행,18.02698,1343.4623236311986,990,1.3570326501325238
482,28324002,37,하행,18.13466,1256.5265717090708,903,1.3915022942514628
483,28325001,24,상행,22.100889000000006,1928.4119614471008,1653,1.1666134068040537
484,28325001,24,하행,21.51657000000001,1425.5249717838558,1275,1.1180588013991026
485,28326002,780-1,상행,16.141138,866.3021919918489,741,1.1690987746178798
486,28326002,780-1,하행,15.772367000000001,752.5790283621571,666,1.12999854108432
487,28326003,1301,상행,53.670128999999996,1048.69660852367,946,1.108558782794577
488,28326003,1301,하행,50.795369,944.5341094938507,861,1.0970198716537174
489,28326004,780-2,상행,16.68041,822.4840433409096,666,1.2349610260374018
490,28326004,780-2,하행,13.493182999999995,601.5329643673791,496,1.2127680733213289
491,28326005,1302,상행,52.541484,1097.6026150054531,990,1.1086895101065184
492,28326005,1302,하행,49.564554,1047.0909844054734,946,1.106861505714031
493,28326006,1300,상행,46.71378899999999,606.7157898629033,561,1.0814898215025015
494,28326006,1300,하행,43.748506000000006,534.8757774487636,496,1.0783785835660558
495,28333001,904-1,상행,21.539636999999995,903.7938992790781,703,1.285624323298831
496,28333001,904-1,하행,21.687362999999998,973.8558943873892,703,1.385285767265134
497,28335001,7700,상행,27.410125999999998,153.61238316627222,153,1.0040025043547205
498,28335001,7700,하행,20.313161,120.55426256547194,120,1.0046188547122663
499,28335002,701,상행,9.953128,50.05514769565426,45,1.1123366154589835
500,28335002,701,하행,9.596872000000001,37.73318169883308,36,1.0481439360786966
501,28335003,702,상행,9.803128,32.33566458853241,28,1.1548451638761574
502,28335003,702,하행,9.434872,22.757175952351528,21,1.0836750453500728
503,28336900,M6628,상행,33.394396,124.41286068894873,105,1.1848843875137973
504,28336900,M6628,하행,29.065071999999997,67.79093972686479,66,1.0271354504070422
505,28337001,904(강화),상행,11.858153999999999,152.07592932796794,120,1.2672994110663995
506,28337001,904(강화),하행,3.024107,9.709728956419555,10,0.9709728956419555
507,28338001,903(강화),상행,9.954758,160.8797317121791,120,1.340664430934826
508,28338001,903(강화),하행,7.565983,69.7278732346827,66,1.0564829277982228
509,28341001,계양1번,상행,5.776370999999999,445.9586386420479,136,3.2791076370738814
510,28341001,계양1번,하행,6.562748,173.66382255856792,91,1.9083936544897573
511,28341002,계양2번,상행,7.653017999999999,131.85142085039368,120,1.0987618404199473
512,28341002,계양2번,하행,7.885956999999999,218.86432194560817,153,1.43048576435038
513,28343001,1000,상행,33.858586,171.65161583534612,171,1.0038106189201528
514,28343001,1000,하행,31.49588,138.8162704225098,136,1.0207078707537485
515,28343002,1400,상행,37.779765,259.3876997287817,253,1.0252478250149473
516,28343002,1400,하행,35.179233999999994,237.18663193209773,231,1.0267819564160074
517,28343003,9500,상행,50.265412999999995,557.3666983038254,496,1.123723182064164
518,28343003,9500,하행,46.509961000000004,473.3528211109104,435,1.0881674048526675
519,28343005,1500,상행,34.445398000000004,331.77353562030396,253,1.3113578483015966
520,28343005,1500,하행,29.664850999999995,216.69680180836548,190,1.1405094832019236
521,28344001,903,상행,28.126267000000002,886.8155935595712,780,1.1369430686661168
522,28344001,903,하행,26.979046000000004,814.3028692912231,741,1.0989242500556318
523,28509001,584-1,상행,9.549866,472.320059549916,406,1.1633499003692511
524,28509001,584-1,하행,9.561128000000002,395.19122974827866,351,1.1259009394537853
525,28510001,552,상행,3.187929,51.01000749663799,45,1.1335557221475108
526,28510001,552,하행,1.507193,14.971943236838984,15,0.9981295491225989
527,28510004,555,상행,8.629508,323.6581909681113,253,1.2792813872257363
528,28510004,555,하행,6.275973,144.37417914446118,136,1.0615748466504498
529,28510006,526,상행,9.410060999999997,1032.7219775574954,595,1.7356671891722613
530,28510006,526,하행,8.020437999999999,850.7049226496663,496,1.7151308924388433
531,28510008,572,상행,6.193394,155.94233699639346,153,1.0192309607607415
532,28510008,572,하행,6.013412000000001,158.82956096662207,153,1.0381017056641966
533,28511002,579,상행,4.868355,243.58176735143402,171,1.4244547798329474
534,28511002,579,하행,3.412644,115.56968843319616,78,1.4816626722204636
535,28511003,593,상행,5.518886,201.07509868407587,171,1.175877770082315
536,28511003,593,하행,3.8501119999999998,103.28099930868413,91,1.1349560363591662
537,28511006,514-1,상행,5.790117,214.8632654231706,210,1.0231584067770028
538,28511006,514-1,하행,5.641885,192.30417346458444,190,1.0121272287609708
539,28511008,564,상행,4.893088999999999,192.54117372648972,153,1.258439043963985
540,28511008,564,하행,4.554658,189.4421620030892,153,1.238184065379668
541,28511009,564-1,상행,0.8566900000000002,10.047621065824261,10,1.0047621065824262
542,28511009,564-1,하행,0.765416,3.033019404943717,3,1.0110064683145723
543,28511010,595,상행,13.749861999999997,647.3396970386129,528,1.2260221534822215
544,28511010,595,하행,13.222302999999998,684.4364398244013,561,1.220029304499824
545,28511011,530,상행,3.880999,115.16682993024327,45,2.5592628873387393
546,28511012,560,상행,2.5402959999999997,28.978732064816985,28,1.0349547166006066
547,28511012,560,하행,2.989705,66.1531049777744,66,1.0023197723905213
548,28511013,564-2,상행,4.475893,109.31029405605342,66,1.65621657660687
549,28511013,564-2,하행,2.327312,28.636000701769923,28,1.0227143107774972
550,28511014,순환31,상행,3.9963550000000008,177.96782680489625,91,1.9556904044494092
551,28511014,순환31,하행,1.5249689999999998,10.008433387698384,10,1.0008433387698383
552,28511015,557,상행,5.3479990000000015,853.7567955218075,190,4.493456818535829
553,28511016,557A,상행,3.4905730000000004,71.8157835363086,66,1.0881179323683121
554,28511016,557A,하행,2.147426,10.440084751038844,10,1.0440084751038845
555,28516001,905(강화),상행,42.115085000000015,9360.875910522542,2413,3.879351807095956
556,28516001,905(강화),하행,5.726915,45.00083753200951,45,1.0000186118224337
557,28516002,906(강화),상행,43.611995999999984,8685.4721161277,2413,3.5994496958672606
558,28801001,6770,상행,70.28290999999999,61.72225136053362,55,1.1222227520097021
559,28801001,6770,하행,64.39887900000001,29.313935705280283,28,1.0469262751885815
560,28801003,535-1A,하행,2.3555330000000003,13.996403845246686,10,1.3996403845246685
561,28801004,754,상행,23.274727000000002,4063.7560452118396,1485,2.73653605738171
562,28801004,754,하행,21.776272999999996,3205.8884112375467,1431,2.2403133551625065
563,28801005,760,상행,18.083129999999993,4383.535912564885,1891,2.3181046602669935
564,28801006,780,상행,19.589135,1951.645541919379,1431,1.3638333626270993
565,28801006,780,하행,19.216365999999994,1629.0617168385595,1225,1.3298462994600486
566,28801007,905,상행,27.427574999999997,1199.382065933501,1035,1.1588232521096629
567,28801007,905,하행,26.578303999999996,1218.5820635684167,1035,1.1773739744622385
568,28801008,908,상행,20.28976400000001,486.8361633957906,378,1.2879263581899223
569,28801008,908,하행,20.109730999999996,425.2117012774802,325,1.3083436962384005
570,28801009,909,상행,26.585925,494.66034229054384,435,1.1371502121621697
571,28801009,909,하행,24.265131,396.0939337348476,351,1.1284727456833266
572,28801010,M6439,상행,51.511415,69.0476156244052,66,1.0461759943091697
573,28801010,M6439,하행,50.978584999999995,37.81644818774236,36,1.0504568941039545
574,28315045,205,상행,29.176933,676.8570769195669,351,1.9283677405115867
575,28315045,205,하행,32.95258300000001,914.6138407250188,465,1.966911485430148
