,노선ID,노선명,상하행,노선길이,굴곡도합계,셀개수,굴곡도
0,28511016,557A,상행,3.4905730000000004,71.8157835363086,66,1.0881179323683121
1,28511016,557A,하행,2.147426,10.440084751038844,10,1.0440084751038845
