순번_정류장ID,1-2801174,2-2801729,3-2801711,4-2801704,5-2801695,6-2801216,7-2801184,8-2801665,9-2801636,10-2801601,11-2801577,12-2801607,13-2801663,14-2801217,15-2801213,16-2801212,17-2801211,18-2801720,19-2801728,20-2801735
1-2801174,0,0.9754004084923849,1.0000826150943543,1.0041726618705036,0.9976528035375604,1.0008708688230081,1.0002189002905106,0.9982453613115173,1.0007129614916044,1.0004479757268612,1.0202966663078659,1.3206242159041275,2.3056278468838847,4.599957675654432,5.63089303451907,6.966691149877081,8.74408818846074,10.31883687027743,8.895117503133923,10.377769593651013
2-2801729,,0,1.0219174213264874,1.0222833690166102,1.0081248037661488,1.0104414668807558,1.0063774875400815,1.0026921278167154,1.0044755768937086,1.0036042150955131,1.0252222727662592,1.3648879848183322,2.5616029325240643,5.964846868786511,7.862232336410094,10.785223098756157,15.805797500474384,21.454505541679673,15.675283399036358,10.397251672855786
3-2801711,,,0,1.0231768856339034,0.9924437914387663,1.0019677934244686,1.0003190360030718,0.9972675334969748,1.0009521615603163,1.000562349188172,1.0256901596753587,1.4230226283447207,2.989626050631637,8.962926229692492,11.000466543239405,18.14822736802431,40.59402028721455,25.73662916851656,17.44100340404991,10.862289520293363
4-2801704,,,,0,0.9661791869571189,0.9929061505468255,0.9960262901981826,0.9939215966708341,0.9989700904058306,0.9989288735954766,1.0258426404110632,1.4525277809082995,3.2393980165311755,12.046195360000555,8.44896741495739,11.527641724754796,18.369346853507075,14.716629150667197,11.572357252757863,8.267388146284867
5-2801695,,,,,0,1.0196192147735512,1.0044283915549004,0.9988600388592239,1.0027907324205203,1.0019511301763062,1.0304199141550479,1.4984905918971656,3.6362462556897523,21.274365086933027,11.756937508435685,8.541132586034388,10.93347051157111,9.616908001528923,8.173243254428074,6.388490158406708
6-2801216,,,,,,0,0.9984747024922165,0.9943614801982327,1.0005697650071674,1.0001544257728079,1.0313176062434792,1.5484819491723236,4.189815749071319,122.35140898705254,20.26827409325171,11.919886055902538,8.839113419316726,7.0064108086646115,6.212263866845725,5.135685830172681
7-2801184,,,,,,,0,0.9892787848550365,1.0016327001309497,1.0007429654065247,1.0401569960815376,1.7481789553697467,7.933019020156736,8.574687208689358,6.353578814797966,5.228360574756041,4.550667378238748,3.923936690302809,3.6708647539860397,3.2866707835439106
8-2801665,,,,,,,,0,1.0102382313114306,1.0052786309784996,1.0543231728651699,2.0639443961772375,4.620317113075237,4.3067678621788374,3.688099253159684,3.29859499686286,3.030928524865391,2.7566204929720928,2.636671122885005,2.4481638799888974
9-2801636,,,,,,,,,0,0.9987536155310344,1.0133493005524403,2.061187331542238,4.270615312403324,2.2305957898948225,2.0784987119141545,1.970495747302737,1.8891219704149715,1.7985974253175796,1.7555283395823642,1.6884433222020208
10-2801601,,,,,,,,,,0,1.0233487595781807,1.0076252136706112,1.9492776977043291,1.4914945223095828,1.4427383273179175,1.4068985601534671,1.3785715568808492,1.34543536193334,1.328189619384436,1.3039554861817488
11-2801577,,,,,,,,,,,0,0.9883674263047367,1.011441595061038,1.0055725557017943,1.0043450003668881,1.0041642415487921,1.0035656832353648,1.002050101699637,0.9996695587879563,1.0008356087547983
12-2801607,,,,,,,,,,,,0,1.0230876854685609,1.0099732148399017,1.0080238041673057,1.0075000262789988,1.006549820796414,1.0045075936045267,1.0016126573544397,1.0028096390717156
13-2801663,,,,,,,,,,,,,0,0.994893956990044,0.9940728185300747,0.9951630100587275,0.9950212468764145,0.9933776671839912,0.9897159234594959,0.9928287675506572
14-2801217,,,,,,,,,,,,,,0,0.9904067426072951,0.9957922414507541,0.9952291984632391,0.9916099726403989,0.9844710312455643,0.9911711623192603
15-2801213,,,,,,,,,,,,,,,0,1.001716690663418,0.9980121511927094,0.9920351935671609,0.9827271115763173,0.9913387092706547
16-2801212,,,,,,,,,,,,,,,,0,0.9939244749384591,0.9874529626509405,0.9758214685558212,0.9887564809675095
17-2801211,,,,,,,,,,,,,,,,,0,0.9825921044867129,0.9669128381279519,0.9872518222574644
18-2801720,,,,,,,,,,,,,,,,,,0,0.9371633305549681,0.9902013272408082
19-2801728,,,,,,,,,,,,,,,,,,,0,1.0167466945674444
20-2801735,,,,,,,,,,,,,,,,,,,,0
