순번_정류장ID,1-2805981,2-2806097,3-2803148,4-2803149,5-2807454,6-2807455,7-2807484,8-2803150,9-2807034,10-2805982,11-2806072,12-2803328,13-2803305,14-2803293,15-2803289,16-2802621,17-2802809,18-2802806,19-2802840,20-2802849,21-2802836,22-2802837,23-2802838,24-2802852,25-2802874,26-2802868,27-2802856,28-2802823,29-2802783,30-2802757,31-2802733,32-2802706,33-2802710,34-2802716,35-2802707,36-2802715,37-2802729,38-2805440,39-2802632,40-2803129,41-2803120,42-2805594,43-2803100,44-2803087,45-2802667,46-2802631,47-2802668,48-2802655,49-2803050,50-2800814,51-2800787,52-2800773,53-2800760,54-2800741,55-2800718,56-2800724,57-2800716,58-2805583,59-2800690,60-2800677,61-2800668,62-2800335,63-2800638,64-2800628,65-2804911,66-2807266,67-2806214,68-2806245,69-2800586,70-2806902,71-2800582,72-2800571,73-2800554,74-2800547,75-2800525,76-2800520,77-2800513,78-2804977,79-2800507,80-2800503,81-2805796,82-2800506
1-2805981,0,1.0037137171647526,1.0070750596867177,1.0112026304973285,1.1394982248850887,1.1671099600021846,1.472835033568418,6.39459250593836,12.676952533062705,9.736001261320508,14.032270588613194,7.493308489684184,5.955953627460768,4.9420866280929125,4.1208020754635735,3.6938800669044096,3.22834313418495,3.0476413122449144,2.911702806881262,2.9529725982147204,2.786657252334951,2.6125982945366935,2.5301806947176897,2.4785338081184864,2.569592735147993,2.4961449787249315,2.426409667342725,2.3654803740339165,2.3527626174269978,2.320111932476184,2.346909883191988,2.477174523317625,2.729909518364624,2.868448686889861,3.2792626661393083,3.4326965100677134,3.824391536771616,3.9899914320538157,4.075333369839526,4.1384930171236824,4.103631809865914,4.216536248265288,4.1691805024214,4.018678969602268,3.833696221084033,3.661782878650471,3.557901747466737,3.341684089045718,3.309099047221119,3.219687240930243,3.166264602953672,3.1388171010605537,3.076927370823846,3.012032848669006,3.0463038345723965,3.121278070035854,3.1542908133639798,3.1112630293298684,3.0713450939264053,2.977378626294962,2.900125835174417,2.8337590955695005,2.799061385516542,2.753922520165892,2.71902952191593,2.6891789026408723,2.604858975500243,2.566541265835218,2.4088355068460454,2.4225604102021134,2.406014629065415,2.389078411775779,2.345386293059155,2.334037060033378,2.271870080881039,2.2430701777401865,2.2083833577715724,2.195608097969736,2.17946471436523,2.164312405957467,2.1568005009023254,2.2379448622428835
2-2806097,,0,1.0099206349206349,1.013998107997661,1.0123182177139058,1.0477144995885483,1.3229469186296379,5.007013388183053,8.376619142047218,6.993155356115346,9.282232338624542,5.904539946405257,4.916521606379702,4.214138617409966,3.611337188763232,3.285374958744085,2.9187906769393073,2.773955205234603,2.666427428659567,2.7071690696079242,2.569973876557419,2.4252025981711007,2.3556692147390956,2.312232992545889,2.398245500056992,2.335735101797827,2.2762293637419413,2.2240295233236647,2.2154186804141127,2.189704898259886,2.21428245000517,2.3365038908325535,2.5678548489509554,2.6940319679387588,3.0717074014312487,3.209942442176308,3.562170619641589,3.710075867569517,3.7873863121699856,3.8463922241143558,3.8198329833514375,3.92126400446665,3.884073037505002,3.754414565540173,3.5939509539071763,3.4439223287699083,3.3528511670529455,3.162212397261652,3.1353635645636104,3.0551797271494,3.0130374277366885,2.9904843791369533,2.934627077399579,2.8761907162966285,2.9097992188105217,2.9794419350578334,3.0114979117129463,2.972958087924495,2.9366497030017507,2.8515341092354385,2.7814128279826544,2.7210004168507225,2.6891555709510104,2.6483897114228583,2.6156686504290487,2.588990586623705,2.51191495935608,2.476549036742807,2.3327983067146962,2.3460512501084505,2.330567054671059,2.315474404225249,2.275092387964506,2.2644186878120927,2.2070779007934465,2.179992792387131,2.1477081210380407,2.1356988843594276,2.120287036864238,2.1066327502086857,2.0992970460569276,2.178571436467887
3-2803148,,,0,1.0050375672839433,1.0110233934267943,1.0496873187430933,1.3535098311306528,6.25044175493645,5.835009881827075,5.138330361619501,6.4852512166867875,4.653626720542014,4.027767560897513,3.554085404749367,3.1256671003014826,2.8845657634501927,2.6069984320557147,2.4943205962673884,2.4136586324117135,2.453044144439488,2.3443707881368594,2.2267317455480122,2.17047133195957,2.134828952210959,2.2155434370134315,2.163902331908202,2.114632174677072,2.0712255878358876,2.067007064814618,2.04746626050972,2.071887124676137,2.1837199258238016,2.394028115812394,2.5077010873092984,2.850709106308419,2.974617108025132,3.286528926780623,3.4169566250827743,3.486963935746681,3.542284242953108,3.522342441334573,3.6124221369619818,3.584923411912784,3.475619280215168,3.3393288721363126,3.211091737608661,3.132873601677516,2.9681328668188924,2.946651939414537,2.8770825047629573,2.8453800085001153,2.828437985267355,2.7789100579120363,2.727197825253697,2.7594453396691727,2.8240726495441013,2.8544390614856536,2.820532071950403,2.78807941604907,2.7125368357911417,2.6497108009171075,2.595400543824853,2.5675167627641566,2.5300432210434,2.5016739382952338,2.4772362011347995,2.407341890788417,2.375565643347672,2.246894756167904,2.259921959765508,2.2454782525393884,2.232671219121719,2.1950433068681976,2.185683775732178,2.1327963244411086,2.108283431898822,2.078764495498446,2.067509836252122,2.0535423226771585,2.040773523457689,2.034360938639909,2.1112993295291522
4-2803149,,,,0,1.010722624559167,1.0544726393105834,1.405689933493403,9.797294812583168,5.465358740445916,4.8239836189004865,4.562663418435541,3.595570719261754,3.221780696193855,2.9228988495761263,2.6385458841528933,2.472503464256423,2.275663268207062,2.193104836735968,2.138904839680777,2.1758837119493117,2.095225388608015,2.0059667496819156,1.961971680887422,1.934952214506984,2.0098053250827466,1.9694179741466418,1.930826828336705,1.8966634105276807,1.8969911797967927,1.8842181178294055,1.9073324628827668,2.008346978342578,2.195745642296863,2.2963555306529115,2.6022379888660923,2.7105333958156774,2.9809212865778814,3.0928497915097237,3.1561139381820964,3.205798302511268,3.193504010316212,3.271838468765899,3.2539100902542457,3.1653066629512896,3.0538601242007886,2.9482596228021705,2.8835069618436275,2.746171265496562,2.73004419779325,2.671773907148618,2.6518794075682086,2.640236345140906,2.5982150067914995,2.553858103397014,2.5841246232421984,2.6430690018263214,2.672610400038503,2.6429343209242515,2.6150421586584747,2.5492965019308396,2.4952990717524606,2.4486494484424997,2.42358988383007,2.3914026635395778,2.365741481462381,2.3448690846627,2.2838647455302796,2.255595295293001,2.143623494826185,2.156287030504212,2.1434049184395754,2.1326014761977987,2.099393711766804,2.0910495978127024,2.0436567721518046,2.021443096413448,1.9949000420665628,1.9851354243466226,1.9725738194436901,1.9610102033592094,1.95547676828002,2.029652311541354
5-2807454,,,,,0,0.9170069979469746,2.380576037805027,1.2966609756209109,1.238931229664032,1.2235937570742526,1.1892371663966381,1.1637550586016958,1.1504095858972772,1.1400157801086959,1.1277090851722573,1.119930555565173,1.109603676622025,1.1032059403906587,1.1139054688092085,1.144452471780862,1.1385911216563245,1.1296257631623958,1.1240446362931173,1.1219987089807446,1.1762495410367668,1.1704728143993708,1.165396112818947,1.1608271584060321,1.175166069176222,1.1842356842954451,1.2035371230162852,1.2667116619410692,1.3749001505057852,1.4327548113370172,1.61614763818234,1.6750736356262392,1.8176857641677238,1.876094665144488,1.914512781701041,1.9494060857247466,1.95592524610587,1.9988477203320638,2.0064892391968567,1.9776365535944471,1.9397785827627871,1.9030788652967265,1.8802089593381315,1.8304036512755912,1.8324892071307373,1.8103222443782754,1.828622285155379,1.8345193911059856,1.8175254942635881,1.7987283629479411,1.8246064600740148,1.8618600374698886,1.884659797698598,1.8718613667435886,1.8603766334706167,1.83163976327988,1.8077791517920396,1.7866345089466267,1.775364833949661,1.760727480821416,1.7493679231915933,1.7395061112196424,1.7111188195492293,1.697994499208887,1.6534924940730849,1.6630525427780818,1.656952405902892,1.6552108190531805,1.638389073696897,1.634065837589654,1.6103000820139544,1.5988239221438778,1.585137153974661,1.5802137119397843,1.5736396731475348,1.5676953163637521,1.5649149292793587,1.627599960852768
6-2807455,,,,,,0,0.9960508884600985,1.0050589490705764,1.0057856823859344,1.0053833554238014,1.0036979839968894,1.004014181264761,1.0033447352042693,1.0045844866925815,1.0048208455976382,1.005003262709502,1.0051898263361518,1.0035695599644652,1.0182302512803465,1.0480108440179008,1.0472546549693962,1.04364053559786,1.0408205242328592,1.0407205467703349,1.0930802331692122,1.0898956377725633,1.0873759703050008,1.0851087828289023,1.1005681264154088,1.1114061250744411,1.1299600361917768,1.1895997320058525,1.2916377214272379,1.3454422513344575,1.5187376352682966,1.573688759077476,1.7064341101428881,1.7602990458359278,1.7969519580558075,1.8305078342687424,1.8382222392708099,1.8783880504285422,1.8876689956098,1.8631361366435542,1.8307318313410115,1.799268393143102,1.7796453074601546,1.7367950673892998,1.7402604637914278,1.7209435703919151,1.7424940464930978,1.7495235754194423,1.7346799762762877,1.7184003565204793,1.7437383967215665,1.779034816888008,1.8012140380315251,1.7900137818637403,1.779657224566259,1.754303035413403,1.7330444908636833,1.7144830362406756,1.7043589184240882,1.6913193186030497,1.6812497287010377,1.6725536984152807,1.6470467527157957,1.6355431530784124,1.5975102558142331,1.6068042205793578,1.6009632178583677,1.600305491447056,1.585123761666842,1.5813105872312259,1.5598186171757518,1.5494280841028478,1.5370847285274045,1.532803639840568,1.526776653721813,1.5213447513613623,1.518999030652886,1.580343878153977
7-2807484,,,,,,,0,1.0069718941217176,1.0074101172985737,1.0068345279433486,1.004700190603111,1.0049061690630294,1.0040943922809642,1.0053891000131698,1.0055682684037015,1.0057143020527084,1.0059775555455115,1.0040860694769065,1.0196830211600612,1.05140135818879,1.0503029811493847,1.0464021350547472,1.043336091371467,1.0431739417900496,1.0984242862843163,1.094905845358326,1.0920984232550681,1.089579324974805,1.1056135920202699,1.1170264101941683,1.136366305799168,1.1993837144020874,1.3065644850001714,1.3635583024837061,1.5477305425511418,1.6064607015517591,1.7489639534353687,1.8070010333811255,1.8463871059977877,1.8820748591908525,1.8894006424051966,1.9326290535387787,1.9415648976804702,1.9139733814222102,1.8777464936098276,1.8427080132074938,1.8209194906894166,1.773547163270138,1.7765898837624527,1.755514211723746,1.7762213833308649,1.783067870226382,1.7670034839637634,1.7494322886890847,1.775683952288301,1.8126569109391129,1.8361062782149165,1.8239258397513256,1.812647147684993,1.7851600558129903,1.762153191865092,1.7422373008097438,1.7313214912066166,1.7172887199306415,1.706441311223232,1.6969929465012088,1.6697504614568983,1.6573263567849676,1.615895590418993,1.6258708549120846,1.6194944528972552,1.618692763429491,1.602426495771413,1.598467607423018,1.5756332767402381,1.5647432974647788,1.551632112520012,1.5469582923238854,1.540905817284218,1.5351787363231966,1.5323377529215396,1.595522832208103
8-2803150,,,,,,,,0,1.006195134151061,1.004358844082123,0.9998054763336722,1.001746629597316,1.0006787740373766,1.003512758416651,1.0041126373365994,1.0045041826999122,1.0050742897237557,1.002523119765961,1.0250010906270153,1.0705586335923019,1.0679199820266125,1.0610724714321844,1.0562708980205473,1.055518319749818,1.1301374142958662,1.1241415747631545,1.119216516102496,1.1148803847334008,1.135356043704211,1.1485531027381382,1.1737221058798142,1.256395593471296,1.4018079326878594,1.4804971013486803,1.7383952524294852,1.8244413055682087,2.039275829396966,2.129479886215703,2.1872813833569307,2.23811660822071,2.2423638597179165,2.308938305368438,2.312642982976673,2.2591375609630986,2.1913978568783143,2.127640942534595,2.088803205598681,2.0067204766123625,2.005795929093799,1.9704094024840053,1.986117348151742,1.989766602010257,1.9636451275530835,1.9362944776523694,1.9684936355405835,2.018930208315491,2.04782974078122,2.0291700449673598,2.0110568010999277,1.969235326757789,1.9341515216441163,1.9042008823277095,1.8881824575828516,1.8675978486647131,1.8516385037335041,1.8378300432271921,1.7988462675653425,1.781156050837998,1.7191942620529745,1.730773208640205,1.7223943109304785,1.7194249861345194,1.6977777469679391,1.6923354212514856,1.6619704259336359,1.6475463335571996,1.6304840015813773,1.6241461211009267,1.6161740067179675,1.6087173077168815,1.605253815569574,1.6779056036009516
9-2807034,,,,,,,,,0,0.9989414676941708,0.9947719912540071,0.9997933163284395,0.9987765380458135,1.0027632781328013,1.003644805258557,1.0044480368330198,1.0046629050820546,1.001970624783077,1.0276132070454864,1.0796498666188858,1.0757276323375184,1.067363504175291,1.0617366285318988,1.0607202928138417,1.1432642063817142,1.136070448530431,1.1301263730402022,1.1249328649343278,1.146682510293752,1.1610088119333124,1.1881968835919272,1.279020962378761,1.4395700829133433,1.5278268989578634,1.817041868746882,1.915053965082837,2.163515856826484,2.2693982171608855,2.335766451491959,2.3932956774762677,2.394570431861339,2.4722868386134245,2.4721661363459173,2.405036687203822,2.3212232601803926,2.2432407364466913,2.1961500645525787,2.097732096810539,2.0943935683801707,2.052851616682872,2.0654925591770157,2.067153556047336,2.037238133750521,2.0052187194692905,2.0400974473866507,2.095443218365783,2.1270375780881268,2.1050414614640336,2.0843540351992025,2.0360078979704057,1.9961893012455396,1.9621995912900316,1.9442429412935194,1.9210280992925863,1.9028645863224471,1.8875339212209368,1.843753252431448,1.8238826244675799,1.7540957078763244,1.7660794953253718,1.7572504263268043,1.75333798137341,1.7296487734493111,1.7235843222252536,1.690457944332516,1.6746940103359045,1.6562641754984844,1.6495751638407519,1.6406674735084692,1.632781431457212,1.6290200670006338,1.7047816794172104
10-2805982,,,,,,,,,,0,0.993251948285959,0.9999416310027289,0.9987546958004939,1.0031632134524715,1.0040325127066423,1.0045448835001096,1.0049973544693085,1.001911372979299,1.0290310576692174,1.0833956776663785,1.0789707770424333,1.0699537055628472,1.0639824692635735,1.0630126196102871,1.1486423679436133,1.1409423147556046,1.1345674825787178,1.1290139757446724,1.1513297139078393,1.1659091076088386,1.1939112427676544,1.2875925780803368,1.4541143117484394,1.5457492851528987,1.847584802150947,1.950811217501463,2.213045353390118,2.3248722677991656,2.3947180897394924,2.454921105127713,2.4554030933295032,2.537738847413763,2.5358248210725574,2.462862861370763,2.3722522306576463,2.2883272688578176,2.237820911844238,2.132717033746671,2.1284492303586946,2.0843325511834117,2.0952959621084593,2.0966826577143913,2.0648724999739647,2.031166414600575,2.066681474499693,2.123742880548744,2.1561905812214768,2.1332810953734223,2.1117356712186663,2.060987033158384,2.0192612259397866,1.9838937606007494,1.9645930216091965,1.9405540947444848,1.9216086413060525,1.9056456121400611,1.860403495801857,1.8397495628143963,1.766680701024855,1.7793874985123663,1.7696503500920895,1.7655444134557883,1.741099303952452,1.7350671675695404,1.7009053121709814,1.6846758905821004,1.6657003190650033,1.6586218629134284,1.6496569468022746,1.6414539883724484,1.6375826814727175,1.7145562113201227
