순번_정류장ID,53-2803132,54-2803135,55-2803124,56-2805595,57-2803123,58-2803131,59-2803137,60-2805441,61-2802629,62-2802719,63-2802709,64-2802703,65-2802693,66-2802688,67-2802684,68-2802681,69-2802676,70-2802670,71-2802023,72-2801985,73-2801806,74-2801954,75-2801957,76-2801963,77-2801978,78-2801975,79-2801972,80-2801991,81-2802003,82-2802033,83-2802057,84-2802105,85-2802127,86-2802109,87-2802087,88-2804799,89-2802048,90-2801823,91-2802110,92-2801894,93-2801896,94-2801893,95-2806425,96-2801852,97-2806772,98-2806513,99-2807111,100-2806771,101-2806429,102-2805649,103-2805906,104-2806422
53-2803132,0,1.0034535995895255,1.0049385211124369,1.0017207033992779,1.0004043689589532,0.9991981212782826,0.9974551360773284,0.9928364111707959,0.9976449776150628,1.001866992992584,1.0032534505186133,1.0008179604419338,1.0007434723430302,1.0011632486717714,1.0019451285828456,1.0009199475472663,1.0011505255750095,1.0012044629922519,0.9992587264612659,1.0008442055225022,1.0031703449688567,1.0041414830963964,1.0055800952259832,1.005661146644657,1.0046267120572592,1.0067576302017285,1.005125844663101,1.0046359203231288,1.0245937381692534,1.022829520269445,1.0254750608403176,1.0548659536692755,1.0762529905806253,1.0958901407458657,1.116807834037613,1.1133922510659895,1.11659549061876,1.1168638929011896,1.1137345333465776,1.1127992922134797,1.1105778282320549,1.1082204982773642,1.1399040384640957,1.1710313069452594,1.2421692193246179,1.2557297447760591,1.2492860916243809,1.242559013301894,1.2352917233047822,1.2344019494438492,1.2697546991236939,1.2629143103029838
54-2803135,,0,1.0068490510654573,1.0006717850287907,0.9989609042964538,0.9976877886183375,0.9963501821821659,0.9907054141139311,0.99691749367572,1.001573701993583,1.0035997120230382,1.0004531665289866,1.0006934022759313,1.0011647708717542,1.0017813753856484,1.0008958797139462,1.0011505680206605,1.0010082820010626,0.9991082258040948,1.0006530335380093,1.0031503463951499,1.0041862565943316,1.0058505082481912,1.005925889600836,1.00469071662164,1.0069300186602825,1.0052096149806442,1.004802449884416,1.0087358566018456,1.0077694904364545,1.0080125543449312,1.0277552241212622,1.050519321622835,1.0707448027628907,1.0918874683339004,1.0891943404153075,1.105741108949362,1.1062412677867497,1.1033272629922655,1.1025326379271878,1.1006157794220597,1.0982778415081058,1.1191966700184868,1.1503813689756113,1.2216905318438407,1.2353161607450116,1.2292809164707965,1.2229683971693173,1.216264929328496,1.2161240009903724,1.2521440629242517,1.24547661532829
55-2803124,,,0,0.9952136062477239,0.994380484579905,0.9942080789584226,0.9923038095696731,0.9859845614508685,0.9944534078321238,1.00019306437332,1.0026896472205822,0.9993266411161208,0.9997319886535617,1.0003136903689478,1.0013149224193045,1.000118581210691,1.0004474741993012,1.0003686676806283,0.9984056695263542,1.000279354471334,1.0027634396352028,1.0038862630544172,1.0056530681960727,1.0057398590062023,1.0044634928748606,1.0068074697146598,1.005143209674605,1.0046094383205664,1.0085850476640965,1.0075937187295407,1.0080523398532832,1.0172819369243502,1.041235467550232,1.0616800845522516,1.0833504759288999,1.0808353512094946,1.108651900571493,1.1088602181604026,1.1057914687492123,1.1048438105942933,1.103013666210784,1.1005536282468011,1.1124077811742408,1.14405490184368,1.2165840773196717,1.2304418407901696,1.2244132640777978,1.2181334383881763,1.2114521497222521,1.205769006410541,1.2479885010294265,1.2414030694835867
56-2805595,,,,0,0.9927834637365287,0.9934499282968628,0.9908021205283204,0.982395385041732,0.9942434811421016,1.0013568745350288,1.0041718455482223,0.9999748157316628,1.0003436596740731,1.0009522944128233,1.0020239482273556,1.000655191171944,1.0009763866914894,1.0008300596001551,0.9986618311783875,1.0006502555465935,1.0032933959953307,1.0044417625692486,1.0062737448576342,1.0063391314515902,1.0049506289210992,1.0073888480470081,1.0056202643171808,1.0050363722787157,1.0092810843334532,1.0082090015155707,1.008677247043273,1.0182517834091431,1.0429495487587084,1.064337607905389,1.0868201464194558,1.0839117269766136,1.1125959031169945,1.112750425970765,1.1095647321166058,1.1085235660835917,1.106474685202576,1.1039391288790747,1.1161265836420287,1.148922958162236,1.2237842305619404,1.2382371604283666,1.2318216786638994,1.2252184293260509,1.2179354775871332,1.2120617628021344,1.2552582497875246,1.248309944242233
57-2803123,,,,,0,0.993882029642364,0.9919073365943715,0.9810053520831148,0.9953304746589428,1.0032469458263176,1.0060684191214617,1.0010692968248276,1.0013002362261236,1.0018748018555625,1.0029453309615073,1.001436028473681,1.001712577210646,1.00147049127251,0.999137910979213,1.0011625290632267,1.0038845101862908,1.0050192560798163,1.0068677183466788,1.0069088263681365,1.0054369834057006,1.0079171482130191,1.0060801505615198,1.0054564644378636,1.0095462137961388,1.0087670958808428,1.0092372341700402,1.0188904924525295,1.0439437359206203,1.0658469965283563,1.0887777546893203,1.0858607538462277,1.114868392389441,1.1151352974472581,1.1118235429521564,1.1107259353433567,1.1086958363270778,1.1059674846270473,1.1182437284910696,1.1516230134629435,1.2278779473675632,1.2427123615843039,1.235863929434676,1.22902634475177,1.2216105014829677,1.215382822722269,1.259299448587097,1.2520550605032248
58-2803131,,,,,,0,0.9892973796439346,0.9726663152345809,0.9958388809206806,1.0058015242767857,1.0087078368415967,1.0022220562715516,1.0022855081915034,1.0028408140650005,1.0039475555507549,1.0022140958963097,1.0024477528320108,1.002090751829674,0.9995177968044212,1.0016374558788936,1.0045075668306358,1.0056466398586086,1.0075424107293902,1.0075543973731134,1.0059634632176948,1.0085238652745105,1.0065838494619204,1.0059068288460111,1.010371622201377,1.0091714744637423,1.0096514893917097,1.0195019238953964,1.0456293742369003,1.0680934154691688,1.0917476964333046,1.0886534442161682,1.1187339851812537,1.1184242442233943,1.1148205031750529,1.1139403449301932,1.1116968569972727,1.1088165304890942,1.1215697259570958,1.1557874242489363,1.234388200104013,1.2494436071429944,1.2423444220501012,1.2352263488842665,1.2274326739168175,1.2206808387689403,1.2658942536641578,1.2584053290787485
59-2803137,,,,,,,0,0.9488430643316098,0.9951072860174487,1.0078377466952828,1.0108069649563007,1.002815045235438,1.002772303668115,1.0033347758352085,1.0044958033672,1.0025764774766293,1.0027934918318904,1.002365381229539,0.9996113338241841,1.0018305483735759,1.00483210910116,1.0059890239210496,1.007934000215108,1.0079276670973076,1.0062492886317322,1.0088803580247543,1.0068618621514387,1.006147962432845,1.0108548446593142,1.0094744773356226,1.009846563859008,1.0201686653176731,1.0467857729813077,1.0697767702047207,1.0938899598872955,1.0906584622431066,1.1215294520001875,1.1213059693501186,1.117536019605815,1.1163855994028027,1.114048253833416,1.111045661464772,1.1239312784557072,1.1589774453972144,1.239229906979857,1.2547416250428305,1.247355777166725,1.2398265838235571,1.2317395165512381,1.2247510569295499,1.2706545306134656,1.2629093517818912
60-2805441,,,,,,,,0,1.0232610946837843,1.0299158611609414,1.0203320126807913,1.0077545047395937,1.0066415565795768,1.0068415469363794,1.0077634123157073,1.0053967410288382,1.0053421365976514,1.0045052823592004,1.00129939272631,1.0034614405340847,1.0065409510867371,1.0075740748655204,1.0094703445219733,1.0093871744746215,1.0075187358588267,1.010174325085674,1.0080251128596511,1.0072169813607779,1.011756088164065,1.0103996685299672,1.0108863563444905,1.0213390295244507,1.0484582913272484,1.072010464083914,1.096855191423154,1.093451428428115,1.1250537304488792,1.124668026010722,1.1207076787720072,1.1194747246038907,1.1170253297478019,1.1138762494314134,1.1269992118885395,1.1627362152723364,1.2450047490184848,1.2608919796512041,1.253179618986585,1.2452995818023198,1.2368744947508523,1.229496228795765,1.2762361059844147,1.268000828360917
61-2802629,,,,,,,,,0,1.0405450646855794,1.0181939718921442,1.0018128136091056,1.002027170738906,1.0029064065333146,1.0045089891585142,1.002008236467359,1.0023511693162617,1.0019030671681965,0.9986956555181552,1.0013935090157193,1.0048911843210289,1.0062023683594992,1.008374260942963,1.0083437100317263,1.006444290750785,1.0093332738911769,1.0070955747691113,1.0063016132864615,1.0114066910845279,1.0098778798048376,1.0103976411070419,1.0213690637618227,1.0497145455805705,1.0744276098517933,1.1003978594788855,1.096730106728898,1.129551286824387,1.1289411086297458,1.124684142967326,1.123328745394658,1.1207063114307367,1.1173336257252682,1.1308981060848509,1.1680363048796176,1.253703104499327,1.2703837102764861,1.2621101567534772,1.2536324042184797,1.2445226569401664,1.2363995399115688,1.2848508076852208,1.2760069516804058
62-2802719,,,,,,,,,,0,0.9993828030135316,0.9895884435119287,0.9939227747099544,0.9962617729876686,0.9990539992663666,0.996815069394428,0.9978939799360659,0.998227168827289,0.9953405435979212,0.9986542746160949,1.002543635832594,1.0042135820271594,1.0066895830594011,1.006752483831242,1.0049220725223782,1.0080249336365659,1.0057673237746794,1.0050332731659457,1.010102318642139,1.0090087137767456,1.0095603271591738,1.0207756736600522,1.0499813901731998,1.0752793595293726,1.1019985374591494,1.09817515943957,1.1320136325346108,1.131270152218326,1.1268270074624187,1.125396808487443,1.1226665874008244,1.119261423529561,1.1330165984444722,1.1710785842413813,1.2591185168256078,1.2759960138944477,1.2673604256095925,1.2584994056920265,1.2491317701909643,1.2406977473374814,1.2901486926379675,1.280866238274663
63-2802709,,,,,,,,,,,0,0.9837117095358854,0.9921027591704935,0.9954333386754991,0.9989818903001513,0.9963255489454658,0.9976543073213799,0.9980799045252615,0.994914900433136,0.9985882201233072,1.0028119052601163,1.0045705826315383,1.0071743840926126,1.0072121767152773,1.0052323255893036,1.008477990407484,1.0060835126192895,1.0052934239600793,1.0108631392363188,1.009396948315364,1.0099633205720375,1.0217230818324998,1.0519200155430948,1.0780941339826084,1.1056420324293836,1.1016878743724123,1.1365215055639049,1.1355324550476529,1.1309222870652353,1.1292514396299393,1.1264687742302824,1.1226301555841685,1.1368462053182844,1.176203887693044,1.266883124296409,1.284453229606973,1.275436477605399,1.2660276473656753,1.2560221170255619,1.2469960915572242,1.297564137800477,1.2882676536007205
64-2802703,,,,,,,,,,,,0,1.0025911754125125,1.0047311031310224,1.0077783523202886,1.0012604034789383,1.0020272188607309,1.0014108212867492,0.9968719945669906,1.0008778062222172,1.0056253428823834,1.0072155333220283,1.0098387731065697,1.0097029174585515,1.007239340344297,1.0106540989499633,1.0079134966275358,1.006918483546275,1.0069670761994942,1.0057049132846259,1.006379915803838,1.0054677620716042,1.0380777783512773,1.0655883689141985,1.0944684546379084,1.0906156859405605,1.140597037982804,1.139345161938807,1.1342397180315698,1.1325390454804978,1.1294282377842684,1.125429915048389,1.1362682864570852,1.1736068242192952,1.221776801253473,1.239138467557404,1.231315098795659,1.2234835161905921,1.21504730759376,1.2078923087609472,1.259260330572752,1.2509347136147804
65-2802693,,,,,,,,,,,,,0,1.0084536470012282,1.0122124042243434,1.0004713540540178,1.0017933486482595,1.0010863672322323,0.9956988437191509,1.0005933974614616,1.0060858230865737,1.0078008161882537,1.0106390691821454,1.0104303748738437,1.0076564834586272,1.0113227393794297,1.0083261953775697,1.007226646687599,1.007257015737508,1.00589430343827,1.0066056184848817,1.0056299124889727,1.0399423473266907,1.0688561800617846,1.099250023533731,1.0950224728454954,1.147528776553435,1.1458419929846368,1.1402573122924617,1.1383503067202372,1.1349654367884534,1.1306139621781368,1.1419338096104024,1.1808201607282771,1.2310703171458208,1.2492324286792833,1.2407712127340629,1.2322692207556485,1.2231908416526602,1.215317890936289,1.2683539398726065,1.2595769212081738
66-2802688,,,,,,,,,,,,,,0,1.015852388652314,0.9963385722469663,0.9997053846101143,0.9997018056775212,0.9939914831072263,0.9997631478345338,1.0058592091364504,1.0077495260858813,1.0107873825149774,1.0105540269440898,1.0076130669835146,1.011466538257796,1.0083204476992993,1.007174207673548,1.0072095743174665,1.0058016194364083,1.0065400079082838,1.0055353795731772,1.040924268390207,1.070714951160334,1.1020535831418146,1.0975907926730426,1.151668827091177,1.1497040083071075,1.1438184144938106,1.1417820283071212,1.1382260420664783,1.1336548760652865,1.1451995395902446,1.1851085883079522,1.2366386741317312,1.2552945840070324,1.2464339179166928,1.237512648047825,1.2280349169903562,1.2197156610907978,1.2739501792149375,1.2645963105759237
67-2802684,,,,,,,,,,,,,,,0,0.9738934412261612,0.9919760578534336,0.9958127990948796,0.9904849976100465,0.9977934005159442,1.0047632907696329,1.007034481366772,1.0104056812084627,1.0101881448158234,1.0071220662215439,1.0112271575457032,1.0079387196489589,1.006773735728935,1.0068406381391326,1.0054104650647508,1.006185609525304,1.0051653486978533,1.0417584646250115,1.0725155471928365,1.10489262861577,1.100174073392296,1.155976203977567,1.1537055332154527,1.147491113756311,1.145313715506691,1.1415720888309073,1.1367628884723016,1.1484261140759442,1.1895717029138577,1.2424926537647674,1.2616859663549742,1.2523874126083538,1.24300796958873,1.2330954263280944,1.2244078360930857,1.2795735934326355,1.2701904300172788
68-2802681,,,,,,,,,,,,,,,,0,1.0048657916108479,1.0016166126936326,0.9931744411184101,1.0006402683559543,1.0080167529251425,1.0097899516169775,1.0129656312800037,1.0125063517563813,1.0089376973643955,1.0130872185331197,1.0095079783354453,1.008148741925218,1.0081105070661995,1.0065141953361738,1.0072906054318012,1.0061718547751681,1.0437800657181775,1.0754122695184047,1.108754206096391,1.1037418879861516,1.1611390875818846,1.158503727844123,1.1519336276564556,1.1495977883530797,1.145655029788604,1.1405864288724474,1.1524492798678363,1.194632187364057,1.2488303620940473,1.2685233671713387,1.2587824519781716,1.248936206724576,1.2385837887790354,1.2291560992922848,1.285480678579743,1.2756136124343758
69-2802676,,,,,,,,,,,,,,,,,0,0.9996943984674801,0.9897335774510394,0.9997924997719587,1.0085634627196418,1.0104396800410604,1.0138492251740903,1.0132580111514449,1.0092757354551258,1.0137046813919084,1.0098286653731015,1.0083531243916681,1.0082959778255485,1.006599182929272,1.0074128766487036,1.006233449937677,1.0454771944259533,1.0784440621839373,1.1132356932798617,1.107822619399741,1.167612806815027,1.1644786631697484,1.1574100651365986,1.1548563165740182,1.1506342855431404,1.1452083274236706,1.1575155236563213,1.2010909374840157,1.2571823646527889,1.2776137745187195,1.267234249709198,1.2567193281313773,1.2457386609638084,1.2355975770063594,1.293339447734463,1.283067911190596
70-2802670,,,,,,,,,,,,,,,,,,0,0.9798554947971211,0.9998418690654778,1.0122487635304125,1.0135306825886805,1.0170531182718812,1.015968360007377,1.010841327507849,1.0157451216054687,1.0111709893384873,1.0093736595500005,1.0092168266935253,1.0072604888519565,1.0081327085998812,1.006802013595821,1.0491248856059614,1.084619765903131,1.1221760344089966,1.1159407033314068,1.180270663188356,1.1760867913089637,1.1680160360222929,1.1650207621917834,1.1602424887475808,1.1541064406349404,1.1669760055789198,1.213398972173477,1.2730155843399118,1.2948329569135413,1.2832027225957694,1.271379410468911,1.2591808053627802,1.247908987815763,1.308331142801667,1.2970450527640152
71-2802023,,,,,,,,,,,,,,,,,,,0,1.0213534427090742,1.035626225504585,1.0272977588153431,1.0280584478292654,1.0250831021802644,1.0169566697224286,1.0219256651696786,1.0160006272541948,1.0133570582364224,1.0127715533967194,1.01019175445824,1.0110693095362149,1.0093931379017298,1.0551777055840883,1.0936178715595626,1.1344537652959417,1.12708972094625,1.196761624759774,1.1910949529512405,1.1817065233040036,1.1781204879735885,1.1726184671213582,1.1655598121798147,1.1790171018910904,1.228739500423042,1.2923991972758473,1.315827390885157,1.3026336836818058,1.2891735975019698,1.2754695478726557,1.2549129062359532,1.3262852010112856,1.313351452965071
72-2801985,,,,,,,,,,,,,,,,,,,,0,1.002175945530088,1.0119458640126735,1.0187653794415827,1.016680948869713,1.0090265069438986,1.0161036822982592,1.0099291028114854,1.0077837481885454,1.0077695493357401,1.0055600913491716,1.0066764228725789,1.0051979057663358,1.0553087893247313,1.0969690395572633,1.1412606651946784,1.1329401932818668,1.2082152982183723,1.2012621048176062,1.1906860413490667,1.1865902974692513,1.1804531113166894,1.1726009390818628,1.1867292392414726,1.2397480201379447,1.3075156483671087,1.332569641790309,1.3178754658150698,1.3028732242077916,1.287764216784864,1.2652013574626684,1.3400093189104003,1.3260691959867346
73-2801806,,,,,,,,,,,,,,,,,,,,,0,1.0164143472133005,1.0228003463033948,1.0194126859333212,1.0099291979077583,1.0176316289364034,1.0106666975117953,1.0082352226392677,1.0081645610065513,1.0057662092121964,1.0069414925701579,1.0053605168078743,1.0578710265174474,1.1014516343599923,1.147870663953386,1.1388019714987807,1.2174970768451192,1.2095233108124563,1.198084803570926,1.1936061422275432,1.1870089532393977,1.178578718423073,1.1930536511245946,1.2480752845522243,1.3182957872046088,1.344338349746327,1.3286393674174408,1.3125982723057454,1.296552365638064,1.2726484433507443,1.3495316926553795,1.3346919928276593
