순번_정류장ID,43-2806630,44-2805444,45-2805288,46-2800898,47-2800899,48-2805370,49-2805443,50-2805371,51-2806637,52-2805372,53-2806926,54-2800921,55-2805386,56-2800916,57-2806929,58-2800913,59-2800908,60-2800888,61-2800905,62-2800910,63-2800915,64-2800918,65-2800922,66-2800924,67-2800926,68-2800929,69-2800934,70-2800936,71-2800940,72-2800954,73-2800978,74-2801005,75-2801022,76-2801038,77-2801048,78-2801071,79-2801077,80-2801095,81-2801102,82-2801110,83-2801283,84-2801315,85-2801356,86-2801388,87-2801439,88-2801500,89-2801524,90-2801584
43-2806630,0,0.9914348952129171,0.9977407081259436,0.9986911247477981,1.2170995630952712,2.1676989775051125,3.507244469594283,16.847650378113364,5.863398805469603,5.10923012806476,3.256952007494605,2.677651670541045,2.4245750243416966,2.2768866143327737,2.018034503888692,2.1910085670801798,2.5691494209474457,2.52603340780363,2.3528135749497987,2.161148660626513,2.106705303222948,2.010502156217824,1.9060081543222946,1.8576510862289504,1.7660147221415878,1.7195432693701687,1.6926574668940655,1.6730218043989735,1.6421183927763314,1.600740401000473,1.597777393493801,1.5778022923708843,1.557349876630731,1.5391353798367484,1.5271710224067425,1.5504094962122934,1.5556754072404393,1.5669020992740823,1.5491794016355191,1.5353488176878747,1.4977811705973336,1.4864941605392834,1.4933764850463402,1.4812911043278747,1.4605132783049053,1.4371345024372049,1.4298531018962588,1.4326959117112636
44-2805444,,0,1.0080384792778545,1.0039165809770416,1.3682983532949549,3.712200832006781,3.637024357825106,3.458097795364613,2.672255912131945,2.524176767117577,2.033806115579688,1.830276017065535,1.730662188305811,1.669475006489711,2.1253153893859476,2.471159381597338,2.993020269196066,2.8716443588275737,2.617096213522707,2.351983273368543,2.2780175320495695,2.1519338726357042,2.017632696629635,1.9572296711398458,1.8448696502259967,1.7885829980366421,1.7561006517362803,1.7328779662120815,1.6961859997121969,1.6480530815020364,1.6425348441504775,1.61973047497353,1.5962419797745009,1.575266571363544,1.5620645070076513,1.5859172311377587,1.5918495075029375,1.6030893788150422,1.5833161778845366,1.5677139589175313,1.5257120172710008,1.5126309635002255,1.5193869188958233,1.5059719640775546,1.4829743570022902,1.4574451172731042,1.449254805327036,1.4518970576717074
45-2805288,,,0,1.0006636094410823,1.6189405531895387,5.338364429592501,4.637281138155843,2.4500685447050694,1.8558531470527027,1.796481679589152,1.5779040557228081,1.4786100975671574,1.4276835809125001,1.511632250563534,2.152887911344513,2.5326085576403736,3.118419966374268,2.964732365008872,2.6779866154065215,2.3857115436166096,2.306352751620269,2.1709296504427718,2.028352164657418,1.9647859603045752,1.8473958635061594,1.7890201011008438,1.7557793631714769,1.7318309821889541,1.6940889677233635,1.644511956435242,1.6390095752124287,1.6157547835157455,1.5918498255953468,1.5705362070492572,1.557341381818478,1.5817842013141803,1.5880793463565195,1.599231868347956,1.579345419604426,1.563163661007001,1.5211796992780133,1.5078684625012178,1.5148650077710009,1.5013389394063916,1.4782959757907403,1.4524828860231151,1.4442472847397432,1.4471393778739
46-2800898,,,,0,1.319783377974154,2.280361148977009,1.5626289606447221,1.3365146511351023,1.229098629855662,1.2174492041353284,1.166360915246655,1.1421921603584129,1.3231329088636352,1.5400973548109145,2.292087725026358,2.7608130359175926,3.521103503993737,3.2577395891544896,2.8799281866159228,2.5155757861644523,2.4183406216219767,2.2569499780288647,2.0915695818439324,2.018380757770573,1.8859837346913122,1.8206580792925628,1.7839964019757173,1.757756217791384,1.7168578033634014,1.6627655267618238,1.6563766129294522,1.631364871113166,1.605744008003459,1.582997774489492,1.568733506189747,1.5940802860352294,1.600755562318296,1.6121693441314484,1.591067335162593,1.5737311667662055,1.5294652850561494,1.5153789779706108,1.5225731999588081,1.5083903309229645,1.4844641106588095,1.4574251539922656,1.4488710034449563,1.4516353981088717
47-2800899,,,,,0,1.0711081631636488,1.031282398413673,1.0224816941340815,1.0157779050222575,1.0161773272051198,1.0112870956921156,1.010365653859823,1.2264620148428718,1.4389378592283089,2.1813088560929716,2.648917852381154,3.415451135953841,3.1664005108373994,2.794833206277438,2.4388117854555644,2.3456309365770145,2.190024237094735,2.030128087782396,1.9615355980274432,1.8342761481163554,1.7725640677507222,1.7377182421328259,1.7127111410054634,1.6738453306768069,1.6225718648688883,1.6180664041200197,1.5945903519911688,1.570086939681902,1.5485092822258812,1.535006845774266,1.5610603410949089,1.5676031447454977,1.5795993718224717,1.5594617558497565,1.543339285084005,1.5001448719954433,1.4881086079542278,1.4958790233555517,1.4822510882345257,1.459410830376138,1.4336702812688589,1.4256197575263614,1.4288055764966299
48-2805370,,,,,,0,0.992132426229429,1.0013314658228287,1.001172057360157,1.0026558438720787,1.0004763633064149,1.0012414831988454,1.0014408656956342,1.1078847256348672,1.6432663420540974,1.9598631154112678,2.4474722741189847,2.4117017536241425,2.2077494059866356,1.9974314340253394,1.9407710143919041,1.843511947102724,1.7417611358820708,1.6956654223419048,1.6114699437474207,1.569656523178746,1.5458316049945233,1.5282806376904028,1.5011570107263057,1.465336110180581,1.4682372143284708,1.4513494642848603,1.4340222562633387,1.4181828765788005,1.408626563323998,1.4343659402258067,1.4416512463460815,1.4550874635694369,1.439896119829786,1.4278974792772594,1.394956031922572,1.3872055564402854,1.3972864667407299,1.3868277937580271,1.3691892028310877,1.3494113391895428,1.342931446895888,1.3474179397528947
49-2805443,,,,,,,0,1.008791690560676,1.0027529936764625,1.0045976404717734,1.0012886180812817,1.0020333405282305,1.0021686538793848,1.0029838911535116,1.3548764140128564,1.6134316918097116,2.0027024096656665,2.0411826685524233,1.9021865541940663,1.754126640592775,1.7138433483389566,1.6439983502799764,1.569928372079335,1.5353336068612233,1.4733857570181037,1.4424656303546515,1.4246519002369944,1.411198803451014,1.3906100685570248,1.3635373233840213,1.3708712831612322,1.357931556267064,1.3446549333664972,1.332312296810892,1.3248045131175201,1.3508517796127348,1.3585245158691506,1.3728261448827603,1.360412610289014,1.3508893409021916,1.3250903087667671,1.3193993704988705,1.330916655143692,1.3226270236655773,1.3078586088671411,1.291725242770072,1.2863116008973285,1.2916739824384509
50-2805371,,,,,,,,0,0.9975335624966165,1.0015425762448962,0.9982957362177522,1.0000335889179737,1.0005060572100133,1.0016787747802904,1.0022437124056498,1.127568721353637,1.3788009953657994,1.4924648984586133,1.4388484322858646,1.375343460614417,1.3582925295743757,1.3279929638549952,1.2947286751194567,1.278260063024055,1.24899072080981,1.2348000620685844,1.226299685914841,1.2192608697604983,1.2090876163028799,1.1957636346844183,1.2096888692925443,1.2030361258058138,1.196080969953025,1.1896493505904253,1.1855782646869004,1.2110768005012065,1.219029213353854,1.2342025170067175,1.2267843571776302,1.2213125881869247,1.20531335482915,1.2048686664145412,1.2180965527983785,1.2136360959208827,1.20389246735403,1.1938387750754271,1.190216653703276,1.196801692723109
51-2806637,,,,,,,,,0,0.9959395522915047,0.9946230273005865,0.9986966724748468,0.9996462150887884,1.0013491169335533,1.0021456492837915,1.0021210548399861,1.001826680296375,1.0640906637317953,1.0607925943088234,1.0515741933183798,1.050102508887544,1.0472537512803293,1.0432671732016916,1.0404212612330483,1.0370481942159266,1.0364138010469373,1.0356569386681789,1.03362086498502,1.031956736366074,1.0304446780054572,1.0494183741229015,1.0482625149264744,1.0471624793233059,1.0455676687024456,1.0448442119194679,1.069801386576609,1.0782057679519663,1.0943062246333919,1.0913784919189395,1.089373810270987,1.0833337654688402,1.0864678568070445,1.1016849885672693,1.1000582616648236,1.0956200554473208,1.0913027800966462,1.0894108744696651,1.0974164881837531
52-2805372,,,,,,,,,,0,0.9926526449616782,0.9980269638530033,0.9992119372036805,1.0011021707169638,1.0020064410236234,1.001995398053394,1.0017023422149682,1.0011217138836868,1.0036105801350692,1.0015759871117267,1.002153219945895,1.0027887200625205,1.0033027143619673,1.0019811806104144,1.0028150822951307,1.0038188580984835,1.004035813416796,1.0030883555077024,1.0025605581735069,1.002813505026045,1.022474357136293,1.022408343968927,1.0219546672157331,1.0211389764066903,1.021029433038603,1.0458929902967475,1.0543432634503629,1.070561874221017,1.0682126662094518,1.0669092269031406,1.0623804243537696,1.0659913599535613,1.081795245623249,1.0806777849667297,1.077042301002459,1.0736723430321544,1.071979058260037,1.0801026857547813
