순번_정류장ID,70-2800995,71-2801013,72-2801023,73-2801040,74-2801052,75-2801103,76-2801113,77-2801116,78-2801121,79-2801130,80-2801134,81-2801144,82-2801152,83-2801156,84-2806243,85-2800368,86-2800320,87-2800642,88-2800664,89-2800333,90-2800681,91-2800689,92-2800701,93-2800704,94-2800726,95-2800751,96-2800765,97-2800782,98-2800797,99-2800813,100-2803049,101-2807107,102-2802658,103-2802680,104-2802707,105-2802715,106-2802729,107-2805440,108-2802736,109-2802753,110-2805791,111-2802789,112-2802810,113-2802859,114-2802877,115-2802883,116-2802900,117-2802928,118-2802622,119-2802979,120-2803014,121-2803023,122-2803016,123-2803009,124-2803000,125-2803300,126-2803308,127-2803318,128-2803315,129-2803321,130-2803327,131-2803325,132-2803332,133-2803339,134-2807286
70-2800995,0,1.001890676221697,1.0029177260630402,0.9973105309606541,1.0020483673307454,1.0269361640199723,1.0517220362871855,1.0471583196765766,1.042831507671652,1.0374256009400464,1.0351289014152896,1.036794296640627,1.034283449468577,1.0436490218770507,1.0379694874273986,1.0865936450472609,1.083589951305966,1.155685116752065,1.1479257264064486,1.142556258228579,1.1368501332706082,1.1310645033090172,1.130219074992932,1.2101652517728168,1.2531519043050354,1.2402868951030126,1.2391493101547462,1.2246827689740007,1.2181921684503196,1.2054366807312211,1.1989703747099179,1.1927284977519925,1.1898531590000814,1.1854644573777176,1.1770730749545184,1.174391369736769,1.1669164608402565,1.1652240399591782,1.1612025118598035,1.1576530314030855,1.1559556169650433,1.1529330308801833,1.1503375438995855,1.1445788632582323,1.1484926161615705,1.147795718179588,1.1451855646433566,1.1430826638263074,1.1407546583355674,1.1389743542158746,1.1356027288917203,1.1535931876085743,1.1819250344405672,1.2032260191469932,1.2242228839773983,1.24078569230472,1.2428114346092087,1.2332372400475278,1.2246385940013798,1.2178053866768623,1.214506138353285,1.211623275880796,1.213042685492307,1.2139878919860108,1.2500177657564222
71-2801013,,0,1.00540895389907,0.9947946220866322,1.0020860182171645,1.030146810186606,1.0574330862562247,1.0523997877887687,1.0469881086206063,1.0406035172965957,1.0378954563115605,1.0390891699838924,1.0362669858529907,1.0459962011932067,1.0397045226071697,1.0897808310239951,1.0866140354664477,1.1612156931589246,1.1528928955794586,1.1471598092700404,1.1410958293118978,1.1349514921401447,1.1340822157243038,1.216678061960839,1.2610145089172555,1.2473925195419013,1.2460759366327447,1.2308691737256179,1.224025439004891,1.2105933763657841,1.2037986028159777,1.1972749936340115,1.1942715649635924,1.189653582673967,1.1808892932298414,1.178080729898277,1.170305672753588,1.1685295260950106,1.164343995424487,1.160662385358802,1.1588810576156399,1.155736134103164,1.1530499837435615,1.147080714206944,1.1510277383560015,1.1502737239154341,1.1475778774844,1.1454044383010147,1.142999318337582,1.141161594736396,1.1376818934552946,1.1559639203095817,1.1847755807003626,1.2064455787154114,1.2278122944377667,1.2446182007175228,1.2465923267867944,1.236686567316571,1.2279540405824894,1.2209249639199853,1.2175305021797302,1.2144377675282827,1.2159403619826585,1.2168049716902691,1.253387042401271
72-2801023,,,0,0.9916871712832507,1.0017232154574547,1.0315271439169829,1.0600130681492521,1.0545552885380187,1.0482524086063918,1.0414807963622708,1.0389234591712417,1.0400275433765676,1.0370661623970652,1.0469590386350291,1.04039821822182,1.0913469168086884,1.0878724257541288,1.163630404685096,1.1552128339785643,1.1493112136177892,1.1429385532934906,1.1367722937515183,1.1356992072905472,1.219437103586102,1.2643549874614999,1.2504030047463341,1.2490078636492867,1.233480053574356,1.226483367005957,1.2127590410322964,1.2058227946738989,1.1991781530500785,1.1961196518493762,1.1914033919975273,1.182479550023428,1.1796167819992363,1.1717137607365857,1.1699019424879558,1.165646562405509,1.1619089163378655,1.1600919572228061,1.156895155601721,1.1541706031355792,1.1481122528392553,1.152073329484491,1.1512951910599467,1.1485631798323441,1.1463599947315588,1.143922380390598,1.1420604081888541,1.138535240829596,1.1569401905688312,1.185954099695183,1.2078538352249806,1.2293024800007588,1.2462108273017056,1.248162847615098,1.2382190475217438,1.2292309759930735,1.222122694973041,1.2187549686688652,1.2156268969660118,1.2171124303264793,1.2179068301490523,1.2546925431166367
73-2801040,,,,0,1.0076920476333835,1.0409084506099617,1.0739475535014569,1.0657026094004383,1.0571126441967065,1.0480899160602837,1.0443053354307903,1.0451118422251373,1.041470124340495,1.0518326971657925,1.0440134772075396,1.0971529049080477,1.0932482864961495,1.1732424035119018,1.163672978423429,1.1572998023530239,1.150448447709373,1.1435154432071626,1.1421581368854667,1.2300714649905975,1.2770963091662244,1.2618850970631126,1.2601805772025072,1.2434381547436297,1.2358605627840222,1.2210273237852147,1.2135552217010226,1.206454851552502,1.2031895327041213,1.1980994597202481,1.1885741352465213,1.1855061583557809,1.1771225334643554,1.1751751289148407,1.1706570283311273,1.1667089281426164,1.1647562584864024,1.1613636796272462,1.1584953102727307,1.152101903370003,1.1561059209600801,1.1552342530761734,1.1523669517729405,1.1500522361788654,1.147492759266875,1.1455401690124827,1.1418444496754747,1.1606122051964263,1.1904141543793443,1.2127917465894988,1.2348681446644443,1.2521338475144697,1.2540748076581167,1.2436535614051998,1.2343108652557582,1.2268335122379506,1.2232556169446345,1.2201303623981108,1.2214181760503275,1.222242622930408,1.259749315545096
74-2801052,,,,,0,1.0582132334707703,1.0436404766330376,1.0359964625708786,1.0389031321911986,1.031083016147454,1.0282636845392297,1.05169608401516,1.046742371726076,1.0583298413916709,1.0482296581368484,1.1065971974444044,1.1015705593433034,1.189820869974274,1.1782985309657243,1.1705342157744087,1.1625007329132304,1.1543992611554035,1.1486369549448165,1.2171318359433736,1.2668522184211772,1.2513547244844598,1.2497997702959884,1.2327752857656242,1.2251666809334927,1.2103682213928573,1.2029522140125581,1.1958679321846022,1.1926188462261744,1.187657519226247,1.1782767116501651,1.1752950751230773,1.1670444131804683,1.1651857167517488,1.160785552253447,1.156917426871527,1.1551691597670986,1.1518108311196251,1.1490081075751895,1.1428271876249172,1.1470876353314388,1.1463613126822618,1.1435707574109588,1.1413300528396715,1.1388558330059655,1.1369673357313936,1.1334025455374166,1.1527069895125857,1.1832188650317035,1.2060653762689868,1.2286924491801767,1.2464801371583667,1.2499479757797016,1.2392208845409909,1.2301196853933059,1.222583508347359,1.2189862179819524,1.2157141498694832,1.217197588923984,1.2180901566275129,1.2564121746675583
75-2801103,,,,,,0,0.9992705797291547,0.9928471869343309,1.0006049128227559,0.9997422997451026,1.0005959218052562,1.0045711801216517,1.0037377705546167,1.0032486943916077,1.0030680709236666,1.0826309856783476,1.0789310682007005,1.1809294109588646,1.168369110345599,1.1600198827158494,1.1514517389202998,1.1429499248820347,1.1370329812073716,1.2348094832471586,1.2915469126115096,1.2725169512969743,1.2702162276532476,1.249891922867126,1.2407873741957207,1.2232373531909702,1.2145388255492549,1.2063596970850845,1.2026222708125662,1.1968396022132737,1.1861198234658776,1.182706653943535,1.1734164748136615,1.1712953040402583,1.1663598413444927,1.1620574713719907,1.159976571456224,1.1563352466284917,1.1532460930589892,1.1464356320962894,1.15093441361391,1.1500809260543414,1.1470333505147658,1.144587461795462,1.1418922536853107,1.1398403341364898,1.1359748624371193,1.1564073968764133,1.1889631377415402,1.2133200045694699,1.2374734112993457,1.2563289945085505,1.2582596657506842,1.246863319822952,1.2365117400916514,1.2285038181902692,1.2246120192139847,1.2210794084006535,1.2225812096174486,1.2234539015296029,1.2638078386699103
76-2801113,,,,,,,0,0.9815317853922453,1.001367331382266,0.9998940177659151,1.0009313702127933,1.005536706833675,1.0044323991964972,1.0037557712869858,1.0034344152605563,1.0882862849353039,1.083820054256607,1.1923438074810806,1.178183253621495,1.1688598193384148,1.1593777096877862,1.1499954444201552,1.1434568685523552,1.2463965809776867,1.3059774535896138,1.2851511005738958,1.2824052880673802,1.2604438088344558,1.2505757536209532,1.2316123676535369,1.2222520681224307,1.213521781948822,1.209537283978052,1.20331362540831,1.1918991278620832,1.1882533885538824,1.178426078169835,1.1761563333569913,1.1709345282384125,1.1664051654819836,1.1641802589952908,1.160332152315824,1.157091739997163,1.1499344657859767,1.1544847164263468,1.1535376187271777,1.1503520543262797,1.1477933692253761,1.144975741463372,1.142833286608186,1.1387988239128843,1.1597613334159103,1.192990960639965,1.2180111394856052,1.2426634642347696,1.2618948414338984,1.2638145689311318,1.2518249026206318,1.2411112938242725,1.2327213817628435,1.2287558807087493,1.2251636084307351,1.2265240918542644,1.2272940936773804,1.2683754622359562
77-2801116,,,,,,,,0,1.0108898274131453,1.0039940988542613,1.0041762452829832,1.0083045023180721,1.0066495412924128,1.0054888655509284,1.0047033601680084,1.0930132292487693,1.0879176269428683,1.200313269111461,1.1850396493463955,1.1750434807035717,1.1649346295085177,1.1549486198455172,1.1479823912165885,1.2545526008740993,1.3156880994663198,1.2936618624125944,1.2908007911174693,1.2675644724709243,1.2571894908650558,1.2374423721781707,1.2273437961926308,1.218257570746102,1.2142508956486335,1.2077336084087642,1.1958610286135591,1.191941160816358,1.1818810156489983,1.1795116725044303,1.174100995184094,1.1693186120764791,1.1671007547042442,1.1631155126907937,1.1596794130547472,1.1523890759874833,1.1568727204986984,1.1558626315283091,1.1526745650605792,1.149957103498546,1.1472256343340355,1.1448599351800184,1.140794891476661,1.161947176565779,1.1956243385203635,1.2209901768401645,1.246079163930204,1.265530018646406,1.267381924428328,1.2552081098620562,1.2441287793002835,1.235620004836326,1.2314850403123587,1.227737084187959,1.2291205167298087,1.2299366578387392,1.2714515745545134
78-2801121,,,,,,,,,0,0.9956506525195453,0.999138617538961,1.0066259128579633,1.0048908990074774,1.0039141191579373,1.0034816912407998,1.1002917594430341,1.0939953785534275,1.2162232836707079,1.198424023244365,1.186926999925301,1.175437281589891,1.1641420077824087,1.156263450488657,1.2699115440124806,1.3352408846186403,1.3105488407399895,1.306820863518889,1.2812242172892343,1.2697640610148875,1.2478797587390826,1.2373203570991673,1.2274669200501194,1.222980633383827,1.2158575387411048,1.2030424128217236,1.1989286159550874,1.1879130003174807,1.1854631717448854,1.1795623384952068,1.1746960048237371,1.1721849132446815,1.1678271471903356,1.164292761465139,1.156556550162141,1.1611026059453913,1.1599717741268631,1.156520832552818,1.1537452259145773,1.150777652768811,1.14837690235327,1.1440193384676025,1.1658247974339715,1.2004575875255388,1.226562673150794,1.2523976699784036,1.2723256211547431,1.2739595958933483,1.2612425472808326,1.2496795658912425,1.240623343968713,1.2364557483861272,1.2324656523942332,1.233762394038955,1.2345372704308688,1.2769662040126695
79-2801130,,,,,,,,,,0,1.0047200300638857,1.011546807919575,1.0077097226404907,1.005611716221188,1.0045089151546611,1.1132288356109097,1.1047311129404869,1.2403101987892207,1.2185277699776802,1.2047066209614554,1.1911105469613712,1.1778331053884117,1.1685762149481813,1.291807339496495,1.3624282793204388,1.333893078233595,1.3291624631561307,1.3004226368122678,1.2874117628025676,1.2627117368417926,1.2507075313624065,1.2398098244133713,1.2348590233401577,1.2268986681847964,1.2127981603700047,1.2082551549647143,1.1963879096912204,1.1935490945487528,1.187247503011048,1.1818691672198771,1.1790993634613234,1.1744787917074826,1.1706795340738267,1.1622417320495335,1.1669457899276758,1.1656452895619906,1.161957372859147,1.1589882735050752,1.1557262824871026,1.1532562654396832,1.1486115028217707,1.1710387290725905,1.2069395438763326,1.2338679358633455,1.260624992054128,1.2811284701384338,1.282672337578553,1.269160472956947,1.256948566095514,1.2473815134979298,1.2428165571077858,1.2388435356594403,1.2399367285172311,1.240651083390939,1.2841923646947488
