순번_정류장ID,21-2801135,22-2801131,23-2801120,24-2800852,25-2800845,26-2800854,27-2801103,28-2801110,29-2801114,30-2801107,31-2801075,32-2801069,33-2801062,34-2800856,35-2801051,36-2801056,37-2801045,38-2804917
21-2801135,0,0.9824660870050144,0.988111025388507,1.005257304880022,1.0005293639770434,1.0467673520977998,1.240559920135996,1.3430703088016036,1.2336154750835826,1.2083868658395496,1.417778975874359,1.431758966428892,1.4026747815823264,1.3721219322449234,1.3489666758892755,1.2943505579261658,1.2611969932522624,1.2399206540177368
22-2801131,,0,0.9916080090973212,1.0139598930338944,1.005790533736153,1.0601164178499651,1.2833339751538444,1.4035734614155055,1.2610592931782298,1.229634667252922,1.4594174843168681,1.473320815658991,1.4392500002022477,1.4031748712382057,1.3757840322767017,1.3140072172289357,1.276439415097883,1.2527973160084411
23-2801120,,,0,1.021522314436423,1.0030017336080936,1.0233664322742484,1.0729193046708096,1.1969761008854447,1.1246361966638674,1.1108423532926508,1.344240807854461,1.3624975565037445,1.335247065002061,1.3072736126445732,1.286166109794668,1.2383011461344904,1.2089991836262137,1.1908386676803124
24-2800852,,,,0,0.9795205678777054,1.014310554418576,1.0018639832140854,1.0005863349747997,0.9980194587912746,1.0420785831915282,1.2810403387014966,1.3021326277185896,1.278743453166135,1.2550173623165566,1.2365097134565715,1.1964082126188866,1.1718899980676103,1.1566913267522958
25-2800845,,,,,0,1.0320008588497798,1.0061313989528888,1.0040932139471348,0.9998822102415035,1.0470964172168615,1.308122943263622,1.3300306429462887,1.3024129485125995,1.274698673153231,1.25397465558414,1.2084015153284065,1.180868819976618,1.1641803982856385
26-2800854,,,,,,0,0.9905694462625997,0.9905094263145927,0.9919512345404808,1.0509270127260837,1.3691588665164143,1.392843558248443,1.3537100886405367,1.3156062274080882,1.288217726586657,1.2299255071662312,1.1965135035416876,1.1766722148946613
27-2801103,,,,,,,0,0.9902476562557808,0.9929121628355237,1.005691711248231,1.4684811390941443,1.4957457601917208,1.4279839770661003,1.3669062802280816,1.3262080093310364,1.2460050680708534,1.2040726277144453,1.1802575433787466
28-2801110,,,,,,,,0,0.9934358145101364,0.998825976381523,1.362075273221058,1.3968748255348713,1.3420426864411503,1.2931111166020115,1.2601533525313473,1.21050462432591,1.1738111828381546,1.1532444576946543
29-2801114,,,,,,,,,0,1.0101686409273263,1.004352214796727,1.0040842619323853,1.0035909224170285,1.0419446415331362,1.0354517879118783,1.3036351441985246,1.234689571210754,1.1990554720412134
30-2801107,,,,,,,,,,0,0.9998262682418345,0.9987759945930892,0.999359942032486,1.053156433146327,1.0428573861736545,1.3787910372434633,1.2763625229638702,1.2284870062590625
31-2801075,,,,,,,,,,,0,0.9956944599264298,0.9987540685046975,1.004166478295071,1.0011881204123667,1.0048190005019322,1.0008116156689368,1.0005906940399762
32-2801069,,,,,,,,,,,,0,1.0011734114873128,1.0046826767759212,1.0008335931365275,1.0050751356996017,1.0006497469086877,1.0004427206000728
33-2801062,,,,,,,,,,,,,0,1.0074652618520314,1.0006837328947242,1.005776215513208,1.000584122125931,1.0003697362420707
34-2800856,,,,,,,,,,,,,,0,0.9924854117709185,1.0052804010950613,0.9993083945034369,0.9993558486693779
35-2801051,,,,,,,,,,,,,,,0,1.0093835732430143,1.0005442668801645,1.000276766545649
36-2801056,,,,,,,,,,,,,,,,0,0.989071158364894,0.9937366447631661
37-2801045,,,,,,,,,,,,,,,,,0,0.9995153825210998
38-2804917,,,,,,,,,,,,,,,,,,0
