순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2806293,24-2804201,25-2806291,26-2807291,27-2804203,28-2804206,29-2804332,30-2804208,31-2804210,32-2804212,33-2803703,34-2803704,35-2804633,36-2803707,37-2803709,38-2806218,39-2803710,40-2803712,41-2804341,42-2804214,43-2804216,44-2804221,45-2806332,46-2807154,47-2804222,48-2804224,49-2804226,50-2807152,51-2804228,52-2804230
1-2800269,0,0.9989815947701196,1.0016723380552544,0.9953788190315304,0.9989439209921254,1.0021359445539517,0.9973750582398728,0.9984169514126175,1.0117511958386158,1.0041681022363205,1.0032962183588445,1.0028160152622954,1.0016753033034196,1.0021065968145098,1.001836687424888,1.0019763118109803,1.0018923839031812,1.0027147360384792,1.0022539956386496,1.00103317387722,1.001943061928432,1.001897312562814,1.0024859238641566,1.002524124938377,1.001633101522961,1.001633512513764,1.0020819407015824,1.0017240136032972,1.001971666673652,1.00178148928921,1.002095758482135,1.0018351042317828,1.0020620722356128,1.0383469132419225,1.120247435858247,1.216081026548029,1.2331116683502108,1.2261255247743508,1.2238480489148509,1.2208229911125148,1.305450358404456,1.2890215069635051,1.2807933485307859,1.265084264213638,1.260164428134229,1.249178977238714,1.246344297176259,1.2398507824585827,1.23429261049451,1.2623482378266513,1.2950094323357302,1.3476994149396402
2-2805488,,0,1.0048549440877443,0.9937551860976039,0.9989318868348576,1.0029910926734393,0.9969835647870999,0.9982974142610239,1.0140444901412675,1.004866011382269,1.0038224776229427,1.003247977911277,1.0019421549697904,1.002378436559707,1.0020624966282123,1.0022062664046083,1.002102848700692,1.0029639022840309,1.0024617362697528,1.0011551713525448,1.002110885698878,1.002055041780775,1.0024212525487746,1.0024632408715004,1.001533141830756,1.0015356619027742,1.0020065475349327,1.0016345352036202,1.0020960471152742,1.001703372596862,1.0020329826722831,1.001939400897958,1.0021682268185028,1.0263855852105122,1.0767394322441033,1.1697008535571158,1.1869393399993353,1.1813529079197251,1.1795631768887402,1.1772374006514676,1.2598955698574656,1.2460899320360213,1.2391247823838472,1.2258106401928317,1.2217111691168545,1.212429907853944,1.209962825326683,1.2046244527372263,1.2205190635931813,1.269059796288559,1.3026972288265026,1.3571037624929236
3-2807373,,,0,0.9869228044341957,0.9967404611782976,1.0024368597476068,0.9949410360957184,0.9968672241785842,1.0156899311576617,1.0048674320955018,1.0037037673726608,1.003078696047412,1.0016756366607023,1.0021818439145187,1.0018623942712728,1.0020223773725625,1.001923500811922,1.0028508105611245,1.0023260040792268,1.0009593188477781,1.0019726567851175,1.0019207131867927,1.002312314433393,1.0023596185254868,1.0013956519830334,1.001401151166701,1.0018941880852434,1.0015101414966983,1.001789355488649,1.0015946818901016,1.001940118037231,1.001665991106733,1.0019178809408902,1.0268345284023173,1.0256483513066876,1.1079268010794632,1.1248071955176597,1.12112208184157,1.119992236111452,1.1186088604236937,1.1974785454117527,1.1872990564550236,1.1821034063134765,1.1721398232464708,1.1691801338323928,1.1622738511545805,1.160611484895795,1.1740070412454497,1.2254700716751974,1.275328926530726,1.3098549522800653,1.3654695301454096
4-2800272,,,,0,1.011532534672168,1.0169355100451138,1.0007846095049113,1.002321584162187,1.027490770045012,1.0095958549127968,1.0075582654518667,1.0064144461458648,1.0042485844361106,1.0044410724904687,1.0038307286483321,1.0039419565278818,1.0036996730660142,1.004564846551905,1.003889279342215,1.0022800313044786,1.0033125559738787,1.0031870924588178,1.0037907460303555,1.0037923745614612,1.0026900165377672,1.002420572740913,1.0029193103707392,1.0024859036879004,1.0027249248667756,1.0024655117451924,1.0027883109063758,1.0024720377959098,1.0026862504019591,1.0287741814399354,1.0274536040373283,1.0264687872055431,1.031837235443992,1.0308126745842525,1.0305322171975766,1.0304726322546154,1.1040881787204857,1.098798927828447,1.0961114857271297,1.0908495039760426,1.0895206688907475,1.0943533697180192,1.12365065762969,1.181117437271449,1.2345607340899767,1.2867495700335383,1.3225555902117345,1.3808348955925889
5-2803582,,,,,0,1.0257610140300943,0.9907152083808235,0.9970490610444618,1.0294306913799325,1.0069517911762493,1.0049516995574377,1.0039333042991352,1.001922486283346,1.0025249346552836,1.0020877856773796,1.0022759017197762,1.0021371322832715,1.003221385447083,1.0025794486614945,1.0009659880601995,1.0021376980313936,1.0020690458080441,1.002502900287326,1.0025497667314176,1.0017186392047155,1.001460100479013,1.0020100033302934,1.0018220658075145,1.0018839932952273,1.0016638017903083,1.0020393334062614,1.001736156244018,1.002005618346353,1.0289899352936465,1.0276185729989216,1.026596867891554,1.0258865074803685,1.0250023379863002,1.0248508874429034,1.0248722397311214,1.045658140164362,1.0432862786617676,1.042074808722819,1.039640600352953,1.039279041837197,1.0962250285188728,1.126049308826501,1.1850960647228619,1.2400114215104068,1.2935232655631024,1.3306706320824104,1.3908579667534375
6-2803603,,,,,,0,0.9435803703831431,0.9815682433600278,1.030515402970821,1.0041543068199659,1.0023820970158352,1.0015870806581493,0.9998486888160961,1.0008659353306804,1.0006140339208514,1.000873202163275,1.0008368903525455,1.0021085263335803,1.001507873418442,0.9999126773910694,1.0011939487018713,1.001176204901273,1.0019927839494522,1.0020597211874673,1.0009557455113323,1.0009731869930825,1.001554193204801,1.0011214335137266,1.0014642389506774,1.001263804500469,1.0016691858215847,1.001371381447789,1.00167113856633,1.0292403464180253,1.027830669036445,1.0267799879547543,1.0260524173399614,1.0251474276313313,1.024991767997826,1.0250114265055026,1.0236708991327859,1.0223502019308837,1.0216722503551536,1.0203276638557315,1.0201917951659132,1.097288110874281,1.127731661467925,1.1877630704521525,1.2436405707259526,1.2980410239513136,1.335889758560504,1.3972548742809572
7-2803602,,,,,,,0,1.0069899670698306,1.0550035537868472,1.0116849111643749,1.0083266172260454,1.0066256575856565,1.0037399054549994,1.0040771411999743,1.0033818078654442,1.0035357293774052,1.0032799742781742,1.004338991099691,1.003569474122438,1.0017499861275874,1.002957824384391,1.0028367014847732,1.0035409554364272,1.003552056318948,1.0020636271381342,1.0020530636747327,1.0026142566701124,1.0024014395851655,1.0026684599891234,1.0023896036647917,1.0025301978674457,1.002197448645064,1.00263814825532,1.030401334382772,1.028920131751743,1.0278057772041072,1.0270463342215357,1.0261008764793063,1.0260928728000533,1.0260962838434171,1.024685835479093,1.023158655170666,1.0225903792571023,1.0211847033318682,1.0211601305748272,1.0989601474396982,1.129926289770214,1.1905731724188098,1.246936948726673,1.302451973261552,1.3407557182707692,1.4031458846696037
8-2800274,,,,,,,,0,1.089891755286435,1.0127560379223124,1.0085637393535032,1.0065707492937577,1.0033654048614848,1.0038108555222938,1.0030997120149179,1.0032777060019133,1.0030270897816598,1.0041787019290174,1.0033773600845777,1.0014813617807874,1.002764523291247,1.0026497282643052,1.0033987449372548,1.0034156282337456,1.0021678793929418,1.0021541430196144,1.0027321242806186,1.0022436920710183,1.0025298250065529,1.002251312784346,1.0026226520530406,1.0020660316402925,1.002330423500731,1.0309646244988313,1.0294241822071406,1.0284360557632548,1.02747669784574,1.0264990525287185,1.0263239186876187,1.0264843437889863,1.025027373550605,1.0236000131928478,1.022728631136683,1.0214254872299489,1.0213960017624868,1.1006188097960483,1.131925352626288,1.193796229246496,1.251548645245118,1.3079540243153334,1.3471858831307142,1.4109836017286717
9-2803847,,,,,,,,,0,0.9712435249626593,0.9777648855898521,0.9815136083779274,0.9844660643089386,0.9894328974938863,0.9909660383605227,0.9917802890456231,0.9926117374062724,0.9951514118081908,0.9949654587198022,0.9937227824514931,0.9956276336080843,0.9959686210566511,0.997357216341809,0.9976217915257006,0.9966437533129845,0.9964905180567604,0.9975689387956339,0.9969224009848984,0.9978507720743592,0.9978714249611954,0.9985032889781289,0.9980781784525437,0.9988409065751185,1.0284543903329824,1.027167419803153,1.0260759516578253,1.025315563161326,1.0243738334969468,1.0240493270980748,1.0240848955956734,1.0228674494605123,1.0215117104432123,1.020818498915284,1.019447974543467,1.0194555826268035,1.1005055853189745,1.1325718910876061,1.1959264371426415,1.2553090963346099,1.3134956673750557,1.353883701398453,1.4193037987057724
10-2806301,,,,,,,,,,0,0.9937138984399775,0.9916106108188611,0.9920054572454681,0.9966601683162629,0.9971528400968619,0.997820117734951,0.9981426384980522,1.000459908422353,0.9997413192261119,0.9977096791645828,0.9996396641128094,0.9997338678979771,1.000559488721717,1.0007127819038597,0.9993991429173367,0.9994707722155578,1.0002538934749055,0.9997556730918418,1.000569086350814,1.0001263445050246,1.0006811762958634,1.0003673103160184,1.0007972227185613,1.0328975749521587,1.0310891008111154,1.0297199426723243,1.0290052905992726,1.0276992226861084,1.0274929182595458,1.0274734343443435,1.0258286141852477,1.0242343155475682,1.0234238525749118,1.0218338240870777,1.021793789680718,1.1076430180929924,1.1415754513638539,1.209308934823062,1.2724000272580327,1.3343664071904862,1.3776972041726985,1.4484349154604976
