순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2806302,21-2804028,22-2804703,23-2804021,24-2806407,25-2804018,26-2806405,27-2804017,28-2804015,29-2804013,30-2804010,31-2804009,32-2804007,33-2804005,34-2804003,35-2804001,36-2803999,37-2804768,38-2803942,39-2803940,40-2806356,41-2804055,42-2804600,43-2806304,44-2800295,45-2804482,46-2800300,47-2805078,48-2800296,49-2800298
1-2800269,0,0.9989815947701196,1.0016723380552544,0.9953788190315304,0.9989439209921254,1.0021359445539517,0.9973750582398728,0.9984169514126175,1.0117511958386158,1.0024324659172101,1.0030738300188435,1.0035707432278937,1.0030562542253634,1.0027199278774859,1.0028616285987628,1.0028216672298205,1.002088584272744,1.0014949836687443,1.0027917898371288,1.0036760282599195,1.003710617037534,1.003703324463006,1.0027501468533349,1.0028829567717779,1.002789973260695,1.0023001857489018,1.0025339796127821,1.0027109326923394,1.0030639042215044,1.0032181632575436,1.002872795505801,1.0028294232893542,1.0024548596424534,1.0026579619621305,1.0026926066627473,1.0610297540263174,1.1593903449863157,1.1554615935496972,1.1462853636740757,1.1436616730189133,1.1913832497855152,1.1789669726342107,1.1742995627012944,1.191371954326992,1.2479893595132021,1.3289293082601157,1.4271656880729564,1.6190878123845418,1.6085459113881635
2-2805488,,0,1.0048549440877443,0.9937551860976039,0.9989318868348576,1.0029910926734393,0.9969835647870999,0.9982974142610239,1.0140444901412675,1.0029303383962764,1.003625675170638,1.004140078576277,1.0035237639940116,1.003080728208138,1.0031719844352038,1.0031195281685878,1.002307329351493,1.0016532057492704,1.0030170725836167,1.0039398698014583,1.0039614302892248,1.0039472463468841,1.0029400059982465,1.003072446274472,1.0029696987785246,1.002450301082148,1.0026894164871007,1.002868988131549,1.0032298457720772,1.003384554714017,1.0030200537526244,1.0029712368764583,1.0025790303947348,1.0027865360105164,1.0028184601817125,1.0631945834783307,1.1651620032097894,1.1609610538942794,1.151052739411161,1.148251276193496,1.1590506234644442,1.1493985065895167,1.1455398409673792,1.1967104669653201,1.255102506618357,1.3387265981022125,1.4406706042623765,1.639906855598953,1.6285089119678764
3-2807373,,,0,0.9869228044341957,0.9967404611782976,1.0024368597476068,0.9949410360957184,0.9968672241785842,1.0156899311576617,1.0026629671214677,1.0034674904618601,1.0040563116950432,1.0033807628050633,1.0029229836203561,1.0030499176955996,1.0029976533471747,1.0021460890294855,1.0014732213864805,1.002920365923008,1.0038940777087344,1.003919483977871,1.003905791525092,1.002854686946415,1.0029961158731688,1.0028913027590611,1.002354569176659,1.0026062290282547,1.0027951834613036,1.0031719080171775,1.0033339560076704,1.0029593120238252,1.0029106536128043,1.0025080961847765,1.0027235136024402,1.0027583059991445,1.064876452871535,1.1702827078555729,1.165741522153061,1.1553390870493974,1.152189852165428,1.1632386425062633,1.1529817040656658,1.148930153060007,1.2013076224375414,1.261372738450977,1.3473108847483466,1.452624883336218,1.658595758390509,1.6465173755614102
4-2800272,,,,0,1.011532534672168,1.0169355100451138,1.0007846095049113,1.002321584162187,1.027490770045012,1.0072508182856668,1.0078404032967971,1.0080848447335822,1.0068602354147034,1.0056242293618487,1.005204041232465,1.0050678406798985,1.003890747817213,1.0029355913355291,1.004415722992875,1.0053909990439178,1.0053227864924204,1.0052668280842019,1.0040960165366624,1.004197911677538,1.0040482381709683,1.003420440109739,1.0036501370087207,1.0038150491656328,1.004169062940127,1.0043038699221962,1.0038692855640936,1.0037920608154194,1.003339328757597,1.0035463705790413,1.003556512602762,1.0690215874654845,1.1803188319045563,1.1752103255806259,1.1634713877677891,1.1600956416751496,1.152075911779455,1.1409305979503477,1.1371252256466775,1.210239767165007,1.273018459861671,1.3632082036694717,1.4740170948670646,1.6920648133046121,1.6787335716334537
5-2803582,,,,,0,1.0257610140300943,0.9907152083808235,0.9970490610444618,1.0294306913799325,1.0037044131215596,1.0048177876607989,1.0055015545247317,1.00438199354062,1.0035533518787725,1.0035667849916887,1.0034821023748846,1.0023980072200611,1.0015719950566144,1.0032505487041037,1.0043554869332953,1.0043534196377288,1.0043243705359346,1.0031179790579707,1.00326668432565,1.0031398522142763,1.0025266092923395,1.0028007751232477,1.003003690397976,1.0034105621276153,1.0035799230935198,1.0031585317663183,1.0030993824676104,1.0026535934313652,1.002884704064793,1.0029171520665883,1.0706741960091173,1.1862136637522147,1.1806583043941756,1.1681549067208834,1.1646673748754444,1.1560665689613756,1.1411926103599022,1.1372867514323552,1.215476709330864,1.2802079024864754,1.3734897453520065,1.488149857622951,1.7147276153835966,1.700490803469981
6-2803603,,,,,,0,0.9435803703831431,0.9815682433600278,1.030515402970821,0.99991932863826,1.001689622640305,1.0029209810925535,1.0020130328605947,1.001696729517234,1.002162878453043,1.0021313603006807,1.0011591337701555,1.0004660204646487,1.0023012518745318,1.003509220787714,1.003566149071349,1.003561313044604,1.0023366333128807,1.0025242798143794,1.0024183447437531,1.0018230827959924,1.0021325199781488,1.0023659822598636,1.0028143636053357,1.0030117279572905,1.002603945481248,1.0025601457826896,1.0021227320241533,1.0023722665469923,1.00242279104937,1.071677507541388,1.189882514556395,1.1842619767964386,1.1710324974472153,1.167410043263599,1.158592256601194,1.14329733945985,1.1391796520291093,1.2188034047125975,1.2848022021844057,1.3800294823722625,1.497275231247321,1.729299466634947,1.7147681496976872
7-2803602,,,,,,,0,1.0069899670698306,1.0550035537868472,1.0081583690323275,1.0089484655413707,1.0091282824025163,1.0072589043626705,1.0055487151667166,1.0050541024691828,1.0048953676884567,1.0035222257635834,1.0024677273848968,1.0042018792357879,1.005324386984267,1.0052523023054967,1.0051919483314653,1.003883976330709,1.0040071076167145,1.003847570960794,1.0031646508198884,1.0034276225107115,1.0036168459679562,1.0040129511415292,1.0041657634762522,1.0037007487156484,1.003622318975668,1.0031399959126914,1.003367942456431,1.0033850768614447,1.073945327518379,1.1942838050764222,1.1883625256816284,1.1748438135394095,1.1710788620294026,1.1616384935801063,1.145929393816704,1.1415957285752787,1.222531928598759,1.2895463214323204,1.3863320939405948,1.505391950653062,1.7421514432327643,1.7266477688995163
8-2800274,,,,,,,,0,1.089891755286435,1.008485077966335,1.0093979237165809,1.0095244271909425,1.0073005708618477,1.0053898770776521,1.0048996849305671,1.0047361295102555,1.0032956734013545,1.0022167538167106,1.0040601830689564,1.0052454324035112,1.0051761177042655,1.0051156606090061,1.0037567474509193,1.0038904642385285,1.0037290847458413,1.003028296831231,1.0033057410083464,1.0035059605750913,1.0039201426396076,1.0040813708366374,1.003606819736792,1.003529190235205,1.0030373682745712,1.003273904853907,1.003294693390216,1.0754645244239236,1.1994213156916123,1.1929802315688027,1.1787977241555545,1.1747460550518807,1.165092254168874,1.1485425374965466,1.1443015818238245,1.2267769230054248,1.295307176016167,1.3945444381759238,1.5168656083620382,1.760332389279129,1.744219159988344
9-2803847,,,,,,,,,0,0.9492689691034362,0.9660111027064449,0.9773500555015032,0.9812037820342053,0.9878704813095187,0.9927360558675136,0.9931884613557209,0.9933695444143726,0.9938185279770888,0.9965584417084358,0.9983644261917111,0.9988402608632962,0.9990069235417528,0.9977781515342035,0.9982134785987873,0.9982571960322393,0.9978281923173744,0.9983437545497461,0.9987571080239843,0.9994403613545034,0.9998020687173803,0.999505831338773,0.9995598629982393,0.9991980914214081,0.9995468707684126,0.9997047706372058,1.0744877031201776,1.2031901814128751,1.1963246107977255,1.1812922892878805,1.1771573066331618,1.1670627259981532,1.1498440335113491,1.1453586082440124,1.2301875334502907,1.3008114032007092,1.4031764563963518,1.5299770897496094,1.7830741473362481,1.765902942315934
10-2803599,,,,,,,,,,0,1.0135769334942013,1.0115628788294777,1.0058287956673644,0.9957541602799309,0.9987688990403463,0.9989373541554479,0.998112555232921,0.9977411822447629,1.0004475517276141,1.0021631996691345,1.002355334350299,1.002398134354515,1.0009122426613388,1.00122128788267,1.0011450791177476,1.0005012616260929,1.0009353652866877,1.001267096948993,1.0018596724938562,1.0021354923977628,1.0017036641058148,1.0016843018235855,1.0012147761613595,1.0015275627143616,1.0016180454936423,1.0812298240218918,1.218906080303031,1.2106468678636697,1.1937225671933167,1.1890421358098184,1.1776963407054604,1.158512213298555,1.1535363469769617,1.2426776065292242,1.3171654615796273,1.4255273999423181,1.5604177534356336,1.8313684170578322,1.8120584332268894
