순번_정류장ID,30-2803997,31-2800290,32-2800289,33-2803934,34-2806662,35-2800286,36-2803932,37-2803596,38-2800283,39-2800281,40-2800280,41-2800278,42-2806663,43-2804031,44-2800260,45-2800275,46-2804713,47-2803598,48-2803600,49-2800273,50-2803601,51-2804331,52-2803581,53-2800271,54-2805489,55-2807150,56-2804581,57-2804582,58-2800267,59-2804032
30-2803997,0,1.0045972602637698,0.9994714179461883,1.001894926787588,1.001430255448385,1.0024005713607669,1.0001603329975717,1.0009877180092441,1.0011220011014956,0.997621733971797,1.0015046153804978,1.001216817975204,1.0012643608727558,1.0004691062549902,1.0015724271029958,1.0010640720261614,1.0014200336134682,1.000875407963981,1.0032351008068954,1.0012420642269835,1.000417898569162,1.0013692486503127,1.0010202027703727,1.000694318983533,1.0012744764673447,1.0004382268300214,1.0014581635053041,1.0017653116421301,1.0013373194392805,1.0859630152538065
31-2800290,,0,0.9920138484419149,1.0001300296880868,0.9999949367558614,1.0023166426516357,1.0000334875973214,1.000703619092986,1.0009202964529427,0.9970431476967927,1.0013834017160725,1.001081408275276,1.0011361151107212,1.0002976489957307,1.0014916839943744,1.0009515097903927,1.0013348408672011,1.0007575712850256,1.0032654302463908,1.0011569470866317,1.0002886967935962,1.00129453694797,1.0009287340287472,1.0005904221855333,1.0012034590074155,1.0003301235410056,1.0013998057589648,1.0017221999117103,1.0012769157362962,1.0896991053106804
32-2800289,,,0,1.006732782369146,1.0036059577973016,1.0044825530107029,1.0011519122536792,1.0017980567339784,1.00175883235568,0.9974666979374943,1.0020654401809166,1.0016744278669019,1.001718630368363,1.0007522522596188,1.0019671478829073,1.0013859033901835,1.0017694293037904,1.0011560449583465,1.0037490395400366,1.0015298993382593,1.000618551735838,1.001657752202093,1.0012683551580208,1.000901597418717,1.0015212624961018,1.0006079944068498,1.0017043683482036,1.0020292097578545,1.0015609604870404,1.0928030003064348
33-2803934,,,,0,0.9996879504697312,1.0029282464515348,0.9995415087279693,1.0004898730647693,1.0008189077731073,0.9961432014862375,1.0013898981535294,1.0010393780990166,1.0011036002894884,1.000160032695126,1.0015089161449537,1.000905871038407,1.0013335133857737,1.000694102819799,1.0034592480956803,1.0011387872206905,1.0001898362231132,1.0012896328221577,1.0008914182427433,1.0005264666230655,1.0011919251984025,1.0002512494279168,1.0014037866903371,1.0017496909832895,1.0012718646787773,1.0962031325432862
34-2806662,,,,,0,1.004175136842262,0.9989672842412376,1.0001544586837194,1.0006285984282788,0.9955044910263523,1.0012994450345556,1.000933454564425,1.001005256001034,1.0000199573960336,1.001456643650383,1.000823308644888,1.0012764363956825,1.0006067668017171,1.0035058378966721,1.0010810196481361,1.0000929382333685,1.0012407494948468,1.0008277522678406,1.000452015813182,1.0011456207036054,1.0001734427067928,1.001367803457427,1.0017261948339395,1.0012337594650147,1.0993367215841228
35-2800286,,,,,,0,0.9934729770937597,0.9969371373373334,0.9990876624351009,0.9924000101967322,1.000483391156324,1.000149123373109,1.0002642922098133,0.9992334379553411,1.001000098153816,1.0002832129706747,1.0008337764833164,1.0000775399902255,1.0034136670191502,1.0006818652895197,0.9995811028905366,1.0008810583015972,1.000430760862565,1.0000358701997625,1.0008259792737169,0.9997682096400684,1.0010932173027673,1.0014938348058269,1.000964584603814,1.1084166678411422
36-2803932,,,,,,,0,1.007815800591466,1.0006625519527663,0.9901380375769918,1.001823110114615,1.0011338439074886,1.0012384980668592,0.999757505391831,1.0017872649839874,1.0009040334920576,1.0015094800467028,1.0006073903311303,1.0043989078851965,1.0012170387928772,0.999951333338069,1.0014121674147598,1.0008856323606656,1.0004148594583904,1.0012688468400124,1.0000794869427225,1.001527686337365,1.0019534585563985,1.0013562625190289,1.1194716443621087
37-2803596,,,,,,,,0,0.9986160926069734,0.9866870065348698,1.0010284014237107,1.0004347707642613,1.0005836322184614,0.9991549351392974,1.0014005422050742,1.0004833832715105,1.0011502615597379,1.0002115199487094,1.0042272698122796,1.0009106987583296,0.9995985723578062,1.0011325151938613,1.0005945186269931,1.0001246166623103,1.0010287776304057,0.9998087404741237,1.0013162693375883,1.0017629351377775,1.0011548645857884,1.1231214045121163
38-2800283,,,,,,,,,0,0.9528351642697267,0.9996344076147177,0.9991635470928774,0.9994844373580659,0.9979228980910309,1.0010402183877487,0.9998994090417134,1.0007784108719548,0.9996337773901997,1.0045599426314604,1.000574731566264,0.9990328541395076,1.0008594327091382,1.0002414717512693,0.9997246451830245,1.0007907068635218,0.9994141086507319,1.001138716106304,1.0016491250779693,1.0009721328483874,1.1385903300169227
39-2800281,,,,,,,,,,0,1.0313681648816697,1.0162984049702444,1.0150534326019371,1.0068976671776364,1.0085971904685398,1.0067341566425423,1.0071060517313093,1.0055065889658363,1.0102972042190452,1.005346300920366,1.003451004996791,1.0052960701056362,1.004408363773965,1.0035013235299959,1.0043463353011222,1.0026739841493555,1.0043605968954004,1.0047724178119417,1.0039052161428839,1.1505668576281665
