순번_정류장ID,34-2806146,35-2804303,36-2804304,37-2804307,38-2804308,39-2806209,40-2807406,41-2806211,42-2806210,43-2804311,44-2804313,45-2804738,46-2804315,47-2804316,48-2804318,49-2804321,50-2804322,51-2804797,52-2804717,53-2804193,54-2804191,55-2806153,56-2804189,57-2804641,58-2804740,59-2804743,60-2804185,61-2804183,62-2804181,63-2806375,64-2804179,65-2806149,66-2804745,67-2804177,68-2806147,69-2804174,70-2804172,71-2806207,72-2804169,73-2804655,74-2804167,75-2804165,76-2804163,77-2804152,78-2804150,79-2804148,80-2803747,81-2803748,82-2804688,83-2807370,84-2803604,85-2800266,86-2807368,87-2804602,88-2803580,89-2800263,90-2800267,91-2804032
34-2806146,0,1.013334253895345,1.0134657423021671,0.9993288358991873,0.9970504012226143,0.9993297393495004,1.0011116386425165,1.0004438139665033,1.051348117600305,1.5321020658563747,1.4623662589958966,1.4197840657895673,1.3971007787594034,1.370038763008843,1.348922252281054,1.3369501510347006,1.314625517491291,1.297412885376511,1.2753183510263386,1.265959645460543,1.2446158513235959,1.2390207168741332,1.2284866272669688,1.218022864709595,1.4317123942860586,1.4164024355496494,1.3790720147138675,1.35708402704452,1.3419389825305152,1.331333622987703,1.3221284233130968,1.3103416044374132,1.3026948559251432,1.2853266754270698,1.4326428639046846,1.4198018443778844,1.3898082636679743,1.3600319371599559,1.336693941232556,1.327236006851465,1.3453218810098533,1.4791480707235296,1.4583937383574626,1.65750361035199,1.633155905507153,1.7679448786929564,1.865001242117724,1.8344653379615,1.8055517077992962,1.797046182561785,1.776867051737247,1.7377753727592964,1.7217202977789285,1.7096805556235288,1.7014979021914551,1.6904049573919908,1.6784772289639072,1.6497477699535696
35-2804303,,0,1.0136624106400018,0.9875533260680275,0.9872991011115814,0.9922350648315637,0.9954967012038537,0.9951458907093622,1.0650755577462248,1.7269231921446255,1.6040559830848655,1.5327001688341717,1.496601617540459,1.4544583866662826,1.4226039047818395,1.4051106478542832,1.3733870771982497,1.3489056213308703,1.3187959187181169,1.3063202288971314,1.2780957741707166,1.2707939535568469,1.25705809346816,1.2439238168967406,1.4904771409477975,1.4700252604873505,1.4229825768879125,1.3955802916518312,1.3770054593243786,1.3641852231082754,1.3530931376373936,1.3388078191153043,1.3293551916306918,1.3087539308216543,1.471504850359303,1.4564433307112734,1.4206964826891113,1.386191567250898,1.359364443463332,1.3485830517854953,1.3676708326553095,1.5126359711445416,1.488045231249531,1.704079790739833,1.6747327655726105,1.821344414206024,1.9273969328883767,1.8923594732066227,1.8592943075136874,1.84959563131837,1.8266866986482675,1.7824889258039955,1.7644158718749146,1.7509112580940749,1.741764891796929,1.7293632163707726,1.716041352704444,1.6840735039114834
36-2804304,,,0,0.9540349490472306,0.9717632253671687,0.9826141957676725,0.9885186343911058,0.9889884182392484,1.0822560881120828,1.967287117739061,1.7627650765001075,1.651761535178187,1.598456602791988,1.5378113239803193,1.4933962591900387,1.4696716751927403,1.4276815731833272,1.3954511135103433,1.356818250822464,1.3412618084066585,1.3066522182828164,1.2977241022970387,1.2809687236811882,1.2653864398973376,1.5401389093233624,1.5148048377599168,1.458898156287943,1.4266631949130137,1.405081083424871,1.3903449892452604,1.3776314397583005,1.3612069789392636,1.350826450160054,1.3271457180603694,1.5025780863703337,1.4853525620534558,1.4446860976016163,1.4063075086708514,1.3766588775003237,1.3648173872111924,1.3846699880011843,1.5379401345215928,1.5102601161343536,1.7392748045921524,1.7058840812255183,1.86158386318032,1.9746003910682783,1.9359621280914063,1.8995957838200237,1.8889520629242744,1.8638898446158796,1.8156888441945869,1.7960432115283271,1.7814009530456174,1.7715084210641936,1.7580947313848865,1.7436970586529439,1.709241611261082
37-2804307,,,,0,0.9868064414111334,0.9979872887056759,1.0032425643172673,1.0012075974581867,1.1273775855376256,2.3279386037152943,1.9769621797882777,1.8035554820302204,1.7251373248803523,1.6386530657393517,1.5774620981006846,1.5456821496996362,1.4907872066013244,1.4489797589762101,1.4009045184110058,1.381709490755431,1.3390385152620123,1.3282534338648013,1.3077883495958442,1.2897621234404464,1.5918882340833218,1.561213330388303,1.495936521393659,1.4586541463523648,1.4339680494230775,1.4172747239310401,1.4029084673722099,1.3842955941238717,1.3726458811603093,1.3461843116603047,1.5327966146070167,1.5130426850067027,1.4682954653369744,1.4264798969807184,1.3940786041829951,1.381207300351949,1.401138558278135,1.5619545517111257,1.5313178922073214,1.7717446010461857,1.7345330658449862,1.8982259446965928,2.0173902492025215,1.9754425237567181,1.936051811869509,1.9245440645038843,1.897519274046435,1.8456811524751153,1.8246114321411968,1.808941088781346,1.7983758736556041,1.7840497608768142,1.7686827766145996,1.7319913118251828
38-2804308,,,,,0,0.9953943725776414,1.006902157879433,1.0023538810295172,1.2160040897783861,3.266899371938905,2.4123185852232902,2.0760422419659683,1.9403088983272363,1.7994125068339883,1.7054796608119294,1.6587416913487667,1.5809086359102513,1.522807342197009,1.4589168860216766,1.4340647074346518,1.3796586556999137,1.3661422756924526,1.3409776718731756,1.318847923993561,1.351472284493687,1.3372298854918558,1.3004924158218656,1.279936857422433,1.2659054385999198,1.2560123735903055,1.2475809142009866,1.2373626019602353,1.2302678716089666,1.215559092924166,1.3805639048758622,1.3684490174359671,1.338324843511805,1.3087695512075037,1.286678655785687,1.277684394521499,1.2986389780322585,1.4453628582233549,1.4250183801496743,1.6451352825471568,1.6190094434150584,1.7688376192038027,1.8777544340939512,1.8431431497622577,1.810635814774155,1.8011238751032583,1.778651321445143,1.7354734484737209,1.7178770292718224,1.7047313176376446,1.6958194399274977,1.683772120097214,1.670861563443175,1.6399365462411801
39-2806209,,,,,,0,1.0234794321831935,1.007189320436855,1.0068911923873713,2.0296457721966723,1.712952558037205,1.5712414939290125,1.5090970778620407,1.443098045745599,1.397448253958319,1.3736731797977741,1.3325754139868085,1.3031942877646123,1.2685319014173877,1.2546944973652234,1.2247274982616516,1.2176547492752687,1.2040744890294899,1.191248320943818,1.228951174124911,1.2220736770483749,1.1984754639983592,1.1857830534541756,1.1768330985715607,1.1702152858232098,1.1646596605423956,1.1585343574999134,1.1538652939831846,1.144357466319999,1.2989188830752214,1.2898698999117915,1.267129409102587,1.244427375207377,1.2274761687774962,1.2204901221271438,1.2418705501099268,1.3813938317099939,1.366165501014828,1.5754784503506727,1.5550956805322844,1.697544901323197,1.801029170711337,1.7702322687891234,1.7413200336347345,1.7328537512635824,1.7127719380087791,1.6741637328482308,1.6584078459156653,1.6466034370724187,1.6385713062879492,1.6277384565073718,1.6161389819640548,1.5883015982965478
40-2807406,,,,,,,0,0.9920162858121441,0.9975343410205025,1.5015006968000968,1.361309303079589,1.297597790881156,1.2678512559838129,1.2367241561666114,1.2147430634079817,1.2025989180171734,1.1806439865964191,1.1666664639948439,1.1478675679681687,1.1402741442042412,1.1248864861780599,1.1211307644417268,1.1148382696824584,1.1071948524416138,1.1492441486974452,1.1467899246129776,1.1312107954576642,1.1233752302074296,1.1175903759663635,1.1130248415477122,1.1092779787653926,1.1057355674986389,1.102604909284952,1.0968491429492555,1.2441564102379292,1.2375700956599593,1.2192532466477743,1.200789183384702,1.187186745348971,1.1815150733377646,1.203053008037959,1.337797096614407,1.3260100480936103,1.528130185876539,1.5115062743184355,1.6490418340814275,1.7489165931841695,1.7206227659804072,1.694076051270969,1.6862989305159108,1.6677956659236326,1.6322125436129582,1.6176786118504631,1.6067656457122377,1.5993192289555185,1.5892950054276578,1.5785696983640136,1.5527948600055554
41-2806211,,,,,,,,0,1.0060071849190773,1.1108318872476404,1.0759161246955706,1.0646538037004625,1.0581161239023869,1.052968895917221,1.0492919617504184,1.0463684094670223,1.039921550419665,1.0386914813936734,1.0336635427302698,1.0314403900132956,1.0287448019673668,1.0281778803288393,1.027933150984552,1.0252028038119239,1.0708457314614461,1.0724573462266207,1.0643540819575312,1.06108860959069,1.0583030624786642,1.0556916651896577,1.0536718645381575,1.052601804011287,1.0509507085733292,1.048324098495276,1.1889254776851501,1.1841465620152092,1.170954408097195,1.1563926361984782,1.145878086153737,1.1415118619577416,1.1634977868419167,1.2931840376079016,1.284918385333013,1.4797678320272232,1.4668658479897958,1.59943158984216,1.6956605566122016,1.6698579344331377,1.6456701675127552,1.6385812338846208,1.6216563899433853,1.589104577600786,1.5757972017328485,1.5657805474229285,1.5589232101555839,1.5497131908536486,1.5398682038765492,1.516174163531186
42-2806210,,,,,,,,,0,1.0139411887217828,1.0008602484143576,1.0016901344619944,1.000676075116662,1.001944745298204,1.0028955022521377,1.0023140377496988,0.9998333862092009,1.0020030528715391,1.0008909383596052,1.000096227725132,1.000563895175781,1.0008840794738223,1.002606327539789,1.0012185702021557,1.0482488090911422,1.051011223506582,1.0449163736477307,1.0429103774611101,1.0409505434427846,1.0388728270294463,1.0373289646555706,1.0369589560179107,1.0357194524329427,1.0340471816347758,1.1737941005761996,1.1695416345614775,1.1572432555841239,1.1439671826228979,1.1342989061912163,1.130266546093193,1.1524441501632194,1.2815599483668856,1.274122670218163,1.4682161048999667,1.4561243579508651,1.5882058508294201,1.6841164985017527,1.6587218827253478,1.6349311054453737,1.6279596075723843,1.6113041915718407,1.5792822676849188,1.5661937583853103,1.5563373838086039,1.5495852405920585,1.5405228375530196,1.5308394995861225,1.507532204973879
43-2804311,,,,,,,,,,0,0.9563039178119077,0.9736782764351672,0.9772166848007349,0.9853860204140544,0.9900704186872009,0.9901936718420893,0.9878426609759143,0.992950415025889,0.9926340339067662,0.9919924502642555,0.99388385352174,0.9946200101200118,0.9974996107057142,0.9960165367771243,0.9979533258346551,0.9978815370076852,0.9965839962564342,0.9979107466582008,0.9980170327280952,0.9969980217133173,0.9965915108745389,0.9983039205577011,0.9980552749143338,0.9990886240099208,1.155175821872356,1.1513979436884378,1.1392116528802236,1.1377587108636098,1.1274712505432336,1.1232177033281696,1.1181590740657843,1.160079204791718,1.1612578004956027,1.3462490102516456,1.3427976325421958,1.468964701447877,1.5608849071354614,1.5400083624253058,1.520596370531146,1.5149176398469542,1.5012281902350324,1.4750200433830798,1.4643250048307317,1.4562228938071964,1.4506216639147367,1.4431708648220607,1.4352493682012761,1.4161505001219332
