순번_정류장ID,1-2807210,2-2800306,3-2800305,4-2800402,5-2805665,6-2804856,7-2800418,8-2800405,9-2800400,10-2800398,11-2800396,12-2800394,13-2804826,14-2804827,15-2804828,16-2800322,17-2800422,18-2800428,19-2806632,20-2800444,21-2800324,22-2800485,23-2800906,24-2800903,25-2806630,26-2805444,27-2805288,28-2800898,29-2805292,30-2805297,31-2800888,32-2806787,33-2806786,34-2806919,35-2806785,36-2805868,37-2805870,38-2805864,39-2800847,40-2800877,41-2800822,42-2805940,43-2800875,44-2800924,45-2800926,46-2800933,47-2800939,48-2800948,49-2800841,50-2800964,51-2800840,52-2805652,53-2800985,54-2800838,55-2801042,56-2801072,57-2800857
1-2807210,0,1.0000297542890808,1.008953210593517,1.0077359895913698,0.9937675317445023,0.9926025951938521,1.0017981917383878,1.0005182734728404,1.0035650072462543,1.0033982593557589,1.0015708237317542,0.999696019864772,1.002956263432646,1.00331659999783,1.0021686048322744,1.0024887334259833,1.0778619797339422,1.0771378912828695,1.2741142385947832,1.3253686355825154,1.2924402287604104,1.2599867255678876,1.2408695811952637,1.2212731003406379,1.2099599272998935,1.1985496078826947,1.204709547928176,1.2044345401930043,1.2138583382705457,1.2150379393131028,1.2234418607278148,1.208109311704439,1.201022611773037,1.1991128066440364,1.1957677961135622,1.1851931693767803,1.1826861287808303,1.179943038167778,1.1809834343602559,1.2112908632440937,1.2610525316869754,1.3113806837316622,1.3447202378003051,1.3558876837708047,1.3618870068944346,1.422427375875252,1.4624576189185436,1.4958430320593181,1.5802861837013666,1.6187658083862713,1.680443683608004,1.7225931226836328,1.7693311747952154,1.74078720650048,1.7260817491168388,1.7074097036457365,1.6946314955552777
2-2800306,,0,1.015756211976173,1.0113643368281844,0.9919505916194299,0.991130781177586,1.0020725359901184,1.0005683118915407,1.0037609271852967,1.0035710942934066,1.001644092344177,0.9996808909609184,1.003075937698634,1.003438458758572,1.002236973055888,1.002554889375916,1.0799640124336465,1.0791865498409294,1.2821040444659324,1.334699985184791,1.2999178997555256,1.2658864468453868,1.2458971875728277,1.225507461493201,1.213761550146473,1.2019536694823072,1.2081436443468914,1.2077521137839258,1.2172271023698469,1.2181922580570816,1.2266042712054581,1.210835348125908,1.2036557127729752,1.2016040219843738,1.1981772950830483,1.1874302820107816,1.184780662403282,1.1818958327620115,1.183081059106847,1.2137628463224714,1.2641601431354688,1.3151568538804344,1.3488575418012758,1.3600358234430623,1.3660879809222175,1.4274569024035688,1.468057434384937,1.501819053478683,1.5876521282200315,1.6267386032650444,1.689288326376954,1.7322792931317477,1.7797532353556256,1.7504450125273854,1.735304909909202,1.7162858045144005,1.7029386734241112
3-2800305,,,0,0.9897606978322718,0.9719059076595554,0.9793588947359225,0.9962673148371921,0.9967535987128503,1.0021074620861175,1.0020328527623952,1.0001016268437206,0.9981215804718642,1.0018419926520763,1.0023439240283043,1.0012475479708591,1.0017394861871358,1.0819613943267594,1.081122703060588,1.2922271433341772,1.3466906648668016,1.3093678943901246,1.2732065514164512,1.2520564908829468,1.230621376711931,1.2183101949031443,1.205986182473301,1.2122253686621927,1.2116893375620414,1.2212445478397957,1.221946716746561,1.2303818617595044,1.214053674640864,1.206549189331999,1.2044318420245526,1.2009922041105598,1.189840662873947,1.1871150985576966,1.184313483641778,1.1853268952906235,1.2166626617218586,1.2679890313969377,1.3196879404953687,1.3540877033169816,1.365409158410827,1.371312950693722,1.4337825396532946,1.4751417495270138,1.5096600695574596,1.5969678643947416,1.6369877591020232,1.7010131053190651,1.74482051616794,1.7932807714007288,1.7629496038922412,1.747229037700276,1.7274522112447805,1.7140546893547635
4-2800402,,,,0,0.9607812260984586,0.9764255736810274,0.9975065674617379,0.9975199456825372,1.002746582190949,1.002616399744678,1.000552309361219,0.9984605242589646,1.0022875965046465,1.0027610085907623,1.0015721813689977,1.0020210023268186,1.0841383724425397,1.0832425708232434,1.299972797981836,1.3556744914246581,1.3164903242168222,1.2787761849835326,1.2567780996025186,1.2345814796228076,1.2218574568260703,1.2091570640786504,1.2154148881992035,1.2147637586151085,1.2243539366549372,1.2248440809888563,1.2332757894181035,1.216544589931795,1.2089650636945115,1.2067058994333857,1.2032831138006,1.1918081294531844,1.1890264636335728,1.1860872997760055,1.1870880342752224,1.2187466409501144,1.2705302972322585,1.3230833503854997,1.3576866510468266,1.3690979561019831,1.3749582469587216,1.4381481180488758,1.4801134443072155,1.5149460473061904,1.603620154562117,1.6439246730454766,1.7088314730785248,1.7534064480614797,1.802517360967002,1.7714937596831684,1.7553787138664614,1.7353059022542527,1.7213637825123747
5-2805665,,,,,0,0.9893607919142018,1.013701239182449,1.0053609700638362,1.0065489660053017,1.0060729339404406,1.003543463085486,1.0010827119272399,1.0049009332197212,1.0051211848488206,1.0035103118215485,1.00363850301691,1.0889971729461243,1.08797985968613,1.3145117821677355,1.3722988852337799,1.3296847846893467,1.2891317913209464,1.2655845417922242,1.2420023644308629,1.2285271053027205,1.2151440952068615,1.2214124525184746,1.2205392117544414,1.230161634995418,1.2302409839963766,1.2386392356358047,1.2212858189559688,1.2133071572151608,1.2110536178716902,1.2073143844905374,1.19551289959838,1.192715227835806,1.1895895932719551,1.19064349074119,1.2227640385197478,1.2754686099712957,1.3288971523847943,1.3643616642742775,1.375815604023294,1.3815827707562487,1.4460942626100224,1.488793903173428,1.5243394808216002,1.6147799559382634,1.6562410350709034,1.7223649296801398,1.768141118038688,1.8183390368472427,1.7861320136249283,1.7693409550709656,1.7484083553597405,1.7339758415367865
6-2804856,,,,,,0,1.041517695823148,1.0109267408749678,1.0086643329814189,1.007927916914638,1.0049626202873347,1.0021599889231338,1.0061818394782247,1.0062710252092175,1.0043729864156412,1.0043495142897265,1.093981012846659,1.0928203009271897,1.3322895234190102,1.39284233928142,1.34566957282633,1.3014225751248396,1.2758948909690628,1.2505643989723003,1.2361522743098032,1.2219240527652329,1.228216678730698,1.2270767757953207,1.2367545276168972,1.2363460739774166,1.2447180372366529,1.2264907925131874,1.218050180981049,1.2156937797826166,1.211985235918558,1.1996784968835303,1.196674630843492,1.1935111387812158,1.19453464774132,1.2273322400401137,1.2811875138106439,1.3357316921218978,1.3720270869760083,1.3837657983027183,1.389421639905747,1.4553501231034203,1.4990984242283767,1.535656039942234,1.6284798985737585,1.6709437052825173,1.7390827638452455,1.7860530823045928,1.8376227289290805,1.8039199320586528,1.78627654923172,1.764566062324143,1.7495093349836814
7-2800418,,,,,,,0,0.9975361712026053,1.0046987765120692,1.0043136336439638,1.0014543540872858,0.9987177442410954,1.003435112233494,1.0038674065183484,1.0022794078714563,1.0026560916269294,1.096382421649622,1.0951225645064302,1.3468999198740375,1.4101469334935917,1.3587057413399586,1.3110941839319943,1.2838085272219137,1.256953272222875,1.241737911012048,1.2267923594949801,1.2331331248741257,1.231785121961086,1.2415467597747294,1.2408845799277157,1.249148412221783,1.2300913809772864,1.2214535339262826,1.219110839421312,1.215175913729745,1.2024641580818183,1.199275547586969,1.1960164134338815,1.1971099853236136,1.2303282439493772,1.2851920362522158,1.3409045854555592,1.3780463746239242,1.389956188767236,1.3955326931624306,1.462820957664292,1.5075115506701386,1.5447529060107128,1.6397043174557893,1.683325257653763,1.7530117318764573,1.8015027209429522,1.8541642522387052,1.819110502857549,1.8007008190384073,1.778028726837492,1.7625582157395903
8-2800405,,,,,,,,0,1.0074253901305075,1.006522647610233,1.0025544899510683,0.9990127373147198,1.0047084293663269,1.0050354296719124,1.0029803251243772,1.0032506931720526,1.0020886236056925,1.00249612905438,1.207599214148673,1.272293397950837,1.2393244004085862,1.2079252833352296,1.1904391281293607,1.1726621751575625,1.1627021103687614,1.1525872068976901,1.160633420013074,1.1619144590892063,1.1738366990400597,1.1781593706456388,1.1888689144949454,1.1748298267117672,1.1685058014973886,1.1665150540151719,1.163712548395634,1.153935494316379,1.1517080628092056,1.1491499797453961,1.1507592351961056,1.1832234065887384,1.236732813747214,1.2907895576226165,1.3267715095069357,1.3388421248518627,1.345843670961767,1.411269738200925,1.454683083334853,1.4909903360746222,1.5830871814687133,1.6254314397052956,1.6930577194878318,1.7400866423179095,1.791759457187389,1.759380947335724,1.742914571271433,1.7221882928585093,1.707562531707938
9-2800400,,,,,,,,,0,0.988636836975266,0.9829923086362575,0.9790164472224725,0.9983667952059327,1.0007855929830116,0.9988132178090942,1.0004830839782741,0.9994953666721226,0.9998614707627964,1.0003012059282113,0.9984428088141745,1.0002595959544507,1.0000518234753393,1.0015814497521225,1.0014958506854175,1.0018531734254152,1.029959309961272,1.0909844551097116,1.0952237792441317,1.1103219988398272,1.1047371993386128,1.1190387432685127,1.11019131825708,1.1057802912227095,1.1048446105954968,1.1027501636168888,1.0964413941750881,1.0949741390484502,1.0933375852702718,1.0957735592943756,1.128733642061412,1.1831924343631586,1.2385281907891559,1.2753635242285075,1.2883749133818376,1.2754612227248086,1.2687207279976476,1.2634046323704236,1.2602853477887948,1.3156358733835456,1.3493175754806144,1.4036626514739141,1.440910014864813,1.4836008854909923,1.466013986098027,1.4585236202087977,1.4470123040974945,1.439008102963178
10-2800398,,,,,,,,,,0,0.9778819465395524,0.9744311582909635,1.0011476040194711,1.0030944018162689,1.0000422577936703,1.0014384776995644,0.9999627781894149,1.0006221558037343,1.0012271029699449,0.998741126437687,1.0007903852628814,1.000501880079565,1.002042901525999,1.0019094195889595,1.0022515670376713,1.0311630491218504,1.0941681537664483,1.0982706822334993,1.1136752257422173,1.107629897642361,1.1221529158337717,1.112741223309314,1.108329565530465,1.1071521800484312,1.1050654836936245,1.0984920750565679,1.0969628930297772,1.0952623879859376,1.0976330858265684,1.131400993836422,1.1869631646432226,1.2432722956904436,1.2810150504030953,1.2942395339899004,1.280808775820287,1.273895742200985,1.2683938945888984,1.2651519471916077,1.2759331093573523,1.3086540745478634,1.361008877769723,1.3968225968069572,1.4385154860862794,1.422849796835265,1.4164371918342407,1.4061730109071655,1.3991344800308074
11-2800396,,,,,,,,,,,0,0.9705909479650529,1.0118797654316047,1.0097927923685552,1.0034534383742078,1.003742084902216,1.0021234440579498,1.0027680167552153,1.0028393419977277,1.0000336498050764,1.0022080796479576,1.0015317819426588,1.0030332160576354,1.0027942586922114,1.0030908956063875,1.032934375350653,1.0981238095335837,1.1021956406376106,1.1180704749101664,1.1111829967920352,1.1259464947908375,1.116173467625782,1.1115170355986006,1.1101732589930218,1.107885285542645,1.1010805424896808,1.0993872064279102,1.0977810556645364,1.1000799618846042,1.1345006041888392,1.1912299034768703,1.2490786903706563,1.2876531816181809,1.3014439156469673,1.2870759877224143,1.2800446610999094,1.274225699316039,1.2706492504485696,1.2618873141787528,1.2653393579893861,1.3155241754013502,1.3500480599241145,1.3904502277464925,1.3767721443674277,1.3716815984946396,1.362705723085744,1.35656131576359
