순번_정류장ID,1-2807209,2-2807287,3-2803331,4-2803325,5-2803320,6-2803314,7-2803299,8-2803311,9-2803316,10-2803319,11-2803328,12-2803305,13-2803293,14-2803289,15-2802621,16-2802809,17-2802790,18-2802606,19-2802764,20-2802635,21-2802730,22-2802727,23-2802734,24-2802752,25-2802748,26-2802738,27-2802728,28-2802721,29-2802123,30-2802116,31-2802112,32-2802094,33-2802098,34-2802129,35-2802158,36-2806506,37-2806502,38-2806620,39-2802135,40-2802124,41-2802114,42-2802097,43-2802088,44-2802105,45-2802127,46-2802131,47-2802148,48-2802155,49-2806513,50-2807111,51-2806524,52-2806523,53-2806522,54-2805906,55-2806422,56-2806424
1-2807209,0,1.0039488770380924,0.9955310713699242,1.0007487835871252,1.0015218915646624,1.000945650435743,1.1446706229284462,2.1312530552387163,1.9100574579466252,1.596635024961314,1.683444073442392,1.7123032999136845,1.6239373386596034,1.5371120035023051,1.4860187547387158,1.424284491876292,1.404586549323881,1.3807280011302363,1.370065841482216,1.3351653285134615,1.3142663473080332,1.2966785795515563,1.2824467096586738,1.2677958805898017,1.2582639485279143,1.24831477147847,1.2360153279312849,1.2284254024874859,1.2223640554275494,1.219688282686001,1.215063931962018,1.2066240441945906,1.1992197631432657,1.2689356112347687,1.3174560260622457,1.412792206261501,1.3982429248817871,1.3874684618339372,1.388425075881721,1.4085126686269707,1.3969654087023278,1.3804770462414993,1.3740001447970567,1.3857081374895468,1.4382891569540532,1.4575234949370832,1.5260926406735766,1.6018504600060277,1.5608327753189855,1.549070304504625,1.5324235446269685,1.5182834207358447,1.5097224192350014,1.4998169778819055,1.4893216336133364,1.4812619511319702
2-2807287,,0,0.9895059782159046,0.9993280223029954,1.0007530999811975,1.0001442270016292,1.1719790596230855,2.437741275437704,2.098941926778233,1.67311257605387,1.7610649787800798,1.7876718111680998,1.6807157906301535,1.5785303560589679,1.5195865519302008,1.449553657536606,1.4275150190351666,1.4009937891121096,1.389081348662903,1.3507643133480212,1.327893096303678,1.3087791522302663,1.293688041974714,1.2778527499767918,1.267631874381229,1.2565509557898826,1.2439369386773798,1.235476469918629,1.2291759833591345,1.2261960138024934,1.2216706513165578,1.2124703080215695,1.2045107405113715,1.2762383933604249,1.326144152202593,1.4244628223151754,1.4091050590768837,1.3977388836881615,1.3983206771876926,1.4188873403356521,1.4069874212330038,1.3895734894046903,1.3827881997831808,1.3946225012652638,1.4484173172170174,1.4680609730696386,1.5385816662689862,1.6166008519550994,1.5732515229626034,1.5609746779581704,1.5435918431525133,1.5288727557427535,1.519948489586624,1.5098347323791472,1.4986501930573783,1.4905290883746702
3-2803331,,,0,1.0154107582327434,1.0096807294366608,1.0064682416777553,1.2398551701077491,3.3247855521817318,2.5548257865333723,1.8234550664712017,1.9075892286518576,1.9270391846267916,1.7821309348245822,1.6502426898347957,1.5763334189424971,1.4914304022801423,1.4655806937690905,1.4344277098145408,1.4200964298090315,1.3759922876703983,1.3498130969499293,1.3281660835924152,1.3113292918540929,1.2935731756512854,1.2823964356588287,1.269686301144385,1.2560439017891765,1.2463825217619178,1.239898998741336,1.236366673162041,1.2314802262970188,1.2215427381405242,1.212970071434617,1.2879021620070865,1.3400132140145264,1.4428709935626431,1.4262261544848154,1.4139191020533382,1.413869478536527,1.4351455242709668,1.422118796892645,1.4035485688183236,1.3961776582459384,1.4085542289852597,1.4641500936955174,1.4843958823644456,1.5578672544475773,1.6393144126271897,1.592310319896074,1.5792375207185418,1.560715273919971,1.5451033472316267,1.5354166387751569,1.5249984078143823,1.5130764648432826,1.5043605754789204
4-2803325,,,,0,1.0042897308323109,1.0013709320668733,1.1433814902801873,3.3666749648891248,2.511035921037717,1.7665408339971689,1.8621557117977163,1.8861209906775762,1.7434686051317643,1.6149623914676752,1.5439181746811272,1.4623036817686799,1.4372389167346928,1.4074347309088784,1.3941391725164762,1.3520118774460037,1.3272246647745114,1.3067236693976694,1.290677802162266,1.273659174086957,1.262940722178314,1.2513908825941722,1.2385927534655945,1.2297237854555723,1.2232280025227462,1.2199463882111625,1.2152872090150464,1.206387519289747,1.1982158730147465,1.273272419114967,1.3257639822249725,1.4290993377985495,1.4128162939845605,1.4007985711124098,1.401282545602609,1.4227765804765027,1.410121582612934,1.3919417138630048,1.3847244867535926,1.397145070776897,1.4531588556826223,1.4735920129551003,1.547269269742991,1.6289818095529758,1.5826917124372428,1.569739305917698,1.5514161982818577,1.5359550525513994,1.5263803289702504,1.5158838140875288,1.504187153075221,1.4955945812965061
5-2803320,,,,,0,0.996889020570558,1.1957429421950696,2.7874339991032424,2.1556054996067395,1.5925420299692619,1.7113370269659611,1.7474740885989835,1.6288211025674861,1.521202750654057,1.461236441089013,1.39262530447929,1.371389647009123,1.3460833208394698,1.3351560984314375,1.299381046936346,1.2785257226685536,1.261164671009241,1.2473243490348336,1.2336044876512566,1.2240926853102116,1.2142836534104324,1.2031169154356711,1.1959155617664767,1.1902975729588061,1.1875816804596095,1.1836977367465278,1.1760127971574388,1.1692367584574281,1.243098937359427,1.2954443112830931,1.3976171053870043,1.38251892410277,1.3712877823114187,1.3728520121183165,1.3944097387682053,1.3827074503335444,1.36576838078164,1.3592417421226732,1.3716728215163614,1.4275157398409746,1.448008788309002,1.5208699059573416,1.6015476605457841,1.5580795675024701,1.5456796309995373,1.52819307057027,1.5133773845502023,1.5044388742905392,1.4943987642215633,1.482904608250469,1.4747398127536637
6-2803314,,,,,,0,1.2603278305412693,3.4956721915285454,2.417253165660927,1.6557139538511436,1.7755304513340555,1.808891065036807,1.671528443737901,1.5501625405182358,1.484124714142247,1.4090952423053948,1.3858483514997533,1.3589044799163852,1.3471004899709136,1.3087567193500882,1.2866023378849611,1.2682547072725852,1.2536679413011456,1.2392311720638038,1.2294393229889522,1.2188932782928892,1.207508828775693,1.2001310102147718,1.1942938213085026,1.191456798412091,1.1870817846999817,1.179205345886833,1.1723780845025964,1.24743046360698,1.3005967923602204,1.4047695993459195,1.3892733386049922,1.3776518884788809,1.3790974263323772,1.4011001654189126,1.3887872022581265,1.3712141581933135,1.364601111476814,1.3771841477456133,1.433831843003598,1.454709882711678,1.5287543989250945,1.6109408372411387,1.5659198842623525,1.553180837127297,1.5352107223251976,1.5200163054766023,1.5106393356982009,1.50025309911581,1.4888740989924982,1.4804022859762478
7-2803299,,,,,,,0,1.0274764139304489,1.014793916587927,1.000496801025549,1.1828157880218473,1.255463521975447,1.2199475167979674,1.185462255854525,1.1658775614190184,1.1432790484650797,1.1355833280943133,1.1262115332638494,1.1236292985942045,1.1095114369144106,1.1025452673927743,1.096585859334083,1.091862730235299,1.087361901631362,1.083588484805622,1.0802734629217992,1.0761675158418207,1.0734233114448417,1.07118808692486,1.0705007618162687,1.0685630139064088,1.066396567775855,1.0646165261464562,1.13367790924863,1.184130528782372,1.2808412077294418,1.2702152173469548,1.262413069412819,1.2684946523099623,1.2898373038031579,1.2814795918367348,1.2690021302220995,1.2641708821235065,1.2769971803361841,1.3321502759424488,1.3526598269787709,1.4212516387359466,1.4972451942577505,1.4647130662696428,1.454486033751839,1.4402704166628795,1.427985950334172,1.4206483993656023,1.4123219982843602,1.4031123530515401,1.3964185747297053
8-2803311,,,,,,,,0,0.982596954258192,0.981633925141857,1.2699448315143747,1.3689401998741304,1.2956347366718777,1.2343954435958853,1.203114676265218,1.1684537745212162,1.1579029472469688,1.1450674851816587,1.1412123811832868,1.1226217577995954,1.113923628208127,1.1061818507407593,1.1005846825824688,1.094813243256839,1.0904420773118073,1.0859009323502973,1.081412193399629,1.078429179643722,1.075257523179055,1.074771947119137,1.0722408649290602,1.0697955133395207,1.067800099397757,1.1430029280071896,1.197988821569177,1.30401143042817,1.2916777123836853,1.2826654764918866,1.2881449153137579,1.3116057784621964,1.3013688935909238,1.2871377035152263,1.2816111587274686,1.2953832884100518,1.3545417551912453,1.376453621330981,1.4508488981206396,1.533892944326183,1.4952635067773048,1.4836528653159697,1.4674840240594689,1.4536574654078538,1.4454610015026383,1.4360054367999007,1.4255217790123746,1.4184377934679744
9-2803316,,,,,,,,,0,0.981267927674563,1.3514354269093296,1.463158487924539,1.3530113257998095,1.2693848007223527,1.2289883534128674,1.1863811609059132,1.1734217415371178,1.1582836538156678,1.15352455613623,1.1323951522049576,1.1221219020473425,1.1133324666985935,1.10648264837109,1.100168798875311,1.0953656095180013,1.090650715333083,1.085551733313701,1.0821567375433423,1.0792355711374586,1.0783006930355723,1.0757230257674368,1.0727821497327186,1.070881661650553,1.148936137986717,1.2059550758326636,1.3162293057619456,1.3028308797822947,1.2931487801499892,1.2985853639538982,1.3225391913450975,1.3115136242972407,1.2965858366695213,1.290711424804729,1.3047333126830583,1.36563028675803,1.3881422778596026,1.4653189135521094,1.5513709874732164,1.5097728014634049,1.4975067847723047,1.4804113918342892,1.4658589063874532,1.4570068240870286,1.4474697278358646,1.4362708242516,1.428609326757861
10-2803319,,,,,,,,,,0,2.439816327102019,2.3261505986770175,1.6993058136016375,1.4354464345609443,1.3389890469060697,1.2545473469824069,1.2313750190304829,1.2064895174210206,1.1977369339109856,1.1652193754104494,1.14956658275263,1.136832956388012,1.1277122432598727,1.11873771318087,1.1121793229315553,1.1057051434116807,1.0989292216181838,1.0946646939180777,1.0908644132446246,1.0894428698710918,1.0862149779200905,1.0829503539475345,1.079840913003879,1.1663648548658363,1.2296315823880513,1.352837883140845,1.3364173510625876,1.3245790898891183,1.3291450058760155,1.3549643165861989,1.3422053831384964,1.324382244481072,1.3171839446693208,1.3322270157532614,1.3982214041181473,1.42247812486726,1.5076227360696515,1.6031027021447537,1.5521641713733176,1.537883443985676,1.5179469161207086,1.5011853564430315,1.4911716696043436,1.4799711135849187,1.4675190433485574,1.4583499967037938
