순번_정류장ID,55-2807088,56-2806757,57-2803768,58-2805055,59-2802388,60-2806726,61-2805771,62-2806723,63-2800448,64-2807169,65-2807359,66-2806052,67-2803665,68-2803663,69-2805538,70-2802587,71-2802570,72-2802563,73-2802553,74-2802543,75-2805388,76-2806693,77-2802468,78-2802433,79-2802425,80-2802432,81-2802437,82-2802441,83-2802941,84-2802901,85-2802851,86-2802823,87-2802783,88-2802757,89-2802733,90-2802706,91-2802710,92-2802716,93-2802722,94-2807084,95-2807312,96-2807085,97-2807098,98-2802671,99-2802630,100-2802637,101-2802652,102-2803058,103-2800805,104-2800798,105-2807057,106-2800743,107-2800755,108-2800308,109-2800735,110-2807450,111-2806935,112-2806814
55-2807088,0,1.0032999599829104,1.003695367824017,1.0028393961228146,1.0029237522870387,1.0039182836980272,1.005072311129595,1.0043778624662003,1.0500260365762006,1.2214057291779867,1.4486323449653349,1.5017966834292822,1.61836373367651,1.7856016728551962,1.747547556145095,1.5686051176613989,1.4918197891653706,1.6327838509120247,1.7630068933333682,1.7249141573161295,1.6888771812435897,1.640386867205144,1.6267536605034965,1.6152558017030256,1.6534384233420882,1.8118463940636398,1.93076998327616,2.056627870314775,1.8334158828876503,1.8032157642243845,1.7645605281038628,1.7501868541169336,1.7174838401880475,1.6862833206310885,1.669593007988546,1.6451902499636906,1.615489583884207,1.6018209464316684,1.6384152567045818,1.5944444009034557,1.582312317222968,1.573279652495075,1.559772209373848,1.5892560857309324,1.6725160970476327,1.7010748205612907,1.6905579555540577,1.671907589615106,1.649157475112826,1.638684391509313,1.6197887742443589,1.5902291161545203,1.588033261521474,1.6629012910718644,1.6639988992893426,1.6394153604869852,1.6291605453760942,1.6047636788584718
56-2806757,,0,1.0040214627550061,1.0026470151230322,1.0028103373100543,1.0040711019342765,1.0054775378469591,1.004546877661873,1.0562762950230145,1.2533515875195733,1.5216331207785072,1.5819917821306746,1.7089820864115457,1.7559749346503795,1.717617850496856,1.5385219150434561,1.462990984850202,1.6083919893513403,1.742460795733027,1.7047616717611596,1.6682540486889534,1.6198058726234847,1.6058661471888984,1.5947132958157388,1.6343075239431333,1.7964515562123065,1.9182019013374343,2.0486762087295087,1.8214260354441363,1.7906828037728197,1.7515129129400906,1.7369482015132356,1.7043413235211247,1.6729648500308691,1.656470212054817,1.6320594659830583,1.6022406402275808,1.5887386714990734,1.6258765679061649,1.5817660048438846,1.569978524942899,1.5610030124568832,1.5473027028213397,1.5391409276886328,1.5762217620287118,1.604426307332324,1.5956471519541984,1.5802419556584661,1.561273415571676,1.5524219698720196,1.5367303002434725,1.5119828543742457,1.5112721546960988,1.5816819393472872,1.5847250439055334,1.5633938722638947,1.5547742581428248,1.5339760398856253
57-2803768,,,0,0.9996212773842458,1.0012128320536258,1.003406088588373,1.0054178653928045,1.0042930784503716,1.0660049096904884,1.3064265303378866,1.6486040274392795,1.7205404350298306,1.8607546325666173,1.8019141719554097,1.755547184507997,1.5509460079414044,1.4678626936581092,1.5107105787608126,1.6425189994979956,1.6099009586473918,1.578148528868776,1.5364942913047341,1.5241668007885822,1.515884330924679,1.5558071723727653,1.7138543940592437,1.8324053091947807,1.9602565389840247,1.7515666070790472,1.72355343717621,1.687649405070772,1.6741127716684434,1.6443469734398297,1.6154791609348365,1.6004485028452575,1.578120578923803,1.550618843814598,1.5383710202847287,1.5754770351212717,1.534912762199147,1.5239259300833223,1.5157344473872487,1.5030007758455988,1.4954966620510306,1.532340298593898,1.561325140050881,1.553036409634956,1.5385762976394037,1.5208688681441571,1.5125505040353977,1.4979580771051249,1.475211756188481,1.475080338442228,1.5445553433432768,1.5485066290938931,1.5288608036295706,1.5207141605886598,1.5010825032927946
58-2805055,,,,0,1.0032262176966986,1.0061518614775788,1.0089087404718766,1.0056919586908348,1.0815422723366341,1.3887352969648976,1.856861196681414,1.9448781420455465,2.0938770301726226,1.8658469553579966,1.747371669569026,1.530648209617529,1.4460913601394298,1.4176879481743627,1.4768433804550607,1.453544946667169,1.4306807064480034,1.4013947450916402,1.3925937752878603,1.3778076951685532,1.4165351393087222,1.559818252174771,1.6668386250050349,1.7833410265001426,1.619389008237127,1.5970782504458279,1.56845819337031,1.5577645418549573,1.5336636731715438,1.5106808058952936,1.498309902923788,1.4801093683713906,1.4580238984269833,1.447966533550166,1.48418970559139,1.450993337229546,1.4418013062804111,1.4349746210950252,1.424562705551174,1.4185787012289353,1.4543069658521328,1.4830207182267316,1.4762197449623373,1.4639671386184048,1.4491593340402409,1.4423215734016543,1.429760130367116,1.4106162100384136,1.4114774841247628,1.477888237118508,1.483538118339851,1.4665217750618094,1.4597737311974108,1.4426343865986926
59-2802388,,,,,0,1.0100826907818163,1.0140718501344226,1.0064565699073853,1.0993215030097072,1.4924949056564094,2.1469961715706627,2.25207666852929,2.3908178083618195,2.037586296111926,1.8738670721263917,1.5908252727704852,1.4881057349502134,1.4537314518724298,1.5172105542591154,1.4903298922695873,1.4632830430977501,1.4295427455039167,1.4196855611740855,1.401223094974948,1.3830010816288751,1.4022007369509857,1.4964476155502142,1.5996551239921692,1.4811076978853595,1.4646489662962159,1.4435183179837674,1.4354308624704968,1.4175094892564304,1.40031838554349,1.3910022100726251,1.3774959528308068,1.3608487642804403,1.3530947697950624,1.3874995349838255,1.362147083377221,1.3549710410084734,1.3500079910270644,1.341589512345571,1.337099412621966,1.3714071400723167,1.3999735882685094,1.3944183840161744,1.3845204721794755,1.3725121797435593,1.3671283066931545,1.357039669583916,1.3416566690964733,1.3438583430427091,1.4063855452243872,1.4136122096154728,1.39938338017291,1.394196382542534,1.3798520764623912
60-2806726,,,,,,0,1.01073229086559,1.0037050612394167,1.1161957154085185,1.611005274333764,2.5268959246279286,2.6452936287598803,2.104736379177652,1.8360035621628876,1.7049214120072145,1.480758581731082,1.3979615267723322,1.3710951099646422,1.4357470379543475,1.4132829944134224,1.391043701731991,1.3631169541605337,1.3546729769928914,1.3393416164876653,1.3243125969555773,1.3193472218394564,1.407625814420785,1.505305542016626,1.407958822895287,1.3941660162035432,1.3766672400884374,1.3700602941446203,1.3550829929962367,1.340818803015606,1.3329441860320232,1.3218223495405277,1.3077326099646394,1.3011009771150364,1.335023544240929,1.3132768531830739,1.3072236128405506,1.3031981447044014,1.295761576731063,1.2921837068252058,1.325714338478964,1.3542385604234457,1.3493744889514472,1.3408584964429,1.33030030459409,1.3256986214714406,1.3167561726005896,1.3032972433153749,1.3061311177941586,1.367018381166384,1.3748946823895234,1.3623512152633377,1.3578176051457769,1.3449296186522088
61-2805771,,,,,,,0,1.002509987193548,1.1277164274397597,1.5229767298479011,2.428221288851554,2.5551562944005286,1.9315123429284378,1.7144904585420775,1.6035727360468597,1.4147210846028877,1.3442643353199262,1.3222310199240728,1.3865582610131932,1.3665280469872334,1.347198662217275,1.3233733604706976,1.315917145085191,1.3022010784835325,1.288580421520574,1.2858826170244442,1.3719128086748644,1.4675524965729174,1.3782899499361727,1.3655859049112364,1.3496233304905692,1.3434051681765997,1.3294533609135548,1.3164570436461585,1.3090346416662304,1.298702207224451,1.285678378302778,1.2797373898625641,1.3132154326817373,1.2933183715465388,1.287667087627956,1.2837935227097361,1.2767859567460258,1.2737096699499515,1.3070037087285278,1.3354533898207868,1.3310395265450665,1.3227343421723248,1.3130408243552445,1.3085511303363093,1.300099984775334,1.287368048003078,1.2904627325669518,1.3509058307760926,1.3590396968530263,1.347100708082245,1.3427863948974847,1.3304107392532305
62-2806723,,,,,,,,0,1.350740115844219,2.925526849991629,1.9697007660526202,1.6870067706560017,1.36317057202331,1.2916440395268423,1.2403460229851286,1.1660829311115237,1.1378668802236478,1.1310451418195016,1.1988943410301558,1.1893118357865702,1.1790745472818966,1.1680585750355756,1.164144698764138,1.1569021925752583,1.1498817918928514,1.1428966107326697,1.2109883010633984,1.2994585760331046,1.2438077983174245,1.235850525267554,1.2257520725031612,1.2218896611552594,1.2128745784223893,1.2048168157163541,1.199844756376491,1.1935011965887907,1.185068352973805,1.1811410879463216,1.2139384244937668,1.2007045717598825,1.1968252896255083,1.1945274335001117,1.1894659108700245,1.1876692064190508,1.2202904412404234,1.2490107073830976,1.245773248464586,1.2396369288431308,1.2323810512340114,1.2292020064309246,1.2230590461326434,1.2138045944331974,1.218248171740948,1.2759020624345412,1.285713513716467,1.276435862563704,1.27356159404971,1.2637372741631918
63-2800448,,,,,,,,,0,1.013233371574931,1.005207741942719,0.9928377619343389,0.9925533447254241,1.0138523957619687,1.0004502972361136,1.001274510990317,1.0004583584393352,1.003650741461957,1.0747614202228386,1.0715010375798262,1.0673303914304078,1.0651127334289179,1.0633567687023708,1.060338583324637,1.057551760505926,1.0554034796560872,1.1213588141920525,1.2074977321412435,1.169277981146991,1.1637131366527766,1.1567520141055772,1.15416525068214,1.147634367485871,1.142196669682649,1.1385161011460743,1.134338235565358,1.1281769570598896,1.1255575838210137,1.1581918883271574,1.1488127112953106,1.1459537670385016,1.1442150393941928,1.1401363196903584,1.1389803970937513,1.1715924012325334,1.2010488099609156,1.1981082124421738,1.1931413249277982,1.1873785887950932,1.184848691678319,1.1799106211494088,1.172613111265772,1.1776311098928907,1.2343750099240154,1.2451502353930304,1.2373898457532706,1.2350032943034317,1.2265750379814153
64-2807169,,,,,,,,,,0,0.998010802300874,0.9811433435690823,0.9875532185245959,1.0134946259257696,0.9984593492690061,1.0000291834327135,0.9993825301632089,1.0028604624871416,1.0781586163969181,1.074704503706017,1.070129152959555,1.067411346335118,1.0656700719815817,1.062555957819247,1.0591211930286901,1.057062456237405,1.1257920427275045,1.2160889419577325,1.1749186107205494,1.168848284218337,1.1615365328886373,1.1586682685596337,1.1517523651230797,1.1460812221531782,1.142108697874214,1.1375905126431107,1.131304698258561,1.1283729113170318,1.1620617272187108,1.152020068889898,1.148865128874213,1.1472006918908564,1.142965927755856,1.1420496574350048,1.1751934747769432,1.2052142192560713,1.2023939606390242,1.1970570803596607,1.1910473335170741,1.1883345594105184,1.1831308640623073,1.175682793403121,1.1806766552815207,1.2386219314086329,1.2495071298705385,1.2413801504424185,1.2390123644343347,1.2302920470299674
