순번_정류장ID,1-2805426,2-2805427,3-2801755,4-2801765,5-2801773,6-2801774,7-2801173,8-2801777,9-2801772,10-2805425
1-2805426,0,1.103573362890935,1.0045206372599484,1.1183109477082873,1.6575630129008143,1.5460795779899104,1.3925550395204531,2.5251365053717074,3.578170774982051,7.361786831424657
2-2805427,,0,0.9646896160527528,0.9794216864964888,1.2243944031568692,1.1917487727253202,1.1700093880686182,2.0679876863510502,2.839964092216273,5.204139452086019
3-2801755,,,0,0.9949499532897371,0.9949389861511836,0.9963340071180957,1.0437010998979475,2.003308066010095,2.8907277084268648,3.860538292667459
4-2801765,,,,0,0.9949285281051752,0.9971157963296885,1.0582329844494038,2.5164090396063403,4.361511350034996,6.790081616280688
5-2801773,,,,,0,1.00320123256013,1.0984156672185796,5.5074361122748225,3.7307374454713917,5.146504916988085
6-2801774,,,,,,0,1.1265235504896418,16.319708509122787,5.575108041364408,3.2370545316669204
7-2801173,,,,,,,0,1.004051141580579,1.0002371256250322,1.0002668386869462
8-2801777,,,,,,,,0,0.9924617999263802,0.9971760674857116
9-2801772,,,,,,,,,0,0.9951177342120545
10-2805425,,,,,,,,,,0
