순번_정류장ID,28-2805171,29-2805172,30-2806082,31-2803431,32-2806078,33-2803845,34-2803846,35-2805428,36-2805399,37-2806080,38-2804478,39-2800047,40-2800006,41-2804538,42-2804065,43-2800297,44-2803996,45-2803994,46-2803990,47-2803981,48-2803974,49-2803875,50-2803864,51-2803853
28-2805171,0,0.9976247859799121,0.9948376840034823,2.431968720138377,1.201514001443908,1.1860691986623477,1.1809736813046219,1.1778815278037826,1.1481844156253496,1.1456368171977318,1.1432403678071132,1.1375571180429351,1.1173145147800239,1.097922596722845,1.0960018477206726,1.1119257738128927,1.11159051878073,1.110565508953183,1.1060051217345943,1.1009375310730458,1.0944330507449702,1.0937570636093636,1.1650446002699781,1.2900236094133053
29-2805172,,0,0.9918462229963199,1.6874336216141994,1.1408989799285574,1.130464980869332,1.126975641287555,1.124869268029585,1.104414256928019,1.102779216560542,1.1012635335086576,1.0998103966840072,1.0856570420894092,1.0716546344033406,1.0703255500370528,1.0860212519450545,1.0857609848567418,1.0849589706537985,1.0815564519550989,1.0776303818751487,1.072659658635767,1.0722700128048699,1.1430409368652321,1.2672662250521864
30-2806082,,,0,1.23668814532972,1.087501080668734,1.0812822983888295,1.0791512033329203,1.0778800312518548,1.0653188557253725,1.0644692367055706,1.0636249576556647,1.0659174472552881,1.0570827973590626,1.0478604878077489,1.0469748593143156,1.0625177516148248,1.0623786375305209,1.0617462453760929,1.0593205530736949,1.0565579759685144,1.0529250559009362,1.0526770229324895,1.1229456979594832,1.2465454528276936
31-2803431,,,,0,1.0611242422769631,1.0561894487881895,1.0544824883555786,1.0534868353716675,1.043747563398045,1.0432621161172462,1.0427939673565572,1.047540224574688,1.0409455606299158,1.0338757409909933,1.0331848224472195,1.0498438760589202,1.049746557759284,1.0492080686927234,1.0471037287579732,1.0447899489475767,1.0417269051517242,1.041600188199811,1.116109445120633,1.2470572189282236
32-2806078,,,,,0,1.000281124556339,1.0000395944034917,1.000330713242801,0.9996922001991464,1.0012442650382956,1.0024369036977816,1.0257727516274533,1.0197111333778477,1.013763579626318,1.0133422053501773,1.041677515948444,1.0415190632421278,1.0407308448780122,1.0379774336142331,1.0350092306808696,1.0312998381416845,1.0312279458478666,1.1440949181929436,1.338357585346231
33-2803845,,,,,,0,0.9993642565965994,1.0004150351421124,0.9995106616713005,1.0015134008086637,1.0029915716030586,1.0303283451662448,1.0218300351840266,1.0148152546147726,1.0143244772512987,1.0446794529766177,1.0444873682746365,1.043597996104705,1.0404024840721824,1.0370950969409958,1.0329330302358655,1.0328702352339607,1.1514261782712008,1.3548497071496273
34-2803846,,,,,,,0,1.0020458149057634,0.9995287769033832,1.0017522313694784,1.0031526881507988,1.0323785600587008,1.0226575079716833,1.0151790707831614,1.0147152917179896,1.0458637781826918,1.0456576356337972,1.044726880411928,1.041368932236204,1.0379054586584318,1.0336175733077482,1.03342360538991,1.1542064381383392,1.36113110617951
35-2805428,,,,,,,,0,0.9987652076792948,1.001242734716234,1.003009160659902,1.033294862752141,1.0231243460012598,1.0153560645229596,1.0148226793189392,1.0465013049868503,1.0462867132915827,1.0453302851799648,1.0418736154645833,1.0383168157422387,1.0338496710707412,1.03376988719679,1.1559608583986656,1.3652492555851328
36-2805399,,,,,,,,,0,1.014610075185322,1.0172263472184901,1.0692641093047488,1.0336917311322456,1.0194386391785906,1.0185748318856915,1.0580578587606433,1.0576789643630826,1.0562648068717724,1.0510179285753605,1.0457451233731778,1.0396840246706434,1.0395266439595046,1.18141420649511,1.4218024453479006
37-2806080,,,,,,,,,,0,1.0200033670191127,1.0012345633207622,1.005059748469318,1.002894268861898,1.0028364549135484,1.0429238145832016,1.0426880008573076,1.0415586505324577,1.0376622003572378,1.033875881986333,1.0292123727465996,1.029113813868975,1.1727374379002913,1.4276191333920323
38-2804478,,,,,,,,,,,0,0.998730425311085,1.004207718541198,1.0022775002427762,1.0023198518007694,1.0436137479477225,1.0433639150037364,1.0421874210304358,1.0380623708956545,1.0340871604327548,1.0293997214378678,1.0293434874733278,1.1757225307785955,1.4353202100405718
39-2800047,,,,,,,,,,,,0,1.006622881552499,1.0029273539022558,1.0028509902801175,1.0542878193817575,1.0538429675336731,1.0521164747683338,1.046021031167067,1.0402230409271116,1.0337827629977911,1.0336740972377463,1.2015018072262318,1.440604195492099
40-2800006,,,,,,,,,,,,,0,0.9998599054603976,1.000061365574687,1.0875223985617217,1.0860671064321723,1.0818218072516947,1.0669982121838135,1.054852073220717,1.0432207818482861,1.0427896872265912,1.265094668124782,1.5672259950741092
41-2804538,,,,,,,,,,,,,,0,1.0017254006280956,1.0037935567896985,1.0053188256033068,1.0021689194076706,1.0017268712742082,1.0764430723453222,1.0485206023220468,1.0475104179039778,1.3598886123433487,1.6643209324957364
42-2804065,,,,,,,,,,,,,,,0,1.002916297597033,1.006138220357695,1.0005393816381707,1.0009704564205004,1.0016360796957362,1.0000098736684413,1.001575054816642,1.3910240549994732,1.7083524417644702
43-2800297,,,,,,,,,,,,,,,,0,0.9983768967073229,0.9909464497728397,0.9989763641516929,1.0004747546000567,0.9991763273910891,1.000914308696305,1.419759591330532,1.7395385980857938
