순번_정류장ID,38-2802393,39-2802395,40-2802397,41-2802399,42-2802406,43-2802409,44-2802413,45-2802417,46-2802391,47-2802427,48-2802445,49-2802444,50-2802457,51-2802483,52-2806240,53-2804421,54-2805039,55-2805309,56-2805206,57-2805004,58-2806095,59-2804866,60-2805586,61-2805058,62-2805396,63-2804872,64-2805550,65-2803821,66-2803767,67-2804877,68-2803768,69-2803522
38-2802393,0,0.9950215248514193,0.9937831855067252,1.000083409521251,1.005423616650721,1.0696231940681253,1.062003197100657,1.0508233917978862,1.0502543311913985,1.0445647343329756,1.041781450417547,1.0408960307823316,1.0378616416927964,1.0351755800210287,1.1052705032358614,1.0890852840807252,1.0877259617475927,1.0839044825204651,1.0955119311367607,1.1407089478610242,1.1785623929371458,1.1704789828918554,1.1660571533024613,1.2011131592350226,1.2639575958785445,1.365810202855029,1.347283813918809,1.3307912121692105,1.322639010769844,1.2977134793193965,1.2832708616379866,1.3395451555780415
39-2802395,,0,0.9919011539645268,1.004683003076516,1.0095054929356133,1.0942429371488471,1.080814787596057,1.06371097972467,1.0616703147031075,1.0538989154198997,1.0497190259359783,1.0482776725924783,1.0439023685962479,1.0400471048228614,1.0327803211162312,1.02792432625278,1.027735767444642,1.0264389848265394,1.0400518688193119,1.0840782137217575,1.1217506302161704,1.1164063852005064,1.113647292783019,1.1481806565851274,1.2095498261307316,1.3099640134840287,1.2940197392711386,1.2802697967101737,1.2735979630081344,1.252093543725698,1.290487262927379,1.3552926206846387
40-2802397,,,0,1.0236826950763027,1.0156329929815229,1.1226310756070212,1.100970643939394,1.076578781689652,1.0726527572817963,1.0631919135344308,1.0569888845021331,1.054953722017607,1.0492204121587978,1.0442238543317268,1.0348690044714406,1.0294646077085687,1.029237400072136,1.0278228598325059,1.0419115459058754,1.0877185674734888,1.1268983917924216,1.1210948324537404,1.1179566222224018,1.1539393114605447,1.217808680964661,1.3223814536415965,1.3052463215636305,1.2904119242425145,1.2832043134816822,1.2603509793911052,1.2999681817980193,1.3670685675682048
41-2802399,,,,0,1.0131710460145837,1.1453228807743197,1.1148728080276664,1.0838264793146426,1.0784509613763118,1.066772631792999,1.0600651193498516,1.0576593051374974,1.0511062559410533,1.045496265405501,1.0352668973378882,1.0296358026486279,1.0293984893455697,1.0279373736223052,1.0423975339224836,1.0894657027889778,1.129725808060008,1.1236258696763117,1.12033261265875,1.1572493011143623,1.2228924975041413,1.3304359303663849,1.3124635010882952,1.2968741766568235,1.2892961005244805,1.265512643678161,1.3059065502485507,1.3743691788653227
42-2802406,,,,,0,1.5209825711916982,1.2519086014902612,1.1368907210198862,1.1164014925580168,1.0921949762979377,1.0781755992513815,1.0732312171852494,1.0615998971918266,1.052453827963641,1.0375339670398123,1.0308803782123532,1.0305900860951818,1.028925163879942,1.0447203853468952,1.0964377556907725,1.1406707621172112,1.1333921525270723,1.1294844021867645,1.1698146777712328,1.2419976970349693,1.3605138107304924,1.3392827048147344,1.3207624767958954,1.3117523792721533,1.2842819004195563,1.2827610160597887,1.353838416941946
43-2802409,,,,,,0,0.999824890342916,0.9908015125780228,1.0058134273202173,1.000226769828624,1.0025617492110352,1.0045388514104951,1.0063485216845736,1.0085425911682613,1.0150533181668149,1.0124861290482725,1.0126177295153713,1.0118153804494199,1.0288543297165986,1.0819224945841497,1.1276099787214064,1.120853519382751,1.1174098400613992,1.1587354907613008,1.2328921845832037,1.3551005337393331,1.3334942742332032,1.31477489127322,1.3057122838419144,1.27798486310416,1.262341502125526,1.3270929251195467
44-2802413,,,,,,,0,0.9845532326419797,1.0047317072304958,0.9964513765853201,1.0002562843255336,1.0029041352900796,1.0053893178893178,1.0080651190881929,1.015171969123008,1.0124728365269446,1.0126101679252844,1.0117771882575055,1.0294514539365085,1.0845640362293536,1.1320175581379126,1.124752406620141,1.120884181892359,1.163866382196543,1.240907047755832,1.368000181302643,1.3448833391335346,1.324820154497667,1.3151074132994665,1.2858036518380376,1.2692406648071817,1.2981859344187048
45-2802417,,,,,,,,0,1.0350103193448879,1.0057672531198756,1.0079715031479082,1.0103769425901523,1.0111829205705865,1.0126823442762163,1.0177293479788763,1.014305262669517,1.0144036473660716,1.0134192375766482,1.032035261832518,1.0904857202096927,1.140791925323745,1.132565179670957,1.1283806955117968,1.1735889836474414,1.2553319488574914,1.3903724472901404,1.3646291157254622,1.3422257070743437,1.33138110696826,1.2993828197363306,1.2813994974100673,1.31108772785294
46-2802391,,,,,,,,,0,0.973852346652587,0.9948052172560137,1.0012018495588535,1.00576235048982,1.0093196426924511,1.0167108074679747,1.0133582594940818,1.0134867841601083,1.012514853605209,1.0319164488015116,1.0927642009033856,1.1451591653013578,1.1363273721973677,1.1316582077362294,1.1787833020722176,1.2639146028810584,1.4047468580553033,1.3771211657870983,1.3530662695625861,1.3414332405354348,1.3075693518347606,1.2885200476606624,1.3188685218915444
47-2802427,,,,,,,,,,0,1.0116803014875415,1.0153717581275818,1.0141635581061694,1.0149962127643408,1.0191572640033362,1.0150863224278974,1.0151713009351435,1.0140576206267091,1.034118373405836,1.0974146859236769,1.1518943370239398,1.1422787474832716,1.1372101813828945,1.1860722346968644,1.2746510566288212,1.4213320928532873,1.3916287460231465,1.3657370968021263,1.3532233075235056,1.317500945042657,1.2969084793315437,1.3280143783719371
48-2802445,,,,,,,,,,,0,1.0220220924505734,1.0077322883210855,1.011902306439332,1.018515121832308,1.0143726166798555,1.0144836016322256,1.0133570103120437,1.0344292694634496,1.1009135416161002,1.1581626814551624,1.1476483525465038,1.14233339507844,1.1932693190967403,1.2863523080179167,1.440763759964173,1.4083660229838881,1.3801294303643143,1.3665049046083593,1.3280335026321906,1.3063426582652509,1.338069771268718
49-2802444,,,,,,,,,,,,0,1.0025201069633993,1.0102948287973768,1.0183604074227546,1.0141212430189717,1.0142435217150576,1.0130993118796698,1.034778506601698,1.1032090336209728,1.1621470857742957,1.1510549803198806,1.14545816696666,1.1977684777143536,1.2936011315875742,1.4527410331578006,1.4186411794326452,1.38892920130754,1.3746086049802628,1.3347493244686925,1.3117767729667096,1.3441454820886336
