순번_정류장ID,14-2801785,15-2801986,16-2802030,17-2802053,18-2802041,19-2802027,20-2801886,21-2801875,22-2801993,23-2801883,24-2802009,25-2802046
14-2801785,0,0.9898786382394082,0.9870845139965595,0.9943766858288957,1.3817068264510797,1.648381460685952,1.5425953293212389,1.705886021321328,1.627176707470463,1.5996377986780401,1.6382570148652116,1.5351864828639379
15-2801986,,0,0.982288394895129,0.9989871803048663,1.2002758961065525,1.5986525354276726,1.460183282717823,1.3975872893954213,1.325339471040963,1.2996807111778408,1.302800708367201,1.3311404148554424
16-2802030,,,0,1.0237632044205898,1.0167972371022387,1.0038191650322867,1.0068244361781729,1.0095937392104959,1.0081341187428825,1.0069208567203796,1.0042155123672338,1.1049797160607837
17-2802053,,,,0,1.009316379201813,0.9904659795926956,0.9989370830130717,1.0040496148618034,1.0034641896178071,1.0024104860064833,1.0001065370809186,1.1178097038463672
18-2802041,,,,,0,0.968540988926618,0.9929727827311122,1.0018219890767006,1.0017060764534873,1.0005785715510682,0.9982424000330585,1.1375183418361985
19-2802027,,,,,,0,1.0168262077654069,1.0208405421481024,1.0132554197273944,1.0100441639198199,1.0045001175683856,1.0315840785315673
20-2801886,,,,,,,0,1.026498732313732,1.011273959573976,1.0071002127548994,1.0011078741999277,1.0008134013696388
21-2801875,,,,,,,,0,1.0014219029507134,0.9984868879764486,0.9949573061607243,0.9967100478118811
22-2801993,,,,,,,,,0,0.9920699204677821,0.9910895227479989,0.9951643440636858
23-2801883,,,,,,,,,,0,0.9907201543831504,0.9957101223696778
24-2802009,,,,,,,,,,,0,0.9950140746132663
25-2802046,,,,,,,,,,,,0
