순번_정류장ID,1-2807327,2-2802586,3-2802583,4-2802574,5-2802567,6-2802557,7-2802554,8-2807485,9-2807487,10-2802568,11-2802551,12-2802377,13-2802356,14-2802518,15-2802493,16-2805021,17-2802491,18-2802514,19-2802522,20-2802375,21-2802507,22-2802467,23-2806673,24-2802470,25-2802469,26-2802465,27-2802463,28-2802460,29-2802450,30-2802455,31-2802476,32-2802484,33-2802458,34-2802446,35-2802447,36-2802466,37-2805715,38-2802477,39-2802479,40-2802480,41-2802472,42-2802448,43-2802421,44-2802407,45-2802398,46-2802396,47-2802394,48-2802892,49-2802869,50-2802822,51-2802818,52-2802817,53-2802825,54-2802870
1-2807327,0,0.9448464638213042,0.9928889313632009,0.9948766508405886,0.9985865671609948,0.9979550410066961,0.9989725893377086,1.002718009419828,1.1904264953181474,1.3693130774412305,1.3031177529171165,1.2749270133541455,1.2555323713587583,1.2343697295868152,1.2481177755046986,1.2792873303388248,1.3009044713199873,1.3957992912434356,1.4990169436867864,1.6700462582434192,1.642657513655259,1.5678979927235497,1.5731181486309234,1.7739777469458036,1.8475792693567095,1.9430680040106736,2.073968783144929,2.2574883824436633,2.5984458425093773,2.9526660187700036,3.4396028378056975,4.047437654736123,3.739464281035163,3.969690019316986,4.147838945384272,4.730905545253426,5.118746997252046,4.7508117224998685,4.801271276082856,5.086104292322502,4.7944632258745195,4.421373673102971,4.100563057315398,3.813098614822207,3.4931323719477185,3.262640721262086,3.0836615040691155,2.877863398764933,2.770041741537223,2.675179478573264,2.691628948967079,2.8534023826436967,2.9371555438876746,3.148538565018988
2-2802586,,0,1.0160503873883566,1.008852455839462,1.008678954858071,1.0042147347711967,1.0040592935744639,1.0056895021405632,1.2043844668804904,1.3950829172526404,1.3206229533165792,1.2882986967527068,1.2671134400361221,1.2442571099572644,1.2582205522607912,1.289830400165139,1.3124476452913916,1.41098215456891,1.51855722919743,1.6968242317898299,1.6673413085536393,1.5875422084779653,1.592544261805541,1.8017461517965456,1.878638739274149,1.9782056735016416,2.1156162859782786,2.3094933509466555,2.6704936278996714,3.050221220489115,3.5766485529884195,4.24131069381586,3.892739237768464,4.14032512591245,4.333864804980964,4.981436075927411,5.408786154910049,4.992137182138402,5.0412134480516775,5.356060120728341,5.026612304532665,4.609257597204473,4.254129472729497,3.939086542459162,3.4848895522960532,3.253547691773568,3.07413621423406,2.868092409512261,2.7602542154302485,2.6654267920299053,2.6815764570566154,2.843754825402252,2.9282217426463273,3.139813855803965
3-2802583,,,0,0.9990623813683744,1.0040836348542848,1.0004493276133215,1.0012103906645724,1.0044858692968557,1.2267566784840465,1.4430193050882703,1.3509617220488956,1.3104404830928444,1.2858030812071797,1.2597478547152665,1.2744963850518916,1.3075695884928924,1.331403940383457,1.4371818681729305,1.5534889276828034,1.7476157716972802,1.7137886727240996,1.6227615891706613,1.6273418023672863,1.8532491963087516,1.9367965026406588,2.0454965041313313,2.196350351086369,2.410726820182428,2.8162275166132242,3.2486588782701373,3.8625299130409974,4.657087604397776,4.213256460395363,4.499437608999493,4.735145003058065,5.521981941015385,6.055934788958092,5.513038697350585,5.338700931362214,5.696719125797344,5.313024346035445,4.833768676506918,4.432008713803626,4.080466374392587,3.5813912128057286,3.3304958253649892,3.1374942115067426,2.9174754447813878,2.8029963617797073,2.702774460927186,2.7197667868444575,2.8891032704339743,2.9769845666267156,3.1994702316951735
4-2802574,,,,0,1.0083324625464904,1.0008727941001911,1.0016650161709855,1.0049923606801194,1.2485460026891508,1.488532430569557,1.3787702833845672,1.3302436644820337,1.3024052625794638,1.273441419156187,1.2885555785385405,1.3224512910093051,1.3478026454465237,1.4596468178995379,1.5833515017723772,1.7902072976910164,1.7525422487834443,1.652362576737589,1.6565189363245443,1.896501077252544,1.9861789647967325,2.1027423010728157,2.265263004555014,2.4962220998781652,2.9404110311350498,3.4224731441947718,4.11859839708129,5.037684948469795,4.498213437058281,4.82255737632936,5.0940624602243005,6.022704544065831,6.663683489963009,5.991252561812405,5.223589298297045,5.114342748983793,4.804838791638774,4.412593211769016,4.078636535021507,3.953314733177677,3.4804735147012553,3.24314502075211,3.058897212204625,2.8497083875999083,2.7403966568648253,2.644517416377633,2.6610847897874024,2.8261614163849633,2.912269390086845,3.1283600534765545
5-2802567,,,,,0,0.9966615978885918,0.9994410277859537,1.0045775116178244,1.2791764893411746,1.5547301320369369,1.4169288244977074,1.3564045587002638,1.3240058583600456,1.2909883318079203,1.3062202323660728,1.3421600731134753,1.3688241185460557,1.4887595806759006,1.6224420853230197,1.8472248250169336,1.8045829168585334,1.6906317381353626,1.694158702705035,1.9530319053154506,2.0499057355878154,2.17709379140735,2.3561823422917,2.6126841912320184,3.111480204971596,3.663635981955841,4.486145615331703,5.609429455064743,4.911649257653396,5.292114854232264,5.623585272507726,6.786375186052393,7.610816391052152,6.712728355804741,5.728852106017404,5.538736743697636,5.164669110905944,4.698414964144369,4.308367212286853,4.183853658728708,3.6419774787008254,3.3742606369383026,3.1694269859326423,2.9377910171554507,2.8180451174496004,2.713227422420004,2.7311903692926673,2.906381065769434,2.997734098165684,3.2290597963789542
6-2802557,,,,,,0,1.0002956597773747,1.006187860797116,1.3607420786228732,1.7338158321694108,1.509996125060622,1.4163813199417787,1.3725202580591205,1.3296937157199398,1.3455503939039652,1.3838405586485527,1.4142964364939064,1.551806553325904,1.7076057684084367,1.9733977940661729,1.9170470899718306,1.7718157710808697,1.773243556963027,2.0734114370814014,2.1879662182994566,2.33925907621094,2.5543414816970667,2.8688709408489066,3.5034463987195092,4.2388823870844545,5.406851560128915,5.1149549852123695,4.442606788439745,4.7816886530572145,5.067667614920274,6.060953996623456,6.755339080538516,6.025601395493581,5.208648349019295,5.052129368095956,4.734269718351225,4.3346641490184465,3.9972807387921265,3.894910987861915,3.416652315729707,3.1788520772326563,2.9958097096288285,2.983817415889237,2.8487848739682664,2.7386581299375314,2.6972946363280403,2.7908927703201645,2.8778404053925106,3.100012194001674
7-2802554,,,,,,,0,1.0068494563287007,1.4511344577728498,1.9441158620789907,1.6025411696344003,1.4707793192974083,1.4151461769224711,1.3627250437268887,1.3793108008731172,1.4195833732701495,1.4526045554160694,1.6050824122713816,1.7807380852211896,2.083679597221801,2.014348732104679,1.8394229682852368,1.840094592153628,2.176579379945949,2.307497673299609,2.4803149107837186,2.7308943673371373,3.1007317653785833,3.8747031892749746,4.811635293594108,6.394600578105049,5.929091830365706,4.863855988223909,4.236072103917204,4.282299500076736,5.017332909377603,5.5203228577367405,5.0304318070747716,4.454792528427333,4.346481205655896,4.11327691537066,3.8126977302393485,3.5518820164245444,3.479485895518842,3.098480117440847,2.9063283127056456,2.8079988532661715,3.1130616097892285,2.9599854507067582,2.8371532647689386,2.790997287720304,2.8905793776056514,2.9854475198308283,3.2271203640085133
8-2807485,,,,,,,,0,0.9958371693548709,0.9954090266530836,1.0015545802222316,1.0420646721336095,1.038974173696402,1.032378529290515,1.031362492818048,1.0950909877175279,1.1585968771688104,1.3091975477534994,1.4804669956323626,1.7850969909104721,1.7300679197858446,1.5938903392356754,1.5624684590033748,1.633957788782648,1.6855679022626324,1.7035164588873322,1.7961195710148157,1.8881334102918443,2.2664871279986585,2.6786099587715118,3.2804366003969636,3.217179117910374,2.8972749321346773,2.674069360971422,2.622854961701106,2.7389771752962,2.9371474217233473,2.802585055106126,2.631828865305565,2.606979857709331,2.527983114524133,2.4230405534202024,2.3285135180036995,2.3498034313088487,2.1885779921925415,2.1014384430738238,2.162991836698119,2.383507850029563,2.298743455818335,2.22904925935792,2.202351414198597,2.279221444995177,2.3476031098139103,2.5193840733094093
9-2807487,,,,,,,,,0,0.9947453129488958,1.004550314491676,1.0563070281102307,1.0499787758089976,1.0401708446492486,1.0383036115456703,1.11342238010448,1.189746724937462,1.3726924152791333,1.5878378918621663,1.9848638296996315,1.8992302479587748,1.7005522421976493,1.657212851720479,1.7382673220562033,1.7993963955401542,1.8182822347991408,1.9291333027736857,1.8626049756917722,2.142933486940019,2.5485911928148277,3.1434185745471526,3.0890765038917722,2.7828165134959857,2.569486391699226,2.5206495230522794,2.637551427026519,2.8334319502945884,2.704754359387259,2.540268897507797,2.5188561281976,2.4430351266373287,2.342661815347732,2.252553259540101,2.2753410623006256,2.121080407872327,2.038538097197336,2.1008923283049903,2.320140938961499,2.2385079674250363,2.1711377498847626,2.145827006715386,2.2227922282787804,2.2902463766644616,2.4610338125090596
10-2802568,,,,,,,,,,0,1.009556405504515,1.0715766180289346,1.060857924345178,1.0474162099945898,1.0445848465516443,1.1294738825660795,1.2172122873428186,1.4307416343150032,1.688318409241085,2.1770317457652726,2.057121117260473,1.793588759533415,1.7384544650379266,1.8259100967548474,1.895264005959466,1.9145001028632067,2.041345238510389,1.9579945408386221,2.144990990113476,2.5744707691687134,3.2161234951420083,3.1523863769420046,2.8190950443933036,2.591043047819147,2.539254362161651,2.66266064178248,2.8694805429770693,2.732280221302707,2.5582454451834997,2.5348064180665997,2.4553181637782777,2.3505387058000147,2.2569331408213964,2.2808206259675097,2.1211627999931064,2.03648987425965,2.1008048083384834,2.3256141157517303,2.241563111398981,2.172750820368991,2.146806731819103,2.22493630156253,2.29443271484564,2.468988854891827
