순번_정류장ID,1-2807429,2-2805676,3-2805630,4-2807038,5-2805632,6-2805634,7-2806163,8-2803653,9-2803162,10-2805974,11-2803161,12-2805513,13-2806606,14-2805639,15-2805702,16-2805700,17-2805698,18-2806024,19-2806031,20-2806083,21-2805637,22-2805693,23-2807325,24-2806483,25-2807342,26-2806037,27-2807039,28-2805148,29-2805812,30-2807052,31-2803178,32-2803303,33-2803307,34-2803312,35-2803302,36-2803298,37-2803288,38-2803285,39-2803650,40-2803291,41-2803296,42-2803179,43-2804433,44-2806619
1-2807429,0,1.0443224242992915,1.0111385361440146,1.0111023896506124,1.00890117657215,1.0062074149086584,1.009540092138645,1.0102183066734145,1.009621714934099,1.009034505934258,1.0064402048180994,1.0381251170293977,1.2364711855168815,1.408165332987098,1.4516907586952497,1.434799789225383,1.5941642719575677,1.7095900832598463,1.9338618067277833,2.155662151167163,2.180827359785533,2.063982556958289,1.7595450291143342,1.9553712869957665,2.2932177572975068,2.6400927097872806,2.8506070830521604,3.020340537399757,3.593465042151446,4.2552362011198435,3.869285588149195,3.502806279013251,3.367778298479893,3.572393141506872,3.8860480846936616,4.014885612004362,3.9657706138033264,3.7171799848081597,3.644727744979562,3.884925202734616,4.028384737250892,3.990542748984578,2.35806430941236,2.321521576151071
2-2805676,,0,0.9277558738066504,0.9620831157590309,0.9650629380568708,0.9764102657583424,0.9857709981848519,0.9908718988405104,0.9926249944433689,0.9929327997481514,0.9928620785270486,1.034253695535374,1.2871069056184772,1.5162810039952463,1.5701433656878099,1.542662211054551,1.7470447936359346,1.9059675237323002,2.226273728842528,2.5594946161821186,2.5777110106362167,2.374130412116241,1.9013539301514955,2.0249807851543395,2.4252499178041944,2.365283851949653,2.4149801041545294,2.4739292787136367,2.908318783478943,3.4032332771553877,3.1536007409189497,2.910531320987815,2.8169358231290023,2.9854568010741738,3.227556605398677,3.3276353370598266,3.3113091874486886,3.1377698403808845,3.0890151432460593,3.2784903259930784,3.3908494016766686,3.3705976836707374,2.163516858493647,2.1335057749087096
3-2805630,,,0,1.0109252904777304,0.9902062545541065,0.9933437104283662,1.002272463404302,1.005013223916751,1.0048566671631223,1.0042834648573753,1.0015915426959432,1.0463130680452573,1.3335279999247556,1.6010547468534455,1.6601176268450266,1.6240054614250368,1.8553429808093598,2.043891734633755,2.432606643976906,2.8502510211864234,2.858244245657655,2.583964007103321,1.9893826780236212,2.119791584584884,2.5733990818494634,2.4971310301998937,2.5510932779182642,2.4881372377612254,2.5764542854334294,2.990876372026055,2.802081672574297,2.615630061103635,2.5418629873766965,2.691068336282542,2.898052816935348,2.9832811629786136,2.9800095769733272,2.8424013610937986,2.804917544429912,2.968197617026678,3.0645798575452647,3.05229611822038,2.2020409569357464,2.1700546827492344
4-2807038,,,,0,0.9715603924925764,0.9876507065162142,1.0001105970830608,1.0039082967254447,1.0039291571950624,1.003356771335003,1.0006202148902525,1.0493727631402152,1.3657400731527796,1.6675221560312177,1.7309953487096694,1.686844065598669,1.9418206720938305,2.157505527415393,2.611322558213509,3.113554364689153,3.1089349475694212,2.762551298346263,2.0557742122394727,2.1907309858215784,2.689075308268737,2.5985716790741415,2.6565618563206,2.584884551992315,2.4835607718868493,2.7393617293521113,2.5839944248673845,2.4290635987294533,2.367458853866305,2.5043843433240256,2.690929591788978,2.7670655000782327,2.7717678833324015,2.6548100735600992,2.6238394176966646,2.771644667342871,2.8586503850040317,2.8508553288646628,2.2327200810363426,2.1989366507986055
5-2805632,,,,,0,0.9966923802476506,1.0110819626561964,1.012386883691998,1.0105467939975867,1.0091876211402846,1.0044185547540732,1.057643198105026,1.4149335018280431,1.7670872425495177,1.835849593158176,1.778780655558872,2.0664124161885864,2.3226292211562516,2.877562881923594,3.5187316188357793,3.4884691178654412,3.0211098163195134,2.1441881661431714,2.070838337893573,2.537316956724969,2.4606345695504124,2.5169046255212177,2.4529139652073435,2.3646038907936116,2.5017885264072395,2.375586818814376,2.2493860482931156,2.1969920907244305,2.3242086404929223,2.491632577925253,2.559553520212595,2.5706513633784227,2.4723331163256685,2.4472518871131106,2.580715505307723,2.6590695450640993,2.6552401032978734,2.1834664849494763,2.1514817820203116
6-2805634,,,,,,0,1.0422015261093827,1.0261010264729271,1.018466971710789,1.0152391030339012,1.0067598878035706,1.071857542545962,1.5343120902709286,2.030145132789426,2.1091324765264106,2.010667683623001,2.3831946129466086,2.7592807476158527,3.6416727036740046,4.798171072102646,4.639341136297128,3.720850672851994,2.3389379672399757,2.01328390207765,2.095311908480971,2.0572427106959252,2.107348514477269,2.0663676134724995,2.0151018249620787,2.1379017721030604,2.051682960862968,1.9649293115296598,1.9280996789399791,2.0387432093856175,2.1774556074559417,2.234666928084641,2.253946788020051,2.1823132329422266,2.165673326655817,2.27783457144117,2.343411259257431,2.345071934548165,2.0445008199094756,2.0173516041157944
7-2806163,,,,,,,0,1.0151830936717703,1.00993728109473,1.0074578206040379,1.0009838025142366,1.075442164079204,1.609137827143527,2.215377760665193,2.298278553390658,2.1645401238660034,2.595953866824454,3.067715488233143,4.242926723877728,5.949236254796428,5.616193587434871,4.230416763569183,2.4493680510916755,2.0746038764368144,2.1281129296262904,2.085724322898823,2.1387108920189064,2.0940453305997306,2.0391048319958003,1.9916586468923299,1.9198375254861124,1.8479483625989266,1.8163257517148899,1.9205855612524396,2.0488708553685457,2.1014140556831187,2.123684087957462,2.0620369211918255,2.0485586446858357,2.152477287809346,2.213135621764373,2.2167842611529216,2.067412340736825,2.039062149378119
8-2803653,,,,,,,,0,1.004022507135224,1.0017353294797289,0.9964921301285653,0.9989745648506605,1.1956207473578655,1.6234518708299857,1.7209220943740264,1.6574198629641903,2.0292321200787757,2.3645105040878183,3.1513476463884826,4.180451561618543,4.077440126360167,3.30312294401036,2.135892016834303,1.8599768640972465,1.9183026311230102,1.8924921745114118,1.9425755802474813,1.9079273198719684,1.8693656633799873,1.8011084913352355,1.7466682934308952,1.6930383102150675,1.667364030279619,1.7635564038032852,1.8784504267960354,1.9254817870615621,1.9512112075275083,1.9019476005535012,1.8923818222221798,1.9857745003770904,2.040171736105705,2.0464588297737127,1.9867536522035951,1.961087791980229
9-2803162,,,,,,,,,0,0.9973549230614502,0.9935556006069654,0.9978922194523825,1.1957517128869217,1.7130551968179375,1.8248301230026724,1.7391871328717678,1.6380527998007557,1.8929880506041674,2.4681630528373173,3.17247477531393,3.161516361597284,2.6882677125693646,1.8925179182297638,1.6872391745694153,1.7155324114855008,1.7042353392071494,1.7511072408321107,1.725315678052268,1.7013685238741383,1.6518367163875056,1.6098873902956599,1.5691883782999096,1.5487971002752223,1.6383941786988874,1.742730672628838,1.7855835345682645,1.8141073989573928,1.7739852063035706,1.7670981476886,1.8524501063201881,1.9023075195847026,1.909813760856612,1.9168449749587175,1.8934415681296273
10-2805974,,,,,,,,,,0,0.9925842309482362,0.997959954761458,1.2190417102273496,1.8199074904783963,1.9405950345778549,1.830720269835932,1.6956977522802954,1.9822202538203058,2.6471818839506387,3.498912488943763,3.458900190718372,2.864723347848401,1.9394338319786626,1.7147523013275612,1.6300036585557773,1.6154160018503265,1.6611911108177027,1.6392528404701157,1.621423670459431,1.5804336207179028,1.5441029486052447,1.5090920780060766,1.49137525956378,1.5775909200849851,1.6774968760170044,1.7182036980216115,1.7475009509890111,1.711593738898264,1.7062313356781582,1.7878102724118166,1.8352095492043399,1.8436977740448082,1.930788184439579,1.9066860944128108
