순번_정류장ID,8-2804850,9-2803212,10-2803210,11-2803361,12-2807505,13-2807521,14-2806171,15-2800565,16-2806015,17-2800567,18-2807460,19-2800347,20-2800346,21-2805193,22-2800592,23-2805250,24-2805252,25-2805254,26-2800680,27-2800722,28-2807301,29-2803514,30-2803093,31-2803107,32-2803121,33-2803125,34-2803225,35-2803233,36-2803124,37-2803100,38-2803087,39-2802637,40-2802652,41-2802647,42-2802648,43-2802649,44-2800819,45-2800815,46-2800817,47-2801800
8-2804850,0,0.992463873433348,0.9985492939324303,0.9960410128408816,1.1260577426171088,1.0701672669413633,1.0694397282633417,1.0651869273100394,1.0641758643792418,1.0635094554767859,1.0631018311216267,1.062578626673656,1.0618864705381283,1.0616378683100096,1.0608848105496875,1.0720435498059946,1.0706731233616367,1.0698364769018878,1.0656442034696714,1.0634474719801208,1.091701609767891,1.1271306258188836,1.1840791615022253,1.2033321033339635,1.2177001787031603,1.2312736948454024,1.2455730368675135,1.2792846045732766,1.2831011333280302,1.2787700066971233,1.290863003308792,1.2862319037721859,1.2842938768209065,1.2813898608722347,1.2764328579791742,1.277841386615317,1.2882320046656976,1.285901554813646,1.2814830483027644,1.2827580579272047
9-2803212,,0,1.0002466458605008,0.9968817974346468,1.0492825271429533,1.0279819307136906,1.028738700335636,1.0270271005323788,1.0265950777228288,1.0262382702249713,1.0261875594892635,1.0260231460654734,1.025709311061464,1.0259207364102476,1.0256279129952837,1.037165258116589,1.0363826687780826,1.0361172958573854,1.034198726415506,1.032874146684428,1.0616819006111233,1.096128183304654,1.1514055921294817,1.170044740206904,1.1839811818556558,1.197389557274067,1.211214199048885,1.2438069329643413,1.2482252670190963,1.2445005802075546,1.2564736246399648,1.2524923498562535,1.2507591236790325,1.2482213415291177,1.2438710492933995,1.2454699780449678,1.2564480887035114,1.2543951210518844,1.2504896012875908,1.2519618283393985
10-2803210,,,0,0.9788567952592128,1.001958860302604,1.0012412148693375,1.003009188207265,1.002847342011064,1.0027671846595085,1.0025917404177163,1.0027701589368136,1.0028298657782801,1.0027449257682672,1.0032662517253996,1.0032567716201664,1.0156296863667755,1.0151789431783176,1.015261431651369,1.0146896515523531,1.0138577751622297,1.0442595855241315,1.0795574047477212,1.1363383924783659,1.155627072904333,1.169930001972307,1.1837395926632286,1.1980166719807652,1.2316057973859054,1.2364465575953374,1.232793598645027,1.2451271524909087,1.2411074295658178,1.2394315674819067,1.2370709926510877,1.2326655537837385,1.2343532095254306,1.2459895108441923,1.2439531583534473,1.2400907124277856,1.241670836459086
11-2803361,,,,0,1.0025861461139254,1.0015672579003116,1.003347921946105,1.0031622741993327,1.00307623373357,1.0028959560905535,1.003073625998828,1.003131009853911,1.0030418327929846,1.00356565158504,1.0035521074858686,1.0160672092371843,1.0156037409257483,1.0156799588643497,1.0150733375441843,1.0142220901743617,1.0449868179042072,1.080661185816563,1.1379566441053268,1.1575044969398303,1.1719728662114068,1.1859298935046958,1.2003751676451893,1.2343677367488197,1.2391667504951382,1.2354277691746771,1.2479393648894122,1.2438315683666858,1.2422039992643328,1.23966051193698,1.2351704945030333,1.2369384674119637,1.2485479820610976,1.246550131027574,1.2425701670831233,1.2441505313230166
12-2807505,,,,,0,1.0002854336958484,1.0040667860008055,1.0036182991200981,1.0034405146147052,1.0030933109096607,1.0034231835919056,1.0035234756150713,1.0033513669866059,1.0042992050658996,1.004257311869395,1.0265123910933713,1.0253857017512147,1.025228009921024,1.0231447613568858,1.0213990133578446,1.01978423931028,1.019491666864779,1.018807456198207,1.018479665060491,1.0184850667172896,1.0181105064412919,1.0178600306038377,1.0242197616761177,1.0899510363744371,1.1131010290383014,1.127076531955909,1.1748348195429954,1.1847237557467711,1.2092679641746829,1.2037361952335381,1.2005671124802637,1.1905218604872558,1.208535898826672,1.2081945478142457,1.2058609396978561
13-2807521,,,,,,0,1.049700115440366,1.0177408112237147,1.014966589518395,1.0126363031287997,1.0132670250699647,1.0129435966232225,1.0116279360039142,1.0142234432383324,1.0133114883111956,1.0807702723327153,1.072822496269755,1.0685449125784126,1.0525590298991216,1.0459091647524676,1.0381768687940962,1.036741167033064,1.034297285994372,1.0333581510605565,1.033134061858927,1.0320775494052417,1.0314269527860447,1.0421042841899217,1.160740547078029,1.2023166904459306,1.2274537642413126,1.3185334184849498,1.3367411248794698,1.383025220858817,1.3664979710023968,1.3565343884165872,1.3251287389475637,1.357417099787595,1.3521663785314941,1.345372106030062
14-2806171,,,,,,,0,1.0004468676989802,0.9998874926856789,0.9981061425438841,1.0004686817367883,1.0012686296751427,1.0006574232011793,1.00508184145102,1.004837145209361,1.087198831807589,1.077115910666474,1.0717126666010794,1.0529002440363524,1.0455056846308366,1.0371998082305272,1.035595946771216,1.033150418427541,1.0321703699544325,1.0318587483258121,1.0306851396815508,1.0301860676915366,1.041600639290005,1.1686252268602542,1.2130073979341236,1.2399211994164057,1.338336856090563,1.3577824887424799,1.4077052393493934,1.3889753855376608,1.3778318788556614,1.342283752416824,1.3767944513355779,1.3706822138208263,1.3629897837080158
15-2800565,,,,,,,,0,0.9976176408927178,0.9919513481756449,1.000509046754082,1.0024356586530254,1.0008972571750003,0.9989368490766404,0.9995401129562997,1.1409004931853692,1.1171676986412287,1.103827153998683,1.067743205762267,1.0565381526196786,1.0440287962442802,1.0418515083597393,1.0383683913699033,1.0372009958362434,1.0368496299761867,1.0352053571472348,1.0344537035129149,1.047250477598662,1.193653785818292,1.2446149772326953,1.2755832373602844,1.3912108514322306,1.4137747370703082,1.4722638720525718,1.4476067862442417,1.4330152659585165,1.3867477354748734,1.4263580584662865,1.4176154503378655,1.407850551929274
16-2806015,,,,,,,,,0,0.9815206495589414,1.002932825737657,1.0050329955497104,1.0021771260448664,0.9993127062463056,0.9999747278154908,1.1666924794592255,1.134832034752901,1.117095363960448,1.0730000185731987,1.0603216530086172,1.046255939725335,1.043711736661733,1.0400362886325891,1.0387749213565383,1.038268088661882,1.0366096675693506,1.035804034395733,1.0491212796633322,1.2011171505002007,1.2540105182341572,1.2859059918263862,1.4069978363894569,1.430490152119946,1.491724927481171,1.464987750387217,1.4492915115946032,1.399634232076258,1.4407393714869279,1.4310335564059244,1.420753614202726
17-2800567,,,,,,,,,,0,1.0208318491356732,1.0147701044451456,1.0077343253837163,1.0025697621593344,1.0025625220952519,1.1867626895087602,1.1482120759725003,1.1269653261872234,1.076883404365052,1.063169622032595,1.0479885015837958,1.0453988228680569,1.0412481239508655,1.0400390183013097,1.0394949355714176,1.037858656998709,1.036907068915438,1.0505601656567995,1.205754540997474,1.259760067335716,1.2924740336378662,1.4164750559202695,1.4405048151500892,1.5032479635209293,1.4753495194939452,1.458987612256716,1.4072938694361892,1.449262516951254,1.4391762820180567,1.428264374741477
