순번_정류장ID,71-2805248,72-2803365,73-2803370,74-2803373,75-2805943,76-2805200,77-2805242,78-2805239,79-2805237,80-2805243,81-2805246,82-2805236,83-2805234,84-2805198,85-2803379,86-2803381,87-2807010,88-2805325,89-2803211,90-2803215,91-2803212,92-2803210,93-2803361,94-2807505,95-2807521,96-2806171,97-2800565,98-2806015,99-2800567,100-2800561,101-2804974,102-2800546,103-2800539,104-2800537,105-2800533,106-2800529,107-2800527,108-2800991,109-2800982,110-2800836,111-2800835,112-2800843,113-2800842,114-2800999,115-2801020,116-2801036,117-2801058,118-2801277,119-2801240,120-2801340,121-2801354,122-2801365,123-2801414,124-2801492,125-2801524,126-2801602,127-2801658,128-2801672,129-2801684,130-2801718,131-2801741,132-2801750,133-2801755,134-2801765,135-2801775,136-2801789
71-2805248,0,0.9949647889493368,0.9994222878816619,1.0144257691274814,1.0081030595459928,1.0028708316903236,1.0039748344484833,1.0060376531036266,1.0041638456499797,1.005579312589089,1.0043347324307212,0.9969647861208856,1.0027283871702017,1.0020473110121324,1.0811852489945488,1.1332383099095609,1.1254195750583402,1.0843671756775346,1.0792484706648064,1.2007058489953106,1.2729486435319324,1.4729419515746618,1.4613988466539203,1.8898767439384563,1.5534245761760896,1.5381143739501235,1.5095205766334532,1.502898466141967,1.4992601060862616,1.4854726031093117,1.464017706292584,1.4595325317073997,1.4552641478638146,1.44823541093489,1.4415331536702862,1.4358134705030563,1.4315874626318987,1.407768328259204,1.4043772864859243,1.4006513291285299,1.3971884461217068,1.3916566565770816,1.3870844197704566,1.3833360854075727,1.3799658148765725,1.3773667370611546,1.3800991477243392,1.373944206467383,1.3724033453434388,1.3688929265066352,1.3903143797144863,1.4047022739490693,1.4179050545366836,1.4100655099463524,1.4069247935304017,1.402421486623106,1.3967864485615331,1.4104712467820006,1.4207251894786919,1.4389192368375494,1.444360619913323,1.4439772884106497,1.466535760517273,1.4890858346217513,1.5018780360079502,1.5167171686917889
72-2803365,,0,1.0040801479476131,1.026916118827542,1.013646487222097,1.0054135457535769,1.0062205729238651,1.008398699797718,1.005947917855344,1.007434594948514,1.005752371186875,0.9972024234926149,1.0035536571280839,1.0027688017581249,1.0897825199827553,1.1467619188508518,1.1373836067639413,1.089652816657457,1.0838969822106443,1.2108652004514227,1.2871507344131625,1.4989128621283614,1.48599622992135,1.7773571446122525,1.490699566847214,1.4776159550530135,1.4528141079310797,1.4470572590053725,1.4438807093821173,1.431901078420202,1.4132338746146778,1.409318488938108,1.405590935783559,1.3994504333889075,1.3935825810680196,1.3885790636189943,1.3848787547167913,1.364060823674946,1.3610784906820899,1.3578106682620692,1.3547427398989902,1.349924916011942,1.3459180669034907,1.3426216645159261,1.3396988811324262,1.3374175418625538,1.3402624616719698,1.3352179566116305,1.3338715385722906,1.3310098336953626,1.3517474983438516,1.3656730491876679,1.378760780087465,1.3717604007170703,1.3689521411184138,1.364979433629214,1.3599533604352025,1.3732663156401366,1.383371488451157,1.4010819521090518,1.406604052794925,1.406583657302647,1.4283529887319284,1.4500663297435816,1.4625043005644225,1.4769844452402234
73-2803370,,,0,1.0632696989109545,1.0145943619492828,1.0024195290867615,1.0043591895769706,1.0074269381751457,1.0045312469679712,1.006481410649332,1.004666376401437,0.9952922149920118,1.0025801230366127,1.001756167517884,1.0978911860983993,1.1605309843556666,1.14931855672448,1.09425664824965,1.087856690019887,1.220634318088544,1.301056173798792,1.5251150628744652,1.5109630744270401,1.6775645234145553,1.4334471958207582,1.4223153527099308,1.4008507172968496,1.3958573154362865,1.3930886683619794,1.3827075699588205,1.3665119875870724,1.3631027362919506,1.3598560759749063,1.3545058241530883,1.3493812227315787,1.3450162007933906,1.3417850179102733,1.323650427518739,1.3210343541163356,1.318177195492162,1.3154983833274962,1.3112865899148682,1.307753433247738,1.3049313876252278,1.30231071970198,1.3003490881559,1.3033263890312203,1.299345586168703,1.2981100531446488,1.2958645013361476,1.315947630341634,1.32945198756078,1.3424642286949897,1.3361884478529147,1.3336805727817176,1.3301564335465015,1.3256507390631556,1.3387165225177158,1.3486526392939953,1.3659845232091625,1.3714815688623185,1.3717587205557193,1.3927067802479398,1.4139536709852862,1.426272717851344,1.440190191107621
74-2803373,,,,0,0.9788992428982958,0.978955428865022,0.9899736827944542,0.9967348753095245,0.9947390184057466,0.99829679870539,0.9977034905847074,0.9893408024516178,0.9979370553901512,0.9972830117519387,1.100345557467346,1.1672707042539636,1.1548484276115396,1.095468880926014,1.0887479255333232,1.2255913743643667,1.308985950274306,1.5415001943666757,1.5262830390499433,1.616976590968066,1.3978682790108665,1.3879082769379234,1.3684535086911915,1.3639209333101137,1.361398654681228,1.351984028955163,1.3372861156163158,1.334184103687152,1.3312294289218656,1.3263595168551399,1.3216870226277309,1.3177106875831694,1.3147652442063826,1.2982681436967118,1.2958759476433488,1.2932700164849287,1.290863609341894,1.286954819938772,1.2838008009701711,1.2811926519609615,1.2788004594752251,1.2769811894114955,1.280104173446825,1.276671699094384,1.275576997340053,1.2736900336661428,1.2933906749653667,1.306667913187055,1.3195804285461974,1.3137713282750962,1.3114794215737164,1.3082001927049995,1.3040650893613486,1.3169082744886962,1.3267603011790987,1.343838354040684,1.3493611717735015,1.3504072318992932,1.3711820666578867,1.3919912936128196,1.4113283589321117,1.4250854688978583
75-2805943,,,,,0,0.9790177297058524,0.9927083635397598,1.0010430430881496,0.9977442907706885,1.0016601787962531,1.0002489666613317,0.9899997556197281,0.9994982282689533,0.9986869095925265,1.1126720959110226,1.186230875862611,1.171114345378373,1.1016885253139048,1.0941399543204569,1.2366857637613573,1.3244749021609359,1.569802226737701,1.5530331110438385,1.5414394971274388,1.3528048515242983,1.3442931765369184,1.3273295945851022,1.323369182004063,1.321153001345195,1.3129395390273275,1.3001058725027925,1.2973868054052924,1.294796253978188,1.2905255098467108,1.286417417169608,1.28292652678328,1.2803380855301276,1.2658892659276801,1.2637775902160715,1.261486387260095,1.2593770791678998,1.2559685619987317,1.2531711038362383,1.2508743158126188,1.2488003074735123,1.2471701103375736,1.2503588228780695,1.2477264872972633,1.2467984088005553,1.2453311071222264,1.264570377500923,1.277483225134843,1.2902722727119915,1.2850821654812703,1.282992009046083,1.280062157246335,1.2763557345598224,1.2889799092137988,1.2987203555884133,1.3154693726405404,1.333701040340947,1.3550706984945187,1.376018659270936,1.3972000505234388,1.416724892803326,1.4307926892449336
76-2805200,,,,,,0,1.0038617968983405,1.011313571427183,1.0044912641084027,1.0080564979134694,1.0047265147589872,0.9915278960298992,1.0019001083122834,1.0008530091118446,1.1269412007832984,1.2077446225050348,1.189321471681181,1.1081314260483957,1.0998033462402845,1.2477943582066118,1.3399813636171902,1.5981846570951106,1.5796374693949695,1.4766173602294033,1.3133891990747546,1.3061060890130574,1.2912622779659608,1.287789565177576,1.2858345729835758,1.2786465528201403,1.2674074230629429,1.265016404567703,1.2627379629746867,1.2589810129412358,1.255357364511273,1.2522833718645792,1.2500017275844657,1.237315435344518,1.2354456026233709,1.2334257716716241,1.231572717134703,1.2285667944863483,1.2261063825132272,1.2240785604308475,1.222251392850603,1.22084296601951,1.2241149757653336,1.222116085946802,1.2213052555071002,1.2202279489821393,1.2390353272059913,1.2516564445620324,1.2643625453593506,1.2597106657255102,1.2578223018150965,1.255194796352446,1.2518596306357708,1.2651058786639735,1.2877563695025875,1.3135481363474177,1.337760810649991,1.3592182392858583,1.3805733609682014,1.4020411200094514,1.4218339580944994,1.4360620709957443
77-2805242,,,,,,,0,1.0212902316744465,1.0049904754212016,1.0102843424221013,1.0050285912176367,0.9889867071058647,1.0015701867779996,1.0003826546520538,1.14550290624372,1.2375236589696812,1.213739366133975,1.1155968730827899,1.1059691461008367,1.2614243723104268,1.3595806544368265,1.6354287381042596,1.614745354768799,1.4009261485192954,1.2664178944040012,1.2605499214102533,1.2481551812397143,1.245247144263515,1.2435947015272044,1.237595722333269,1.2282094474646355,1.2262002256493536,1.224285173943758,1.2211269548505443,1.2180682299952554,1.2154807751822563,1.213557393460378,1.2029327537626668,1.2013462652841977,1.199644538693108,1.1980919884323473,1.1955585022734991,1.193493773827966,1.1917819536424619,1.1902448801087282,1.189031622470924,1.192429920318302,1.1912406860536093,1.190567788601703,1.1899216130355152,1.2081894101020785,1.220464781893329,1.2330999147920496,1.2290464540392467,1.2273963441134927,1.2250982075055625,1.2498041312914954,1.2686543907310517,1.2916814178088714,1.3178767902949355,1.342476499777168,1.3643138751015014,1.3859542955936712,1.4077119126603048,1.4278743443364466,1.4424179608510492
78-2805239,,,,,,,,0,0.9813045531553726,1.003050915797412,0.9992875155555094,0.9831113506703295,0.9987370843365155,0.9976186734935767,1.1612705093023203,1.264001663076229,1.2347290902916688,1.120825460866147,1.1102387090150032,1.2718827455204718,1.374985239894023,1.6655861982764584,1.6429255313179065,1.346788602081959,1.232200677721082,1.227331086412703,1.2166693299327607,1.214161664442105,1.2127238296864473,1.2075690325265607,1.199500808926793,1.1977635857437299,1.196107509118102,1.1933763382965357,1.190720806705755,1.1884808508204343,1.1868134949386409,1.1776644239104164,1.1762810399927481,1.1748074401419994,1.1734704706070322,1.1712761332254775,1.1694955531177624,1.1679823218823464,1.1666822926470741,1.1656590596996483,1.1690697171186621,1.168414915893395,1.1678961083711412,1.1675544019308621,1.18550595131434,1.197503188811511,1.2100915178919265,1.2064413071504252,1.2049357265304823,1.2220528502302406,1.2522133430891815,1.2711305331296572,1.2944810262120174,1.320951810012186,1.3458450007096316,1.3679129825682075,1.3898867902332144,1.41198733301301,1.4323727803308937,1.446995843246722
79-2805237,,,,,,,,,0,1.012719219974367,1.0018731339972238,0.9819779311399099,0.9995631485588067,0.9982615707080115,1.177380148185765,1.2888408824547448,1.254285032623577,1.125917324091541,1.114476455910287,1.2804688787842682,1.3872761404885212,1.6889332290629788,1.6647187320130916,1.3247165632791362,1.2177656452917014,1.213336703069378,1.203365217897972,1.2010174097844495,1.199665157381002,1.1948488159257973,1.1873108724767392,1.1856492101129124,1.1840978705437302,1.1815727082320047,1.179079975042133,1.1769806155258529,1.1754169491536457,1.16686808450439,1.1655375441532296,1.1641867211872756,1.1629085944239164,1.1608531824262658,1.1591607989420747,1.157825921327028,1.1565828327531387,1.15559794547838,1.1590452372906737,1.1586815587679509,1.1581222542821827,1.1580008415436602,1.175776361466792,1.1877188301378625,1.200299727795673,1.1967967658192933,1.1998784354406913,1.2236415818218835,1.254004864717235,1.2731593283177798,1.296666984939215,1.3233224658834253,1.3484553273118836,1.3707433971328724,1.3928040384582432,1.4151316418380284,1.4357336904921714,1.4505250723952647
80-2805243,,,,,,,,,,0,0.9949159801563702,0.9754793029816692,0.997529584809788,0.9962501358714562,1.1463773565556261,1.2679321818900764,1.2336309059510422,1.111825890342693,1.1014097699129053,1.273450076779215,1.3827294560226415,1.6926076203050586,1.667598195888368,1.3218942479281872,1.2150423546117106,1.2105702525439448,1.2006915050371336,1.198319207624305,1.1969736029322076,1.1921891466993166,1.184705027442812,1.1830885457978362,1.181581602312975,1.1790405635763763,1.17653182174454,1.1744481630400725,1.1728961853587807,1.164422295369031,1.1631315091556564,1.161792460818402,1.1605257863641363,1.1584592966039127,1.1568114394399671,1.1554890345449464,1.154201536963306,1.1532817681755982,1.1567594900911333,1.1564476408470632,1.1558943442476783,1.1557775755556645,1.1736610222294035,1.1856313618820793,1.198287522862989,1.1948269854996405,1.1979591838132395,1.221777916134532,1.252256936103722,1.2715344805732678,1.2951907472920448,1.3219838744245722,1.3472167619383097,1.369692390509509,1.391910516791154,1.4142948271624236,1.4349789938490654,1.4498560920107433
