순번_정류장ID,1-2807634,2-2806815,3-2805755,4-2805756,5-2807636,6-2800317,7-2804990,8-2807301,9-2803514,10-2803080,11-2803077,12-2803101,13-2805595,14-2803123,15-2803131,16-2803137,17-2805441,18-2802629,19-2802719,20-2802709,21-2802718,22-2802712,23-2802625,24-2802694,25-2802673,26-2802039,27-2801999,28-2801977,29-2802024,30-2802051,31-2802098,32-2802129,33-2802158,34-2802168,35-2802175,36-2801848,37-2802825,38-2802870,39-2802906,40-2802937,41-2802951,42-2802958,43-2802439,44-2802476,45-2806240,46-2804421,47-2805309,48-2805206,49-2805004,50-2806095,51-2804866,52-2805586,53-2805058,54-2805396,55-2804872,56-2803519,57-2802348,58-2802345,59-2802359,60-2803795,61-2804906,62-2805203,63-2803769,64-2806756,65-2807088,66-2806766,67-2806758,68-2806755
1-2807634,0,1.0171284730108259,1.0059704274550152,1.0033574377915986,1.0026195748021272,1.003173372776892,1.0028316332943719,1.002363649047359,1.0030110860568653,1.0021147835122348,1.0868829395295097,1.0816443063715357,1.0789344112009334,1.0761667059495592,1.0722823211575474,1.0692617901398798,1.0653613720891721,1.0630757519989475,1.0623351083795765,1.0821518410991047,1.1215742254245136,1.118929952765794,1.1125769187578596,1.108139297796983,1.1760307018147849,1.182366247902607,1.215378884173483,1.2685729068225553,1.2587544062535645,1.2540228132199045,1.2446283597824523,1.2367701979973362,1.2255431419684473,1.2206059379259957,1.254644787466845,1.3046853845841289,1.3526456735992607,1.3431583560259628,1.3903117197003647,1.468219080354716,1.5404751981114575,1.5995226411845727,1.5348802778333728,1.519710362919166,1.52888945439502,1.4996130292716936,1.4911539265270262,1.5496555050806642,1.5762232210023361,1.5948897079671103,1.581162562953381,1.573087121326985,1.5657145132443446,1.5605946476316683,1.611502452441854,1.59477176681047,1.5937048764243453,1.5724909923394172,1.552485861583657,1.5771649659572349,1.6183432220091487,1.6225139088457035,1.64292193287053,1.6603057555892942,1.7426376461272979,1.7522411519993095,1.8117547412411124,1.9259672884593861
2-2806815,,0,0.9979794949460266,0.9961000203477199,0.9963764830820199,0.9984201845066343,0.9988243108742757,0.9988708160421131,1.000119155284666,0.9995938629019291,1.0989339766574828,1.0919633665762083,1.0883417579547374,1.0848219950626015,1.0799332914888184,1.0762099335299389,1.071711609150372,1.0687644111405523,1.0677291320161568,1.0895394609236986,1.1323098507924934,1.1289643005016867,1.121453392438863,1.116298871659912,1.1900070793934159,1.196413050655011,1.2319581966443443,1.2894192465453855,1.2780506273181378,1.2724573287287357,1.2615796664902612,1.2525808946132502,1.2397513383493883,1.2341056742553962,1.2703923583555474,1.3247106236143638,1.3761013533527378,1.3652147895025375,1.4154640014716762,1.4990948510257607,1.577888489465286,1.6424715334160078,1.5679042556646041,1.5507935568888278,1.5573053240967825,1.5246897691446326,1.514876179088911,1.5772909927342156,1.6054522045196646,1.6253642402553123,1.6100717586694375,1.6010572747844163,1.592944112184191,1.5875322570039625,1.6411428616732477,1.6226712191085135,1.6214727894433456,1.5980330646367866,1.5762102926647819,1.6022546859406175,1.6458195693405966,1.6494501204031364,1.6704418489133999,1.6885642777480752,1.77539004566072,1.7849587652854129,1.8479257963882016,1.969021253085153
3-2805755,,,0,0.9908635448136959,0.9939635719658381,0.998819865595804,0.9987866114862414,0.9988652529033621,1.000613770461428,0.9998115883928491,1.13103081531696,1.1186979379627555,1.1124585406554546,1.1069171406693232,1.0993825149574794,1.094097150911562,1.087343007638883,1.0828573851837597,1.0811943052132316,1.1068038798306836,1.1548202542624915,1.150211223539893,1.139726345458723,1.1330842847526983,1.2165853677046752,1.2235670695674408,1.263013928426557,1.3269470380487576,1.3127951447672703,1.3060614737261445,1.2920546389479979,1.2810316129350172,1.2652764732267798,1.2585337291533418,1.298477845598319,1.3590715022696556,1.4170052433607556,1.4037455592460641,1.459199815477643,1.553232651452537,1.6421955431275344,1.7158881282973502,1.6235413655962068,1.6028294872762126,1.6045090876257273,1.5660169586872166,1.554320396799268,1.6225491673725558,1.6533555701601097,1.6748189243963505,1.6571393328001311,1.646912632656232,1.6373126371598394,1.6308136705570457,1.6891659593455417,1.6680174870909419,1.6660403933016632,1.6393707975177816,1.6144999175746666,1.6422287481623268,1.6896611483832389,1.6925523440326327,1.7145375364023414,1.733388865760153,1.8273559000343869,1.8374961159404688,1.905910746216736,2.0377372496655397
4-2805756,,,,0,0.9976065301195551,1.0026597812879707,1.0011627687487024,1.000585702894899,1.0022505883228066,1.000916317064354,1.148713483147889,1.1334057875719739,1.1254974545821705,1.1187269630073327,1.1096200539573686,1.103326690276753,1.0957554426610874,1.0898281798832408,1.0877153727762325,1.1150160246454297,1.1653127499321698,1.1600619623410535,1.1481500160129838,1.1407834363608733,1.2286892107613343,1.23535856945847,1.2766958612007857,1.34384364985783,1.3277061672260728,1.3201812629733334,1.305152689661983,1.2930199026242313,1.2761366670785026,1.268560492853573,1.3104775818704422,1.3738190629793448,1.4340734277823197,1.41962271124005,1.4772946661926705,1.5755699728087105,1.6690195546465765,1.7464203157922857,1.6464552971151651,1.623798741111047,1.6236773284641979,1.5824085951040425,1.5702554688396573,1.6407728016110235,1.672699968587809,1.6950793153464896,1.6762166465471555,1.665156403034233,1.6550206917192032,1.6482195716059442,1.708440984713214,1.6862454118998556,1.6839048573272244,1.6557066848746904,1.6297827710672403,1.658046554108482,1.7067361144748383,1.709267250660559,1.7318353160513404,1.7507845851812436,1.8474609514333071,1.8578502440132632,1.92883305509003,2.0646980282206973
5-2807636,,,,,0,1.0061814815349372,1.0033985439740538,1.0019166639042663,1.0035194087945751,1.001652755310219,1.1677344489260137,1.1485132613687574,1.1386777347743189,1.1305269300802696,1.1196864252802246,1.112032189198269,1.1036416538261158,1.0968547917637146,1.0940277767772308,1.1229632844333952,1.1751719290806708,1.1692747022357173,1.1559389314942545,1.147861856018949,1.2395830456684855,1.2462226815128579,1.289169170482167,1.3590036483736732,1.341726303035272,1.3330889081371902,1.316971199640186,1.3037674892034818,1.286109102624831,1.277833208817387,1.3212359830911296,1.3869676099026544,1.449762013768056,1.434303067457405,1.4938869582933558,1.5959354416936855,1.6939322199403533,1.7749955343242307,1.6670885270899496,1.6434444465010203,1.6409062193199677,1.597270175460057,1.5842769249224953,1.6570830766774574,1.6900293094177654,1.7128902885622534,1.693056147366832,1.6818058108717635,1.6710516073957544,1.6637515868872514,1.72566224113327,1.702287895025336,1.699829059432959,1.6704348923835526,1.6430549195675854,1.6722835263118105,1.7223009315531024,1.7244857679081549,1.7471732634719495,1.766602749138155,1.8657314465881794,1.8762406002657284,1.9491163952317643,2.0889897821164336
6-2800317,,,,,,0,0.9987056887869572,0.9989183426823148,1.0020323411844607,1.0003165947436918,1.2018628651777306,1.174330827971311,1.1605865384381766,1.1497386723666683,1.1356073356220373,1.1262147992090026,1.1153074953703594,1.1066551640182896,1.102980724245238,1.13490264139257,1.1901773952557395,1.18318540614363,1.1674741910661581,1.1582343355539233,1.2563287059181798,1.2628832372788505,1.3085605486681304,1.3826561162678062,1.36278651115354,1.3536056309241666,1.3349477727485626,1.3202334215088058,1.3007066593142256,1.2916601204792344,1.3373772218692805,1.4070718967240419,1.4736395519541268,1.4564058929754147,1.5189532555115248,1.62698440926754,1.731621044701155,1.818462593362268,1.6986869524594121,1.6726187086953712,1.6666529047716665,1.6193302077123413,1.6053270913875606,1.6812114653479724,1.7158488823042943,1.7396340071487792,1.718154629361185,1.706064137268106,1.6947919842428938,1.6867735602113234,1.7511265263512603,1.7262383223682336,1.723662024627018,1.6920257308463367,1.6629931974106462,1.6932237943857922,1.745250716747022,1.7467833009200404,1.7699577000471771,1.7896738679375541,1.8930335792815645,1.903594119204323,1.9795374544328301,2.125191286968969
7-2804990,,,,,,,0,0.9991222517779661,1.0036337523268977,1.000743342017104,1.2597376920651424,1.2157162870458662,1.1946966023191334,1.1791056177893042,1.1593936941082545,1.1463506821542848,1.132702266402395,1.121043631465778,1.1160104035862817,1.151365045999718,1.209594453212496,1.2013204678197478,1.1823339881321446,1.1715383169705005,1.2774231443930109,1.2837440558384599,1.332388494090598,1.4114588091262523,1.38827595229422,1.3777964706838715,1.356187578658698,1.3402589914482617,1.3179393556081398,1.3074983648987788,1.3560169960190882,1.43064961964065,1.5014521492325714,1.4825713629275759,1.5485197221079419,1.663969079106912,1.7763334231455048,1.8701082862511762,1.734726563415336,1.7059487643870102,1.6960547230842582,1.644515773063562,1.629057540198001,1.7089857800327342,1.744993026631054,1.7699604805675306,1.7468407274585216,1.7338978221286674,1.7214740279079892,1.7126262759749724,1.7801370475842702,1.7533431060516929,1.7502237767613258,1.7161452663257575,1.6852133388746315,1.716440139804335,1.7705917094220283,1.7717151938361657,1.7954088270929351,1.8154255517248283,1.9232600489527163,1.9338647923592212,2.013520430880978,2.1656896876095186
8-2807301,,,,,,,,0,1.0081820880904735,1.001362169075404,1.3698909487106534,1.286287159465675,1.2497774340475012,1.2248852073078196,1.1948609568820756,1.1764561734866672,1.1577209404291042,1.141079773638887,1.133849806730912,1.1733242016336656,1.2348361247887198,1.2241500030575427,1.2006259096596892,1.1877457459284195,1.2541671682434883,1.2616649346720439,1.241399720121071,1.3214706911618024,1.3042061694620255,1.2960139520643157,1.2797957995015188,1.266644998899431,1.2520648047008303,1.2554238155919386,1.345921571924864,1.4229071677310734,1.4961272943731212,1.476737215800235,1.5685333767439078,1.7067699633054394,1.828640496708525,1.93132896569902,1.7770916627762736,1.7449773528132562,1.729587405234336,1.6727420171150726,1.6557150546055717,1.7399819944758677,1.778168790656791,1.8041775626104497,1.7789740966740726,1.7650282720556751,1.7514132705827048,1.742009833484253,1.81284419836287,1.7836824554318353,1.7799285088424996,1.7432753528915277,1.7101301748545024,1.7426025390574151,1.799307923900686,1.7996591478475825,1.823914051242049,1.8446241695481107,1.9570236050812477,1.9676647480634917,2.0510966958329435,2.2111314197704544
9-2803514,,,,,,,,,0,0.997206231349421,1.5804156855764224,1.3896607338131184,1.3207289323974933,1.2788733387386753,1.231999134585364,1.204565556204021,1.1794749917042588,1.1566463116239618,1.146914163457195,1.1356213318171053,1.1146016134749415,1.10965456979739,1.0990701892258352,1.0922684062565948,1.1648207572183207,1.1756366770630973,1.1616937895347346,1.1891810675220393,1.2005318825972382,1.195189061722405,1.1930106245343237,1.1843824993974517,1.1918868869411883,1.1969533297102906,1.2851139200636055,1.3600345693844378,1.4318980948318107,1.4150749708165749,1.5139757892577945,1.6503900495043224,1.7705856191658502,1.8705142449262862,1.737030948316483,1.7288441754604478,1.7616568408514843,1.6997467247345683,1.6810933085544706,1.7698575081503194,1.8101642884445686,1.8375662526570287,1.8100206946021267,1.7944353218259776,1.7800304037360501,1.7697874216713223,1.844031753563866,1.8122810260884807,1.8084391972395437,1.7691469566764266,1.7333760794889528,1.7669844933233396,1.8264088327504788,1.8257180615471347,1.850673104128776,1.8719774986460753,1.9892409543674103,2.0003366478502427,2.087635033323642,2.25545934566359
10-2803080,,,,,,,,,,0,0.9870746803037802,0.9965586051416627,1.0020150388644813,1.0004109926126041,0.999031059764619,0.9976891226200781,0.9925437795478222,0.9978313150546423,1.0019871704398995,1.0034608015480992,1.0113664747973323,1.0113429014951387,1.012123209896013,1.0101975201890694,1.047631725917064,1.063190231409924,1.0581192859246233,1.0930423472629867,1.1087539667813187,1.105693092287621,1.1432523523637952,1.1365195840789932,1.1465486138524703,1.1532177152337142,1.2436337256529644,1.3207933645056742,1.3954116178781129,1.3793639427905913,1.4859747302832744,1.6287303751304698,1.7544847512893869,1.8599614210941706,1.7220169744802472,1.7140984715033722,1.7500437609182617,1.6864145670371553,1.6676962850821828,1.7593431264482409,1.8011960970687075,1.8294566455391945,1.8011721114072659,1.7852017686237203,1.7706067835518318,1.7600128208407377,1.8365624946540273,1.8041604293526974,1.7998547942379854,1.7598834941018586,1.7235950902470845,1.7583177249433009,1.8194136036842459,1.819047634439773,1.8448276350706025,1.8664218940887558,1.9876800327350568,1.998831884527762,2.0890046416465635,2.2622803228289747
