순번_정류장ID,45-2801790,46-2801977,47-2805598,48-2802051,49-2802098,50-2802121,51-2802100,52-2806709,53-2802089,54-2802073,55-2802060,56-2804815,57-2802071,58-2802062,59-2802081,60-2802066,61-2802069,62-2802087,63-2804799,64-2802048,65-2801823,66-2802110,67-2801894,68-2801891,69-2801853,70-2805585,71-2805678,72-2805882,73-2806908,74-2806077,75-2805649,76-2806515,77-2806517,78-2805906,79-2806422
45-2801790,0,0.9745733810657043,1.0023076763306307,0.9961533358719307,1.0012146353646043,1.0006959363665089,1.001272558722866,1.0052267016798675,1.102136521837167,1.0919173561310385,1.0864153452555085,1.080257681009718,1.0760351255178047,1.1213494465179155,1.173954641316249,1.1594842021295695,1.1824455384760477,1.1841221341309789,1.1721999710418043,1.2567273182209535,1.2449308394315555,1.230747183736969,1.2249369385698232,1.2289228851489358,1.2219663109921117,1.221315214316976,1.2161402091440836,1.2034975601935527,1.1963221736301657,1.1927627839153754,1.2133335679656498,1.2496813926151302,1.2970380625153577,1.3714006801903056,1.355211032031797
46-2801977,,0,1.0416611576804082,1.0147049398856673,1.0144877210900143,1.0106417359493192,1.0085677725268107,1.0062581629466008,1.0256968741273675,1.0229091716536192,1.0225743898361752,1.0190901042388654,1.0182966076589124,1.0150570209342336,1.0479142612682342,1.0427747591318859,1.0698547465553776,1.0776735004280984,1.0721993970262553,1.1566199661210474,1.1532232181758002,1.1442730943121562,1.1412639228478598,1.149377358234699,1.1448982135042054,1.1461886217007018,1.1446563330496446,1.1357246092808246,1.1307916654218577,1.1290204819012617,1.1520378104411293,1.1899712158023887,1.2377436878052646,1.3108793143696675,1.297563946623736
47-2805598,,,0,0.9732653583929942,0.9997839400183148,0.9993944358719945,1.0006754110642548,0.9987761253918215,1.0227618996689336,1.0199104583406289,1.0198122418267708,1.0160134030157506,1.0153354330645328,1.0120367006632178,1.0421094721128672,1.0369716063938768,1.0666607116715423,1.075318145055093,1.06957396993024,1.1605749451521332,1.1565791072373741,1.1468252809262236,1.1435338797913948,1.152023755751248,1.1471924212602502,1.1484896819297583,1.1467614260567633,1.1372539843418354,1.1320224950080857,1.1301303416376784,1.154170660680307,1.1937633443384508,1.2436644969696713,1.3204938591821573,1.3058604383196994
48-2802051,,,,0,1.0119517874806954,1.0055076560924925,1.0042087516993012,1.0015439108698831,1.0289163953759817,1.0248424991967495,1.0242168442675568,1.019768887230126,1.018742919148958,1.0147992858802557,1.0168713528251256,1.0136704718771747,1.0357807615065815,1.0556482515989565,1.051052583667716,1.135708827403591,1.1339225308261633,1.12538661836339,1.122788657508662,1.1325456059148877,1.1282853455069524,1.1301683856226663,1.1293219296478976,1.1206381207213525,1.1159167512489154,1.114466371462268,1.1449199820144675,1.1855018696383475,1.2362273207269712,1.3143409779957944,1.3000313143174622
49-2802098,,,,,0,0.9964708424915163,0.9991246831476756,0.9963030391233472,1.000692253455926,1.0007174544156459,1.00301844434807,0.999328752129468,0.9999613898620074,0.9978493949065874,1.0020678309709368,0.9998827207346133,0.9993915084898723,1.0479430118302437,1.0434594352633144,1.0503424481296009,1.0565479465453789,1.052824328967359,1.0528008746719373,1.0664584904505192,1.0664391354200655,1.0684239967713038,1.0705076059770118,1.0921542421617771,1.0883162611285013,1.1127759256673417,1.14599764414342,1.190106575864649,1.2423229308344115,1.3254177049670508,1.3093033031386196
50-2802121,,,,,,0,1.0016678674430954,0.9961920461820853,1.0025867708391374,1.0021642427617712,1.0048858952316129,1.0000664107874837,1.0007621123116213,0.9981167264032371,1.0030135951720316,1.0003961323642563,0.9997925745476657,1.0547413337608909,1.0491441592043564,1.045509931603876,1.0404842018582794,1.0375938818460186,1.0381544375777993,1.0535316361830938,1.0720679229844148,1.0702101650556943,1.0658821501431741,1.0989384236140023,1.0945715468607995,1.1206308853972895,1.1557065320427866,1.2009368151416793,1.2577387894558534,1.3462600839727468,1.3283398169701672
51-2802100,,,,,,,0,0.9839910062936307,1.0033961524503725,1.0024380580126544,1.0062494806881337,0.9994759050171141,1.000477057884179,0.9972158096845777,1.0033016858879813,1.0001592399166863,0.99947890754847,1.0632254774234473,1.0560037946012883,1.051156588679177,1.0448562386264344,1.0413349916795898,1.0417932598065875,1.0583797766601173,1.0785194643510105,1.076233915832264,1.0711607671809666,1.1067102372658892,1.1016793700630254,1.129650619197193,1.1669017388616936,1.2149730140533022,1.2762577517366995,1.3713688913945947,1.3505160676024492
52-2806709,,,,,,,,0,1.0160787183239621,1.0085076758069935,1.0114764171444184,1.0025415418168668,1.003188598881689,0.9989150537553018,1.005353698957229,1.0016342145133834,1.0007359058295535,1.069348986968205,1.060997267503788,1.055277165882698,1.048096790036203,1.04414636253776,1.044501654935628,1.0616372744310554,1.0825740368071497,1.080021569210456,1.0744996859520919,1.111274443840493,1.1058640652643137,1.1347815019121417,1.1730691558884407,1.2225131661987598,1.2857437859495706,1.3845774157420394,1.3627778837952889
53-2802089,,,,,,,,,0,1.0008325284474322,1.008894645941278,0.9966597519628836,0.9988542255557329,0.9947155661943833,1.003271354153685,0.9992910998154361,0.9985606673699563,1.076491353989437,1.066326709357445,1.0593363567925629,1.050935310755362,1.0464216669658912,1.0466958957387402,1.0649078556186955,1.0872430270480764,1.0843068375009464,1.0781359741817331,1.1170168238050064,1.1110283076929894,1.1419595789304307,1.1816065376978258,1.233363471513516,1.2991779653007314,1.403759440982226,1.3800131070608563
54-2802073,,,,,,,,,,0,1.0188771175350222,0.9935287873796713,0.997872089662844,0.9927689072325416,1.0038486322825713,0.9989973906130232,0.9981911882306649,1.088028263308184,1.0750129716426737,1.0659962727648993,1.0557395544465382,1.0503864360070625,1.0504786343905965,1.0697937853401556,1.0936767769952798,1.0902188481113446,1.0831948515421281,1.124371243543635,1.1176598950567138,1.1503671266551119,1.1918585478994872,1.2460846438190758,1.3158517900044382,1.4267054158162822,1.400349790482534
