순번_정류장ID,29-2802897,30-2802895,31-2802894,32-2802874,33-2802868,34-2802856,35-2802842,36-2802811,37-2802177,38-2802393,39-2802399,40-2802456,41-2802509,42-2802365,43-2804851,44-2802597,45-2802591,46-2802590,47-2803623,48-2805059,49-2805006,50-2805879,51-2803771,52-2803767,53-2803768,54-2803522
29-2802897,0,0.9943620853989701,0.9992724088096807,1.005618546997408,1.0011198502256349,1.0019224148731323,1.0007836509615868,1.0014354573787216,1.0014481821770191,1.3387519507430852,1.280127950185008,1.2279168872933597,1.2071253055985727,1.2938032477270507,1.3110254691288539,1.4664508820537019,1.596726203804162,1.6675378602001252,1.7473499285147664,1.770404100696409,1.8143342647434968,1.9205689658410263,1.8544100315042724,1.853359515296256,1.75747334455319,1.771512402526643
30-2802895,,0,1.0054086853598423,1.0053251995581312,0.999698908360203,1.000975758266717,0.9997793646024221,1.000746224618214,1.0009205654186035,1.3655997807963487,1.2981596440806016,1.239584208926593,1.2166961479252714,1.3064354281817443,1.3233512079116,1.3885937371396233,1.510960685782555,1.5774908858271934,1.6545828304256873,1.6628915312143346,1.7057503609547504,1.806611628352524,1.750816248368841,1.7716208835088987,1.6865549359367291,1.7017272328995867
31-2802894,,,0,1.0052922739915906,0.9981195704539452,1.0000675321525951,0.9988322108146228,1.0001597261191781,1.000499591403093,1.3908179540475492,1.3146612133007292,1.2500203649533175,1.2251846900444117,1.3177081704241385,1.3344440072376735,1.4007174325828509,1.527569240264993,1.5968238204228067,1.6766077751268833,1.618078282353961,1.623875650370413,1.7211138608546457,1.6729094959030804,1.7936625999677178,1.7041453747778164,1.7193738156374139
32-2802874,,,,0,0.9835754459818503,0.9949243835174191,0.9943914201702565,0.9979118802630679,0.9990913272894554,1.3838621733110663,1.3012003300055903,1.2343517554198624,1.209366110139794,1.2886316068993697,1.3084783388234231,1.3799862027066958,1.511477540083317,1.5833971166753473,1.6667661489512902,1.6065508800138644,1.5989447343749783,1.69880227685381,1.6503448556758007,1.7896730620433432,1.6974061404635195,1.7134355969657196
33-2802868,,,,,0,1.0056322104428226,0.9999388629145656,1.0018614249493163,1.0017207824483383,1.4257822329652485,1.3267236287988724,1.2496623562668057,1.2216154914493735,1.3036685134505563,1.323045097332707,1.3959998808847227,1.5340227835816957,1.60981533403647,1.6969867640963716,1.631610292433382,1.6223973315118496,1.7265526748528934,1.6743923786802253,1.819697229531399,1.7208653010922121,1.7367726234252574
34-2802856,,,,,,0,0.99315768693862,1.0003063590870254,1.0008644134462297,1.478240047535922,1.356616213675348,1.2665458815030384,1.2347922381853733,1.320097510343996,1.3388807874697528,1.4134612240434643,1.5590741473517602,1.639400164981586,1.730993881314476,1.659253234617108,1.6485815756556856,1.7574703529618736,1.7009720133143227,1.8529137276914027,1.7464789881862572,1.7624196390343854
35-2802842,,,,,,,0,1.0040924230430301,1.0010106478688805,1.5337780734646134,1.3866048440649137,1.2828481559347447,1.2473627259175384,1.2898421900161028,1.3117397065465282,1.3898991935672573,1.5356270000619683,1.6160536211710383,1.708546225966467,1.6384168129386094,1.6286628005437012,1.738179977118816,1.682606802055878,1.8354371361585706,1.7304932500171757,1.7467075378291401
36-2802811,,,,,,,,0,0.9987368154249026,1.683980786324895,1.4594645342012273,1.3195666036528038,1.2749634606667315,1.2182497833425836,1.1896405053037744,1.2299064795534056,1.3565216955753394,1.4254019453788185,1.5103243795440393,1.4641218108396163,1.4613308569432082,1.5620493089683978,1.5222065273890957,1.6614513963460165,1.5826254597181901,1.60088631377081
37-2802177,,,,,,,,,0,1.6661564629311887,1.4155460488061544,1.2747998205671476,1.2323096984682025,1.1810650174503414,1.155914516275001,1.1257711619664181,1.1607710701743168,1.2186711509695476,1.2958312895899604,1.272050156233441,1.275946793421639,1.3678727260596897,1.343156359134765,1.4686706428588991,1.4155212853245087,1.435884566379524
38-2802393,,,,,,,,,,0,1.000083409521251,1.0034480889926602,1.0021680201491698,1.002649355907512,1.0045330265058938,1.0042699893171296,1.0050211701863618,1.0014065602958295,1.0715719952039957,1.067517899348187,1.0789873566280808,1.1759964043243183,1.1628585566495018,1.2927227762265656,1.256829681327873,1.3129830508474576
