순번_정류장ID,13-2807646,14-2807647,15-2807648,16-2807649,17-2805660,18-2806527,19-2806525,20-2806514,21-2806504
13-2807646,0,0.990507374275091,0.9943964790650893,0.9928702127731096,1.031264102627477,1.0629026480133787,1.0945344378795479,1.1335214027905613,1.1732277182307294
14-2807647,,0,0.9975774792713267,0.9939593953502078,1.026489820031255,1.035741192631638,1.0666238186001766,1.1045604647224303,1.1445410663035402
15-2807648,,,0,0.9892871811895506,1.026967769457294,1.0340406019885868,1.065316391572763,1.1037824257212878,1.1442961675992644
16-2807649,,,,0,1.0121674212826948,1.0193311781948857,1.0503338870405095,1.0884485744160708,1.1293186121090988
17-2805660,,,,,0,1.0102661863737536,1.0722675221602989,1.0771367177355884,1.1330292866655403
18-2806527,,,,,,0,1.0107171868039724,1.004655557766686,1.003082314682109
19-2806525,,,,,,,0,0.9993876828095745,1.0016771726619784
20-2806514,,,,,,,,0,0.9982207369453004
21-2806504,,,,,,,,,0
