순번_정류장ID,9-2807368,10-2804602,11-2803580,12-2800263,13-2800267,14-2807607,15-2804032
9-2807368,0,0.9964224422442244,0.9864768328106861,0.9898014633911255,0.9950578095413624,1.2377331171470127,1.7787898232541262
10-2804602,,0,0.9717468486368521,0.985783825496725,0.9945613105368405,1.2758520975645022,1.9197769153543962
11-2803580,,,0,0.9955293915357085,1.0019953554916854,1.312176628461909,2.0511737262999747
12-2800263,,,,0,1.0077050412641546,1.377940294748396,2.314324291094735
13-2800267,,,,,0,1.4916910217334418,2.8277688479951983
14-2807607,,,,,,0,1.0224756382941567
15-2804032,,,,,,,0
