순번_정류장ID,34-2803478,35-2806276,36-2805175,37-2805166,38-2805164,39-2805167,40-2805162,41-2805160,42-2805158,43-2807491,44-2807490,45-2800900,46-2800403,47-2800432,48-2800435,49-2800440,50-2800469,51-2803595,52-2800468,53-2800465,54-2800462,55-2800460,56-2800453,57-2800450,58-2805195,59-2800476,60-2800490,61-2806258
34-2803478,0,1.0164091921701126,1.010291609014282,1.0020029275141398,1.0062608146238845,1.0048512623226151,1.0066044213019145,1.0060697585409282,1.0044734783270537,1.0037941961024752,1.002525724211756,1.0096846783093198,1.0078364563122426,1.009101741075194,1.0088239301873614,1.0069352960053088,1.007977978529819,1.0080452191223634,1.0076487318215621,1.0081420740355864,1.0077797889115632,1.007733363241485,1.0075669130515272,1.007681488877047,1.0074774801868285,1.0144874187869393,1.0141457477572544,1.0241599047386836
35-2806276,,0,1.0016534776700583,0.9938957520287753,1.0011130804783075,1.0002924951569023,1.0032481749205004,1.0030934181057893,1.001744841742578,1.0026762468441595,1.0017081224557625,1.0093113720599092,1.007525323118961,1.0088082915961392,1.0085611520616076,1.0066274339692631,1.0077103286802191,1.0077493582323147,1.0074099295954004,1.0078532498140937,1.0075166652522916,1.0074086390967683,1.007304393517706,1.0074242387119186,1.0071577713374789,1.0144151255450309,1.014010219833994,1.024232013699579
36-2805175,,,0,0.9843194647710642,0.9998558931597004,0.9989762729490483,1.003427747448938,1.0031884509758622,1.0014793495931213,1.0026658364878331,1.0016408468633773,1.009599280401714,1.0076842211104782,1.0089605653825764,1.0087041507632355,1.006709695561707,1.007853529830508,1.007859048183519,1.0075420410893314,1.0079967421857927,1.0076493908128776,1.0076015970191563,1.0074284626742607,1.0074875108479782,1.0073063767764043,1.0146626066738644,1.0143289556762367,1.0248071919608956
37-2805166,,,,0,1.0179990208707685,1.0058773982872249,1.0103090621696393,1.0080781561476169,1.0044605630832302,1.003615191869477,1.0022453809840266,1.0102440259636645,1.0081977850710597,1.0095512258725672,1.00924392829693,1.0071857547825398,1.0083018356866829,1.0083371078092371,1.007973903478517,1.0084367931041422,1.0080760978704004,1.0080236062436532,1.0078401360807885,1.0079606781094244,1.0077380856024594,1.0153057378702228,1.0148815595951213,1.0255354836377442
38-2805164,,,,,0,0.9968827499989853,1.0075452632241158,1.0057244230804172,1.0023074698082473,1.0030314751540128,1.0018019846078845,1.0100245205563358,1.0080130419231688,1.009397867349024,1.0090507897313574,1.0069671898654182,1.0081438855079259,1.0081812167927187,1.0077804051603263,1.0082508064334665,1.0079211594922044,1.0078692955637025,1.0076528588724032,1.0078420136667834,1.0076180805849269,1.0152426196140225,1.0147848650079998,1.0256142423803307
39-2805167,,,,,,0,1.0098602873709999,1.0060415783742283,1.001569341876239,1.0029161854571433,1.0015951453322645,1.0101370960879077,1.0080726033200762,1.009479023263769,1.0091246313948279,1.0070398382447074,1.0081973832969116,1.0082347943778642,1.0078267672377845,1.0083046078189082,1.0079347310953062,1.0078819025228511,1.0076952486375825,1.0078207624668574,1.0076262578654518,1.0153698795233628,1.014963768891303,1.0258759294183377
40-2805162,,,,,,,0,0.9852587046654491,0.9911902430256413,1.0013293793971565,1.0005618263060396,1.0098090993868492,1.0076948228800562,1.0091571285339302,1.008838152570721,1.0066767622873045,1.0078758893092536,1.0079174037257126,1.0075400201817315,1.0080293780819727,1.0076555070258546,1.007604086789404,1.0074181533088398,1.007548962144702,1.0073207881389272,1.01523312708614,1.0147930977693875,1.0258835707838263
41-2805160,,,,,,,,0,0.9953584716468323,1.0024758026475598,1.001186491981791,1.0103955561040887,1.008207526107086,1.0096627258970536,1.009331119653125,1.0070414876440947,1.0082435341708278,1.0083184557111546,1.0079667215400345,1.0084252055537064,1.0080049252405756,1.0079495521443278,1.0077898280432227,1.0079187263947726,1.007682365337649,1.0156954758713606,1.0152968233875712,1.0265306814999988
42-2805158,,,,,,,,,0,1.0032795142122715,1.0015995139826777,1.010919477636331,1.0085498291098138,1.0100238784644497,1.0096777460291935,1.0073955965532484,1.0086115680133985,1.0086469342442037,1.008245310438118,1.008750525079048,1.0083518682843269,1.0082919300745388,1.008087145880806,1.0082159678111478,1.0079700163688812,1.0162199594370014,1.0157259657418136,1.0272220107364614
43-2807491,,,,,,,,,,0,0.9987681676437193,1.0148294929757982,1.010781737156378,1.0125788144571521,1.0120610839733113,1.0089053458966866,1.0104167018751564,1.010437099060794,1.0098827603607623,1.0105299574191555,1.0099794459112654,1.0098815955242009,1.0095816944608689,1.0097270765031223,1.0093843736570547,1.0200491247341767,1.0192398895889903,1.0334067963461935
