순번_정류장ID,1-2800648,2-2800328,3-2800640,4-2800634,5-2800624,6-2800619,7-2806214,8-2806242,9-2806244,10-2801157,11-2801155,12-2801151,13-2801145,14-2806923,15-2806925,16-2801129,17-2806922,18-2801115,19-2801098,20-2801070,21-2801041,22-2801025,23-2801029,24-2801014,25-2801002,26-2800973,27-2800961,28-2800957,29-2800953,30-2800950,31-2800945,32-2800942,33-2800937,34-2800935,35-2800931,36-2800930,37-2800932,38-2806921,39-2806896,40-2800875,41-2800826,42-2800919,43-2800914,44-2800911,45-2800904,46-2800889
1-2800648,0,0.9977023997722734,1.002136317986288,1.0022076309914105,1.0009787104650358,1.0002261832827606,1.0261397934229284,1.0237424652648535,1.0203502105551208,1.01600492936274,1.0144021893432937,1.0137291947779303,1.0126244491243652,1.0113129659850943,1.011357735743325,1.0112444711303166,1.009726383165006,1.009758236199481,1.0388524820766747,1.066431959559361,1.0635725532772813,1.0597892411621557,1.0586389203448405,1.0573223208958487,1.056353850457765,1.0536811511202044,1.0524068899632815,1.0519882914088545,1.0506073987391684,1.0498376304396062,1.0799964598387162,1.1068839469934535,1.1029484453177225,1.100931569096455,1.1140421092003574,1.1297357831238544,1.1363880182894845,1.1423227184407847,1.1335406169418063,1.184080754172107,1.2013073291680572,1.193482396686316,1.186648144027531,1.184124485948883,1.1765942059656862,1.1720043220313423
2-2800328,,0,1.0017318174739138,1.0020396287437057,1.0007160544733453,0.9999186368180022,1.0283798288786101,1.0253007298565264,1.0215172748386536,1.016696021495917,1.014951175272227,1.0142128616890789,1.0130152743201064,1.011631879549355,1.0116599068167176,1.0115249368723827,1.0099483021967721,1.0099684713019383,1.0399250414646128,1.0683091596667786,1.0652757302194409,1.0612953585734457,1.0600713155687047,1.0586769725642924,1.0576553854833333,1.0548695278662705,1.0536570089123034,1.053209326211151,1.0516567513162838,1.050734144982052,1.0816728879395328,1.109120440534486,1.105025807950949,1.1029228157155087,1.116283880177059,1.1322738556395666,1.1389190120206472,1.145107217222088,1.1358712531269288,1.1872454906993293,1.2050019937835277,1.1967842877678847,1.1897178626693938,1.1871101797643404,1.1794278847659696,1.1746830389977552
3-2800640,,,0,1.0023091824447024,1.000399147452044,0.999474724744347,1.033358726338094,1.0285771565473767,1.0239396165054726,1.01810125882504,1.0160635054924922,1.01518976540644,1.0138029283116146,1.0122800423922285,1.0122702628901623,1.0120891839105441,1.010403697435122,1.010397950358728,1.0418844260532107,1.0716946645168035,1.068337586250266,1.0639944265286396,1.0626339020446216,1.0610963338203223,1.059976928369713,1.0569861229148703,1.055668515329689,1.055170593501156,1.0536439366615862,1.0526464636658532,1.0846256656959865,1.11304369595187,1.108663771049031,1.106406834420001,1.1201998974808267,1.1367002881950907,1.1436454442616615,1.149641959369357,1.140018664663959,1.1930222161741322,1.2112053187089495,1.202486148354875,1.195011230870026,1.1922560707417178,1.1840454447441,1.1790378272572744
4-2800634,,,,0,0.9993635150702,0.9983927598459238,1.0416718925913848,1.0334737684613287,1.027413830266083,1.0199762755957689,1.017508920133129,1.01643996751965,1.0147872976020653,1.0130769044425796,1.0130139581229558,1.0127703040328273,1.0109445198942546,1.0109045547709496,1.0443204556418861,1.0759259190795272,1.0721408639392502,1.067324408138297,1.0657855752350747,1.0640617914848767,1.0628163325558095,1.0594262103424301,1.0579785134761395,1.0575497222933272,1.0559067914028346,1.0546923447902279,1.0882122631632534,1.1178134895417036,1.113073487129655,1.1106220468355354,1.1250630987597363,1.1420564040380252,1.1490974498451572,1.155370568491714,1.1447618820061594,1.1997207159197931,1.218548688853758,1.2094406289521045,1.2014550660499204,1.1985161286866908,1.1897661820817476,1.1843302772250377
5-2800624,,,,,0,0.9960838246321034,0.9998775434956084,1.006434239598042,1.0032572281322512,1.0018300687830861,1.0013650053058112,1.0015649712544878,1.0016746827374399,1.000714262259487,1.0015693356753677,1.0021644682630217,1.0005918182937241,1.001275575432147,1.0387483661770007,1.074036866233414,1.0699603476215869,1.0648118520545622,1.063213110778538,1.061425757672218,1.0601363665890462,1.0567263870475188,1.0552412877230233,1.0546861358579915,1.0528365346827104,1.0517333906176363,1.0878803127214778,1.1198055470046469,1.1146288585122894,1.111958655169589,1.127440015191533,1.1457715696110713,1.1532756745800383,1.1596925652838097,1.1480731092433503,1.2066080051413202,1.2267689672065263,1.2163597032448228,1.2077444482094557,1.204652183549351,1.1952335864687698,1.1894295671900033
6-2800619,,,,,,0,1.002187449239266,1.0092005573332348,1.0047345336857751,1.0025778976952928,1.0019457693487592,1.0021067215806105,1.002145353295201,1.0010712524056566,1.0019585825480637,1.0025609565353402,1.0008714803481513,1.001573691919606,1.0411488010096255,1.0783745805800453,1.0738056209424518,1.0681300652872592,1.0663340154335852,1.0643443125159127,1.062919290812774,1.059078950346347,1.057458352975641,1.0569862330437636,1.0551562007733457,1.0538154741128565,1.0913543289146952,1.1244281025465894,1.1188735615305518,1.1160001125421677,1.1319842661834825,1.15090170160851,1.1586030525286106,1.1650209680170902,1.152744566096116,1.2131364305531809,1.2337764427485745,1.2228579847957808,1.2136153779580787,1.2101109176327678,1.2001814099528305,1.194064905540421
7-2806214,,,,,,,0,1.014676552532619,1.0060354983766322,1.0026833236989292,1.0018925594613668,1.0020910829409755,1.0021382585480878,1.0009094596359398,1.0019281377688114,1.0026054458254872,1.0007220985725913,1.0015096238803978,1.0451112333894454,1.0860295173722487,1.0804931401350737,1.0738032806923916,1.071631793026226,1.0692598213184616,1.067581038426357,1.0632202537393205,1.0615040590383438,1.0607581187287207,1.0585585755868898,1.057342268946854,1.0972581716957372,1.1324118432197516,1.1261569625674406,1.1229086752762127,1.139647206152721,1.1596131520858475,1.167813246130039,1.1740701048391493,1.160391246286038,1.2240686570519603,1.2457834284372504,1.233989292387054,1.2235703391781947,1.2198590871696577,1.2092206275676547,1.2022965864327926
8-2806242,,,,,,,,0,0.9897039691342833,0.9962924435438217,0.9968738670424047,0.9979395282507246,0.998901167051433,0.9977720060656942,0.9993408295659911,1.0004180580224078,0.9983534734962346,0.9994864475162877,1.049667640601562,1.096563708366872,1.089430334052999,1.0811223896849038,1.0783660171768696,1.0754091774751853,1.0733469276379835,1.0683951403892198,1.0659560967255515,1.065037426343857,1.0626847371741381,1.0610782351957109,1.104906856004723,1.1431548566332088,1.1358397406256937,1.1320290066620897,1.1502410623889714,1.1717450385755457,1.1801366045951072,1.186643254265738,1.170848473994996,1.2393014788360721,1.2625742325848768,1.2489391411399209,1.2374225950001447,1.2332279368641146,1.2209700393564589,1.2133201341782993
9-2806244,,,,,,,,,0,0.9988801243413512,0.9987537452594967,0.9996809666170768,1.000356625623526,0.9988783316377544,1.0005000165390088,1.001554307890596,0.9992070028524558,1.0003522054141187,1.0548272322504202,1.1056201734143822,1.0971513198746812,1.087530917478846,1.0842842740322298,1.080842707274638,1.0784666252266437,1.072922323499907,1.070166007654018,1.0690974002963425,1.0665066343923755,1.0647060113746496,1.1108446986977756,1.1509408929802052,1.1428806184062477,1.1386719758270871,1.1574904699407957,1.1798926194731063,1.1887229566632096,1.1949482330856058,1.1777544446637283,1.249035520314876,1.2732216030174552,1.2584904039930411,1.2461087751251378,1.2416085072153427,1.2283464359218264,1.2204167178121046
10-2801157,,,,,,,,,,0,0.9984999672261746,1.0006149773336928,1.0013529931054115,0.9988773700153409,1.001216039072949,1.002543945521114,0.9993166883905272,1.0007803963843949,1.0705226168635098,1.1349906054290568,1.1212803112154388,1.1067913126754385,1.1017709306408636,1.096620512700296,1.0931594600883912,1.0853956516990662,1.0818257386153156,1.0802648025461938,1.0769110866581026,1.0744909206072413,1.1277575279441383,1.1734995796286203,1.163015370150517,1.1575257456153718,1.178840446373504,1.2039252584601887,1.213343306537132,1.2192404040952898,1.197599612861283,1.2771078294491294,1.3039886662450204,1.2856596894995613,1.270777076880909,1.2651847308052573,1.2496897547512746,1.2398912834268034
