순번_정류장ID,111-2807319,112-2800392,113-2805529,114-2805839,115-2805561,116-2805340,117-2805841,118-2805450,119-2806913,120-2805580,121-2805332,122-2805742,123-2805229,124-2805231,125-2805400,126-2805038,127-2804895,128-2805573,129-2807280,130-2805024,131-2806658,132-2803657,133-2806659,134-2800560,135-2803766,136-2804993,137-2807092,138-2800385,139-2800536,140-2807212,141-2803764,142-2800530,143-2800523,144-2800519,145-2800517,146-2800515,147-2805304,148-2800498,149-2800497,150-2800493,151-2800344,152-2800481,153-2805944,154-2803595,155-2800468,156-2800465,157-2800462,158-2800460,159-2800453,160-2800458,161-2800330,162-2800473,163-2800476,164-2800487,165-2805285,166-2800490,167-2807090,168-2807094,169-2800023,170-2800054,171-2806660,172-2805419,173-2805722,174-2805399,175-2800034,176-2800047,177-2804479,178-2804480,179-2804481,180-2803585,181-2803586,182-2805219,183-2800057,184-2800006,185-2806651,186-2806649,187-2806648,188-2806645,189-2806643,190-2804538,191-2804536,192-2804065,193-2800297,194-2800261,195-2803997,196-2800290,197-2800289,198-2803934,199-2806662,200-2800286,201-2803932,202-2803596,203-2800283,204-2800281,205-2800280,206-2800278,207-2806663,208-2804031,209-2800260,210-2800275,211-2804713,212-2803598,213-2803600,214-2800273,215-2803601,216-2804331,217-2803581,218-2800271,219-2807150
111-2807319,0,1.023857412507349,1.0069273124654106,1.0074319694694198,1.008062443047445,1.009423427534195,1.0082291075840455,1.0279732675040105,1.0233038354192143,1.0196295231797994,1.1762045253679918,1.3429584394646987,1.3217596880982305,1.2949709401420455,1.261001439592401,1.2507765770621784,1.237800100452034,1.2286702722235558,1.2043249222265557,1.2043564551625567,1.1979059289429252,1.1816111575906088,1.1750388215026384,1.346761738513796,1.3705389262139727,1.3541453814378845,1.3442994238310353,1.3324015423954596,1.3075700738446319,1.291954306070311,1.3439809808520693,1.3483278459459342,1.3381507078605162,1.3295545229653325,1.3239018987563071,1.318631878243839,1.298749874907207,1.2729837867640692,1.266394769108429,1.2549441173756792,1.2498368058494773,1.2451410341625135,1.2401684539072872,1.2348525535116162,1.2303940259375976,1.2268794440895456,1.221871418088061,1.2181877964954577,1.211877174894311,1.2076143389330183,1.2046720631054557,1.2008327278195392,1.1979143922228899,1.1917650408481042,1.1882397500902921,1.1855904181935446,1.1835054248836676,1.2097681002747356,1.2658342236674212,1.241486416889611,1.2380911133485575,1.231178388562251,1.2262318766831841,1.220741915607077,1.2177779240095525,1.1992609408318906,1.197601258000829,1.1950132136543932,1.1922725656523467,1.1881575118566268,1.1824687039423785,1.1805461900839558,1.1741443366262536,1.1696411772151465,1.1601522085311466,1.1523162261907445,1.1498526171644647,1.1462630481839249,1.1439495424222819,1.1416682153647648,1.1395680186035269,1.138995871323328,1.154796945688737,1.1538340311949176,1.1529204107364484,1.1528783844550485,1.1737605358025296,1.1737439439038784,1.1721162355590107,1.1681906482735973,1.1643477270238998,1.1632020621784287,1.1594621204352877,1.1572107085778887,1.1551967213812748,1.1531305566263381,1.1526106202721182,1.1877967530006917,1.2150009265422081,1.2136970519975516,1.2121877518097977,1.2111334937563407,1.2333009071298817,1.2568979566392524,1.2680570266673172,1.2773809558999931,1.291386027113341,1.3178110265705503,1.3677026790245177
112-2800392,,0,1.0034462773701993,1.0052349035519272,1.0062364717788326,1.007517435302715,1.0062606265042715,1.0284535282728404,1.0232517107843677,1.0192811099182784,1.1897319275158968,1.3729732893810471,1.347982794844991,1.3167916317875847,1.2777673658385167,1.2660894497514796,1.2510925006396987,1.2408756222652495,1.2139699563994848,1.2138805390418168,1.2067424976246457,1.1886640040802685,1.1813571163241718,1.3603596938140212,1.3850083208500252,1.367300418134098,1.3566703190298295,1.3438834283401009,1.317315530184123,1.3006741070949317,1.3545034631592368,1.3589471017944355,1.34811976194706,1.3389987282257925,1.333015071572346,1.3272875894398295,1.3064219308417186,1.2793193645175402,1.2724143972137218,1.260441094527371,1.25508364012462,1.2500808700988666,1.2448902327581242,1.239443050590671,1.234720575138208,1.2311334514210763,1.2259380648488696,1.2221107157137674,1.2155634122628403,1.2111408138129751,1.2080888723023633,1.2041092894199081,1.2010175744654699,1.1946595617162579,1.1910915347701285,1.1883545739688466,1.1861830413792314,1.2125763234499545,1.269909163075216,1.2445119266575362,1.2411510916578505,1.2339893110028752,1.2289767008888361,1.2234054040243978,1.2202055080333105,1.201268300260612,1.1995669106478295,1.1969723050709247,1.19408203889498,1.1899726693120185,1.1839539301110389,1.1819972974259474,1.175520637877162,1.1709715783507213,1.161247562366977,1.1533258912545468,1.1509265587061122,1.1473484122765263,1.1449002281343184,1.1427123343373615,1.1404560177531717,1.139874326990808,1.1558626939368668,1.154729948776749,1.1539192473884425,1.153864578854338,1.1749176064894855,1.174858182271881,1.1732382264705112,1.1691677898262114,1.1653336322933214,1.1642302455502995,1.160355812815609,1.158134132730108,1.1560373837239848,1.1539996321520554,1.1535265958754566,1.1889913824900713,1.2162243225751175,1.2149902390488585,1.21348922891471,1.2123942196672006,1.2347517801690269,1.258586390421983,1.2696813001016083,1.2791367570462429,1.29312650111934,1.3197873368313306,1.3700776353363486
113-2805529,,,0,1.0102775500489252,1.0115774503090529,1.0058909624965107,1.0028642269913752,1.0079337961528239,1.0057455627283625,1.0028431252457919,1.2060036589984784,1.5104807071918185,1.4568384046155292,1.3956364220064985,1.3264984101707584,1.307105925165685,1.283662652521139,1.2678229038832964,1.2296591147479887,1.2285448459082857,1.2187676523040236,1.1949687641727216,1.1855349933517367,1.4028965210578843,1.4323247705282256,1.4084627852151215,1.3942661232807572,1.3775042873882317,1.3434348885044234,1.3225531043005776,1.3852721678120703,1.390270334017225,1.3766650281279678,1.365497805233869,1.3581260054848487,1.3508993078135991,1.3255475295164725,1.293429755516975,1.2850967622406027,1.2713256162722493,1.2649888093215405,1.2595704496875115,1.2535090897158119,1.2471930554496777,1.241859956727757,1.237866126685574,1.2319383340252146,1.22764463844361,1.2203362626634728,1.2155034437774723,1.212030001007768,1.207711772471104,1.204309603527764,1.1973264979015212,1.1933487267016607,1.19036402364898,1.1880613232278165,1.2162893621105662,1.2774185947543326,1.2499587203777984,1.2461132673379045,1.2384092827091622,1.2331827828634978,1.2269414158754341,1.2234704701901937,1.203232205828163,1.2014224933709228,1.1986766674304097,1.1957622587099612,1.1912816378680704,1.1850765274870196,1.1830194408323507,1.176136905469107,1.171375900156519,1.1613164366483326,1.1530202293033875,1.1505368062099681,1.1467358733089519,1.1443118591792996,1.1419584958341775,1.139667677744828,1.1390706754906155,1.1555745792469052,1.1545017756621925,1.153698891920816,1.1535825667654132,1.175370274648164,1.1752084320573806,1.1735950682197123,1.1694161606637679,1.1653667433225734,1.164288114148754,1.1603236334142621,1.1580357488142337,1.1559067026036425,1.1537290914854401,1.1532432433009128,1.189686065794907,1.21784891958007,1.2165399090755527,1.2149540878189977,1.2138496779319154,1.2367871737885028,1.2614420271402436,1.2728826075677169,1.282634629795423,1.2971323794763612,1.3245896063573293,1.3766968563846869
114-2805839,,,,0,1.0131627218815638,0.999145076306487,0.9957991718082186,1.004659189370751,1.0033811673800181,1.0005691991127974,0.9996658046328868,1.1891496286145842,1.1704452447911213,1.1485734604532556,1.1242498693867753,1.1181945071218513,1.1108413100048835,1.1047885198874388,1.0886862443819092,1.0939580711245664,1.0908199539668768,1.0858394155306603,1.0820541245067088,1.2926391424764625,1.3219875828194254,1.3048813434429867,1.2948770786014738,1.2828173077133853,1.2581090399810415,1.2429664136755962,1.3027572944726502,1.3079976011972785,1.2976424616760787,1.2889343152923303,1.2832141955055296,1.2779997156764775,1.258337759182039,1.2334994878498016,1.2270566188634868,1.2160969768141765,1.2114390352809798,1.2069481484230136,1.2023558174049593,1.1975350641811375,1.1932160903114766,1.1902616456424349,1.1855548462134524,1.1821890364697987,1.176327524067896,1.172571119537795,1.1699444627389337,1.1664460943638708,1.1637806479076729,1.158303324775387,1.1552177008172622,1.1528798008912973,1.1512803617985456,1.1813910264374226,1.2413358467914064,1.2175478649874374,1.2142575631013233,1.207622591027176,1.2030443413663876,1.1978502639162372,1.196028459875601,1.1785433418563454,1.1768539383525993,1.1747235011725168,1.1718801126378233,1.1682379348010241,1.162767340404132,1.160912415965454,1.1548728670955086,1.1509764724997442,1.1419869795935043,1.134929955664135,1.132760149922194,1.1293695179252272,1.1271441580644017,1.1250829833970575,1.1230531090332998,1.1226510417921822,1.1391332230121498,1.138043164410535,1.137518168462701,1.1377003816490188,1.1591185933975254,1.1591927974908778,1.1576508426541032,1.1539197632863034,1.1502773120660308,1.1492548329691905,1.1456528960499066,1.1436003816369755,1.1416128775936594,1.139777036925405,1.13928517697596,1.175317098106193,1.2031301803927539,1.2018833588346491,1.2005049748191599,1.199470259494848,1.2221169627390185,1.2464293497907433,1.2577235656706809,1.267507811824075,1.2815703428843865,1.3089306878710754,1.3601553666008244
115-2805561,,,,,0,0.9850486153048033,0.9836070214374075,1.001047819610663,1.0013293621598585,0.9986444863558309,0.9979260346312202,1.0418032003996827,1.0366274109066653,1.0305757647831149,1.0251439698323621,1.0249206716150892,1.0244403032812277,1.0230536620977917,1.0173697732730815,1.0253770120267571,1.025362017046629,1.0295283061726241,1.028530355348251,1.2380794557760466,1.2677027141532686,1.253589760849589,1.2454678380904487,1.2355277889953946,1.2150900838279148,1.2026045068786027,1.2614767090538679,1.2668768404790047,1.258003099884981,1.250496735586315,1.2455322440072303,1.240960920473479,1.2241590847125587,1.202640271303139,1.1971516526967385,1.1874873988939396,1.1835918862275987,1.1798097173968076,1.175875875645136,1.171730835519811,1.1679940209927482,1.1654192527053004,1.161348870180707,1.1584385187451325,1.153414934984235,1.150106923956401,1.147936332933359,1.1450034683162449,1.1426582420401583,1.1377047385603152,1.1351702918502897,1.1330849976759285,1.1318811105827715,1.1630565148810508,1.2226717683260244,1.200925514421697,1.1977469070948783,1.1917248515297814,1.187606684834328,1.1825223246263308,1.1817392857070839,1.165376046012083,1.1639892598024142,1.1618819521009254,1.1594260554848117,1.1558849973344836,1.1507936160581884,1.149148714869783,1.1436806142401534,1.1399837803609612,1.13181101985726,1.1251688557928896,1.1231280507021286,1.1200016564370208,1.118045928397949,1.1161655030297986,1.1142679007413845,1.1138238287256128,1.1302454654972696,1.1292442991417877,1.1287871781651457,1.129109619816448,1.1504069116223856,1.1505108809263718,1.1490552452740275,1.1455997966854357,1.1421804726124898,1.1411599732614481,1.1377606318948077,1.135799774156858,1.1340802048853054,1.1322143419156079,1.1318543850893188,1.167693681544002,1.1954450856500578,1.1941863494689657,1.1928399009793245,1.1918965008750315,1.2144173289858022,1.23863965873291,1.2498480428243013,1.2595235070413007,1.2737655656613225,1.3006741389901337,1.3517712816787697
116-2805340,,,,,,0,0.9802680985280866,1.0097535600494179,1.0045474439308701,1.0003543243912407,0.9992237583559167,1.0485114876014237,1.0420791975302017,1.0347336286900914,1.0281461830192549,1.0277181033554996,1.0269764413408113,1.0256449014444136,1.0187986800077171,1.027427818265543,1.0273145852828351,1.0315818190901762,1.0300750084757102,1.2487279663976742,1.2794910350256021,1.2641728330622892,1.2553532112992092,1.2446277683771925,1.2226913992528656,1.2093472513193952,1.2701834602253985,1.2757121815125363,1.2664126171330843,1.2584323628645255,1.2530210329818923,1.2481649987588013,1.2303972842823128,1.2077473697321657,1.2019946529919032,1.1918930645212875,1.1879016497342465,1.1838448492052436,1.179733125221824,1.1753113383245963,1.1714348485933719,1.1689178108963374,1.1646946513949223,1.161580330421003,1.15636833407704,1.1529346893859325,1.150599067668025,1.1475586714833381,1.1451370001147203,1.1401665649220183,1.1374713266280703,1.1353885025622343,1.1341201980668223,1.165470236491421,1.225968029555046,1.2036109371959085,1.2004172145415024,1.1941129284796765,1.189953736466532,1.1849787947505626,1.1838845302374998,1.1671141589249432,1.1657877475781415,1.1636838999308807,1.1611760467021364,1.1576071903124678,1.1524538047702149,1.1505636643900259,1.1450357432647837,1.14122541087099,1.1329870501373724,1.1260963281848184,1.124093487478005,1.1210213410641718,1.1188703366809212,1.1171553785654267,1.115167148016181,1.1148084790952577,1.1312819290853275,1.1303303264299993,1.1297609324031388,1.1301038300367883,1.1515556531904252,1.151648097992101,1.1502334585750813,1.1465764589999043,1.1431719497511215,1.14219582474112,1.1387501484764846,1.1367383321393818,1.1348563449330002,1.1331306079178156,1.1326583417036098,1.1687173388576821,1.1965861270443936,1.1953710003366065,1.1940076187933544,1.1929969006335246,1.2156876613043979,1.240037352385262,1.2513497366364859,1.2610584495924106,1.275458388361361,1.3025186941853797,1.354078380316135
117-2805841,,,,,,,0,1.023303567576895,1.0076626414312588,1.00203818087242,1.0005082461183417,1.0524939358016683,1.0453109838607322,1.0372057629264908,1.0299375455272806,1.0293789747439985,1.0284745166684433,1.0267288732173874,1.0198120413799303,1.0286111757561829,1.0284378097722813,1.0324283454490657,1.031038553756957,1.2537986400303973,1.2850813210741698,1.269183595329775,1.2600289791572494,1.248927865659422,1.2262778912792323,1.2125264987837137,1.2742568613444447,1.2798424028590367,1.2701094942049005,1.2619147851414885,1.2565178158165389,1.2515280215951663,1.2333079506163236,1.2101301554612824,1.2041393297553789,1.1940587013228734,1.189760350518558,1.1858320321765856,1.1815346512492302,1.1771253350392858,1.1730860620091315,1.1705110034385695,1.1660374552361952,1.1631386502462393,1.1577509487249975,1.154342176577678,1.151883700779112,1.148792594384096,1.146256857567897,1.1412877013761147,1.1384050245060482,1.136365541011383,1.1350692458461762,1.166554160239709,1.2276582391749968,1.20487425913676,1.2016452001730025,1.1953874280695596,1.1911789833711564,1.1859754599062555,1.1849260058858733,1.1680834533959108,1.1665963101663654,1.1644733304186623,1.1618039429695053,1.1583419570785047,1.1530565694116497,1.1512384548182026,1.1456641355717978,1.1418594215877211,1.1334803085044687,1.1267165162860082,1.124594047756523,1.1214669800907242,1.1193664656328313,1.1174778056293564,1.1155736887525438,1.1151174983593382,1.131702636408319,1.130745592277807,1.1301683595051033,1.1304148729900663,1.1519618833464966,1.1521441491925293,1.1506587253557816,1.1470413689781955,1.1435876356229797,1.142605882504936,1.1391128121120462,1.1370917162837033,1.135363506404858,1.133491391118055,1.1330974361442891,1.1692556879245781,1.1972035949957152,1.195981758184559,1.1945529285881005,1.1935941602982187,1.2163493901484048,1.240831148436026,1.2521781937756682,1.261916747508988,1.2762354136782215,1.3035073537626578,1.354992566791819
118-2805450,,,,,,,,0,1.0016041386777885,0.9972933717446103,0.9965655994383191,1.0026338695139128,1.000484763774137,0.9981464588277624,0.9977178373315911,0.9993135757732626,1.0013148046881892,1.001040270220735,0.997398593165332,1.007333163397848,1.0082217038059726,1.0156094761733716,1.0150219384782269,1.2438980308032024,1.2761118881269913,1.2603289326243303,1.2512913192341752,1.2403217914827047,1.2179984532481787,1.2045034710426832,1.2675133818223487,1.2732432009670591,1.2635664301853706,1.2554215918784388,1.2500560796805582,1.2451153377005173,1.2270742610167238,1.2041886498718666,1.198275582689458,1.1882232067717722,1.1842394747661362,1.1801727878839559,1.1760615193680888,1.1717386738361415,1.1676570137298548,1.1652675906784518,1.1608587354585367,1.1579352122470203,1.1527408467074967,1.1492447877782925,1.1470113450842974,1.143916856661872,1.141586223276633,1.1365824388434336,1.1339138787497653,1.1317824549419147,1.130567379283765,1.162738559596631,1.2241185821275422,1.2015173888587332,1.198373737763341,1.1920562592834583,1.1879476618133187,1.182904149915537,1.1819183448894113,1.1651992724339795,1.1638340975693615,1.161780430949785,1.1592768892656418,1.1557149617718978,1.1504892389206103,1.1486877323940066,1.1431801596897817,1.1395143595712152,1.1311987505520231,1.12441437381222,1.1224236559765748,1.1193006702553836,1.1172307592310506,1.1154330224280478,1.1134559354386666,1.1130103657018713,1.1296314038261746,1.1286834920552853,1.128259585911358,1.12853155587627,1.1500843336319544,1.150287310393295,1.1488141592346628,1.1451983719742613,1.1416857373651976,1.1407142337925602,1.137397155538125,1.1353043299934016,1.1336272365662354,1.1317453381495541,1.1313556573904038,1.1677036678274855,1.1957065617072582,1.1944600595121586,1.193095354124572,1.1921395701722868,1.2149631706082877,1.2393965931061703,1.2507762604492776,1.2605433605838174,1.274904314107378,1.302258759713601,1.354114313161014
119-2806913,,,,,,,,,0,0.9914365951611767,0.9925007852404454,1.003203829797467,0.9999667489179865,0.9968553851529255,0.9966118749384787,0.9987173648959865,1.001247591380052,1.0005568835611367,0.9963356779147088,1.0083124282555727,1.0092869621821106,1.0172481154828548,1.0164949397445653,1.2735160140996713,1.3092481299310867,1.2895898484893151,1.2783465003899148,1.2649325345725322,1.2380565311697107,1.2220212413883047,1.2906012518365273,1.2968889706028879,1.2852896429941905,1.2757690883724435,1.2697131070548136,1.2637784769053664,1.2431200264660558,1.216923251567783,1.210399893362319,1.1991553615716726,1.1945206289715948,1.1901000944844966,1.1854030063014216,1.1806001350452207,1.1762320325264144,1.173421074912982,1.1687021990465176,1.1653886480649753,1.159704016267065,1.155966705314186,1.1535153124861728,1.1501341762541608,1.1474417975318447,1.1421730200344644,1.1392037833332223,1.136973840255038,1.135675855336268,1.1686256312283014,1.2322660419750104,1.2081309637080178,1.2047240821284155,1.198242380781151,1.1936871013265007,1.1882841802774853,1.1871153742017635,1.1695322356317874,1.1679802337223073,1.1656764923499172,1.1629539804114617,1.159316270933123,1.1538452883597987,1.1520111357281244,1.1462122805907695,1.1422891392967023,1.133713471814116,1.1267782350564355,1.1246405171538802,1.1213733316309638,1.1192613790362849,1.117333246421012,1.1152936090120837,1.1149575162825112,1.131865202218909,1.1308545011369469,1.130295358787391,1.1306080520832862,1.1525109546569068,1.152722962025922,1.151138218709977,1.1475597753921118,1.1438770774664027,1.142874338290425,1.1393378604296573,1.1372766506998,1.1356254224772715,1.1336608299141626,1.1332318536972885,1.170020428835577,1.198489354212583,1.197237779666901,1.1958023801753612,1.1948207687961672,1.218060812651431,1.2429834629251044,1.2544583967922405,1.2643872434991206,1.2790212865882855,1.3069427835271403,1.3595418695408996
120-2805580,,,,,,,,,,0,0.9940563896300426,1.011293421379152,1.0043731060428374,0.9989090230163449,0.9979831020888397,1.0004427840193169,1.0032710816435944,1.00271277962382,0.9974367531135614,1.0107411332965657,1.0116861741373597,1.0203045121686436,1.0192847207596687,1.3014045489825685,1.340238531399255,1.3166627774566546,1.30321167325985,1.2873901659941707,1.2561139708699665,1.2376685061645336,1.3114053677560973,1.3177991336630583,1.304750501105827,1.2939417931127202,1.2869200829584972,1.280384064453833,1.257032128623922,1.228113840541632,1.2208074772430253,1.2085150718787494,1.2033992073677282,1.1986920785605306,1.1935680720683286,1.188341215503786,1.1835334087583493,1.1805379942608765,1.1754702140814852,1.1718951780024196,1.1657834152461835,1.161762836239519,1.1590329462353488,1.155493873728296,1.1527120610179398,1.1469127396621126,1.1438311170645725,1.1413748564828552,1.1399431354972878,1.1735957187944195,1.2392357797070659,1.2137453639864584,1.2100359845566737,1.20321469166956,1.1984415791785592,1.192851478289544,1.191263677365417,1.172948727100089,1.1713744028549005,1.1689827382010702,1.1662531812842492,1.1623785734523502,1.1566136712472588,1.1549430762793846,1.1488469437859035,1.1448569267276716,1.1359533441827605,1.1287297386925128,1.1264932941393828,1.1232056141262312,1.1210308889089582,1.1190146141435444,1.116890419534138,1.1164754984382759,1.1336651833335012,1.1326626485173228,1.1321009223709935,1.1323619830363498,1.1545904209180153,1.1546526360989895,1.1532213379676648,1.149422392049583,1.1457436096392692,1.1447152812947818,1.1409752933545603,1.138872037346013,1.1371756972760514,1.1352237303961263,1.1347849205716922,1.1720810531327366,1.2008587035852283,1.199579404631796,1.1981393081210703,1.1971365070940443,1.220592929039762,1.2457898888401404,1.2575337052171964,1.2674916023264389,1.2823435552325286,1.3105239769291668,1.3637808189577723
