순번_정류장ID,83-2800505,84-2805797,85-2800504,86-2800510,87-2800512,88-2800521,89-2800524,90-2800548,91-2800553,92-2800566,93-2800580,94-2800587,95-2805740,96-2800596,97-2806215,98-2807267,99-2804912,100-2800626,101-2800637,102-2800647,103-2800666,104-2800678,105-2800688,106-2805582,107-2800715,108-2800727,109-2800723,110-2800745,111-2800759,112-2800776,113-2800796,114-2800813,115-2803049,116-2802654,117-2807098,118-2802671,119-2802630,120-2803042,121-2803043,122-2805595,123-2803123,124-2803131,125-2803137,126-2805441,127-2802629,128-2802719,129-2802709,130-2802718,131-2802712,132-2802708,133-2802731,134-2802755,135-2802776,136-2802813,137-2802854,138-2802865,139-2802876,140-2802880,141-2802890,142-2802893,143-2802896,144-2805500,145-2802634,146-2802843,147-2802804,148-2802810,149-2802859,150-2803287,151-2803294,152-2803308,153-2807102,154-2806071,155-2805983,156-2807033,157-2806177,158-2807454,159-2807455,160-2807484,161-2806157,162-2806176
83-2800505,0,0.9999774774368961,1.346742630110025,2.2166030748198695,2.8589363138815833,2.1191575673032212,1.9042200129003894,1.5574004025255561,1.5299718090908938,1.4534758097144822,1.3804731428198422,1.3474624671835216,1.3827427898661848,1.4105533263829313,1.3603005606041303,1.3253734628559355,1.314317142818423,1.3052757587414712,1.2898589902187898,1.2798653344601525,1.2649185868335509,1.2546528056625998,1.238599615064477,1.2327871810040862,1.227286868785051,1.2593278983734038,1.3159683823989448,1.2999401041531817,1.2935490389329398,1.2815972944310359,1.269935784894299,1.2568840286411638,1.248655283186104,1.2422885351941173,1.2260557823949343,1.2231036300655165,1.2778705735011056,1.320248506112334,1.3130448598326463,1.301798734278044,1.2973544369885057,1.3100053251435007,1.3185107397856286,1.3122395847432036,1.383791311581553,1.4325250153784874,1.4919093357114175,1.4947798186067964,1.4866177314972027,1.466917399653303,1.4643013692340405,1.4899561006838726,1.4757007866306933,1.460655963085297,1.4497463072616443,1.4714721112313225,1.5411333692140117,1.566058041359057,1.5575802328093389,1.5454972444951294,1.5334897198487525,1.5746845055132104,1.6585801671472744,1.7210931455235718,1.8418579890212743,1.8837649532739473,1.8467126976420016,1.807630632033639,1.8176520384901318,1.796268492760865,1.7626830779560938,1.7395917810149915,1.7160302545441406,1.7053881768972954,1.678347875794834,1.5915140974832278,1.590382166162296,1.6579142023131712,2.0208309455918507,2.180075933825856
84-2805797,,0,0.9957512810387238,0.9930103730603052,0.9956157536863943,0.9979537719171317,0.9971885195277495,0.9971285673730441,0.9993368758125453,0.9995123438602039,1.0000054944673606,1.001383000239213,1.1062354852692227,1.137110003836062,1.1215528831028094,1.1099082680574628,1.1061720019714498,1.1036913478196972,1.0978012534106047,1.0946844818739454,1.0880517297203567,1.0878382932353188,1.0812530181753566,1.0794565207719757,1.0771816198765098,1.1090722966751634,1.1621610714353567,1.1525815312090126,1.149444508297884,1.143493148321834,1.1374045785967855,1.1347845627416866,1.1306982186592738,1.127225566006008,1.1181905813975688,1.11731076508822,1.1700175722878894,1.2109242839575831,1.2067577295757068,1.1987294518429554,1.1956250830960509,1.2092796463865552,1.2183062311106225,1.2136278209021023,1.2816178542622325,1.3277470080099922,1.3838896374311414,1.3925727778608443,1.3865048758838556,1.3708334334597416,1.3701208737209765,1.395432396186167,1.3836972267475378,1.3717714502481153,1.3630128081286972,1.3847551040116601,1.4511131049811552,1.4758535288138372,1.468581022965559,1.458490372976014,1.4486989058832827,1.4889781347442015,1.569597176507442,1.6292071654234535,1.7444447700318657,1.7848614029789607,1.7527632246139702,1.718284242940584,1.7291654189925603,1.7104301695201554,1.6804720054551852,1.6607586451478817,1.639359138406475,1.630131888748457,1.6062466739328376,1.5292318610513145,1.5291085658095473,1.594507832220205,1.947491081284095,2.101034587764806
85-2800504,,,0,0.9908419186425113,0.9955709919512548,0.9983899034036253,0.9974162680868772,0.9972610438054511,0.9996629481351167,0.999803831914925,1.000280801750577,1.0017138925936413,1.1113400398486943,1.1435441596626188,1.1263453168371274,1.113999923943207,1.1098165928063486,1.107138300082611,1.1009017581335783,1.097897420247772,1.090619202356409,1.0903969695026792,1.083494593652684,1.0817287356635148,1.0790919092962235,1.1119018719473535,1.1662521983717773,1.1562679954715007,1.1529759348223296,1.1468649661614896,1.14050515785467,1.1375905071202552,1.133227366253711,1.1297249691977154,1.1203742012869014,1.119621189725705,1.173211566986124,1.2146761868002,1.2104309628823224,1.2021655953893244,1.198860484410655,1.212521574599586,1.2217658948521555,1.2171355011316554,1.2862580074301346,1.3332577120249876,1.390618704077009,1.3992768517499417,1.3926799397420913,1.3767109213910114,1.3758710930283535,1.4012954999694984,1.3893178052099728,1.3769512217643858,1.368211527219872,1.3899912164812245,1.457537408878212,1.4826416483154958,1.4751576633912624,1.4648841996648085,1.4548183061508142,1.4958689781211498,1.5772248842898988,1.6381884897274586,1.755543323552882,1.7966900712736142,1.763633938186951,1.7278286712909243,1.7389267423597894,1.7201055652638744,1.6892696575849213,1.6688388853649598,1.6468382293613,1.6372088143585597,1.613221010921036,1.5343175539781562,1.5341165325221748,1.6005145000062453,1.9578269734971772,2.114039914563744
86-2800510,,,,0,0.9991735228873896,1.0009085642548454,0.9990628909531265,0.9981494911100551,1.000808095227154,1.0007770941583858,1.0011213284791614,1.0025860845460008,1.1185522556558567,1.1526009529016636,1.1335198646037283,1.119844304737163,1.115267400945176,1.1124762581016856,1.1057193865957518,1.1020730868292665,1.0944794337528263,1.0938706416600303,1.086529949276294,1.0846286961801554,1.0821088312021256,1.1158472018041605,1.1719311231577965,1.1616618274529313,1.1578747845394257,1.1514991938267285,1.144763694324684,1.141432007052721,1.136937474174658,1.133144386395561,1.1234590387793038,1.122434896235222,1.17719619638428,1.2197562455844355,1.2151655345510202,1.2067862980873891,1.2031406260525321,1.217346307173176,1.2269472702019213,1.2217405904126837,1.2925836616953807,1.3407412184856116,1.3995755013976507,1.4077831776662855,1.4010134793344764,1.3842687384613312,1.383462470574123,1.409321625705278,1.3970812938888195,1.3842352094572392,1.3747798833300822,1.3971461099637172,1.4661437433215063,1.4916222258297873,1.484160157175793,1.4733102911906288,1.4629747409760587,1.5046896089253254,1.5881290038930018,1.6501502303569235,1.770569326779334,1.812292829820805,1.7780822662046138,1.7411798683019368,1.7523725304044169,1.7324035462696687,1.7006644243044944,1.6795430984829383,1.656959283853774,1.6470289201940598,1.62204855221653,1.5413524866511668,1.540898442672587,1.6082453727374404,1.9715562768282753,2.1307228140921737
87-2800512,,,,,0,1.0022602583535662,0.9990073612517074,0.9979217138572354,1.001143726533277,1.0010429840020172,1.0013790432507756,1.0002864255172488,1.1294079857202177,1.1662427932781723,1.143791202505858,1.1280688067320708,1.1228960143256645,1.1194683087716515,1.111960341863331,1.108035688645862,1.0997433664642495,1.0989339648787746,1.0907887207811398,1.0885443246955735,1.0858231744934974,1.1212009241308845,1.1801066002620888,1.1688731018745815,1.1648955504245695,1.1578091694358343,1.150408001057385,1.1466072879121236,1.1416660477630722,1.1377242343162404,1.127235393839482,1.1262972540120362,1.1827241790702157,1.226669724750013,1.2218389565968546,1.2128136444801239,1.2090622768991743,1.2239278327352985,1.2334534668743085,1.2279739583714264,1.301170675132011,1.350936059310154,1.4118211511409124,1.419528935762274,1.4123635174731097,1.394779040528063,1.3935257233563214,1.4202256142995577,1.4072429938561966,1.3937433722539028,1.383903008621109,1.4069231564505946,1.4778241584832899,1.5040633831040335,1.4960018840218088,1.4847304634589664,1.4737911143461149,1.5165422199417138,1.6024088002470904,1.6663201173415776,1.7906214328671473,1.8339419487628417,1.797534208055181,1.759040769893749,1.7698432075906405,1.7492554493000951,1.7161119864091547,1.6938279000570953,1.6706122869809508,1.6603628750630295,1.6340959175040797,1.5503484736476423,1.54974679053536,1.6185470645643867,1.9903340442666857,2.153493453355861
88-2800521,,,,,,0,0.9935157332165813,0.9961947545278504,1.000744125013002,1.0007131029794616,1.0011987654682366,0.9999366037855466,1.1453854512507378,1.18686794553829,1.1587897388367345,1.139550936032309,1.133683516901815,1.1295511846172752,1.1208787893163463,1.1160682062040914,1.1069270868257024,1.1054144482061221,1.0964815413583613,1.0937837234125924,1.0909202110642642,1.1282808306181131,1.1909855393993793,1.1785679734830463,1.174119160001495,1.1662056120094053,1.1583022225740343,1.1533878038654555,1.148091079835814,1.1436727999631,1.132448060996397,1.1312543102591328,1.190326462334318,1.235960614259232,1.2309804826522908,1.221215064168308,1.217172633783802,1.2323262201708451,1.2423587181518227,1.2363909815807452,1.3126866598530131,1.3646660532386499,1.4282540742654535,1.4352312481211627,1.4275140754398465,1.4086190764707636,1.4071349204108918,1.4348433792819162,1.4209683434514047,1.4065579243458055,1.3961523853235043,1.4197296121880953,1.4932345731473209,1.5203609998944625,1.5118678411605158,1.499876538742807,1.4882393634465785,1.5326067100974623,1.6215704467627867,1.6883145046122774,1.8179746657445457,1.8625499211471463,1.824187001718968,1.7828762784218601,1.793727114620063,1.7715661103936153,1.7365051793984123,1.713015451154091,1.6887402374637175,1.6776291025040704,1.6502756399200607,1.5625291446201193,1.561569759456145,1.6323048474845654,2.015007026614605,2.1837217679960435
89-2800524,,,,,,,0,0.9970212969119535,1.002688758896106,1.0020893717017516,1.0022581704499738,1.0011329306808523,1.15786678710305,1.2020674839041632,1.1698591886111207,1.1483308325965582,1.1415233568763683,1.1366250267956963,1.1273225529626667,1.122190091419374,1.1119119533600006,1.1101671208944959,1.1005589564711038,1.0977967543701328,1.0944165604661253,1.1333161287047242,1.1985256308266288,1.1854452778845814,1.1803455753793648,1.171860806620873,1.1635783771516244,1.1581761105262707,1.1523073694971961,1.1477617527176285,1.1359675726696823,1.1345588505330584,1.1952885960901343,1.2422524215266977,1.2366049913605197,1.2265447057851828,1.2225298619173672,1.2376616181796771,1.2479901773828914,1.2419828361484464,1.3201404697880745,1.373529801741762,1.4390554133481288,1.4452553345677634,1.4373007241720401,1.4175461768195687,1.4159484024981204,1.444294804797316,1.4297253305119995,1.4147248264008085,1.4039935389799711,1.4280408529424036,1.5031546964476146,1.530953346977794,1.5218834343532361,1.509538582663215,1.4973448666074336,1.5424835381960493,1.6338710617308827,1.7017560101347409,1.834751619754722,1.8810519196301712,1.8409249218015449,1.798092400702621,1.8088809574333726,1.785975264995329,1.7493207887126794,1.7253237873952192,1.699924003702139,1.6885538461538467,1.6604279637210426,1.5699455455242695,1.5689301110377707,1.6406492795683592,2.030227903988179,2.2024740742745648
90-2800548,,,,,,,,0,1.041283639622776,1.0103507643013472,1.0064891009264094,1.0036559242769814,1.2162702229829234,1.274948623850948,1.2173906166884436,1.1833387697409552,1.1732181285180896,1.166032539306616,1.1526181886025677,1.1451710092248166,1.1318556236317658,1.128020070267496,1.1158051063466417,1.111955596835305,1.108062601760876,1.1520963514255935,1.226784797212464,1.2101886660103218,1.2040631669212198,1.1932319285018365,1.182705455396547,1.174852705020576,1.167845383267091,1.1623545138075129,1.1482772387116476,1.1465590683254612,1.212807188805302,1.2641786522489522,1.2575363272950488,1.2456874710544341,1.2408597796561556,1.2572713000133324,1.2680299591841957,1.2612193846918331,1.3464733714867423,1.4049820620600753,1.477106606554332,1.481459117969338,1.4720180308697657,1.4489288801773275,1.4462354232304475,1.4769702646585277,1.460380123569725,1.4430973791183,1.4307031685129028,1.4565103935944541,1.538083596129879,1.567744156789404,1.557366918292496,1.5433259923865825,1.5295877544467016,1.577842611091357,1.6763324662219028,1.7503282962735625,1.8955313914258674,1.9458469789754724,1.899582774508032,1.85099766531842,1.8614976281199016,1.8354528319096362,1.7941656750015265,1.7672783890872827,1.738854815262188,1.726411114219527,1.6948682855332204,1.595327471775261,1.594083237288842,1.669514781942083,2.083073946195144,2.268109344872739
91-2800553,,,,,,,,,0,1.000616355120364,1.001805416462921,0.9991444404326463,1.2261232849975725,1.2871634300770975,1.224861020357212,1.1883795473007093,1.177649861796386,1.170013709129531,1.155918701328016,1.1480801187984933,1.1342242704871257,1.1303165031415028,1.1172557637403948,1.1136518944070097,1.1092640901252595,1.1541951450025005,1.2311254964101241,1.2137513476203519,1.207400125946519,1.1963553467344088,1.1851507750241117,1.1769307937634677,1.1697323574272278,1.1642330703387929,1.1498221815916863,1.1480432775918632,1.2153328508373253,1.2674301918122854,1.2604582640090536,1.2486079316545142,1.2435427287330267,1.2601285638357704,1.270872420932527,1.2636823300215572,1.3503173481057182,1.4095173587874419,1.4827064337431226,1.486580346310463,1.4770629630871699,1.453719025399933,1.4506322669230232,1.4816015626286112,1.46467959498402,1.4471771784323593,1.4346505447369955,1.4606083510658951,1.5430259652179201,1.5729969449992882,1.5625405070546978,1.548112580366297,1.5341197388938075,1.5828608762549943,1.6829137306629676,1.7577188877409926,1.9050540258227293,1.9558803862906644,1.9086341918455756,1.8592143723108212,1.869376849087207,1.8426968776409998,1.801083855232865,1.7734707939582364,1.7447035174240886,1.7319463867910414,1.6999176870205985,1.5991453000834348,1.5975822924087244,1.6739692337118022,2.090705238710756,2.277808277864152
92-2800566,,,,,,,,,,0,1.00269274693777,0.9984689852131682,1.2759785287560526,1.348094978976527,1.2598104053436525,1.2126357352513217,1.198812199563598,1.1891363443016865,1.1720743737763542,1.1624876788021272,1.1465966607893467,1.1407924959348719,1.1264895558113743,1.1220813951038562,1.1173178841341744,1.1653887059251673,1.247313587726007,1.2283966365210035,1.2211626305439702,1.208057039330561,1.195709715826354,1.1862581338959313,1.1782917325457023,1.1719516378041421,1.1564122351775241,1.1543859276193271,1.2248999858677172,1.2794271126719956,1.2710392207030023,1.2584613777320406,1.2531202315143026,1.2706454137855303,1.2815929917469902,1.2741190101527062,1.3643883737408615,1.4263939038370648,1.5033937232192982,1.5059225801046294,1.495485792662658,1.4701922621406938,1.4668488637673316,1.4990374633017454,1.4810382162764384,1.4620700238543676,1.4484447253809434,1.4757437006203395,1.5613294286592205,1.5924793346259392,1.5811650651305935,1.565914492399382,1.5508832387551506,1.6011392866755927,1.7053290969023296,1.7834454781537004,1.9372787344112457,1.9900055292374446,1.9395651245166217,1.8867972445929964,1.896441184324118,1.8681826093110752,1.8241325436282485,1.7951324168517253,1.7646710458647972,1.7511064625515254,1.7177378795837854,1.6116920004695061,1.6103855315322588,1.688551510138881,2.1178234056091236,2.3112318693648026
