순번_정류장ID,64-2803210,65-2803361,66-2807344,67-2806484,68-2807326,69-2805694,70-2805636,71-2806053,72-2806032,73-2806025,74-2805697,75-2805699,76-2805701,77-2807440,78-2806806,79-2805704,80-2807625,81-2806162,82-2805635,83-2805633,84-2807037,85-2805631,86-2805677,87-2807428,88-2807429,89-2807521,90-2806171,91-2807223,92-2806160,93-2805528,94-2807269,95-2806830,96-2805759,97-2805529,98-2805839,99-2805561,100-2805340,101-2805841,102-2805450,103-2806913,104-2805580,105-2805332,106-2805742,107-2805229,108-2805231,109-2805400,110-2805038,111-2804895,112-2805911,113-2806732,114-2806730,115-2807462,116-2806214,117-2800622,118-2800627,119-2800336,120-2800653,121-2800656,122-2800661,123-2804967,124-2806938
64-2803210,0,0.9788567952592128,1.0009902959723505,0.9993314242964205,1.0000422474972128,1.0014619970583274,1.001766459945484,1.0008338575885816,1.016770965499953,1.0447210254523103,1.044414503447257,1.0739991038423682,1.1103862216868268,1.127309173271608,1.1360761540420994,1.217612495220835,1.244450740618427,1.2356125634266388,1.2279979930487273,1.346683273498639,1.384638691107408,1.3728071380292015,1.3812601591274443,1.5318895265013814,1.5396411239300143,1.332062820609613,1.3217611066111163,1.2974041303760309,1.2912868805404494,1.2858897661281905,1.3022313148968359,1.2982382979324993,1.2912484706272036,1.288545155640369,1.2859350968465284,1.292022198841793,1.304145087076909,1.3029086866047626,1.3029668787428144,1.3171402354246675,1.3537694924514958,1.3794494031010107,1.4016216756546158,1.399009532707895,1.4261265959004155,1.4385543529989306,1.4374064693218642,1.4332109607962378,1.4291978002892367,1.4244291922329246,1.4176052840142388,1.4148395874514494,1.4072352258466811,1.4249165931469818,1.4202033080918601,1.4142936363411718,1.4224815304768916,1.442970291038648,1.4596650493634056,1.4774727429732124,1.465423940676982
65-2803361,,0,1.0019858305444218,1.0002101508327068,1.000821648389362,1.0021386227316595,1.002425653261726,1.0014444580134028,1.0178128461711704,1.0465262280224565,1.0461807085609194,1.0763587229087286,1.1137390849583546,1.131202648270221,1.1401659727102906,1.2240660353457444,1.251658369273321,1.242323154124658,1.2343392730008154,1.3566644228654452,1.3955816313652207,1.3831285574300782,1.3915309360334382,1.5466797827020342,1.5545932341918418,1.3372074866348878,1.3265708814738744,1.301514420132132,1.2952384556934482,1.289623126660549,1.306046017379007,1.3019528597961525,1.2947912654066236,1.2920254550521126,1.2893492352999631,1.2954959467042844,1.3077628994162558,1.3064987895932956,1.3065342558605566,1.320890527594606,1.3579887621190547,1.3840559103116448,1.40630442597046,1.4037318820642426,1.431211536307175,1.4437591056465686,1.4425673595264397,1.4382728360953678,1.4343739856036835,1.4292871345422085,1.4223091647711288,1.419677464835312,1.4116515433709562,1.4295203401916725,1.4248490546354704,1.4186253584733277,1.427180114556769,1.4477649456661204,1.4645660576597594,1.4828680384266515,1.4704113730543051
66-2807344,,,0,0.9632208495888741,0.9955914467457341,0.9989353694635275,1.0000723643058635,0.9977248370220813,1.0397763481514084,1.1129130924950172,1.1092514714012103,1.1731621263756369,1.2666945424023761,1.3083705031558277,1.3264326076395276,1.5542524967358489,1.6269266319801332,1.5717369976151263,1.5335842391803307,1.823608269392919,1.9246963792726421,1.8606624796837208,1.7900397899341287,1.754069848853544,1.767475747624494,1.3492051092324346,1.334623191106682,1.3016348490776883,1.293621420783791,1.2866087756030502,1.3073002270001324,1.302167457682114,1.2932738507407593,1.2898662101273275,1.2865893336813439,1.29418473391448,1.3093322148290238,1.3077648185382547,1.3077983660959975,1.325573878233274,1.3712481099505054,1.4037093854294842,1.4317320792818065,1.4281870395688214,1.46265702477393,1.4780606005378099,1.476332335123218,1.4706031164658955,1.4654197809884755,1.4584500693172755,1.449309845114519,1.4458565478727496,1.4356595106021814,1.4569031724100616,1.4508681424737655,1.4428913238559857,1.4531936296134211,1.4783414538688262,1.4991234551024906,1.5214431756938696,1.5049636021606965
67-2806484,,,,0,1.004491560416965,1.0026897560211843,1.003492942713919,1.0006160668382442,1.0459970395664142,1.1249887202997768,1.1204958337944884,1.1875462867209736,1.2884459426213664,1.3331325201866684,1.3519602071835313,1.6001599176559753,1.679036752214902,1.6150182590463094,1.57155050523699,1.6441037819018987,1.7362278111380678,1.6878381226595107,1.635780525873125,1.6181860536041457,1.6316429585519723,1.3022937884249488,1.2902334011962402,1.2623023429133668,1.2554013257148358,1.2503355234467173,1.2720412294006478,1.267596501439182,1.2598874726666731,1.256898951489865,1.2540976593902056,1.261674739482591,1.2764986930250464,1.2751079794508187,1.275399209826262,1.293133684244316,1.3376973102628127,1.36917232822144,1.396302764238091,1.3931900475238335,1.426655768738084,1.4420131632648765,1.440571346500741,1.4353661720432054,1.4304102834488783,1.4245495453637425,1.4162164195008213,1.4130947736963844,1.4033926241717416,1.4249014757960614,1.4193786011843013,1.4120536335281144,1.422192321284939,1.4470741164264185,1.467040395276754,1.488945122242262,1.4737003065687355
68-2807326,,,,,0,1.0015740639326562,1.002983632533962,0.9989170377806807,1.0634070695262814,1.1750163039218977,1.165616859927909,1.2482953302872726,1.3885577006780208,1.4491480901714886,1.4712692036812733,1.8346666144700343,1.9486183645750084,1.8280465285863827,1.7526697795702515,1.6420789832568203,1.601849872073099,1.5592340851019655,1.51562359671756,1.4334943321380857,1.454603362206385,1.2458328847817435,1.2363402422242717,1.2135775395532118,1.2078183487330412,1.2050038676844632,1.228634917289912,1.2249010581358524,1.2184255262082033,1.2158694652305244,1.2135780575202468,1.2213468807487151,1.2361907359607607,1.2349770694631956,1.2355916138283696,1.2536551343973559,1.2978330476889284,1.3292669124246095,1.3563453071812224,1.3535608441182638,1.386813223478227,1.4025333062100036,1.4013654499477846,1.3965956427120523,1.3922925290379446,1.3866859178129647,1.3788052190552307,1.3762124870604109,1.3673626060326625,1.3895477642407126,1.3846801771603479,1.3778988438375503,1.3880960123322665,1.4124995835932344,1.43265554221821,1.4541611304348003,1.4404544871458782
69-2805694,,,,,,0,1.0095533272561532,0.9924689168783597,1.0034956746790484,1.1130302805150258,1.1017597221838686,1.2655510273137576,1.5298890741696678,1.6856436180847114,2.0565626446074736,3.290856248398916,3.6747574246084143,2.896145161399039,2.5536330659559345,2.1455860592674654,2.0175059770164756,1.90401074941853,1.7898361878985651,1.6128651816811355,1.6425608590496212,1.2794303199939392,1.2668658699484818,1.2379997846654396,1.2309132578260287,1.2265610720755926,1.251709610661782,1.2471600207103484,1.239309874295332,1.2362550901422933,1.2334562331241818,1.241889632188548,1.2581990095609366,1.2567579748571347,1.2572394224528227,1.2768042405871884,1.325753815149958,1.3603346183623668,1.3904370974641418,1.387050951776269,1.4240389946959657,1.441062064310473,1.4394741036537937,1.4337363287735074,1.4282868264572517,1.421589992618994,1.412491364531417,1.4090966003198546,1.3988247260702786,1.4224349925137318,1.4164316455406207,1.4084902565409143,1.4195569708672626,1.4464107924280047,1.4685531802152558,1.4922595789583768,1.4757708625596844
70-2805636,,,,,,,0,0.9739096449810396,0.9997919211916375,0.988675721578381,0.9945631226190236,1.2180221526323352,1.5210181618517193,1.893313173172052,2.438647071295063,4.659811709927094,5.386366119962658,3.6199708080935262,3.01173460225605,2.376068978850247,2.1933851240580857,2.0408072522432765,1.8906832895266812,1.6714826203701174,1.7044156204467642,1.2876371176611514,1.274250357497499,1.2437892318820036,1.2363624982960262,1.231609804243598,1.257107258269017,1.2523522360897266,1.2441575712179762,1.2409785796109039,1.238053071419984,1.2466445431305724,1.2633061789106226,1.2618086810184652,1.2622549258487978,1.282113125195944,1.332182773013154,1.3677884868877341,1.3983838432425684,1.394917855332904,1.4328143229230865,1.450145782620374,1.4484503304495604,1.4424695403102488,1.4370786904290362,1.4301023575431548,1.420632099692311,1.4168259327901895,1.4064649460718117,1.4304205079589647,1.4238692003652578,1.41594970837098,1.427163617967542,1.4545699502923475,1.4771294798643284,1.5012417718410795,1.4842744068136633
71-2806053,,,,,,,,0,1.033110196199756,0.9972004513433564,1.0037808297318416,1.2808964465718833,1.6925580112064318,1.8694067385719138,2.306680040314765,4.7880931159408,5.652358696489561,3.5959294528583503,2.9486079131592455,2.3025037210621435,2.1228456002259777,1.9736912702010159,1.8296481917284149,1.6205577419059025,1.6542969115511508,1.2693253733334444,1.2568860830061266,1.228287286545458,1.2212642976007413,1.2173194635183273,1.2435515576913774,1.2390399846406766,1.2312658639269236,1.2282332674262446,1.2254813502704938,1.2341537563010574,1.2508495608110755,1.2494111535501953,1.249970363485361,1.2700760608388537,1.3200550027391493,1.3557160244077362,1.3862784475761583,1.382917718245962,1.4208090359972092,1.438294203330657,1.4366879621355255,1.4308429137559557,1.425577399399399,1.4184813667226075,1.4095021372335115,1.4057887991731435,1.395627609504315,1.4198901232323677,1.4137881290244025,1.4054743243012038,1.4170320905743916,1.4441534465220691,1.4667752417882205,1.4911453551636702,1.474269682369353
72-2806032,,,,,,,,,0,0.9679966600402011,0.9882168942893789,1.3484288466224814,1.915688581975633,2.153789682998451,1.9279235864666264,2.8517942199564845,3.30942605372019,2.5246290012046004,2.209849185878767,1.861819310432801,1.7597099883386649,1.6675127624056543,1.5806450182040128,1.4433724661772962,1.4749974141826188,1.2199880903067717,1.210538404337516,1.1878056183103416,1.182050195130744,1.1802998223449814,1.207653631698197,1.203909508608278,1.197449616315307,1.1948799812260296,1.1926518218093303,1.2013012629368887,1.217636164710268,1.2163925730173504,1.217234727208488,1.2373547470726818,1.2858966316561753,1.3203139582628685,1.3502294690799042,1.3472763176233753,1.3840377889158058,1.401469678192744,1.4001854510002212,1.3949284490427631,1.3901982869569252,1.384051024601436,1.3756989842861804,1.3726215859591675,1.3630804260649416,1.387558268570104,1.382079861502108,1.374665033505399,1.3857976278958735,1.4126328461254967,1.4346806986605984,1.458283626603042,1.4430038013245992
73-2806025,,,,,,,,,,0,1.0261740159441952,1.0078968584019141,1.4653283553321321,1.6937209760553855,1.561875300276594,1.7429783340623533,2.0212732297357268,1.7509037498729054,1.6195253234446665,1.4663534079348146,1.4216145897589851,1.3742381723458832,1.334396462209148,1.2606793382700383,1.2897729619136562,1.163817248549596,1.1576383879680896,1.1413745792869852,1.1370259068635498,1.137706858027421,1.1662732887931033,1.1633882637151471,1.1584019197567639,1.156352389600844,1.15471234881193,1.1633269834251085,1.1792407993774772,1.1782165826632804,1.179374796924038,1.1993633245796291,1.246176667302954,1.2796413285874908,1.308520242813979,1.3060265378972853,1.3414841801499071,1.358837963599295,1.3579158892811556,1.3533234914325565,1.3489392614444253,1.3435575800689665,1.336236944031647,1.3335818692463453,1.3254489999704109,1.3498252640620405,1.3449289590492153,1.3383915719841974,1.3493108931613582,1.3754943320681368,1.3968633260122736,1.420069883072168,1.406200907945906
