순번_정류장ID,11-2801919,12-2801912,13-2801911,14-2801910,15-2801913,16-2801917
11-2801919,0,1.0548538921544188,1.0294473782640943,1.0466821474705972,1.0263214052950416,1.0091391352897734
12-2801912,,0,1.0010636977085199,1.0406530188938479,1.0128916880491408,0.9924148441818021
13-2801911,,,0,1.1176520490733488,1.0215030121806428,0.9882035781390409
14-2801910,,,,0,0.9639708236690643,0.9449705650935357
15-2801913,,,,,0,0.9209617585540079
16-2801917,,,,,,0
