순번_정류장ID,34-2800261,35-2803997,36-2804792,37-2804790,38-2804788,39-2806427,40-2804786,41-2807145,42-2807142,43-2804726,44-2804723,45-2804588,46-2804586,47-2800283,48-2800281,49-2800280,50-2800278,51-2806663,52-2804031,53-2800260,54-2800275,55-2804713,56-2803598,57-2803600,58-2800273,59-2803601,60-2804331,61-2803581,62-2800271,63-2805489,64-2807150,65-2804581,66-2804582,67-2800267,68-2804032
34-2800261,0,1.0046683418709774,1.0076925768889315,1.0038120131160966,1.0034979094370966,1.002899433454475,1.0023944594345473,1.0028668408452397,1.002363584338412,1.0007186697106256,1.0021481436352713,1.0021736459379955,1.0328639758565672,1.2945400192401082,1.2687387320849297,1.243864315682672,1.223963205815613,1.2198287694441312,1.1939461007871344,1.1812989084722059,1.1761427362774763,1.1704820542074008,1.1666276840422856,1.1609376709535728,1.1519366166628782,1.1484185175045345,1.1468877642358126,1.1432043700735233,1.136991542190361,1.1318515919324614,1.1271633851652565,1.1249921523214212,1.1225848877597857,1.118915492974401,1.2034404848397582
35-2803997,,0,1.0112595971602043,1.0016051928060439,1.0024942417765927,1.0020021708486913,1.0015450092860287,1.0021957555452918,1.001735075999902,0.9999220737867728,1.0016082556252535,1.001671201059282,1.0359274637812725,1.329830834048436,1.297598541057979,1.2669659393215966,1.2434509031042291,1.2385563080184046,1.2083640033981058,1.1935737976080527,1.1877206770353803,1.1812614943567519,1.1770672201184185,1.1703663544461074,1.160630430704125,1.156502866622887,1.154862051366023,1.1507807981437612,1.1439077615188458,1.1383066007001332,1.1331860755118612,1.1306584026275113,1.127915778863875,1.1239300845812832,1.2126728697274989
36-2804792,,,0,0.9756613414048547,0.9988200838228611,0.9994096032252533,0.9994008717493305,1.0004416858180396,1.0002761203552668,0.9983845003523438,1.0004361338211663,1.0003635158638686,1.0386129411204073,1.3664753004560364,1.3273572066791506,1.290205590736702,1.2625550719011474,1.256845506389441,1.222293159771654,1.2052639052730334,1.1987009039400787,1.1914304614636668,1.1867722406637735,1.1791738719352902,1.168495643557092,1.1641044565865397,1.1622477791065697,1.1577763583337048,1.150150359557106,1.144015837356177,1.138486451827902,1.135607960363123,1.1327247110220688,1.128438393873146,1.2211155289035556
37-2804790,,,,0,1.003100081066771,1.0021724638791003,1.001525151972052,1.0023642829186001,1.0017636920083135,0.9995922235715995,1.001608534321399,1.0014452038110666,1.000694502982619,1.2783460535127866,1.2487032248196903,1.222184023962017,1.2015112478115682,1.1972551216742284,1.1710068590987992,1.1585590348978807,1.1534767807001596,1.148058513644787,1.1443995202979662,1.1391916599832606,1.1306058281602478,1.126978891719889,1.1257891521010066,1.1223026128285023,1.1165998376437447,1.1119438159963204,1.1075213664910737,1.1057195637003618,1.1034153545028034,1.1000313940904056,1.190432990543647
38-2804788,,,,,0,1.000596362527425,1.000046799302129,1.00183187975827,1.0011148342235212,0.9981761667541483,1.0010951590606136,1.0012413495774208,1.0002983090953685,1.0004674579467638,0.9969578773232095,1.0009848608061127,1.0007387738462277,1.00079694217084,1.0000497784460922,1.0011989786514441,1.0006951949307066,1.0010687566797294,1.0005253204100844,1.0029283956025852,1.000929333236883,1.0001036032165669,1.0010694441351684,1.0007244229814714,1.0004087030435445,1.0010062762266132,1.0001714086203521,1.0012069300637216,1.0015226045720926,1.0010980912752465,1.0863987410573106
39-2806427,,,,,,0,0.9993683950751545,1.0027483057141384,1.0013224865461252,0.9974219714764345,1.0012218704042672,1.0013856363030644,1.0002391384557845,1.0004493103484948,0.9964909961801187,1.001028226976992,1.0007531157305471,1.000816682465087,1.0000033126241514,1.0012459343438278,1.0007026626035385,1.0011030364113893,1.0005202784758376,1.0030847238876266,1.0009505428497552,1.0000729132922725,1.0010984879027454,1.0007321541341423,1.0003980431597734,1.0010285843045676,1.0001491415306965,1.001238103535578,1.0015685864201964,1.001122338485341,1.0906783487919876
40-2804786,,,,,,,0,1.0078365069769786,1.0022609663396251,0.9967646842795154,1.0017021253535934,1.001832108841522,1.0004060077931054,1.0005902758610512,0.996157199858118,1.0011932395153356,1.000876117765387,1.0009421505092686,1.0000502707738559,1.0013724319564723,1.0007896565491723,1.0012113748542928,1.0005905426677602,1.0032981239615677,1.00103662471352,1.0001103472738722,1.0011885845288604,1.0008012101518862,1.0004477091274755,1.0011047244810616,1.0001837512530916,1.0013184479059225,1.0016607751154336,1.0011934659712325,1.0945228787384857
41-2807145,,,,,,,,0,0.9996474806667482,0.9935619914396613,1.0004267786589724,1.0007971841869916,0.9993221304210048,0.9999015468221168,0.9951820632272711,1.000723511680818,1.000439664836013,1.0005209862288535,0.99964781710044,1.0010695833994048,1.0004704991609836,1.0009246202175264,1.0002844060142497,1.0031181489277572,1.000781652037696,0.9998275593555211,1.0009500781433909,1.0005559444788732,1.0002030209052126,1.0008929230351655,0.9999515699410767,1.0011267052009416,1.0014839655908914,1.0010093369338775,1.097017172619258
42-2807142,,,,,,,,,0,0.9837466456045526,1.001047369337733,1.0014655379649025,0.9991743551233332,0.9999662125762047,0.9942136327184218,1.0009145244734927,1.0005618558886369,1.0006519005697994,0.999647858804179,1.0012274435329263,1.000558537930721,1.0010546275763788,1.0003475103832975,1.003438970884007,1.0008802002426678,0.9998428142693156,1.0010581066936075,1.000628984144358,1.0002452592739293,1.0009825890696336,0.999972627163169,1.0012258139176127,1.0016034067761672,1.0010949787640904,1.1033889685243123
43-2804726,,,,,,,,,,0,1.0179830648992558,1.010113815641199,1.0042533492579322,1.0025584028294814,0.9954714020034003,1.0027454885025304,1.0020910294659495,1.002139436383624,1.0007734572290627,1.0023444395458956,1.0015834740189962,1.0020598228312012,1.0012780961255938,1.0044913720777109,1.0017212334235834,1.000603117619671,1.0018672874625996,1.001389689467549,1.000943661557471,1.001676555584625,1.0005936155648283,1.0018799651286314,1.0022540657061203,1.0017021359552745,1.1083367719317023
