순번_정류장ID,71-2802788,72-2802805,73-2802836,74-2802837,75-2802838,76-2802829,77-2802814,78-2802801,79-2802791,80-2802784,81-2802771,82-2802758,83-2802714,84-2802696,85-2802038,86-2802672,87-2802642,88-2802674,89-2802665,90-2802662,91-2802659,92-2802650,93-2800819,94-2800815,95-2800810,96-2800806,97-2800793,98-2800785,99-2800771,100-2800764,101-2800756,102-2800736,103-2800710,104-2800705,105-2800703,106-2800699,107-2800712,108-2800718,109-2800724,110-2800729,111-2800743,112-2800755,113-2800308,114-2800735,115-2800717,116-2805752,117-2805753,118-2805754,119-2807050,120-2806935,121-2806814,122-2806816,123-2807638,124-2806819,125-2806825,126-2806828,127-2806827,128-2806826,129-2806820,130-2806818,131-2806817,132-2806815,133-2805755,134-2805756,135-2800317,136-2800369
71-2802788,0,0.9884619217580991,1.01964029049096,1.0049966950280547,0.9944326976221532,0.9978583989025887,1.0099598527561784,1.0152660480509355,1.0031142975219225,1.0026384001896862,1.0034412111462194,1.002959640670939,1.1129229469486601,1.2517497659074313,1.303955609397675,1.350851743394263,1.5744562034418212,1.5902794219221128,1.5605094164851347,1.6200291808595746,1.6633664499160332,1.6192263409334795,1.5879142703249238,1.5579951434771924,1.6939038648623312,1.8625630309050885,1.8480551023812328,1.8154446232496768,1.76371502883902,1.7397929550520603,1.7205380670532349,1.6865401703696818,1.6486783985395823,1.6404921060719169,1.716573260211316,1.7412471016793056,1.9949208086253185,2.0431695192049326,2.13355406694935,2.195380309311879,2.4355052662444625,2.384960870284521,2.6739845401627496,2.605600437248117,2.538498074666466,2.384918892561745,2.2890147967189303,2.314000171239025,2.4495173022352406,2.642993091292984,2.4901469898215147,2.3683950406671315,2.30236942498654,2.194341890836214,2.0427495955898776,1.9885493854761143,2.0771265526560305,2.1810991535087654,2.64659665904587,2.951739198216018,3.2110977701457,3.5514410667902334,4.361708318661093,4.727236106361568,5.671633406757669,6.168462611467072
72-2802805,,0,1.0376361497946036,1.009244575794709,0.9956142210035035,0.9993608443700304,1.0127941045513669,1.0183392347887623,1.0044641809426922,1.0038370518459199,1.004559997595502,1.0039741231185044,1.101242325427957,1.1100253686995967,1.1661950875370137,1.2154480106027439,1.4127229688040182,1.429363945347393,1.4089161880595067,1.464476880207217,1.5049271486196254,1.473597362106129,1.4506762481619275,1.4288015510162229,1.5541248506473875,1.7053116870486977,1.6992386393332797,1.6736421308574831,1.6329566462527465,1.6141684293004535,1.5988380680988272,1.571978369254244,1.5417861083440563,1.535166951074954,1.6076550168575687,1.6338112820120392,1.8677695125662923,1.9119378901805202,1.9945640096186612,2.0519614459481943,2.272367477580252,2.2326628451450556,2.495207634345328,2.4424107695743484,2.3848581484192857,2.251446832088821,2.1682789015953827,2.1946054632950664,2.3204312014231467,2.501549611563649,2.366454754315941,2.2586105175993887,2.1998097759302535,2.1027731169268473,1.9667062351873952,1.9174628799956452,2.0024161320028866,2.101317399760601,2.5418203900692986,2.8291211582641975,3.0716533046538905,3.389858012972109,4.138810240246089,4.473580811389294,5.3288689026052385,5.77649807246556
73-2802836,,,0,0.98646694426781,0.9736748428722399,0.9846966095496815,1.0054405886708113,1.0135558093081183,0.9981628933599868,0.9980365257401603,0.9996430382481193,0.9990356962840067,1.1093314336101325,1.0963876562738204,1.0863841460346273,1.0827483937208127,1.23662777487321,1.254341709306051,1.2429236046669239,1.2952486214635748,1.3338101321493645,1.3145143571188882,1.299573604182849,1.2854571527893819,1.4020210557260182,1.5382877430338129,1.540279080328509,1.521186984512044,1.490634729403665,1.4767503091603604,1.4651841721089576,1.4454712439278603,1.4225845164562987,1.417511018381767,1.4873601115955142,1.463869390790745,1.6673029429908741,1.7051998190807813,1.7772205415241347,1.8283201097125592,2.0209343940248568,1.9951421902561017,2.2201291624775834,2.1880107765290715,2.14443698958308,2.0409832523004754,1.9759651448779758,2.004817452732558,2.1161289501786706,2.2764035889781944,2.1684435871787073,2.0809993543279313,2.03357095491623,1.9536892441143308,1.8409804790833053,1.7996486743172915,1.8789746669715488,1.9696672680784715,2.3718304212674073,2.631615783563026,2.849063478529456,3.1320267372552966,3.7893849279974776,4.079016878973314,4.807726297536997,5.183349606572685
74-2802837,,,,0,0.9498372290070014,0.9830785719195847,1.016533055117512,1.0256682865235953,1.0017913572580461,1.001184686427875,1.0026397749154512,1.0016454636349341,1.1335391133608825,1.1157305581156947,1.1016593086283732,1.096026574370188,1.2740180776721213,1.2938737307064245,1.2785565302232211,1.3385831779173543,1.3823078325721354,1.3570866858759192,1.338187939341492,1.3204499636593663,1.4520659926973505,1.6089262375129454,1.607451930054445,1.5835371701968712,1.5459012151231901,1.528733916104091,1.5146313450460438,1.4903005812288863,1.4629919982486077,1.4569611551056176,1.5331853411067042,1.5016065455571308,1.6672769331041366,1.6834907281057239,1.665338082477678,1.6427884802374537,1.7604640234792075,1.7479530420904452,1.9357655451862348,1.922908939438516,1.8914973449610746,1.8171220162483295,1.7694471997841852,1.8001231470753265,1.8969025040119347,2.0370192334824244,1.9551601832263463,1.8877417557386982,1.851521639119271,1.7892595432144232,1.7005182226054254,1.6679227646429013,1.7409329505460465,1.8230035209496795,2.1836679563087307,2.4147341505947986,2.6061130734741864,2.8533091298283133,3.4187301268907304,3.664015497805233,4.2712689865279225,4.580425382501145
75-2802838,,,,,0,1.0150764400345869,1.0470232582522236,1.0496084102300063,1.0121683463938724,1.0099646078045836,1.0099802900563313,1.0085450378720524,1.1552587099077603,1.1330298877209162,1.1149105391556973,1.1077103515133742,1.3016721145382084,1.3228488954453392,1.3050411908122672,1.3696485266140124,1.4169708146868027,1.387240495079928,1.3657110116855284,1.344999433370205,1.4867661102027816,1.6575423381156524,1.652869180855484,1.6254914281997201,1.5829575757287717,1.5631710561970213,1.5473045696609988,1.5199259039658044,1.4894379782837062,1.4827580849813682,1.5630465102436193,1.5283184043451692,1.7038907630344513,1.7209752344025528,1.700624933527812,1.675740942576731,1.7568867270158406,1.708317584767263,1.8048280490291995,1.7996899660741563,1.7741664302135793,1.7118420079408485,1.6717937055293866,1.7031224490669088,1.793019631856771,1.9238781755434557,1.8534607817543736,1.7950464160468598,1.764287840967623,1.7098550598045563,1.632115346929166,1.6032752918430555,1.6732578990706615,1.7512378805023872,2.092309122505141,2.3101051906921954,2.4894745727317873,2.7200319788676928,3.2440611419449543,3.469709357879194,4.024139235465988,4.305547812382529
76-2802829,,,,,,0,1.0670405351141132,1.061693414433217,1.0089761229363645,1.0068591893108487,1.0075551104482732,1.006178855521417,1.0341383628974414,1.0261788094010889,1.0236458204595928,1.0255549430126787,1.180037766315558,1.2022570676336584,1.1913243014933534,1.2544048403916932,1.3003706046273564,1.279634358341136,1.2641355027592358,1.2495318759615688,1.3852343783690542,1.5456042374689203,1.5475417478495275,1.5246345761270645,1.4893661560781106,1.473703589032809,1.4605168202255607,1.4380399257817065,1.4128154945078968,1.4072072434866931,1.4858762305066036,1.4561490896599105,1.6252266197941492,1.6417009375751261,1.6240559621151314,1.6022138328061943,1.68248106264327,1.639445917903139,1.703036086228788,1.7034573677798386,1.681536901422914,1.6284898767322857,1.5938101202312374,1.6257356034024664,1.7109559249765418,1.8356192872949473,1.773404971284508,1.7213474364790247,1.6941618539366912,1.6455671471603113,1.5761459470064876,1.550279435007526,1.618085319960699,1.693096172046305,2.0202615954796013,2.2285310854127927,2.399240600367069,2.6190121702375353,3.1149612806502374,3.3274837431747395,3.8476800910855826,4.110020981521625
77-2802814,,,,,,,0,1.0553748151518598,0.9817951489764204,0.985248313119698,0.9918991596211688,0.9923525744151855,1.0279965927316277,1.0197733852915987,1.0179726689397464,1.0210264971870686,1.0165269339685394,1.0155836292170304,1.0144756570798164,1.0605072639914177,1.1022544865216775,1.09695620735918,1.0911564934982527,1.1586186172974575,1.2074440741323034,1.3446528864457188,1.3566950399778284,1.3428623932669368,1.3213492925987838,1.311802464898744,1.3035237365331198,1.2899648247959095,1.2743430373326972,1.270702561446994,1.344320540891105,1.3243875105432703,1.4775659929903517,1.493227815516343,1.4803141619594193,1.4643856313385548,1.5417008058573987,1.5086994834194298,1.569189503813358,1.5763792351367516,1.5595509521851232,1.5176580354832037,1.4903376681055713,1.5227708138372003,1.6015209722565713,1.7168248084769977,1.6656040187614822,1.6223624449790217,1.6001065364851208,1.5590841081665465,1.5008168617918687,1.4789024633371184,1.5435740484877871,1.6142569471015555,1.9220530009031969,2.116681100782671,2.27576900093579,2.479326627552817,2.9357316136206593,3.1294655846724067,3.6009860119246517,3.837631695338159
78-2802801,,,,,,,,0,0.9427869911695024,0.9597011567742929,0.9757122924526144,0.9788723871550569,1.0232172001431863,1.014641300984173,1.0131974383600086,1.0174611983624127,1.012685206040862,1.0118108259120313,1.0108206614555144,1.0127320878299348,1.011190439723107,1.0121068946801677,1.0496731609510896,1.165143686731152,1.1671102774253004,1.2573335709561346,1.2733490319641125,1.26303408147732,1.2467511243382685,1.23967975390914,1.2454818978286974,1.266553049828932,1.2515102232495718,1.2484580498372235,1.2811237440451626,1.265031881464353,1.4136650301911167,1.4290969483927456,1.4179350171725529,1.4042199527890817,1.4809729910335117,1.4520618788891766,1.511986123083639,1.5219894793232522,1.5067801644882333,1.4691522044319298,1.4447267816612306,1.477524840959733,1.554317061646,1.6672459131069919,1.6197232306320242,1.5798047828361115,1.5592580698241771,1.52128519844104,1.467153084533018,1.4467978923788802,1.5105611986471228,1.580071452545147,1.881835167021913,2.072588825528476,2.2283220349186412,2.427477722953642,2.873377731286324,3.0627694653282242,3.522285686660918,3.7522819697341174
79-2802791,,,,,,,,,0,0.9856632299833467,1.0005975621783751,0.9992053309229086,1.0048486902411686,0.997459927409274,0.9994145020496724,1.0061842456842423,1.0026782363752789,1.0021046985998916,1.0015670517270392,1.0037634180057546,1.0024270728689524,1.0038773308617683,1.046986138059601,1.1764203972974805,1.1776356698297024,1.1691633440047968,1.1654534002960177,1.1591154749392418,1.1817440520190514,1.2076423532206213,1.2618298876591871,1.2839667195385516,1.2671912422848888,1.263031766980424,1.2452995779103646,1.2307562927254148,1.3024229008096553,1.3173994221563814,1.309240422726936,1.2993222002093947,1.3751793032399493,1.353131173641167,1.4118727740103667,1.4266328750174608,1.4145656000989248,1.3841683518918433,1.3643509187957321,1.3982431603362568,1.4714682039141906,1.5794966028898572,1.5389682663204411,1.504311944328344,1.4873263845321516,1.4544699910101395,1.4077341940389398,1.390126582747748,1.4522945351184495,1.5192938597653554,1.8101139344748391,1.993653213786512,2.1433416038006787,2.3343040354101623,2.760280042466403,2.9407854893392513,3.3775103460396,3.5963995577554155
80-2802784,,,,,,,,,,0,1.010046086005106,1.0046346099890924,1.0091128829681582,0.9994838000534179,1.0016837256362279,1.0083984673958126,1.0039149011623585,1.003231834685389,1.0025750177967307,1.0051654979868792,1.0033857630318794,1.0051110771437286,1.0508282687409958,1.1900587345738802,1.190380393559824,1.1805599413575085,1.1757841924537145,1.1684654160012977,1.1919164013357149,1.2186038331075575,1.2761345147682654,1.2992547505647822,1.2804618951899047,1.276145153947806,1.2566945397783116,1.2408432215743779,1.2923684006718852,1.3076728590574156,1.2995798833987144,1.2897691880287094,1.2922029672097475,1.2755182446053401,1.3323032480516113,1.3505644318385353,1.3409291561308019,1.3170723335464185,1.3008780919686604,1.3350109721299048,1.4041428443425596,1.5073521648055672,1.4721717123631486,1.442807314718771,1.42834024988581,1.4001607546978032,1.3598368270062688,1.3445573461425442,1.404537595524093,1.4689242553190194,1.7478746047444944,1.9232259984191158,2.0655520478747693,2.2469263172476954,2.6492359861622745,2.818985014487717,3.2281623555074175,3.432050780894522
