순번_정류장ID,68-2807234,69-2806248,70-2803759,71-2803180,72-2804875,73-2803297,74-2803190,75-2805813,76-2805149,77-2803656,78-2803165,79-2803167,80-2805706,81-2803164,82-2803680,83-2803677,84-2805472,85-2803186,86-2805691,87-2805637,88-2805693,89-2805695,90-2806025,91-2805697,92-2805699,93-2805701,94-2807440,95-2806806,96-2805704,97-2807625,98-2806162,99-2805635,100-2805633,101-2807037,102-2805631,103-2805677,104-2807521,105-2806171,106-2800565,107-2806015,108-2805250,109-2805252,110-2805254,111-2806689,112-2807301,113-2803514,114-2803093,115-2803121,116-2803232,117-2803181,118-2803250,119-2803238,120-2803110,121-2803097,122-2803108,123-2803132,124-2803124,125-2803100,126-2803087,127-2802637,128-2802652,129-2802647,130-2802648,131-2802649,132-2800819,133-2800815,134-2800817,135-2801800
68-2807234,0,0.9995825008200877,1.1692872839758537,1.3034448380907473,1.2925590908306062,1.276566311576371,1.3041228070505315,1.2939454223440991,1.282687084643444,1.275434715118097,1.2850590977421787,1.2709834517827374,1.257419003867102,1.2428389457928188,1.23539102688948,1.2306660719625768,1.2330036110989686,1.2502512050862,1.3013379671454008,1.2958122682428794,1.3265347675602521,1.3442049292479437,1.3512039596102274,1.3476792345060347,1.4049323036161514,1.4338236909531796,1.4616784210244587,1.4923327167901377,1.5587708442993742,1.5984835160003072,1.6683833955876717,1.7207835213861677,1.837179866039534,1.9032665052362976,1.969639223083802,2.0782263534277674,1.710309717827938,1.6877825142289093,1.6470356804569743,1.6376847235793355,1.590204503398879,1.5806380570390686,1.5716844754899029,1.5293026992100789,1.4906717817065653,1.4832413522757872,1.472042647186383,1.4659539134765436,1.4816650284642996,1.509653067906007,1.507568508695606,1.5008472380235518,1.5182912484490307,1.538983141251569,1.556064282750385,1.6036914143863321,1.623652828786833,1.6380778975767682,1.6470129650073049,1.6840126987394488,1.6903630508796226,1.7072097439432128,1.6970238896902263,1.6905831146069343,1.6671907542147346,1.680572360345396,1.67470867942986,1.6695575487255647
69-2806248,,0,1.112662138065416,1.2640355928289975,1.2545428739227666,1.2404404499087438,1.268509168401592,1.2615974911647265,1.2517369410968664,1.245279259896901,1.2553541041311758,1.2427110530246896,1.230614852479583,1.217571253647883,1.210902214489069,1.206676980852589,1.2100339563292404,1.2272721286990547,1.2786592228504639,1.2735546681419527,1.3041940162596373,1.3224848399082398,1.3296213391708136,1.32633206572538,1.3834652270507528,1.4120856535340074,1.4396788762380421,1.4700457650574015,1.5358602791010711,1.5751996914666575,1.6444406809343113,1.6964413462647616,1.8117432174568375,1.8770893226231298,1.942953875757705,2.0503852457156415,1.6935787304060141,1.6716294534797014,1.6318528075769558,1.6227233818709565,1.576364668646765,1.5670209943889535,1.5582873508222377,1.5169146644995841,1.4791983767645602,1.471946353986866,1.4610125989043476,1.4550684948441994,1.4707942879651061,1.4986984768745397,1.4967764809675113,1.4902823232522922,1.507766292581076,1.5283245233086662,1.5454194183868335,1.5927832130667443,1.6128456199508363,1.6272240872813553,1.6361994442742407,1.6730405458235726,1.6792883442146016,1.6961443135525955,1.6860628164042637,1.6797217211985835,1.656755860732993,1.6700483011638647,1.6643569790342496,1.6593316037479149
70-2803759,,,0,1.5174028699773634,1.4645332975019736,1.4001351648657647,1.4661961656605706,1.4100303622085895,1.375399712694527,1.355474479525095,1.3726184962901946,1.3371378328284687,1.3056956093501388,1.2750907380626413,1.2605358372208155,1.2516351525817233,1.2541461216917351,1.2826233194981567,1.365448907398816,1.3546000662885365,1.4045311403972687,1.4292976652676361,1.4395253015693197,1.4324602641554194,1.5233841697017294,1.5717598356276175,1.6189154385860818,1.6715486732819032,1.7883814876189006,1.8600794658550377,1.9898421149407972,2.09054315430429,2.323803689573944,2.462445397511994,2.6076019242694115,2.854521418140461,1.9126951754953325,1.8721284615747786,1.8024585154543284,1.7869120317118337,1.7103275689758008,1.6953836831436662,1.6814071329579894,1.6173084573410499,1.5613305314723753,1.5507199877709332,1.5350465466497663,1.5265085819395516,1.5452640620839861,1.5805996890504368,1.5763715311537672,1.5671105590971735,1.588111021957362,1.6140470491105816,1.6353216857067225,1.6950733473106396,1.7194690614375254,1.7371337844497348,1.7482627616117583,1.7954088120101055,1.8032141180078625,1.8244702256434677,1.8099478619815472,1.800819431801995,1.7677482111874212,1.784502878855271,1.7759377306993047,1.768748259749589
71-2803180,,,,0,0.9937686519212371,0.9790489330411178,1.3104781095260063,1.2504158658854567,1.206645904567268,1.1840029343689662,1.2287377112141296,1.1884439273302942,1.1593307507124897,1.1342536763794382,1.1233633040294646,1.1170934574264872,1.1024929864875568,1.0982300715033626,1.121921902394676,1.2053767025159885,1.340482740782859,1.3413715777884916,1.3300128728997362,1.3232275604191046,1.3466377353591805,1.4017460142955354,1.424382909423867,1.4759165451994767,1.6076786008659822,1.6897304421702375,1.8405742944062295,1.9596471879924142,2.243242387128325,2.416977807669404,2.6030844418525105,2.9306292850815217,1.8247708395624962,1.7840535692743105,1.7147110707094932,1.699406768192046,1.6249163620027067,1.6105342205656217,1.5972190431798106,1.5365580918705335,1.4843865130658112,1.4746549390802446,1.4601692738261023,1.4582109826441436,1.5049488286777666,1.5429314978005995,1.5392638494738726,1.5299504439049236,1.5208671697965965,1.5477888481856614,1.5902915189923295,1.6682295681811339,1.6857322677960718,1.6777364504262606,1.6895159213451372,1.738877633958148,1.747256377954823,1.7696024993932848,1.7551435458405973,1.7460464551986576,1.7133155544135434,1.7308712995149031,1.7225909316831645,1.7154833954409603
72-2804875,,,,,0,0.96909938337724,1.4747380192403112,1.3018491163628683,1.239432933689784,1.2096802544087883,1.2582555982364618,1.208319350443628,1.173267463594348,1.1440640091259273,1.13163131592507,1.1245274248928148,1.1083335805875565,1.1034605835129263,1.127629589021581,1.2151847311620438,1.3575912237392396,1.3569615836746949,1.3445762999080968,1.33716494583185,1.3605223167746856,1.4183743676254004,1.4419406914932018,1.496144549378286,1.6348264431420552,1.7214976483623723,1.8814628212704239,2.008364649271045,2.312588710609572,2.500347949544985,2.7028535517706205,3.0620932333601676,1.845270040602339,1.8025003146357903,1.7300184588189824,1.7140628083455556,1.6366100407101576,1.6216983683101045,1.607891496406918,1.5451622989667986,1.4913948953881082,1.481381962772954,1.4664913181096018,1.4584394736061266,1.4879333355793127,1.5255081536805115,1.5223403653958358,1.5132321330880547,1.5276638539323646,1.5550083448261984,1.5776704058160125,1.6507885760367957,1.6677153838445966,1.6867689455142754,1.6987090685043322,1.7489733258446205,1.7573353549532265,1.7801629381625548,1.7652541620842652,1.755983725157987,1.7223916034791988,1.7402150558514469,1.7316249282294276,1.7243995056966692
73-2803297,,,,,,0,1.4430643274853798,1.0867016160032077,1.0734070275917755,1.063747474886062,1.1249843235660884,1.0991359057086112,1.0827870352509408,1.068676885511643,1.0626288674665871,1.059264112761562,1.0515185942404965,1.049080250609933,1.0797114574625686,1.1666540073673088,1.3082425871299654,1.3121667833783497,1.3011591316520814,1.2946671523833018,1.3210571808502984,1.378401113249808,1.4024375560981162,1.4565978200062988,1.5951066590345355,1.6817797736812634,1.8419668829092595,1.968920509854087,2.2750749268882555,2.464402864693062,2.6689913305025725,3.033171816699845,1.824826827132413,1.7828309863242517,1.711625187121749,1.6959624401480644,1.6199968099349442,1.6053798272962212,1.5918681872737386,1.5304777065411315,1.4779129365074775,1.468133997708489,1.453588817150079,1.4457806999091911,1.4753136012743415,1.5128688565842705,1.5101164701965106,1.5011272234875501,1.5157540301135217,1.5430864495077774,1.5659825038642015,1.6390000663966031,1.6560278212292916,1.6752326759716976,1.687155444514855,1.7373617519082345,1.745890614794621,1.76870378057533,1.7540037169181484,1.7447601786601363,1.7115382356080628,1.7293186626178625,1.720986573723946,1.7137784037180062
74-2803190,,,,,,,0,0.9929300229869352,1.004320479369835,1.003486946315546,1.0787434278824866,1.0599105984798578,1.0497835474439141,1.0408024780797078,1.0369698821879778,1.0349263139005407,1.030257552866102,1.0286189952773055,1.0630709222492765,1.1534958035587446,1.3014925215719542,1.306253213320382,1.2949653562110641,1.2883411994443181,1.3162135851219785,1.376020833036157,1.400900973493753,1.4573622512400703,1.6022348872780476,1.693248284488606,1.8621877369174755,1.9970927982181221,2.3238343792212777,2.5278122979936453,2.749896552821721,3.148978677337598,1.8344650676878391,1.7909440634264338,1.7174608320831282,1.701339708624106,1.62336610717517,1.6084042024083158,1.5945819587006524,1.531930552122269,1.4784698616810095,1.4684829039612322,1.453730666734241,1.4459286323158924,1.4757969557619985,1.5139836769928,1.5109357133077714,1.5019860090890957,1.5167337902342082,1.5444291213640546,1.5675666071695513,1.6415924841942262,1.6588239259615833,1.6783443835669116,1.6904258244079113,1.741435972281458,1.7500133886186717,1.7731521418601448,1.7581079956600296,1.7486944437475105,1.7149404726113338,1.7330246835712868,1.7244688263909989,1.7170757761748012
75-2805813,,,,,,,,0,1.032198913084787,1.0195423048632617,1.1850215944096825,1.1111903573211612,1.0801398407765026,1.0596773571495475,1.0521330143236285,1.0482450503471787,1.039950168624376,1.0375800307348528,1.0778466264019693,1.1891101615968829,1.375799663748159,1.37285130711944,1.356356599287746,1.3466145708110278,1.3752486744568717,1.448123323887538,1.4779395585236126,1.5286965026646482,1.7062982597872902,1.819510592818177,1.9847840619755075,1.97151745002335,2.329834457757019,2.42630890039896,2.4836372209847424,2.8514779485275064,1.7357741557258493,1.697841489875878,1.6331907346873988,1.6189950600540362,1.550296957905888,1.5370889100654108,1.5249696942933444,1.4698023845801609,1.422686901373441,1.4139528977317875,1.4072244285898614,1.4511853477718013,1.501099370033512,1.541593961629923,1.537776098511114,1.5277520796532909,1.5159113481855961,1.544487428140953,1.5921530776489836,1.6755438976082382,1.694042111338665,1.6806069530471666,1.6959215311064775,1.6884751319693405,1.6970111661203926,1.7198122912686447,1.7059047713137196,1.6971349008120107,1.665741447759912,1.6835429762198193,1.675783163427897,1.6689605979125717
76-2805149,,,,,,,,,0,0.9987715294146994,1.0169542285988271,1.0046460510459672,1.0060423402801384,1.0048269064662507,1.004170585592598,1.0040564003461159,1.0039665285545032,1.0033088921253241,1.082145047888106,1.2047459315244486,1.4132935272050473,1.4052462840191864,1.3857125451981076,1.374174495794715,1.4026903297806803,1.4827692913072994,1.5150946038113962,1.5303521066916563,1.7188933173663807,1.8401860479490142,2.0172868448517645,2.0024259865041096,2.3910104518225044,2.4949673271446957,2.3971946976062326,2.4653044481486415,1.6339533708107066,1.6027751874266882,1.5487072491295741,1.5367802320822068,1.4788075892220045,1.4675931284638362,1.4573801818215877,1.4104939909284895,1.370166182682738,1.3627529812384231,1.4151895312403011,1.4602497802281287,1.511357186923961,1.5529178896959035,1.5487100061934431,1.5382651152560747,1.5258088644584653,1.555094014870696,1.604036270771249,1.6896298121666182,1.7084195719767326,1.694335030388301,1.7100760918136428,1.6964333968357577,1.6908821053621956,1.6813677798288207,1.6682299466209645,1.6667786960783229,1.6685255268323833,1.6622203091358416,1.6499541127351416,1.6490496042861646
77-2803656,,,,,,,,,,0,1.0078830705187913,0.997548924828737,1.002175469880211,1.0020882865059668,1.0017886148114,1.0018892347566057,1.002246982848031,1.0016517617953842,1.0621754989075343,1.18830784940218,1.4040852147391105,1.3969687244200055,1.3771598934272982,1.3655151619305685,1.3956337591985253,1.4780403810370202,1.511153802083699,1.5561359424915133,1.757125254706244,1.8872384141746235,2.0778131205156845,2.0599305496418667,2.4825413924631565,2.5954400960715645,2.484640521810825,2.3556894659659653,1.576225839470632,1.5487121368265893,1.5004298382745676,1.489749518393577,1.4377025361974165,1.4275955424834168,1.4184428040344377,1.3761843821622723,1.339709209382417,1.3373089196473122,1.4135292050251351,1.4589876340790917,1.5105060516010738,1.5524043300236858,1.5481759589745885,1.5376570004285224,1.525181610815416,1.5546304348883841,1.6040239159045546,1.6902625828096283,1.7092025899805046,1.6949878608606168,1.7108581015104507,1.697023771706246,1.6914242361257104,1.6818283011765651,1.6685823752580191,1.6671809075350295,1.6689295363928751,1.6625745508944634,1.6502139144243528,1.6491240831206349
