순번_정류장ID,1-2806614,2-2806930,3-2806931,4-2806932,5-2802175,6-2801848,7-2802825,8-2802870,9-2802873,10-2802860,11-2802822,12-2802818,13-2802817,14-2802816
1-2806614,0,0.9879145108998999,1.050744739958912,1.0452311523213524,1.4712635338504243,1.3415529692902532,1.2779477410192022,1.2242947803149455,1.179210179485415,1.2871895639324802,1.7402271012014228,1.9695182489888772,2.5392785358852277,2.9098929562897844
2-2806930,,0,1.1134432369010512,1.0101628562480425,1.0228647472798311,1.0058814697747924,1.0171999293796805,1.0104315571709186,1.0108913926093674,1.110290197015148,1.5010250429504786,1.6960017442381319,2.170222803553174,2.471982278974017
3-2806931,,,0,0.908729388942774,0.9755487486072115,0.9675175961810674,0.9902340754374167,0.9876053156781432,0.9932297274363662,1.1036287197667614,1.546730737187608,1.7748624543065392,2.3512535612535617,2.734556187009541
4-2806932,,,,0,1.0109673611496708,0.9872818511363503,1.009360029279111,1.0019642729753189,1.0046990734036025,1.1306034605427993,1.6567487012400521,1.9397316845853783,2.696786394684262,3.2357533867257398
5-2802175,,,,,0,0.9428383565538812,1.0064390597146131,0.9961828205431313,1.0018321703649626,1.1720281355479256,1.9661909545349177,2.4573114936747324,4.079769596251793,5.613080478467003
6-2801848,,,,,,0,1.0603724221910098,1.0193031101252368,1.0164908391586776,1.230880295412293,2.361656422758644,3.1826564622492155,6.932120350321558,13.237700114309588
7-2802825,,,,,,,0,0.9763702870537528,0.9983035412015874,1.0829962747008843,2.473842719879605,3.682084360263153,13.361762689636674,12.10253708407815
8-2802870,,,,,,,,0,1.0127138817704215,1.0026563875173138,1.2154761015576072,1.6556053221641713,3.2845549158547382,3.396740144831187
9-2802873,,,,,,,,,0,0.9786089375244374,0.9980075869683902,1.0034372129257079,1.0635234632938695,1.1776284605568144
10-2802860,,,,,,,,,,0,1.0086694195542065,1.0131925146480862,1.0051561421201904,1.0101370011371635
11-2802822,,,,,,,,,,,0,1.0245333078701653,1.002114707579272,1.0111096115954545
12-2802818,,,,,,,,,,,,0,0.990292344655934,0.9917517627475497
13-2802817,,,,,,,,,,,,,0,0.9947115419684734
14-2802816,,,,,,,,,,,,,,0
