순번_정류장ID,56-2802256,57-2802268,58-2802276,59-2801862,60-2801815,61-2805040,62-2802261,63-2802258,64-2802252,65-2802249,66-2802368,67-2802440,68-2802421,69-2802407,70-2802398,71-2802396,72-2802394,73-2802392,74-2802185,75-2801848,76-2802173,77-2802172,78-2802162,79-2802153,80-2802137,81-2802128,82-2802124,83-2802114,84-2802097,85-2802088,86-2802105,87-2802127,88-2802131,89-2802148,90-2802155,91-2806098,92-2802187,93-2802189,94-2802201,95-2802210,96-2802213,97-2802220,98-2801901,99-2805900,100-2801903,101-2801864,102-2802234,103-2802241,104-2802244,105-2805898,106-2805895,107-2805893,108-2803802,109-2805002
56-2802256,0,0.9924427611311708,0.999118565438487,1.0041994513716135,1.0627266984520312,1.049113812671066,1.0511882207990506,1.0395084231608027,1.0342500968068387,1.028822886099001,1.0273968214592504,1.0249261264519296,1.0244918538512158,1.0234304685866698,1.0776461660710688,1.0728345222810611,1.0686981895742615,1.1005399213661744,1.2037040440290376,1.2005493892116408,1.1940174457916333,1.1939701008274024,1.1826440275407075,1.2302935132615882,1.4198975549371586,1.577144763980434,1.592393804293681,1.7301595104619225,1.987407111244516,2.107453384224671,2.2590116233449127,2.3879957530803475,2.427333286453283,2.6808646710966846,2.988257301712208,3.404822949475698,3.904592128262687,4.928020455690284,6.060365932345718,7.388601865175189,7.954867683153023,9.000069938999415,10.8264044803047,20.048794650967608,26.6613893125521,26.585390390111858,31.330804334414193,21.408247596924753,18.94104946766616,14.700012803612944,13.611887771811945,15.291897250256119,15.180934549511761,20.591092934255304
57-2802268,,0,1.009379470186684,1.013205231557796,0.9980806783771792,0.9974361672677989,1.0085801488157105,1.0031857727852693,1.0026648490875407,1.0026916678799669,1.0027923311070435,1.0017988234591333,1.0028645522269999,1.0039176029743035,1.0640625492934128,1.0602470219928242,1.0563690982283154,1.0914176170821275,1.201460784258649,1.198180804756014,1.191355045028498,1.1913510605099251,1.1795013638334613,1.2298569200429934,1.4309245414130096,1.5991143923613644,1.6143096622710025,1.6909937065080434,1.951101106026987,2.0728791484507965,2.226988669048972,2.3597976437688755,2.4005184227010803,2.659602596557837,2.975170651425757,3.405345913852163,3.9253165658752205,5.003600483185437,6.2180575956798485,7.672297078632862,8.302260489771083,9.481207752535568,11.592442395167048,23.368570550179115,33.16525853455533,29.855366060957454,16.763531402197305,13.4427468604626,12.430237822834687,10.45760845044256,9.92598251568731,10.845072574730096,10.8360047071458,13.490930992610963
58-2802276,,,0,1.0170031211865906,0.9932514617318409,0.9940260825732735,1.0083985149159873,1.00210511905138,1.001711748566582,1.0015808828096853,1.0021021390403078,1.0007610849048245,1.0022882146666257,1.003476687725911,1.068101105349424,1.0636598710997303,1.0592740561055864,1.0960898142882214,1.212250754511089,1.2084149486686298,1.2007715978290319,1.2005951308728358,1.1877279208713167,1.2405802759885016,1.4527283653846157,1.631830852451277,1.6472874357783505,1.6112390847161748,1.7900832064956644,1.8986897695465224,2.035436636201516,2.1615323729112457,2.201789231894866,2.430484130430195,2.706385135754114,3.0776178473487223,3.519642498294362,4.411407295918701,5.379426953020905,6.489688683162251,6.955057332649876,7.801597966014231,9.244651249611351,15.885420044058169,20.070864038500897,18.957457532121296,12.733854998446775,10.72743427159105,10.074798233221717,8.742379655548017,8.386045829685603,9.056699510215006,9.07365516300041,10.93461754137312
59-2801862,,,,0,0.9753187308716201,0.9847597029327051,1.0058459617963063,0.9989307982478887,0.9996619880005739,0.9995749196344621,1.0006987351691161,0.9993134366510128,1.001143296704843,1.0022804158417837,1.072462549973508,1.0670386124254696,1.0622900322855053,1.1008988309673056,1.2239516204528502,1.2194608530149667,1.2106693236397081,1.2104883051820141,1.1962792101603918,1.2520886453287081,1.4766587412580503,1.6681923381642718,1.6838794555876866,1.6437754148875219,1.7002143215724639,1.8031591786262533,1.9325549103364517,2.056544294957429,2.096941620710143,2.313147405808522,2.573149593115164,2.921434371432234,3.3341393637215533,4.159131161437667,5.0442216957374875,6.045728987979711,6.461291545872196,7.2108082537846245,8.47041873759612,13.983956013603898,17.23655526273677,16.448523091423183,10.178830083565456,8.859656158135785,8.41154167790666,7.465311107562616,7.218704705525895,7.728698418972329,7.759378770897358,9.133466749324935
60-2801815,,,,,0,0.995584868636215,1.025593194280736,1.008212467112317,1.0065640851867825,1.0046233890813012,1.005397250457314,1.003375513521405,1.0049851217537606,1.0058576538749175,1.084028420295452,1.0767702682644589,1.0706718097930437,1.112119940389184,1.2451458404152227,1.239433852281471,1.2291383180478763,1.228349200230454,1.212338318509205,1.272128030480798,1.5159880244093493,1.7270795660644997,1.7429035632850622,1.69604296331618,1.6329055458680182,1.6812572045086738,1.8012798181055931,1.922270782704226,1.962696704070309,2.1629627145755292,2.4027444575689563,2.7219909251890657,3.0978215795418547,3.839842569015215,4.6236034519688864,5.494842561736853,5.851641918831835,6.488171280765935,7.538911745846662,11.870155773354947,14.237060656258313,13.740458348032252,8.619463104758442,7.6517584573283335,7.314306957476573,6.586293006786453,6.377620707770188,6.788939175333857,6.826671775273732,7.913449480195254
61-2805040,,,,,,0,1.0503167168839436,1.0093316241065609,1.006736278274228,1.0048925326527998,1.0052769422065098,1.002920914085905,1.0048312127874135,1.005835377501845,1.0926324747416207,1.0836142819798416,1.0762803092787674,1.120798202358278,1.2643656569706927,1.2576379779044893,1.2453467010896044,1.2443732192404948,1.2261455728109802,1.2902890361237254,1.553023273976138,1.7841566825136932,1.799984721096001,1.7459778998981093,1.6739291966406582,1.6685030108319725,1.7917726550357622,1.9166637673273217,1.9584157951774448,2.165130894338323,2.4137957360867914,2.5843909022986593,2.9378785003036336,3.630925812066288,4.35679986606264,4.692902603014962,4.96517514415146,5.441691202304317,6.2045495035381535,9.06185687916212,10.451723346121792,10.244633372290206,7.110573527363138,6.443458824032904,6.2042941969018965,5.675980543699388,5.533486676808818,5.852307201271197,5.894446458554763,6.723788077349263
62-2802261,,,,,,,0,0.981292493865462,0.9917152353519854,0.9953660513557742,0.9972998821670691,0.9955001292350427,0.9988296425817664,1.000764773562413,1.0972104963448295,1.0868120448551881,1.0785645489720355,1.125676432405623,1.2417226440059816,1.2355077782647943,1.2379707530476107,1.2368836920520947,1.2185859834410262,1.2719787142055239,1.5170177372109739,1.7489701916089184,1.7658402693598239,1.713238146438439,1.6433115838591312,1.638612054682081,1.7623202116850818,1.889238317907983,1.9318681833648836,2.1399594605401377,2.390856072199269,2.5636863465172075,2.9219594837571736,3.6279759151272213,4.372632753857393,4.494001621666925,4.4168572852974375,4.807270547502099,5.421047886434554,7.600437481456486,8.59666458338406,8.492757484487754,6.226495228151777,5.711838352439838,5.524255737204134,5.103747845799297,4.994782420336661,5.263961811660232,5.307668993951738,5.995360112805056
63-2802258,,,,,,,,0,1.0022980830119164,1.0015868592416757,1.0028915173970323,0.9997166463854579,1.0030197205688323,1.004657712747026,1.1169718226546135,1.1021190738358053,1.0909616422352486,1.1419253589141982,1.2695031755051742,1.2612898432925177,1.2626697931112743,1.2608538726496805,1.239382714405338,1.2973714213263836,1.4447494513583246,1.5162490380594982,1.5363547150795016,1.5020151774300126,1.456126407032274,1.4563281834682245,1.5631034787116387,1.6819120451123948,1.7233331601692243,1.901862247069252,2.1148008770284994,2.264569045804353,2.5628625913585212,3.1354711436080622,3.7201012079669473,3.828271277688451,3.776045915221921,4.076707905290839,4.539595531747018,6.089019604083936,6.75158880048021,6.724599962584447,5.231318107722375,4.8676034565665045,4.732450088369579,4.42402735729013,4.351634514941764,4.565137411201286,4.609400302111378,5.146432925600931
64-2802252,,,,,,,,,0,1.0010385358951734,1.0032027515645416,0.9986505005701373,1.0032417839377576,1.0052362257623437,1.1401101441221855,1.1187574892473404,1.1036880615928497,1.1593303638318622,1.2431209000698737,1.23576275588194,1.2899284980738355,1.2871654934528103,1.2617800215706925,1.2775569773436393,1.4332019211625697,1.3990308652058512,1.4020258450993053,1.3768370496696238,1.3432976861442878,1.3461686176525376,1.4449621193931124,1.560695843521869,1.6018885515413914,1.7668725947422825,1.962831208362409,2.0567970954138226,2.3190198866555556,2.8143058518066866,3.3103966984666653,3.410789757210045,3.3269430934590325,3.515192386317407,3.877875958744563,5.040807205872691,5.515088500352149,5.524856011718565,4.485135041268734,4.218983215245154,4.118602617418035,3.8862235613141975,3.839390886025097,4.012488888391101,4.05624335797286,4.4884234006570125
65-2802249,,,,,,,,,,0,1.0078037061938614,0.995895192213155,1.0047053717892322,1.0071935835552528,1.1894110554079413,1.1512289500707356,1.12717087676576,1.1898602635308393,1.2162703382806987,1.267134633918377,1.3353218881246847,1.3306766100091598,1.298191851867461,1.2786327799204669,1.2490723763878762,1.230882123919523,1.2389632584302164,1.224158842361622,1.2047745520197761,1.2106894175822107,1.2999787549156046,1.4117515716205875,1.452525425848601,1.6014159903464236,1.7773318273598935,1.7902184661519966,2.0080925392432807,2.4105365439252475,2.803440234088917,2.8933149192982452,2.834797667307818,2.948126148751029,3.2228153398677555,4.067607210263174,4.39693249611642,4.429566517643439,3.7469086195598935,3.563809544576079,3.4936916589075087,3.32883835233677,3.3034695916842374,3.4399100586914404,3.482236142770823,3.818490594610965
