순번_정류장ID,39-2801192,40-2806417,41-2801564,42-2801450,43-2801438,44-2801461,45-2804438,46-2803644,47-2800676,48-2800667,49-2800657,50-2800340,51-2800624,52-2800619,53-2806215,54-2807077,55-2807079,56-2806633,57-2805743,58-2804896,59-2805037,60-2805221,61-2805232,62-2806173,63-2804998,64-2805341,65-2805225,66-2805227,67-2805329,68-2805818,69-2805330,70-2805838,71-2805334,72-2805757,73-2806170,74-2806829,75-2807268,76-2806683
39-2801192,0,1.020719897594776,1.0100891230601354,1.00301291433903,1.0049529808667967,1.0018570456460403,1.0046069399481716,1.0036092322449102,1.003447614719291,1.003586987077574,1.003144012629264,1.0028809445838849,1.0027778519759558,1.0311284155310907,1.1312527057142148,1.163879690298824,1.1575255293798743,1.182307340875104,1.1740051788811634,1.1713795450516817,1.1632197674152802,1.160513037264436,1.155255823535582,1.1461230328633356,1.1381615261658247,1.142564968993726,1.2168558069066533,1.303714684805234,1.29563672792141,1.2909853659272426,1.2804867444454442,1.3015574472760545,1.3541826349439163,1.399713811411594,1.4081422766110998,1.3938563545386904,1.397986724958023,1.3607579701682286
40-2806417,,0,0.9997842037116962,0.9973391073935068,1.0011275270192945,0.9986418580457064,1.0024811413678552,1.0022215899121427,1.002215796555543,1.0024297832883289,1.0019885601385468,1.0017577120015608,1.0017313293376597,1.031730902041607,1.137650312251644,1.1716679271847383,1.1646483447305136,1.1904057219655808,1.1814664642089068,1.1783993111692002,1.1697515698882732,1.1666530522281096,1.1608516407408431,1.1511368282662893,1.1426051000955586,1.147105668137927,1.2243741244542543,1.3149505346182058,1.3055534088037488,1.3005688248645315,1.2892659328408973,1.3109503347017992,1.3655788573889434,1.4130399403482263,1.4215798642948831,1.4062115094783014,1.410257194435207,1.3706508388930372
41-2801564,,,0,0.9961317534755946,1.0015760121938313,0.9983981299366014,1.0029059597846608,1.0024441256940229,1.0024089029797991,1.0026279299676615,1.0021489352794335,1.0018948089044462,1.0018559938194944,1.0339073241402095,1.1464052541355019,1.1818880850536588,1.1740060789063582,1.2007986565764464,1.190756738830518,1.1874182981869164,1.1778946274550555,1.1744476082296154,1.1681058936837736,1.1576480299580902,1.1483014015417279,1.1527642530127646,1.2332597900003555,1.3282624136605403,1.3170126066580783,1.3116383413768582,1.2996179307361218,1.3219641679232192,1.3788333673670041,1.4282179228571037,1.4371123574596893,1.4207156037222528,1.4246358478405596,1.3822519588428854
42-2801450,,,,0,1.0082689043067496,0.9984352592739976,1.0050340964986229,1.0033707689853015,1.0031851271424759,1.0033911748117486,1.002804017308408,1.002473983571325,1.0023772707721494,1.0391431526345773,1.1682006179693216,1.207134898021011,1.1969354264472079,1.2258640454060703,1.2134541992940724,1.2090541274272895,1.1974749254663848,1.1934072517186207,1.185410487383035,1.1728141791469997,1.161823746664054,1.1660088359172343,1.2544796633578887,1.359047567837347,1.343800455995367,1.3374699753594577,1.3235712233838586,1.3472664870856943,1.4092926270410036,1.4633925893585833,1.4728100292071855,1.4534143659094017,1.457231829745978,1.4084941195378518
43-2801438,,,,,0,0.9901402888471295,1.0027501844390974,1.0022046729241094,1.002199359764827,1.0024969739730218,1.0018895614064607,1.0015835737241872,1.0015657313457065,1.0411361470803164,1.1800076089459917,1.2207609912631816,1.2089541343731793,1.2393195172042657,1.2252349082252745,1.2202075413629472,1.2078245440806148,1.2027927063614146,1.1942849627728602,1.180471410216385,1.1683798862245967,1.172582366108613,1.265165746750686,1.3751297955912307,1.3575162811147794,1.3509092455849439,1.3355334061411048,1.360243595771046,1.4249363757397007,1.4817407251495545,1.4912915974378753,1.4704836119341198,1.4738383434351536,1.421971120559441
44-2801461,,,,,,0,1.0142501415286171,1.0051100330077505,1.0045012916267846,1.0046553150189867,1.0038406259327102,1.003350657642377,1.0031322493398758,1.0485328006437793,1.2088799861175288,1.252548859627086,1.2374418422356637,1.2700645176794438,1.2525792264755986,1.2458365644907297,1.2307559012477989,1.2246390677963659,1.2143091080064126,1.1975777275813615,1.183412611148293,1.18726678994086,1.2882394301913875,1.4093493153197887,1.386376335654649,1.3783613774624062,1.3608760392532668,1.386924270026427,1.457311111672714,1.5191298810001097,1.529320247436802,1.505251947972395,1.5080787314859063,1.4487273653067265
45-2804438,,,,,,,0,1.0018068607003647,1.0019031331851198,1.0023755713841385,1.0014988781207252,1.0010967653802068,1.0011367317604016,1.0008139823370825,1.0953934081253331,1.2108634984132407,1.197311951970514,1.1967608990462104,1.1834081244167642,1.1791320120852347,1.1667357675059626,1.1625102769440039,1.1547122244913837,1.1420964248503214,1.1315801024140453,1.1377354278740937,1.2394795601591673,1.3617854971199335,1.3438512475781739,1.336420702647528,1.3205652881917584,1.3478070341606347,1.4189325162245396,1.4812557799250696,1.4921163616419522,1.4690496364040118,1.4727634748954035,1.416455524886959
46-2803644,,,,,,,,0,1.0021735523250155,1.0034671561916384,1.000991018043613,1.000146932730278,1.0004754793332693,0.9999512132418291,1.1360041850218676,1.3577491225518579,1.3197339117329214,1.3026278429238116,1.272004612479117,1.2609900197615054,1.23780633914895,1.2287801839448949,1.213258109484847,1.1903643446283243,1.1720772552955636,1.1775566117721363,1.3134640539165796,1.4815373150599342,1.4404328929971677,1.4284196437195567,1.4027533060067967,1.4355487939885176,1.5284756005706637,1.6115235427374108,1.6240392986732315,1.5875075795711078,1.5889941851777976,1.5038820965081359
47-2800676,,,,,,,,,0,1.0032897066112778,0.9973654307151087,0.9970613578519025,0.9988141697073047,0.9983425170168253,1.0000538155872294,1.475686666657522,1.4102812761146337,1.3741830752510402,1.328555803719293,1.3117333239500666,1.2801877206450474,1.2670166278951778,1.2467158437863874,1.2166331331531564,1.1931077914344341,1.197978287330955,1.3520305475002008,1.5460715946586556,1.4891847171666925,1.474568734362222,1.443330794038157,1.478647109298587,1.5828561340010296,1.6767774847574088,1.6900259987366593,1.645803961675114,1.6452090820327305,1.5445983886936114
48-2800667,,,,,,,,,,0,0.9858914285714285,0.9925132929446134,0.9973102475305932,0.9970427273572913,0.9995256945925812,1.5623221498662148,1.4728717414010737,1.4206594508421335,1.363913084334853,1.34288855319627,1.3052936731834557,1.2898281173758857,1.2660756367216657,1.231183191812025,1.204374209690798,1.2091178195967873,1.3734711861233964,1.5823018567464782,1.5158033348408142,1.4993069011635434,1.4650724382470213,1.5016842185334673,1.6120939272421688,1.7117911008419706,1.725652807454709,1.6766302588200528,1.675007994011633,1.565455178875298
