순번_정류장ID,38-2804199,39-2804644,40-2804330,41-2804328,42-2804326,43-2807375,44-2804647,45-2804650,46-2804170,47-2804652,48-2806207,49-2804169,50-2804655,51-2804167,52-2804165,53-2804163,54-2804152,55-2804150,56-2804148,57-2803747,58-2803748,59-2804688,60-2807370,61-2803604,62-2800266,63-2807368,64-2804602,65-2803580,66-2800263,67-2800267,68-2804032
38-2804199,0,0.9849540207395813,0.9847719636986286,0.994626574033869,1.0015057621684214,0.9992356828962685,0.9930260303141661,0.9991572443927798,1.001967839447409,1.0019200414068374,1.0007467245698096,1.001042635425518,1.0007740935091034,1.0010730581293144,1.001455141016452,1.0015935599119095,1.0014919305486034,1.0005707083519153,1.0009613377824378,1.036210021927872,1.0347881557425396,1.0341639900702486,1.0340265868869236,1.0330876489787058,1.0318165113254016,1.0313758756643805,1.0308020148209456,1.0301543443930605,1.029616076949212,1.0292372730800692,1.0281560772822187
39-2804644,,0,0.9845963682340785,1.000793715148264,1.0091544353239144,1.0038970763146846,0.9951180553354674,1.0008791014604648,1.00386011956007,1.003505703368168,1.0020094229342502,1.0021635918794674,1.001817813051175,1.0020633976369502,1.0023787331374077,1.0024143890106036,1.002331464629108,1.0012861108455526,1.001652553566698,1.001585249885535,1.0013629997417814,1.00190676160501,1.0021150707207755,1.0018913121718933,1.0022633023398906,1.0024689786369514,1.0023696416930858,1.0020335370230864,1.0019324312130085,1.0020322928504874,1.0020975894549686
40-2804330,,,0,1.0323790157478505,1.031742863280038,1.0137691721122384,0.9989841591229792,1.003219574361011,1.0063707075359445,1.005534625260539,1.0035831701663611,1.0035312331196093,1.0030821153824838,1.0032517444304128,1.0034740912372566,1.003246998807798,1.0030697556037573,1.0018995633165724,1.0022461153953102,1.002152314822182,1.0019013780273842,1.002445101834349,1.002654921764468,1.0024915175023885,1.0027667092419714,1.002967616566947,1.002856696266973,1.002504672621571,1.002392838272702,1.0024875760146112,1.0025349353683162
41-2804328,,,,0,1.0311750599520382,1.007151898941198,0.9912320141483891,1.0008991482254637,1.0045080383245861,1.0039717890219098,1.0021837322123195,1.0023316525080186,1.001936011377419,1.002198959252407,1.0025312652829945,1.0024192133595586,1.0023295834912453,1.0012154244278624,1.0016086788476832,1.0015392495094901,1.0013058950356304,1.0018818181495501,1.0021018255565244,1.0019500613597971,1.0023377070007573,1.0024745210792836,1.0023702673014772,1.0020181051751027,1.001912405137113,1.00201725698502,1.0020861083766202
42-2804326,,,,,0,0.9912534620580186,0.9771921949445247,0.9979360476216315,1.0021819857037129,1.0020736068840195,1.0005142950374666,1.0009222126843973,1.0005957376804178,1.000976044959071,1.001444940853526,1.0014736568645215,1.0014896713014387,1.0005485557664462,1.0008911390124036,1.0009457255335295,1.0006374174520964,1.0012509357698205,1.001570552743646,1.0013445850272864,1.00177247688491,1.0020038670152405,1.0019059823501617,1.0014761689275788,1.0013776014198437,1.0014941886075504,1.0016580686480818
43-2807375,,,,,,0,0.9612699897819744,0.9990957666596856,1.0038406026131612,1.0033486679155976,1.001396725813632,1.0016928996789036,1.001290844729762,1.001638188411659,1.0020644651762975,1.0021503026296585,1.0019606854857621,1.0008152184396326,1.001258004140581,1.0011995488382226,1.0009658066035527,1.0015871669376388,1.0018229308497468,1.001670642232532,1.0020935208280308,1.0022429292844253,1.0021378715730247,1.0017715227965667,1.0016651177438625,1.0017795079201315,1.0018622600860019
44-2804647,,,,,,,0,1.0059416872364022,1.0104314082019878,1.0082363889016994,1.0050836237298364,1.0047538554868019,1.0041054930098174,1.0042214577441615,1.0043785246617198,1.0041291772797518,1.0038151143510805,1.0023986740294604,1.0027562813222912,1.0026284437802921,1.0023300930466679,1.0029157592704223,1.0031422462472837,1.0029479082924408,1.0032242397354385,1.0034331118533317,1.0033031079521186,1.0029128022587415,1.002783600865446,1.0028791666954593,1.002912206815885
45-2804650,,,,,,,,0,1.0007184890112513,1.0013542471737986,0.997894009913563,0.9994937609730002,0.9990478863782868,0.9999292498878777,1.0008652460435659,1.001024320563443,1.0012902579071623,0.9999013269443368,1.000539490120951,1.00050516306924,1.0002464459894158,1.0010510114286169,1.0013501898020947,1.0011793099872357,1.0016242057941336,1.0019158565562807,1.0017967264680931,1.001362547855305,1.0012437746721778,1.0013894161387857,1.0015082142441603
46-2804170,,,,,,,,,0,1.0016405176362804,0.9965834720682333,0.9988628337690039,0.9984438472694573,0.9995106940861439,1.0006022307331621,1.0008284998757464,1.0011430171237208,0.9997124309108495,1.0002554284411698,1.0003661859732678,1.0001044510356414,1.0009458621612861,1.0011416145440353,1.0009721039412711,1.0014458279072398,1.0017521052954863,1.0016328744575789,1.0012850771506978,1.001069340203897,1.001223249077532,1.0013546477184705
47-2804652,,,,,,,,,,0,0.991808506613192,0.9975639162538505,0.997218820992857,0.9988580431462424,1.000354452783239,1.0006834291036126,1.0010715012672524,0.999485906372778,1.0002604241092203,1.0002387113653104,0.9999592767496623,1.0008836606062745,1.0012237102926262,1.0010367230838593,1.0015427021914274,1.0018689572089718,1.0017381005922548,1.0012592455034564,1.0011305688550196,1.00129363706895,1.0014293382449382
