순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2804336,8-2804260,9-2807394,10-2804761,11-2804759,12-2804258,13-2804256,14-2806229,15-2804245,16-2804774,17-2804243,18-2804242,19-2806329,20-2804240,21-2804238,22-2804236,23-2804234,24-2806330,25-2803714,26-2803715,27-2803720,28-2803719,29-2803711,30-2806217,31-2803708,32-2803706,33-2804634,34-2803705,35-2803703,36-2807382,37-2804632,38-2804441,39-2806362,40-2806950,41-2806363,42-2803610,43-2803612,44-2806226,45-2803613,46-2803860,47-2803861,48-2800256,49-2806225,50-2803862,51-2803865,52-2806899,53-2806359,54-2804721,55-2803870,56-2800254,57-2803874
1-2800270,0,0.9992239779422376,1.0013822496112423,1.0020618947973834,1.0038796305455182,1.0049905906216348,1.0077218009886506,1.006047238499847,1.006423710170188,1.0057222919608373,1.0041544159839988,1.0060389494688227,1.0041680692006627,1.0046924881448562,1.0025340716939997,1.0023024146239168,1.0022970741007957,1.002258430295647,1.0020092463353831,1.0022453371366045,1.00299098187626,1.0028010140620405,1.002194069890416,1.002210787687701,1.0023762943790613,1.0022349099284866,1.0022238783867703,1.0236799077709904,1.061886052255262,1.0814072350166524,1.1429735377689416,1.166542183163226,1.1606336513979003,1.1538947981714196,1.276223253972252,1.38820351297829,1.6946594342306138,1.7975439055395623,1.8596970932400012,1.8993220933646064,2.3330942322272716,2.33331563331264,2.285265301176216,2.195307189064726,2.16896976017724,2.1367927869749077,2.038129012232989,1.9962221632129973,1.9855343975204716,1.9675081787153033,1.9298105263662189,1.914326098576109,1.8835861869723416,1.8062412040892524,1.7881212354052107,1.7793149693282988,1.7648213088205307
2-2800268,,0,1.0039856855786276,1.004193236448981,1.0076051987443617,1.0086678491798389,1.0120999527945258,1.0092144390852897,1.0093240497654428,1.0079343594054135,1.0055054158798171,1.0077215490158613,1.0051058088959437,1.0056767926017844,1.0029420502643693,1.0025715382769016,1.0025256326518823,1.0024553949066408,1.0021662043280557,1.002416566626205,1.0031030779663528,1.0028930205878321,1.0023373489759753,1.002444605741517,1.0026150849890632,1.0023638122448064,1.0023416525245876,1.0252048073460571,1.0660973782363654,1.0869858545801934,1.1529412599293796,1.1780999288720406,1.1714714411467404,1.163720460403488,1.1533575816057002,1.2559678143317317,1.527568721108918,1.6185450798802306,1.6740169195642751,1.7080421067309854,2.0840332891476403,2.084884985699548,2.04855812240299,1.9799558556020833,1.9600330586021564,1.9352209538436216,1.8584873557897086,1.8258546938197195,1.817405108073151,1.8033731485383993,1.773768945893474,1.7614698254285794,1.7369228958720249,1.6754984283454861,1.6608784917017603,1.653911401318737,1.6424295459681364
3-2800264,,,0,0.9979549906217147,1.0052962351982582,1.007588681687158,1.01226273393144,1.0086718074405308,1.0088951641369572,1.0073402812647523,1.0046498797702965,1.0072903082540898,1.004501168024614,1.0051751585933095,1.0023206504771343,1.0020978267491165,1.0021232269897518,1.0021004194233754,1.0018270272018461,1.002105616505104,1.00283499635683,1.0026264866145902,1.001958203539614,1.002095921080933,1.0022824711102287,1.0020325650748192,1.0020371807542703,1.0254314300029934,1.0672801349170467,1.0886715438400745,1.1562829276826008,1.1820317268417684,1.175102117178326,1.1670126423446345,1.1562111970552582,1.2338137386089087,1.5024454581957705,1.5924202603566093,1.6470058893111843,1.680902370632044,2.0518775856529397,2.0528104262605087,2.017644642930602,1.95120752296733,1.9319056132197714,1.9078650573472624,1.8335275157400113,1.801920270605012,1.7939864756571848,1.7800960114227458,1.7514132836047196,1.7395164657976687,1.715680545227788,1.6561459657239694,1.6421613585007202,1.6352057212745978,1.6242716894055367
4-2807245,,,,0,1.0221610511634738,1.0154400237498764,1.0128520675484607,1.00782691561777,1.008305054990846,1.0064917120638879,1.0034175829101646,1.0067429977037439,1.0037186789014738,1.0045438707929049,1.001537416139254,1.001524560388826,1.0016449904989904,1.0016834336080012,1.001430498077161,1.0017444548875059,1.0025269566429393,1.0023203294375262,1.0017589000615974,1.0018105983144685,1.0020128805262694,1.001761758873473,1.001880399618478,1.0258252158887384,1.068934799292032,1.090844580178069,1.1604811191812028,1.1869468762295705,1.1796369892857541,1.17112128985694,1.1598604072013872,1.1839961163975552,1.4403357272640305,1.5260284052197137,1.577989820022393,1.6101163099787026,1.9601793781509829,1.9616922096217195,1.9305028467195224,1.8710473595976163,1.8541431995775537,1.8323518868263575,1.7658380432744922,1.7375108842414189,1.7306103338711574,1.7177951287829318,1.6920068822675125,1.6815823399228593,1.6597450863196506,1.6059716227261505,1.5932941421884312,1.5869778711263716,1.5772778072991744
5-2800262,,,,,0,1.0117446684855433,1.0107004947303415,1.0049155471136628,1.0062088556427182,1.0046387761408577,1.0016262101866142,1.0056296688741722,1.0026632791771894,1.00363939638103,1.000669803533561,1.0009126498537104,1.0011384753564123,1.0012453399864534,1.0010220195604072,1.0013668526290394,1.0021895768121556,1.0019902249860435,1.0013223090110994,1.001514846670847,1.0017302436561593,1.0014826299470758,1.0015346986240512,1.0258694518618716,1.0694151055209487,1.0917010613612337,1.1622647267286188,1.1890602789523992,1.1815780556624982,1.1728699512348046,1.1612698615078336,1.1647161597976232,1.4135686507438607,1.497447759542255,1.5482988891776404,1.5796782026228655,1.9214867713701453,1.9227030409015389,1.8931624210612357,1.837074039247825,1.8207076402164772,1.8002895314143972,1.7372698329399745,1.7100381621905152,1.70320836604684,1.6911982033490962,1.6668427990222214,1.656701499392149,1.6360136721085208,1.5843404549554674,1.5723067375282864,1.566258797837549,1.5567293511295728
6-2807367,,,,,,0,1.0099432150802012,1.0009149866298466,1.0041074525521054,1.0026917156203554,0.9994972945616102,1.0047056584994585,1.0016082507483288,1.0028046007590334,0.9997522146028862,1.0002951771776278,1.0006398319283722,1.0008202658609107,1.0006234632815232,1.0010056117858037,1.0018811899880797,1.0018120106352655,1.0011343540221183,1.001346832488887,1.0015738841543904,1.0013238647455465,1.0013910876044065,1.026186464597133,1.0708382184151144,1.0935565621336125,1.165879500415093,1.1932951409763735,1.1854727710714912,1.1763851629753963,1.1642970263019374,1.1673714616747612,1.36715475051012,1.4479449433117604,1.4969068396207208,1.5267654094557979,1.8538676118074864,1.8555641394399094,1.828456353780198,1.7775043903507726,1.7628932747748651,1.7439931126621886,1.6862598415047017,1.6618724030902792,1.6555983240382417,1.6445360931878779,1.6218015682193225,1.6125605014252093,1.593697751228685,1.5462195750656682,1.5351359761644745,1.529555210892021,1.5207981961587065
7-2804336,,,,,,,0,0.9629843698119704,0.9976951044275213,0.9982883529796521,0.9952284004076614,1.0033272012375123,1.0000184243084742,1.001622537427612,0.9984378132254323,0.9994718973218576,0.9999947245558733,1.0002808771466203,1.0001198541953156,1.0005548655808614,1.0015058720288117,1.0013144512784444,1.000637328019623,1.0008985170882168,1.0011505230577096,1.0009025740014057,1.0010101279770498,1.0267053458097721,1.0727262915785576,1.0963204717685262,1.171220085561122,1.199538767630247,1.1912043440275115,1.1815473291391372,1.1687295524911223,1.17135726897303,1.3061555695017766,1.3829785742247978,1.4292906320990204,1.4577699663543267,1.766279127247902,1.767795983409653,1.7444856893167555,1.6999465000180518,1.686876809626123,1.6705401733132237,1.6198007719532608,1.5981386832617857,1.5925762159969543,1.5827292039555592,1.5628691520134828,1.554767753802332,1.5377537517369657,1.4958396998057895,1.4859762503309633,1.4809961668503204,1.4733143378762668
8-2804260,,,,,,,,0,1.009984374931994,0.9939276042105784,0.9921294876334624,1.0019062492070936,0.9988587557113241,1.0006841965193514,0.9976179129216561,0.9989550947847392,0.9995845164789913,0.9999356367316086,0.9998028179744219,1.0002641752009929,1.0013855668581109,1.0010632399092243,1.0003946276109994,1.0006778701853905,1.0009402339540865,1.0008035113359257,1.0008231324473507,1.0267098729878057,1.0730694400349137,1.0968430305682244,1.1723390869064858,1.2008683887802483,1.1924176732378136,1.1827401083043578,1.1696505653811913,1.1722709813909848,1.292093035838682,1.367998679824253,1.4139769803174247,1.4420893877150776,1.7464048711447173,1.7479570413148118,1.7254112357510203,1.6822959158679436,1.6696341842534101,1.6538035239836644,1.6048574345194306,1.5836267114926001,1.5784412688735303,1.5688611482266621,1.5493810520260398,1.5417348096803678,1.5249838109175449,1.4843630216239392,1.474689360210663,1.4698449900348327,1.4623060422188205
9-2807394,,,,,,,,,0,0.9795470491931083,0.9843879738522623,1.0000352818312679,0.9971374431326917,0.9994687065906548,0.9964051178623641,0.9982702619696087,0.9990678039069597,0.9995137284455703,0.999414283896014,0.9999191696138332,1.0011047385433152,1.0009195599662128,1.0001108804500125,1.0004256700381369,1.0007046390590777,1.0005706736233657,1.0006125308891862,1.0271786505430578,1.0744980900389778,1.0988328835450063,1.176196931116367,1.205501330456256,1.1966624118951634,1.1863359947260816,1.1728155398439286,1.1750094728069211,1.2532053825335854,1.3266494777768008,1.3711264618483907,1.3982364853699993,1.6911326836302765,1.6927800406975313,1.6720241348978706,1.632801800160457,1.621512745681129,1.6070616632001204,1.5621507908801735,1.5429696532163606,1.5380019033998715,1.5291713576069657,1.511534708359046,1.5043926904011367,1.4891133774733896,1.4517372527408858,1.4429108790759053,1.4382027114959584,1.4315238182807377
10-2804761,,,,,,,,,,0,0.9889308341746779,1.0071817825831575,1.0008107474505414,1.0028719191973012,0.9984781196749167,0.9996653387704161,1.000214618865983,1.000495809679639,1.0002986947508,1.0007600823972447,1.0017730253104011,1.0015564258742762,1.0008133361017215,1.0010771287949753,1.001338657431044,1.001069636068169,1.0011673784272614,1.0282832697193671,1.0769613169440047,1.1019642425543523,1.1815565529540966,1.2114950352536955,1.2021676107464185,1.191411172067869,1.1771899656882507,1.1788872177381093,1.2121125782463318,1.2827975602335708,1.3256998076910675,1.351761280520643,1.6330299862170625,1.6344918217919768,1.6161450235181247,1.581125874051267,1.570472294848485,1.557679102881587,1.5171597672806358,1.4998551634825328,1.495337901367682,1.4872784102965058,1.4713298157005394,1.4649171825219252,1.450782418283598,1.4171294322873798,1.4088623393831465,1.4048637611536725,1.3985962230192146
