순번_정류장ID,41-2807592,42-2807589,43-2807595,44-2805544,45-2807620,46-2803141,47-2803380,48-2805503,49-2803377,50-2805199,51-2805233,52-2805235,53-2805245,54-2805244,55-2805238,56-2805240,57-2805241,58-2805201,59-2805942,60-2803372,61-2803369,62-2803364,63-2805964,64-2805057,65-2806030,66-2807271,67-2803306,68-2803180,69-2804875,70-2803177,71-2807053,72-2805813,73-2805149,74-2807040,75-2806036,76-2803197,77-2805706,78-2803164,79-2803680
41-2807592,0,1.000489741993288,1.000215440037175,1.0015457069398979,1.0966153528227973,1.0882253834690685,1.1029758589391203,1.0982674077735535,1.091063432545448,1.0840192809460578,1.0793863243805069,1.0719926144998468,1.065026494499408,1.1645579613835062,1.1693169410119977,1.1604456660401745,1.210223474235104,1.1959595034575212,1.1877518971308625,1.1804078245527454,1.1727098915601188,1.163444599191614,1.1590494965152767,1.1556067771514686,1.1483546504408297,1.1402230576822612,1.4377714079717305,1.4313151021104917,1.4234605441192356,1.4625371666481313,1.53883338523274,1.6490012856794782,1.7302622591755352,1.7672309218041615,1.81535241755657,1.8863654381724675,1.8239436877518644,1.7861013024642463,1.7666683591345613
42-2807589,,0,1.0001513169455456,1.0003342910256203,1.107005278606604,1.0967453031192882,1.112706760497864,1.1071955689840252,1.0986561238238741,1.0903933486455977,1.085004457302661,1.0765754052807313,1.068643990995906,1.1746183771935976,1.1793535214163182,1.1693777691874256,1.2219414117069,1.2060390251423485,1.1969561669853033,1.188896600093823,1.1804412119922476,1.170354839423501,1.1655811529091633,1.1618287986795133,1.1539907295203353,1.1452273470106555,1.4500166603681461,1.4431884754252045,1.4348985090648787,1.475221556184111,1.5542045525168517,1.6682929564988727,1.752679399972116,1.7911250952951674,1.8412154205517268,1.9151052807239763,1.8486930197188018,1.8086862799137862,1.7880329481900086
43-2807595,,,0,1.0010264677226384,1.2165499421115962,1.1785654951139992,1.2019748590316526,1.1869725381697251,1.1628883376384305,1.1416214879089202,1.1287018209689077,1.110813050216568,1.0945106531450988,1.2415433667411835,1.2451043777994901,1.2266317561810853,1.2958518683701603,1.2679998621836102,1.2527555398595998,1.2398007475735815,1.226222090912738,1.210746680205009,1.2035247462193717,1.1977710640015613,1.18623229325813,1.1735457272578527,1.5130266321552999,1.504142559202726,1.4934601921974673,1.540203947639564,1.6327486984786483,1.767916463072312,1.8689333140291824,1.9152944395597078,1.9759857369650673,2.0653645835800436,1.9763494728828344,1.9237591525811009,1.8969062252789255
44-2805544,,,,0,1.296402886668641,1.229628779970061,1.2551168214629485,1.232455123980923,1.1965010430826326,1.1663737237132705,1.1487646466505474,1.1255203423247224,1.1048505207721657,1.2686113198457114,1.2712500829173048,1.248731450612578,1.324256863528058,1.2910134432306113,1.273097597358713,1.2580825537330562,1.2423837966059286,1.224747414039666,1.216561072600561,1.2100231128004426,1.197066904052828,1.1829079842625472,1.5326629413633226,1.5229869017121007,1.511596446667947,1.5602820579983177,1.657173561968718,1.7993044538302732,1.9057917572638152,1.954776953562516,2.0188506778925825,2.1133836638523764,2.0166410999284197,1.9596122562437228,1.930786696898866
45-2807620,,,,,0,0.9979384030303097,1.152166748027897,1.1082216370599878,1.0691055553170412,1.0486500552328386,1.0400321053968014,1.0287430126863593,1.0233332148214813,1.2564870908245755,1.2610204801445115,1.2315978174403102,1.3340451012242613,1.289379131948048,1.26659681238386,1.2481009763808786,1.2294065779546897,1.208998825261925,1.1997707362361436,1.1925713570964218,1.17844175145938,1.163432018793236,1.5599423490674553,1.5487209526497143,1.5353484666290198,1.590036573027156,1.6995366536790115,1.8617573322184022,1.984683285414454,2.041637620043268,2.116677476652621,2.2272752713657837,2.107023760177171,2.037766295962807,2.002898935896904
46-2803141,,,,,,0,1.5461372679045096,1.2485309862139766,1.1104594084646202,1.0665539879999513,1.051374358519997,1.034751364546477,1.0268829951310974,1.2936696503043112,1.2959512671086018,1.2585979160021479,1.3719217154726033,1.317284847691458,1.2900828567176197,1.2684053288852797,1.2466249346260612,1.2232719165361599,1.2127927523043338,1.204604995039842,1.1887528845585873,1.1720425617409183,1.5791704601223817,1.5671651864472917,1.5528952976532506,1.60973259823477,1.7239091310647296,1.893669739812746,2.0227573964556567,2.0827136583402273,2.161838915448538,2.2784422041554007,2.1484668069259514,2.074096367252136,2.0367885892495736
47-2803380,,,,,,,0,0.9532350038381402,0.9821711001620661,0.9896416771833303,0.9930314315410155,0.9924737593512649,0.996821552656331,1.2786082313640796,1.2822342586036444,1.2449746401817234,1.3638814078041313,1.3083726757691196,1.2810096178793824,1.2592911017231923,1.237641280687439,1.2144921351100557,1.2041551584874768,1.1961336512045517,1.1805781780058966,1.1642645611644447,1.5587968449497898,1.547219195183269,1.533441710134451,1.589936729697076,1.703282002476957,1.871799715639155,1.9999648611356522,2.059489019630248,2.1380475160850323,2.2539579569173824,2.1264402309825847,2.053476596429634,2.016874508007932
48-2805503,,,,,,,,0,0.9943820224719101,0.9966595806082312,0.9983989350884653,0.996039862526514,0.9995219750482527,1.2994223018832185,1.3014768277547406,1.2596035962122039,1.3839134803982536,1.3228804054809273,1.2931486553663505,1.2697596190273281,1.2465065696606903,1.2218539117171359,1.2108835785933556,1.2023612875036653,1.1859426848911103,1.168781126902116,1.5252425031859624,1.5145166734532243,1.5017184134881787,1.5569036908476068,1.6672918087232285,1.8311595924462443,1.9556376780203506,2.013385623046463,2.089553209197003,2.202119468026265,2.0816677214144086,2.012560646254274,1.9778418640081121
49-2803377,,,,,,,,,0,0.9985753350006324,1.0002858568259458,0.9964956098255047,1.0004065822520676,1.0873020194481116,1.106540091787017,1.0930736802693843,1.2165906795197308,1.1839370688182784,1.1677156160196454,1.1543186311107323,1.141651643569521,1.1274184254873032,1.1211670346451292,1.116679268316154,1.1072812722200607,1.0976161549706593,1.4475768758318328,1.438748132949032,1.4281347100954647,1.4803639641245818,1.5841012988766752,1.737551436321067,1.853800263855483,1.9075943483616815,1.9784482001659103,2.0835866308266633,1.978695181670393,1.9181432438825892,1.8876185564458174
50-2805199,,,,,,,,,,0,1.0024493151764,0.9954880028967306,1.0008776532363526,1.0016327667490061,0.9997484099928727,1.0009221308374914,1.132329595207663,1.112188897638466,1.1021356126745185,1.093344017416732,1.0857334052326224,1.0765109987980293,1.0725748856669206,1.0701149784116657,1.0642288794287178,1.058382634848413,1.3613150277022399,1.354477901527666,1.3461648375342345,1.3952039291355776,1.4918061577071613,1.6341397165626754,1.7416512769770984,1.7912624104623296,1.856508104668384,1.9538045063718559,1.8650518825229951,1.8134638755272763,1.7873587409606944
