순번_정류장ID,1-2806423,2-2806421,3-2805953,4-2806634,5-2806428,6-2806911,7-2805657,8-2805658,9-2802147,10-2801897,11-2801895,12-2802108,13-2801822,14-2802019,15-2802005,16-2801932,17-2801908,18-2801715,19-2801690,20-2803662,21-2800166
1-2806423,0,0.9463814284205709,1.0009621047542254,1.000036913039148,1.0240087128434463,1.2956416831609905,1.400378339159686,1.3545196374707011,1.3059814424038045,1.3021719123531796,1.3886199810122126,1.3522037361454888,1.3191231435331559,1.3556449104783634,1.3884096911469046,1.2983343288931977,1.2507813001536119,1.2168905918903519,1.2090137066129245,1.1941566380705013,1.2105783584700855
2-2806421,,0,1.0685135905376313,1.0167430968518558,1.040322506073651,1.3813633025673517,1.4999597868251346,1.431801935257037,1.363396399438545,1.3251116833711074,1.3039961647855538,1.2740282039550033,1.2483211827234066,1.20269320072522,1.1923008081035753,1.1512265111950988,1.1298685815810852,1.1128479890140224,1.1119023155210255,1.1045139520663196,1.1250984863231466
3-2805953,,,0,0.9993410214168039,1.0345565008962505,1.4587514851405126,1.5928940980693918,1.4974228359035027,1.4070724701271913,1.358224849132509,1.3321383170271384,1.2962045548475807,1.265504739303607,1.213004607536384,1.2012798162963276,1.1558346574673064,1.1327137080848924,1.1146343518483033,1.1135359259129154,1.105770513781452,1.1269639437327048
4-2806634,,,,0,1.0077535701690203,1.0029049135747745,1.004713284798213,1.0041652868082795,1.0025534373259117,1.005883351329448,1.005838545389564,1.0014684972940795,1.0045450170837669,1.0031331236435426,1.003184961770006,1.0036911126683234,1.0061059729538633,1.004608615551149,1.0107815994000122,1.0105093394554854,1.0372006994547545
5-2806428,,,,,0,0.9910545432713956,1.002015918753026,1.0018637063447047,1.0001307896918108,1.005171856768671,1.0051843935967646,0.9995987026981896,1.0037307983436485,1.002239850961545,1.0023612481967958,1.0031536323879093,1.0059289223182022,1.004319507414859,1.0110399652671214,1.0107258183229584,1.0393749762754914
6-2806911,,,,,,0,1.0082600801081143,1.005709830154678,1.0022683500530731,1.0077744231439691,1.0074793820574257,1.0007824874903006,1.0051994600312315,1.0032002663941824,1.0032617802352513,1.0038458319599681,1.0066129951241216,1.0048377708477085,1.0117627622410166,1.0113789291790076,1.040880247728311
7-2805657,,,,,,,0,1.0014705643392212,0.994622189515071,1.0051916648886994,1.0052087284866384,0.9968155736709157,1.0031672139479495,1.0014335382957968,1.001653936499788,1.00280584532021,1.0060365301209988,1.004224381290479,1.0116650270906749,1.011266071306281,1.0424717422974379
8-2805658,,,,,,,,0,0.9896195210014668,1.0066894827464978,1.0063855800736137,0.995702769552884,1.0034744598145582,1.0014291168242366,1.0016742229459992,1.0029019227284153,1.0062912175608032,1.004351966694459,1.0120982240804806,1.011644691585489,1.043949153566924
9-2802147,,,,,,,,,0,1.0128671920680414,1.0099948344807317,0.9929277262116059,1.0041098345740445,1.0014126818567568,1.0017015999365506,1.0030514241382416,1.0066804200646178,1.0045415629610532,1.012743275765982,1.0122032178641445,1.0461218932673464
10-2801897,,,,,,,,,,0,1.0052946390312338,0.9796353688399141,1.0008438175321481,0.99921026639887,0.9998292173101486,1.0020775029247697,1.0062269514504327,1.0040479208145696,1.0127366088436387,1.0121710668017347,1.0476119821184198
11-2801895,,,,,,,,,,,0,0.9581295339911178,0.9978044015697665,0.9976204514660346,0.9985370622066593,1.0014903823938686,1.0059941829254342,1.0037795279760087,1.0127875028356486,1.012199576393655,1.0486303779608517
12-2802108,,,,,,,,,,,,0,1.0277535913110751,1.0071446572580647,1.0066141529859292,1.0060018056013784,1.0095100132049075,1.0064311939520443,1.0156426283982458,1.0147194563694528,1.0525110960295567
13-2801822,,,,,,,,,,,,,0,0.9974688953302046,0.9990001529820575,1.0025244539807319,1.0075434255511058,1.0046536543073363,1.0147422519273617,1.0138618031842739,1.0540021571701055
14-2802019,,,,,,,,,,,,,,0,1.0040408117291482,1.005134703224891,1.0105454943715195,1.0062048387101734,1.0179920816510728,1.0165337896193385,1.0623212188527529
15-2802005,,,,,,,,,,,,,,,0,1.0044611272013748,1.0107206401128557,1.0060251824003485,1.0185471788552445,1.0169353371597971,1.0648122048683735
16-2801932,,,,,,,,,,,,,,,,0,1.0108282623630138,1.0032621573944867,1.0223459624292557,1.019371644283092,1.0828953681599025
17-2801908,,,,,,,,,,,,,,,,,0,0.9947931080658841,1.0002087610525228,1.0021930803599421,1.0938009864277665
18-2801715,,,,,,,,,,,,,,,,,,0,1.0095099555550446,1.0082356575358817,1.1506371758628442
19-2801690,,,,,,,,,,,,,,,,,,,0,1.0070806421913163,1.2214900780458422
20-2803662,,,,,,,,,,,,,,,,,,,,0,1.47815399254619
21-2800166,,,,,,,,,,,,,,,,,,,,,0
