순번_정류장ID,1-2801855,2-2801922,3-2801930,4-2801937,5-2801951,6-2801962,7-2801979,8-2801967,9-2801973,10-2801974,11-2801964,12-2801953,13-2801952,14-2801176
1-2801855,0,1.0048460940858794,1.00490219883298,1.0061539528585772,1.0009420787065944,1.0046948356807512,1.010951885313398,1.125710706751055,1.116542961489316,1.0851391121817298,1.075700328490962,1.0649852386783327,1.059243199716388,1.0550029502566833
2-2801922,,0,1.0050281544928226,1.001670141638786,0.9962213061752346,1.0023413903355036,1.010613464105323,1.1494793552843803,1.134120126908815,1.0947787613296402,1.082824893162256,1.0697991613607194,1.0630542268580816,1.0579406431099785
3-2801930,,,0,0.9999428888453754,0.994076399750219,1.001886252524072,1.0112751191070095,1.165632859975806,1.145487851976319,1.1008720146137956,1.0872655549383816,1.0727751674942079,1.0654125698874968,1.059752003244939
4-2801937,,,,0,0.9887915859722105,1.0028405619424796,1.0146659782262406,1.1220021281820414,1.1096195053044007,1.0694442958827004,1.0601011024532385,1.0502846104123786,1.0452369918547868,1.0426323150223176
5-2801951,,,,,0,1.0196758851506076,1.0256601584307257,1.0022848724905862,1.021208460529681,1.001587519713121,1.0041670656580166,1.006119615523012,1.0065002374178456,1.0104790637864223
6-2801962,,,,,,0,1.029892912542128,0.9953695193578602,1.0216059464608371,0.9984297793159741,1.0020361114808856,1.0047126499297743,1.005325325514007,1.0098111860761043
7-2801979,,,,,,,0,0.9510650800059158,1.0168079350766457,0.9881229943523,0.99531996509499,1.0003819173644382,1.0017807506382932,1.007513108112346
8-2801967,,,,,,,,0,1.0535379462842511,0.9940153168697848,1.0009287161994245,1.0049052645728904,1.005658242172765,1.0110605308570573
9-2801973,,,,,,,,,0,0.9485165691779296,0.9787280527017891,0.992685374403455,0.9961978891915266,1.0047775790757931
10-2801974,,,,,,,,,,0,1.01537958301334,1.01392905910914,1.0125282936452815,1.017920958500995
11-2801964,,,,,,,,,,,0,1.0129744695319478,1.0114056913225007,1.0185263063647254
12-2801953,,,,,,,,,,,,0,1.0006914290455513,0.9993416666666667
13-2801952,,,,,,,,,,,,,0,0.9985261434085857
14-2801176,,,,,,,,,,,,,,0
