순번_정류장ID,1-2801597,2-2801586,3-2801567,4-2801534,5-2801509,6-2801507,7-2801561,8-2801608,9-2801648,10-2801184,11-2801659,12-2801647,13-2801207,14-2801605,15-2801576,16-2801549,17-2801584
1-2801597,0,0.9955929123125852,0.9974307025047648,0.9969787449498159,1.0074879145593945,1.000095985704625,1.000146206626084,0.9986818455348259,1.0006091781410935,1.0000333597068407,0.9994547856516428,1.051647739853281,1.281450837869517,1.4394745996529288,1.7634596496294592,1.9989894318551638,2.1020070046843333
2-2801586,,0,0.9994907215838559,0.9977851059068229,1.010550729045872,1.0007515235092923,1.0006575141882124,0.9989761694233974,1.0010187468903182,1.0003362076244762,0.9996846339675246,1.0548149607600457,1.297978540919097,1.467029195626385,1.8179062657553975,2.0766157909952785,2.1850815960155043
3-2801567,,,0,0.9959527962498637,1.0138489693481207,1.0009397049573474,1.000787417200707,0.9989283667587884,1.001138792669716,1.0003909837820093,0.9996955074316891,1.0577517171557427,1.314212078291364,1.4944382678521246,1.8731729251811224,2.156467843775205,2.2701995653574834
4-2801534,,,,0,1.0180820292609178,1.0006418945373892,1.0005572356055372,0.9985638562950211,1.0010087828845688,1.0002373966929456,0.999525910015537,1.060599178172851,1.3307639690042778,1.5227238551637663,1.9313601391289033,2.2416957824883412,2.360663331435088
5-2801509,,,,,0,0.9880046566128468,0.9930060122960275,0.9921760912067785,0.9965920502901746,0.9966552505400704,0.996417875802109,1.0672587872559094,1.3812083833527058,1.6120349307410122,2.124725122357715,2.5344929269354277,2.6685666404414503
6-2801507,,,,,,0,1.00034032202274,0.9956125992490826,1.0013589868948045,0.9999701208647458,0.9989467809921985,1.070581133273808,1.468210769315604,1.7786822646959364,2.530311327047719,3.200779634817012,3.3521228695718457
7-2801561,,,,,,,0,0.9860324059572285,1.000279876854184,0.9988528764812084,0.9978698326913125,1.0865047504856724,1.5782850469115073,1.9916966890480345,3.106045985811743,4.261021889929552,4.388738900554647
8-2801608,,,,,,,,0,1.0132497756060257,1.0037613658664224,1.0008635710780232,1.0025838732635906,1.233664445847177,1.5446161174560964,2.3291053830643405,3.0695255552240077,3.25392404334538
9-2801648,,,,,,,,,0,0.9968741694440066,0.9960979928793671,0.999667779384249,1.1322177717840256,1.3046005691264535,1.6198128368170572,2.059090482602214,2.253286911697325
10-2801184,,,,,,,,,,0,0.9952193752007412,1.0013558820979505,1.1818470356989152,1.4224881917575674,1.5608959312214414,1.615676048429946,2.3343601697678413
11-2801659,,,,,,,,,,,0,1.0084283756332755,1.271672556399623,1.6420584676621803,1.808445216793322,1.8616871689947543,3.0385988679647484
12-2801647,,,,,,,,,,,,0,1.4604361999447182,1.354667542763984,1.5874540626055056,1.4621362892435792,2.3819150729335496
13-2801207,,,,,,,,,,,,,0,0.9978216010992536,0.9987903541416139,1.0000995580656253,1.335086369516775
14-2801605,,,,,,,,,,,,,,0,0.9993602807971013,1.0009405721371003,1.4404681763919183
15-2801576,,,,,,,,,,,,,,,0,1.0035830927249492,1.934883101143131
16-2801549,,,,,,,,,,,,,,,,0,1.1190111191433223
17-2801584,,,,,,,,,,,,,,,,,0
