순번_정류장ID,20-2803215,21-2803212,22-2803210,23-2803361,24-2807505,25-2807521,26-2806171,27-2800565,28-2806015,29-2800567,30-2800561,31-2804974,32-2800546,33-2800539,34-2800537,35-2800533,36-2800529,37-2800527,38-2800991,39-2800982,40-2800836,41-2800835,42-2800843,43-2800842,44-2800999,45-2801020,46-2801036,47-2801058,48-2801277,49-2801240,50-2801340,51-2801354,52-2801365,53-2801414,54-2801492,55-2801524,56-2801602,57-2801658,58-2801672,59-2801684,60-2801718,61-2801741,62-2801750,63-2801755,64-2801765,65-2801775,66-2801789
20-2803215,0,0.9916095832055347,0.9984173202619097,0.995908373404343,1.1231152602705092,1.0685751069088576,1.067904658309083,1.0637493545655388,1.0627604761881109,1.0621059218564766,1.060261836016914,1.0574609901295682,1.0568010175237554,1.0561756677095626,1.0551550814205592,1.0541021656678107,1.0532706107498713,1.0526414325796505,1.0497227190685325,1.049170965123794,1.0486600776683508,1.048220850505374,1.047469836234924,1.0469228380580662,1.0464097902850618,1.0459872959849132,1.0456673762057656,1.0505166172425684,1.0531092417608987,1.05298233637827,1.0546206729728098,1.0751911945555972,1.089032104958774,1.1045604201626738,1.1023172005608455,1.1013979650185266,1.10028318381164,1.1242440565373555,1.1453694737581284,1.1713554384673381,1.2010550700476754,1.228944459053758,1.2539837917332697,1.2787659537770133,1.3039526269387043,1.3271517929837726,1.3439096138501763
21-2803212,,0,1.0002466458605008,0.9968817974346468,1.0492825271429533,1.0279819307136906,1.028738700335636,1.0270271005323788,1.0265950777228288,1.0262382702249713,1.0255552161790662,1.024542269939602,1.0242478025259714,1.0239693382509087,1.0235181710969607,1.023000350806558,1.022627646271158,1.0223353448653625,1.0213359570782394,1.02104604766567,1.0208282027595725,1.0206976872019047,1.0203483433354015,1.0201626814978653,1.0199677168455412,1.01977881719506,1.0196917428065777,1.024590068179405,1.0279111285429992,1.0279083960232567,1.029926998533522,1.050002296842228,1.063537114130774,1.07894793015077,1.0772502944209674,1.0765181740342047,1.075726633460572,1.0992296003563597,1.119887310899221,1.145225833954814,1.1741087674289101,1.2014421368427988,1.2258346127464974,1.2500367385621733,1.2744753514566085,1.2971551563650578,1.3134416015139767
22-2803210,,,0,0.9788567952592128,1.001958860302604,1.0012412148693375,1.003009188207265,1.002847342011064,1.0027671846595085,1.0025917404177163,1.0026561708236952,1.0027985775377162,1.0027362691445336,1.002678380902935,1.002589989071513,1.0024090779016879,1.0023290780281024,1.0022509942734903,1.002505022425738,1.0023796883034568,1.0023507994450647,1.002401504016789,1.0023314178159621,1.0024134641071165,1.0023737702618096,1.0023565055170285,1.0023727829505544,1.0075491311899103,1.0114647206903369,1.011515268897691,1.0139389143649993,1.0344173972999384,1.0482198943697396,1.0641334251278858,1.062695179283794,1.062094434035235,1.061465282983238,1.0855691611867122,1.1066266495156614,1.1326109584584767,1.1621795800051475,1.190111620264596,1.215156866186988,1.2400240976054508,1.2651136460310273,1.2883340355765356,1.3051123236845417
23-2803361,,,,0,1.0025861461139254,1.0015672579003116,1.003347921946105,1.0031622741993327,1.00307623373357,1.0028959560905535,1.0029510388532108,1.0030795829740506,1.003013366262632,1.0029517620239277,1.002857478280854,1.0026699600907911,1.0025851633325626,1.0025033348573593,1.0027436214628624,1.0026147708747,1.002583133272646,1.0025998815991866,1.0025575215549416,1.0026060937490293,1.0025639501679533,1.0025750850234654,1.0025897836948925,1.0078124132540103,1.011755166579203,1.0118340110036776,1.0142442764025563,1.0349357805447954,1.0488340704705559,1.0648862915099315,1.0634197859728391,1.0628375224267579,1.0621934235811978,1.0864784895302255,1.107757676853937,1.1339831267170912,1.1638331826703647,1.192038150175331,1.2172966143326254,1.2423783620746782,1.267764561193557,1.2913087926487254,1.308268363737329
24-2807505,,,,,0,1.0002854336958484,1.0040667860008055,1.0036182991200981,1.0034405146147052,1.0030933109096607,1.0031825674285835,1.0033874297192502,1.0032657101625737,1.0031543152884876,1.0029868226300587,1.0026663609211741,1.0025247056433584,1.0023901240672946,1.0027840824724776,1.0025796337581152,1.0025304115560687,1.0025574383729785,1.0024928473664043,1.0025689601537326,1.002505090962509,1.002522935907157,1.0025458252662052,1.0104343038941552,1.0161432411331597,1.0162273447619614,1.0196600381811693,1.0503436070475114,1.0711673187379875,1.0948552509228575,1.0917797971154541,1.0905334633502686,1.0890778615511434,1.0871306134514604,1.1077202706008298,1.1245792702034654,1.1521368819388111,1.1626260938249997,1.1651693890996537,1.1978047225260586,1.2309327293318235,1.2506617952107622,1.2727271501314537
25-2807521,,,,,,0,1.049700115440366,1.0177408112237147,1.014966589518395,1.0126363031287997,1.010837717940782,1.0093548608986262,1.0086793640993519,1.0080980685216823,1.0072708027782933,1.0061708743743185,1.0056231715842168,1.0051766585399629,1.0053952373477082,1.0049056926911835,1.0047313090878505,1.004813824737694,1.0045841555253583,1.004644558521634,1.0044628984433812,1.0044403479754043,1.0044401962864231,1.0185277168336826,1.0277925312441674,1.027862892020856,1.0330009900820576,1.0857863968400856,1.1221993643200412,1.1623245281049344,1.153759993871262,1.150330018443889,1.1461712434856062,1.1408894458147734,1.1747591707459373,1.2020059667253324,1.2479751857183514,1.2640367661936005,1.266781159323002,1.3220944418386957,1.3791197047002024,1.41305979202397,1.452638763335592
26-2806171,,,,,,,0,1.0004468676989802,0.9998874926856789,0.9981061425438841,0.9999433410628173,1.0017038543178693,1.001410773466825,1.0011679007015872,1.000851674985818,1.0001241879982377,0.9999148905556781,0.9996901260688779,1.0011949352613112,1.000797131373369,1.0007551796906657,1.0009781973873482,1.000825192001911,1.0011452668754959,1.0009727366532442,1.0011441551506894,1.001043590636226,1.016345946812862,1.0263824076737444,1.0263956887918018,1.0320680192191556,1.0880304064580644,1.1267028990571966,1.1694920985665065,1.1599406225295903,1.1562592502383946,1.1515934179624245,1.1458898828359028,1.181498265950038,1.2102221504086055,1.2587445403494173,1.2756598462945599,1.2779939420833826,1.3369781682748174,1.397990815074692,1.4341368900211742,1.4759642795284598
27-2800565,,,,,,,,0,0.9976176408927178,0.9919513481756449,0.9994020868539168,1.0023820410036863,1.0018800861148045,1.0014886037356552,1.001008775881455,1.000012745229808,0.9997475143036524,0.9994669803845219,1.0013538353132527,1.0008686179416233,1.0008153975148069,1.0009518904070434,1.0008918686694412,1.001149733894956,1.0011656900507782,1.0012525957919085,1.0011339027896182,1.0187078754331387,1.029883962294404,1.029844535705938,1.036049603213158,1.099402084536829,1.1435406043148266,1.191701238521912,1.179507876686266,1.1750001311433071,1.1691122597734482,1.1620122934182269,1.2017845775814828,1.233705565378589,1.2882690160413646,1.3067598265937117,1.308888760189061,1.375030726940228,1.444253853723044,1.4845216792500615,1.5329278112497735
28-2806015,,,,,,,,,0,0.9815206495589414,1.0000451331722928,1.0031126646831345,1.0024612556413055,1.0019648005083948,1.0013673997952788,1.0002355589091039,0.999926538217634,0.9996116870257167,1.0015602158494108,1.001040644845088,1.0009770972103649,1.0011134251958587,1.0010405335859198,1.001301755023778,1.0011996838067116,1.001397458511357,1.001270131333753,1.019403857804498,1.030897854950685,1.030935833511584,1.0372802520313806,1.1027665206008588,1.148468851094186,1.198195308381199,1.1853083432809548,1.180320376104535,1.1740608023341372,1.166540086178718,1.207675611009837,1.2404991449272922,1.2965356586076933,1.315457137992844,1.3174582930254755,1.3854164513007503,1.4570894396329153,1.4991601234010947,1.54908333880609
29-2800567,,,,,,,,,,0,1.0045541829432245,1.0050743896134655,1.004135949079234,1.0034299704488774,1.0025767558597902,1.0012316805196264,1.000807175081455,1.0004160518926124,1.0021799933359805,1.001618860256461,1.0015266503403042,1.0016430062299577,1.0015340448184955,1.001896010655227,1.0016517238420921,1.0017260887361539,1.0016947176487043,1.0203099742147719,1.0319369499959703,1.0319587143695717,1.0382674411918584,1.104882097911364,1.1514810495899892,1.202206527778448,1.1888374120456853,1.1837747126195701,1.1772815703169788,1.1694970755039011,1.2112191175762634,1.244650862507962,1.3016440681097547,1.3208052552279415,1.3227205383119636,1.3922444386958963,1.4648395190033816,1.5079315480943496,1.5586189921504405
