순번_정류장ID,28-2801846,29-2802103,30-2802076,31-2802092,32-2802106,33-2802113,34-2802122,35-2802720,36-2802714,37-2802696,38-2802038,39-2802672,40-2802642,41-2802674,42-2802665,43-2802662,44-2806716,45-2806715,46-2806713,47-2806711,48-2802652
28-2801846,0,1.0142542273071422,1.0047566820596299,1.0027966869348723,0.9976285015565578,1.00068368348788,1.000639892200641,1.0016549872319078,1.0046297249083975,1.000175299949709,1.0014485776245883,1.0059660050076844,1.0028124140135388,1.0023644960086437,1.0023809705816356,1.0043019258449888,1.0034007411968702,1.006911396319777,1.0060231850181058,1.0045049454211192,1.0055432955394425
29-2802103,,0,0.9943166168052513,0.995749890910137,0.9924002778582377,0.9967930236476825,0.99728762588896,0.9989412054593093,1.0032884015376513,0.9980909509709259,0.9998404579825861,1.0052423750475752,1.0021802616735722,1.0017213710617638,1.0010482609416,1.0031677903714609,1.0025544391458445,1.006504397131373,1.0054296701307812,1.0040382812315083,1.0051612370209289
30-2802076,,,0,0.9977794769606253,0.9914853948974779,0.9977714495286176,0.9982432112097348,1.000167814848142,1.0051510454158528,0.9987434834410921,1.0002313152003048,1.0065609045129216,1.0030215702653678,1.0024818677448224,1.0019649085354496,1.0039765503637406,1.002989885766935,1.0071972917877692,1.0059926453730959,1.0043045700561761,1.005624606922346
31-2802092,,,,0,0.9882908892769714,0.99776833824269,0.9983796596148908,1.000718273153851,1.0057504312823462,0.9983413804116489,1.0004997511814127,1.0066546707627706,1.0028169867042394,1.0022439538497012,1.0017041004704985,1.0041365319175797,1.003298397379026,1.0079249211329824,1.006208414366081,1.0049667569811056,1.0059547363335446
32-2802106,,,,,0,1.0283894092241834,1.0122965113921176,1.0110544439516866,1.0106279305689796,0.9991767363529496,1.0011586164775157,1.0090023095804739,1.0040927720009953,1.0033518016690968,1.0026424988607636,1.0053883217529254,1.0042406070644032,1.0088630380003494,1.007514504388759,1.0054543321710336,1.0066595979844875
33-2802113,,,,,,0,1.0003066761028545,1.0050437291537204,1.0061105776573789,0.9944994682819338,0.9986322504532725,1.0075564585523527,1.002162088431451,1.0018594039942081,1.001223179015374,1.0038884632339222,1.0032125317856244,1.0078587226373033,1.0063423426127345,1.0043106135228064,1.0058514301614248
34-2802122,,,,,,,0,1.0091675668571098,1.009650898993273,0.9942600011753572,0.999064545676764,1.0083628802525815,1.002770285937443,1.0019944315111153,1.0012960518873262,1.0045008417803718,1.003388639265897,1.0087951617803652,1.0071048360553405,1.0051305014511014,1.006455294979013
35-2802720,,,,,,,,0,1.007356398627902,0.98804916806252,0.9962900543777761,1.0082443931267442,1.0020103545694,1.001197910494024,1.000500325315257,1.004069738764205,1.0029559211852697,1.0082126559559164,1.0069813138596544,1.0042356868531719,1.0059242717821981
36-2802714,,,,,,,,,0,0.9641829669111351,0.9901114198016226,1.007724174964064,1.0001563724478963,0.999316030094676,0.9986843199448782,1.0030533522354617,1.0020082892969524,1.0027280505229663,1.0017760665714466,0.9997725286901851,1.0019233090175799
37-2802696,,,,,,,,,,0,1.0045063092296034,1.0224021246075359,1.0084224042066163,1.0065628417070138,1.004863244507991,1.0093091533757368,1.0065761678720653,1.0067802994306843,1.0051764371494902,1.0026260126740043,1.0045775583185153
38-2802038,,,,,,,,,,,0,1.041621029572837,1.0096233135295172,1.0065958636109558,1.004153823926026,1.0103251958232997,1.0065945973401509,1.0068387458938872,1.004942335901062,1.002023918475317,1.0043234091818798
39-2802672,,,,,,,,,,,,0,0.9728676802494974,0.9773403748203031,0.9819414119359534,0.9959192384767483,0.9968081967316036,0.9989981344747547,0.9982471490976376,0.9958324290201163,0.9994496008943176
40-2802642,,,,,,,,,,,,,0,0.9758862410133988,0.9863190859736563,1.0078442869829496,1.0029005930654662,1.0041577134088147,1.0021135657341949,0.9986899364381129,1.002234220319688
41-2802674,,,,,,,,,,,,,,0,0.9933648317444342,1.0183301602106258,1.006594414276388,1.0069983978902899,1.0041163190739995,1.0001322228937612,1.003569827247921
42-2802665,,,,,,,,,,,,,,,0,1.0419211243544075,1.0099517965399971,1.0093813703364962,1.005486975783529,1.0008314993324412,1.0043979720399239
43-2802662,,,,,,,,,,,,,,,,0,0.9965959260921942,1.0009962645072286,0.9991189330581257,0.9952486797986227,1.0004589600791562
44-2806716,,,,,,,,,,,,,,,,,0,1.0081206011231842,1.0009820217238,0.9945704642021701,1.0017879632336513
45-2806715,,,,,,,,,,,,,,,,,,0,0.9928096315456335,0.9873040407569348,0.9993729589425648
46-2806713,,,,,,,,,,,,,,,,,,,0,0.9809163215002668,1.0024906703898409
47-2806711,,,,,,,,,,,,,,,,,,,,0,1.0174471555886742
48-2802652,,,,,,,,,,,,,,,,,,,,,0
