순번_정류장ID,63-2805804,64-2801168,65-2803645,66-2801666,67-2801633,68-2801192,69-2801636,70-2801604,71-2801564,72-2801520,73-2801485,74-2801450,75-2801438,76-2805321,77-2801461,78-2801462,79-2804438,80-2803790,81-2803644,82-2803555,83-2800677,84-2800668,85-2800656,86-2800661,87-2800630,88-2806418,89-2806633,90-2804896,91-2805037,92-2805221,93-2805232,94-2805872,95-2806173,96-2805499,97-2805843,98-2805408,99-2804947,100-2805317,101-2805874,102-2805024,103-2806658,104-2806743,105-2805680,106-2800575,107-2800562,108-2806838,109-2800555,110-2800541,111-2800530,112-2800523,113-2800519,114-2800517,115-2800515,116-2800508,117-2807101,118-2805797,119-2800504,120-2800510,121-2805304,122-2807046,123-2806655,124-2806799
63-2805804,0,1.018591291859782,1.0024966444297534,0.9961526628560327,1.0228061496565577,1.0208454889879495,1.0215051603497654,1.0159549472702676,1.0637297857857315,1.142114090771529,1.122887872281286,1.1093948685518566,1.0964719111797996,1.1125741028464542,1.1066305622690942,1.1046061793347728,1.0932123980344717,1.088841180812835,1.0650539832976413,1.0592331306899985,1.0553249732864094,1.0527266800144937,1.0506873716368266,1.050071405924636,1.057538722990713,1.086878892621551,1.1133736259115576,1.1076154524548893,1.1020677629053577,1.1008487405158354,1.0976860846673269,1.0960544403905956,1.0922963934049743,1.104344434994309,1.1506432026227165,1.1877606564333165,1.2404751115053687,1.271518916010773,1.3262304234005569,1.3389037192283986,1.3329995173451694,1.533142977312093,1.5816304562900234,1.5653680250190822,1.5544413619746889,1.5420667348633148,1.5371686051777864,1.569402407236946,1.5466392338516932,1.5342920063748928,1.523947957994413,1.5171736875050899,1.5103983417902271,1.5613205596239643,1.558214492617751,1.5839148990704288,1.6249560311554134,1.6787674538904571,1.701174257509872,1.644109986260147,1.6338160996037592,1.6088671343241885
64-2801168,,0,0.9924841048975198,0.9887505921874327,1.0235367063772685,1.0211504831216547,1.0218048166484854,1.0157237942009922,1.067345705094148,1.1515540183575759,1.129779260007531,1.1146714047333377,1.100360878795771,1.0840301913306847,1.0791665739619802,1.0783300472396813,1.068865778690547,1.0651917891636853,1.0480788569769928,1.0439397450052925,1.0407889906385097,1.038915610505348,1.0374351404492073,1.0371289497619227,1.0457291631231052,1.0759853416029646,1.1028012391200035,1.0976702876881448,1.0924022362085108,1.0913793960204732,1.0884877949359577,1.0870947017262378,1.0835531466216326,1.0959511430939193,1.1421544628718152,1.179369195954545,1.2319909608209156,1.262932596327047,1.3176538128290167,1.3304115995601267,1.3246445055363874,1.52516731554426,1.5739103463302295,1.5577953458043914,1.5469707074379873,1.534714973177016,1.5298525074203138,1.5767118577791053,1.5532362648436269,1.5408346960808361,1.530114108968677,1.523299677291444,1.5162417401028405,1.5678005078073212,1.5646997476449078,1.5904420016505816,1.6320696738495384,1.6865420042616588,1.7093910962877255,1.6509142732573205,1.6403991326119534,1.6149289851715718
65-2803645,,,0,0.9711890071643277,1.030675938282878,1.0256412563619492,1.025135581798344,1.0175011436048553,1.0764668843800531,1.1718221291632414,1.1444303526649848,1.125841797975172,1.1085927996590015,1.0896633199652241,1.0842260631829654,1.0830977528943027,1.0724786289935828,1.0684891748112213,1.0497348957510102,1.0452944081826594,1.0419578489775,1.039965752195887,1.0383973430197164,1.038059009070691,1.0468032535980643,1.0778144181704818,1.1052719865208094,1.0999705282948755,1.0945097797275958,1.0934191863081961,1.090304843585714,1.0889470251168683,1.0851728127062819,1.097778368361677,1.1449676714802404,1.1830071166221494,1.236840197699358,1.2686321895495363,1.3247152783137492,1.3377278211330494,1.3316942012811268,1.537211205944765,1.5870834855915286,1.5702305554304625,1.5589208679065203,1.54612601576377,1.5410722621128126,1.5890186435392533,1.5646865488077215,1.5516379419943784,1.5404899078801253,1.5332862409398853,1.5261942365034833,1.5788027166975296,1.5752601431464055,1.601375902549769,1.643972745725932,1.6998879587493108,1.7227573569767103,1.6623870507366156,1.6514988914470878,1.6251508487570443
66-2801666,,,,0,1.0620507306326903,1.043679623862003,1.0367755641085166,1.0254883725281245,1.0925526889384307,1.2006424120514267,1.1651024325678554,1.1415954181145442,1.1202692316113219,1.0978491104172041,1.0916777289596677,1.0901069003980455,1.0779506960345797,1.0735695086547297,1.0525634616877768,1.0476995667996825,1.0441083909791953,1.0419433697638047,1.0402455624354363,1.0398520922287815,1.0486496814105528,1.080364332228913,1.1084174302976422,1.102687574687504,1.0971301643782174,1.09595985220814,1.0928026639721597,1.0911801197339734,1.087438154445809,1.100128375198271,1.1482659506511383,1.1870994678550795,1.242099810575517,1.2746060230219767,1.331997507302258,1.3452472543445197,1.3389441567775036,1.549237801862099,1.6003323060910921,1.5827414541079425,1.570947563339845,1.5576145030962945,1.5523708189989571,1.6013555416177885,1.5760427863543378,1.56247955308953,1.5510352329077595,1.543435836971208,1.536074115838304,1.5895454152517408,1.5859314332702596,1.6122649209172055,1.6557918143256407,1.7129661065142252,1.7360919240460078,1.6734935867240115,1.6623650068423848,1.6351620498111796
67-2801633,,,,,0,1.0126564953101727,1.0175967963876966,1.0065586781296025,1.009758312290871,1.1238517823444496,1.0971144999289788,1.0814579483975595,1.068670405838055,1.0546163027114381,1.0500328888981696,1.050586092249365,1.0433470487350671,1.0398884347335335,1.0288083366895644,1.0261776197273862,1.0238636522985374,1.0227461290096862,1.0218522329580675,1.021919557967622,1.0326655721806532,1.0657515869362018,1.0949851256973766,1.0900890179220843,1.0845684251085543,1.0836460624147102,1.080697332163304,1.0795425453022918,1.0759585627887314,1.0893618671975789,1.1384852355773656,1.1781517461873485,1.2342822496070736,1.267670436748992,1.3263512866936396,1.3401187524587614,1.333623605707601,1.5497887064407734,1.6023787590202379,1.584229509670279,1.5720781807592856,1.5583577779527855,1.552967660901851,1.6034272964875846,1.5772298718324542,1.5632956849347321,1.551552165722557,1.5438898507071832,1.5362177574928582,1.591110776138205,1.5873902042522214,1.6143058819542504,1.6589014529047483,1.717389803377305,1.7411595286176869,1.6767521177548776,1.6652050183063714,1.637322363431709
68-2801192,,,,,,0,1.0210180633136723,1.0040994186131464,1.0100891230601352,1.005976636546281,1.0026980370872163,1.00301291433903,1.0049529808667965,1.0039636650970183,1.0018570456460403,1.005134792281556,1.0046069399481716,1.0024867768795074,1.0036094062005803,1.0035772809954844,1.0027493284631968,1.00281428988501,1.0028210809786196,1.0033874522829942,1.015994283271645,1.0498274253410083,1.0797126326870856,1.0756777772719104,1.0706858824582814,1.0700673689238887,1.06773258193558,1.0665958663720025,1.063480247461473,1.0774286770441288,1.1265320952206248,1.1664506787880369,1.2228213045521497,1.256245068357357,1.315332942663443,1.3291555582332466,1.3230716763709938,1.540567734068576,1.5937460501651526,1.5756733474764701,1.5635807186166804,1.5499340531632098,1.5445602126581706,1.595297105573468,1.5692106598721152,1.5553496030297815,1.5436691744237845,1.5360479023937874,1.5284254570133213,1.5837486134473824,1.5800922098514103,1.607395459523581,1.6522473103373987,1.711090931747745,1.7351368147976007,1.6707523569122997,1.6592213534264795,1.6313905476237813
69-2801636,,,,,,,0,0.980550291998012,1.0025208282224587,0.9991243988979372,0.9967323883270772,0.9984632866492036,1.0018403773935716,1.0014673739030433,0.999218134665258,1.0030859855020573,1.0028465996106386,1.0005800940205827,1.0024516779198345,1.0025461667968503,1.0017460991629878,1.0018741431068474,1.0019264463949078,1.0025444321887813,1.0157774016151557,1.0510423803349636,1.0821369903302218,1.0777778468654233,1.072528639056783,1.0718446205379508,1.0692642359260334,1.0679580492488274,1.06488169258223,1.0790463840842133,1.130103760274703,1.171213497326001,1.2297614569739772,1.2645828735082787,1.3258939843967608,1.3401640594363584,1.3335057159977393,1.5600058433300108,1.6152823202919155,1.595876361790781,1.582913670584668,1.5683056550463315,1.5625928351984946,1.6152293339520851,1.587533129381458,1.5726141393058741,1.5601917351779577,1.552100762579147,1.5440014224606087,1.6011161274972485,1.597115996164562,1.6248354726078122,1.671495747532528,1.7324589918059208,1.7571321883658968,1.6888530988185517,1.6766834212286204,1.6473591774196257
70-2801604,,,,,,,,0,1.0203483808218234,1.0062599933628986,1.000487996702469,1.001573907386436,1.0046522776959241,1.0034675193208937,1.0008413554773778,1.004989139651906,1.0043826527073465,1.0018683874422056,1.003355117703778,1.003349064597148,1.0024569330967787,1.0025458406914416,1.0025665960965278,1.0031882987061866,1.0167781862585255,1.0532455056451122,1.085115282124095,1.0804193183183615,1.0749337445496119,1.0740622887000348,1.0714468124343524,1.0700665785010648,1.066729152144436,1.0812728087761707,1.1335087785699978,1.1758036473992397,1.2359543432289262,1.2716400906608891,1.3348970702027152,1.3496391301474315,1.3424694262328964,1.5755440088309047,1.63273310990863,1.6122457966431583,1.598578986851211,1.5831935726275141,1.5772084934476305,1.6313011761705596,1.6020447971202731,1.5866869504688452,1.5736648095880708,1.5650554684493092,1.5567100671150345,1.6150480755344876,1.6107684950569312,1.6387665680082284,1.6865686704119267,1.7494152035674722,1.774432853979781,1.703186529140526,1.6905128362459805,1.660011304197624
71-2801564,,,,,,,,,0,0.9925928952715629,0.9915917532986462,0.9961317534755946,1.0015760121938313,1.001184418091818,0.9983981299366014,1.0032153672532245,1.0029059597846608,1.0002413837627613,1.002444330927518,1.0025485322001715,1.001679186508194,1.0018218656888604,1.0018810185284974,1.0025461830609619,1.0166584841913036,1.054322211534545,1.0871882082277096,1.082199926698924,1.0764929418006202,1.0755586856783939,1.072709804474853,1.071376876208135,1.0680036236880424,1.0827671038374436,1.136354025918059,1.179907061670611,1.2416394164973563,1.2783740666977308,1.343570912669584,1.3585356045560109,1.3511143448195067,1.5914032633318713,1.650475805236598,1.6288274551564614,1.6144066801752681,1.5981910867305174,1.5919157349676623,1.6475676450515566,1.6168047600133382,1.6005228672629037,1.5868745088782246,1.5780095155477742,1.5691241606699207,1.6290457673153436,1.6244709198307796,1.6527700834988113,1.7019348191402344,1.7666347619778469,1.7918597707691812,1.717628542034438,1.7044235648445583,1.6726841259469702
72-2801520,,,,,,,,,,0,0.9907332192904494,0.9976397920610901,1.0038503643456635,1.0025762695544636,0.9992587542445407,1.0046508079053194,1.0039925714140343,1.0010048089935968,1.0030204431692236,1.0030564724362174,1.002105350821242,1.0022255859509888,1.0022654393883883,1.0029455102950533,1.0175200068406047,1.0563405652848172,1.0904156280959887,1.0850242090012947,1.0790385148787018,1.078011691012234,1.0749925276519217,1.073577146029919,1.0700192471041226,1.0851061226149463,1.1401792487564526,1.1849949192216274,1.2485979603128812,1.2864925991181246,1.3539868689687076,1.3691912255666174,1.3613149490431302,1.6095707996482358,1.6707291704905598,1.6477469677411087,1.6324614645036395,1.6152953646591839,1.6086892244430584,1.666051211218628,1.633570261455026,1.6164031537517538,1.602038004753746,1.5927215170670983,1.5833777832636096,1.6448719852975409,1.6399582021764403,1.6685486095531092,1.7192106180240645,1.7859505603145809,1.8115467857408853,1.7337881836933768,1.7199876511042205,1.6868627948144896
