순번_정류장ID,1-2800505,2-2807101,3-2805797,4-2800504,5-2800510,6-2800511,7-2800514,8-2800516,9-2800518,10-2800522,11-2800531,12-2800540,13-2800551,14-2800557,15-2800564,16-2800577,17-2805679,18-2806742,19-2806744,20-2806603,21-2805744,22-2807080,23-2807078,24-2807266,25-2806214,26-2806242,27-2806244,28-2801157,29-2806001,30-2805994,31-2805962,32-2805963,33-2800850,34-2800852,35-2800845,36-2800854,37-2800833,38-2801103,39-2801110,40-2801125,41-2801126,42-2806924,43-2801140,44-2801302,45-2801328,46-2801352,47-2807081
1-2800505,0,1.0056953188153737,0.9999774774368964,1.3467426301100252,2.21660307481987,3.1873795376328773,2.421671688224011,2.227591118041808,2.063511622004451,1.9175739130813207,1.7269511496830008,1.5735407272389268,1.5133528604111561,1.4685775003379358,1.4240368885528836,1.3866153241621615,1.3654749336506848,1.3365311286333252,1.257506284768145,1.250114117985954,1.2277304660045023,1.2205598776823163,1.3460206396239909,1.432333466422867,1.7195618234054604,1.760741353281613,1.719192612724406,1.632534964611208,1.5964502614214937,1.5800931219651757,1.5643090914031872,1.5506382176308722,1.5237908009372012,1.4946015140461524,1.5215190728492731,1.6156049897357745,1.7277269268649182,1.7431780891621966,1.7304649413669633,1.6913475592588911,1.6758000511847897,1.7510581171510413,1.8386950325285842,1.808094660126113,1.7824138249385995,1.8339015618655115,1.8041602923445113
2-2807101,,0,0.9975951381965834,1.167857134437993,2.151994289038489,3.389084768325096,2.4072560205337816,2.1868941859837787,2.0091801050983222,1.855946890084856,1.6635972810163606,1.5147188705842425,1.4576628952807018,1.4158749368310986,1.3744394226236876,1.3401958821539306,1.3209403321854833,1.2947401922637571,1.2235993397579306,1.217062737871852,1.1983110756456723,1.1937775793690284,1.3206497432959659,1.4077202585185375,1.6995665737711039,1.7425644162968175,1.7013567522272055,1.614872303826519,1.5789146614156493,1.5629626822715588,1.5471351823137116,1.5336323556817228,1.5075659101522945,1.4788579483557054,1.5059537048570164,1.601057099613375,1.7144770160099851,1.730061761139005,1.7175818965248972,1.67854886964192,1.6630594413757553,1.739408080545237,1.8281665407766519,1.7970545467315957,1.7715481045651955,1.8237453397143215,1.7939386006636986
3-2805797,,,0,0.9957512810387238,0.9930103730603052,1.001033233136849,0.9879792063273902,0.9951055771290439,1.0079378023033703,1.0039902678310184,1.0029172242259348,1.0025266865069675,1.0022537899953001,1.0034134782506718,1.00239370175165,1.003552239214172,1.0039305380149282,1.004587956196606,1.003197324370135,1.003471942756232,1.0111489676630518,1.0249546331655006,1.136866533309458,1.2134925959359957,1.4676976902902814,1.517490232391273,1.4897610104720087,1.4320562100942198,1.4079236451433266,1.396920505314758,1.386312642221848,1.3769731244552825,1.35909204479224,1.339688387889988,1.3654778825950968,1.4528083972018175,1.5559883533926213,1.5721497626350627,1.5626969975059555,1.5332654116139866,1.5213607761181756,1.5917467164668229,1.6739715235604309,1.6496850433759425,1.629545150305915,1.678828619027999,1.655395147080955
4-2800504,,,,0,0.9908419186425113,1.0031919833231984,0.9859765994694178,0.9949641667066087,1.0101992347042381,1.0053045988876204,1.0038146697349275,1.0031908057040897,1.0028225979304555,1.0040223923882505,1.0028709151242776,1.0040603618562751,1.004432816044854,1.0050854089981767,1.0035172854832037,1.0037935710664296,1.011710881111499,1.025913637872781,1.1417645469653694,1.2213329687691128,1.4867217719825927,1.5379632349217605,1.5080992271990283,1.4460785460552885,1.4205971761109402,1.4089212268041427,1.3975038062789424,1.3876400680111634,1.3685873047118537,1.3483118080982726,1.374788543848149,1.464702350073111,1.5713809091666768,1.587867813467075,1.5776993395688017,1.546723325402254,1.53421585210437,1.606668541619242,1.691397490349945,1.6658596866899853,1.6447234180349295,1.6952902247652613,1.6705373141686306
5-2800510,,,,,0,1.016361453619796,0.9836266751024013,0.9965406249639797,1.0161297764161998,1.0089573891805919,1.0062544643141573,1.0049366023996336,1.0043119503023745,1.0054927630526103,1.0040723626357722,1.0052462920518086,1.0055765178708314,1.0061762588175112,1.0042452825089907,1.0045134528008075,1.0127200609127114,1.0274322710335566,1.1484908556854307,1.232323420875034,1.513343616644414,1.5658031212457104,1.532906691256904,1.4651212711036004,1.4374708451592675,1.4248653571637315,1.4125856966229935,1.4019944965131983,1.381733061265446,1.3598438670016666,1.3874115693511864,1.480819034136408,1.5919853034594875,1.60889776595897,1.5980074178336976,1.5648897622336193,1.5515495849037753,1.62679408533078,1.71491262095687,1.6874395638258837,1.6649389065121545,1.7174227207919928,1.6911004083330134
6-2800511,,,,,,0,0.9565354623713788,0.985447027494691,1.0160363938262553,1.0066603720939502,1.0040901359740306,1.0031904337308437,1.0027218933657622,1.004222904825614,1.0028023648375388,1.0042255421857336,1.004652453568314,1.00538818278068,1.0035557736880973,1.0038619174154002,1.0125469449843014,1.01112243334086,1.1319532810286186,1.2168147536681941,1.5044552920719192,1.5587495426953903,1.525409882732262,1.4570618470091636,1.4293253235188346,1.4166964939179119,1.4043977113377075,1.3938026342075573,1.3735881818692472,1.3518118264193866,1.3794766985518538,1.4742732746405367,1.5872222036237607,1.6044843177709782,1.5934749599908649,1.5600460402690945,1.5466001420086906,1.6234177631047868,1.712798537556889,1.6851483418803719,1.662350412390453,1.715693912005455,1.6890134803375634
7-2800514,,,,,,,0,1.0458705403641313,1.0397368211766578,1.0164664692044987,1.0089863045097702,1.0061864157337115,1.0051476384793647,1.0065642506660408,1.0046409162955696,1.006005952671061,1.0063474728376234,1.006976295418412,1.0045631398749355,1.00485391551701,1.0139061093860335,1.0122322429134065,1.0691026701888666,1.1507137947433939,1.3797636705829832,1.4368801898141477,1.4117444869838702,1.3600548123229643,1.3388775372591213,1.3292028105949294,1.3198342838692787,1.311600312026137,1.2960962652106245,1.2794937969566977,1.3060784605337967,1.3956592998890391,1.5018568155454963,1.519242137353923,1.5100367196904818,1.4822961586882988,1.471047506020655,1.54372626859884,1.6284558333612411,1.6047727245956585,1.5849968894444606,1.6364167850079665,1.6135101629719975
8-2800516,,,,,,,,0,1.0349074965010496,1.004953590673547,1.0016951804715208,1.0014021852324364,1.0011114712782745,1.0032280042482116,1.0016357715709785,1.0034847199312806,1.004045803101014,1.0049642569904607,1.003053874744707,1.00341166347955,1.012949018942522,1.0113591161575244,1.0697034306747797,1.15353476133252,1.3895942176241431,1.4476193626126606,1.4212011635871145,1.367331509720316,1.3452460096599137,1.3351842212234912,1.3252708272418081,1.3167396909492397,1.3006806836211402,1.2835082990248754,1.3109110754954998,1.4021541640794382,1.5108981479138386,1.5285517326872538,1.5188067780101568,1.489896893784212,1.4782710388257532,1.5524161118135071,1.6389236166687573,1.6144201328538634,1.5941790282951123,1.6465416879519539,1.6226945521490082
9-2800518,,,,,,,,,0,0.9753220624979718,0.9905612656334766,0.9953442488128329,0.9962444404728069,0.9994001857574504,0.998241410352086,1.0007401493287085,1.0015807715300429,1.0028585280445246,1.0015037361938022,1.001939303976953,1.0120809303025249,1.0105563287183992,1.0708846705921349,1.1577321629752515,1.4033727917344427,1.4632386960794719,1.4349602854181338,1.3774065486723022,1.3540562533728322,1.3434573621762411,1.3330453096442507,1.3240955611919107,1.3072545430228977,1.2894430735798859,1.3171810734089036,1.4112105223677966,1.5227029753845962,1.5407045477851293,1.5307046839804295,1.5004434059865255,1.4882952032001573,1.5646113157849704,1.65331558248867,1.6278838748227802,1.6067387313850003,1.6601570063521796,1.6352804762626658
10-2800522,,,,,,,,,,0,0.9983727080688175,0.9998209860042503,0.9998092543873794,1.0027503950635863,1.000876859127917,1.0032017472646613,1.0038867142965722,1.0049654648340622,1.0028583532751159,1.003259257431174,1.0136108575281497,1.012009255710729,1.074280422996713,1.1644984091910817,1.420869033128909,1.4822678864095133,1.4514899713693792,1.3901145353545814,1.365464272255345,1.3542140448169728,1.3431985401716864,1.3337424893798502,1.3159493467202847,1.2969925022152278,1.3256086094935489,1.4221207829615252,1.5370337777459346,1.5553889160222436,1.544860390504619,1.513042792203301,1.5002934144242508,1.5787538822254041,1.670271745246691,1.6431268320230914,1.6211756463089417,1.6761309103116389,1.6500787894946702
