순번_정류장ID,1-2806123,2-2806461,3-2806462,4-2806463,5-2806464,6-2806465,7-2806466,8-2806467,9-2806468,10-2806469,11-2806470,12-2806471,13-2806472,14-2806473,15-2806474,16-2806475
1-2806123,0,0.9924512658949354,0.9951289107912047,0.994125492550471,0.9989406811973309,0.9872455374675521,0.99895960959742,1.0035963373224743,1.0004054414910255,1.0937559073967607,1.2646007759612856,1.2866914989836904,1.269892258199608,1.3081030077340898,1.6150812595988646,1.8465894841469186
2-2806461,,0,1.007667644803634,0.9978084207102724,1.0100226908812864,0.9818504897310757,1.0022915050533028,1.0087418202928506,1.0038343939748215,1.1401541749085573,1.4050369356264796,1.401988924011223,1.369882705293127,1.4215093895629818,1.881654711372073,2.1746769345578514
3-2806462,,,0,0.989073669607489,1.0113747385704683,0.9745140186228506,1.0016315364720685,1.0088593091041111,1.0034460212463088,1.1545172611418946,1.4542491372467785,1.4379987384275843,1.400084759776711,1.455899413124934,1.9696040349542363,2.27895818221924
4-2806463,,,,0,1.0524316109422494,0.9676386749574315,1.0036514691169622,1.0116460078673528,1.0053036542088585,1.1775850410278297,1.529842946081477,1.4895906591479033,1.44278624743714,1.5042186237724544,2.0952485366424294,2.4236514070547743
5-2806464,,,,,0,0.9383863392255737,0.9989815537972988,1.0082668544642805,1.0017447827847032,1.1878401867946553,1.5760622620891047,1.518696515696458,1.4661324178388861,1.5311320295050992,2.173259712913522,2.51262204067937
6-2806465,,,,,,0,1.02225458806847,1.0303499075799407,1.0194974847714156,1.2655463252335983,1.8248241949756194,1.6574744119426899,1.5768108605052131,1.5283664299580717,1.9049367907233505,2.2691447737094945
7-2806466,,,,,,,0,1.0679265003262106,1.0120596211072599,1.113662935395372,3.2981605067317057,1.9149276338620451,1.7247150373281224,1.6278716352123763,1.4545648334874715,1.2537314305452167
8-2806467,,,,,,,,0,0.9345991656128068,0.9995848655123055,1.209086447516781,1.3153765956530648,1.2609162066586166,1.2296170946531737,1.170253047856952,1.09770089116263
9-2806468,,,,,,,,,0,1.0656338337404287,0.9946386162507252,1.0305021718480851,1.0260653685011691,1.0212266041723455,1.0120121329207823,1.0037465230697147
10-2806469,,,,,,,,,,0,0.9509537091503728,1.0113146700438864,1.0097017771255914,1.0061974220051126,0.9998549950752703,0.9961173768862863
11-2806470,,,,,,,,,,,0,1.0291478739256539,1.023390129282813,1.0173797812059537,1.0070846319328572,0.999889514659054
12-2806471,,,,,,,,,,,,0,1.0019020550261728,0.9917726076871022,0.984985482718355,0.9883583286960661
13-2806472,,,,,,,,,,,,,0,0.9775940273889361,0.9787773977749342,0.9867581991766472
14-2806473,,,,,,,,,,,,,,0,0.9791966319532327,0.9876027583932612
15-2806474,,,,,,,,,,,,,,,0,0.9905458875934834
16-2806475,,,,,,,,,,,,,,,,0
