순번_정류장ID,54-2804092,55-2804090,56-2806224,57-2804088,58-2804614,59-2804087,60-2803988,61-2803986,62-2803984,63-2803981,64-2806017,65-2805721,66-2805719,67-2803976,68-2803974,69-2803875,70-2800253,71-2803871,72-2804720,73-2806360,74-2803868,75-2803866,76-2803863,77-2803864,78-2800255,79-2803615,80-2803614,81-2803859,82-2806227,83-2803858,84-2803611,85-2803609,86-2806232,87-2803608,88-2803607,89-2803606,90-2806297,91-2803616,92-2803853,93-2803850,94-2803617,95-2806299,96-2803618,97-2806300,98-2803600,99-2800273,100-2803601,101-2804331,102-2803581,103-2800271,104-2805489,105-2807150,106-2804581,107-2804582,108-2800267,109-2804032
54-2804092,0,1.0037586178649602,1.0029040958642044,0.998328115349392,1.0002783940333038,1.0019379461555467,1.002530485802953,1.0021857052599226,1.0007768515570332,1.0018895511552721,1.001833617428794,1.000678993833442,1.0007378776200637,0.9988525885233019,1.0001819700819699,1.0017272715603613,1.0031694733073213,1.002050996212672,1.0016532998908552,1.000444471035041,1.0019468349730765,1.0019374101999106,1.001858591952166,1.0021260554256595,1.0025611910505179,1.0022910103662759,1.0017719198462551,1.0024949157638545,1.0024322117738462,1.0024302959381726,1.0024398041335096,1.0021413121949603,1.0021634604790015,1.0017132173013525,1.0019371412993832,1.025687433325309,1.0929077675193386,1.1257179462802749,1.124158492932016,1.1216415738195251,1.1170762542056316,1.1506653637046398,1.1843088967654323,1.2253170370255337,1.2942107710151378,1.2851349934376557,1.281166519951541,1.2789559902235705,1.2746857483883307,1.2670916811044843,1.2602939596863705,1.2547971245608984,1.2510553910569362,1.247407173923403,1.2427000188888804,1.3021280471440515
55-2804090,,0,1.0014129681286132,0.9951010791432039,0.9989033247250219,1.0014064978869202,1.0022943296080804,1.0019508662710894,1.00037129767891,1.0016554786466159,1.0016267227239344,1.000397876023709,1.0004715180900343,0.9984430163877696,0.9999105666189835,1.001582068187166,1.0031289460425965,1.001936574260317,1.0015183186346346,1.0002633286849072,1.0019519324612138,1.0018450236208831,1.0017661299458547,1.0021392699515965,1.0025947627536833,1.0022248292384361,1.0016893138915828,1.002443777642406,1.0024553746717908,1.002380144593856,1.0023912287045118,1.0021512357960454,1.0021738854061957,1.0016466279939895,1.0020000296799143,1.0263215410258921,1.095698653158104,1.1297009067039145,1.1281112706786887,1.1253495793330264,1.1205134387044065,1.1551521730219414,1.1899255319429847,1.2324320270117826,1.3036645914256728,1.2941133740456494,1.2898289806294878,1.2874612959325296,1.282931934550657,1.2750287719734268,1.2677436931041701,1.2618035211795493,1.2578347487321053,1.2541120588729318,1.2490880237857638,1.3102254831582933
56-2806224,,,0,0.9918322966963316,0.9981656539141966,1.001405196290442,1.0024035625507937,1.0020010067253986,1.0002827474848546,1.0016740166244866,1.0016405673596054,1.0003415278609475,1.00042111819266,0.9982932716280674,0.9998421416767123,1.0015891656702727,1.0031992950890116,1.001957507682442,1.001522219407055,1.0002259613704958,1.00196861128267,1.0018578899804638,1.0017761891092065,1.0021596743648031,1.0026277263945,1.0022463868761544,1.0016959935600933,1.0024682681909483,1.002479628690546,1.0024015089107268,1.0024122991414377,1.0021658771987672,1.0021886130094646,1.0016510760818436,1.001888250423989,1.02684732235206,1.0975812478796863,1.132271130200301,1.1306182352095941,1.1276727712127304,1.122733518698992,1.1579394521795137,1.1933991208769719,1.2367730246264155,1.3093894756378595,1.2994973876828066,1.2952228821265201,1.2926776556652482,1.2879869129371075,1.2798044086496458,1.2723326995293869,1.2661292273343028,1.2620869195679654,1.2582372745673314,1.2529895957449166,1.315269467188045
57-2804088,,,,0,1.0064531645455812,1.0074856636611997,1.0057293614372147,1.0042500392255789,1.00193630360918,1.0034061152268798,1.0030682016173926,1.0013593946995114,1.001407450790017,0.99898947750195,1.0006144735179305,1.0024684634674064,1.0041764933551627,1.002804549068544,1.0022947329853626,1.0007863257978165,1.0026170597439268,1.0024745957702375,1.0023607523185183,1.0027550238568412,1.003242267639523,1.0028092114583076,1.0021850799792078,1.0029796745838888,1.0029821767449887,1.0028741074867045,1.002873053767331,1.002579294954229,1.0025925289236,1.0020257772684638,1.0022596541722937,1.0281497846867653,1.1015855202907938,1.1376035555014157,1.1359675622610712,1.1328473652619515,1.127327905609411,1.1639657461165012,1.2008357125144389,1.2459146568711426,1.3218013807705775,1.3110868147786512,1.3062519391910252,1.3037398386217485,1.2985441988911077,1.2897710536268199,1.2817569953905383,1.2752924327680462,1.2708082374018448,1.266693719665698,1.2612508061609857,1.3256519453250637
58-2804614,,,,,0,1.0084574530112052,1.0054995443133075,1.003801925010275,1.0011418971138848,1.0029326127777531,1.0026443597679309,1.0008469068339163,1.000922035458145,0.9983197015347923,1.0001500145455107,1.0021737355882994,1.0040164051151161,1.0025552051732274,1.00202484842432,1.000481668210599,1.002419879125045,1.0022783430240614,1.0021682541082169,1.0025845212499325,1.0030961277854518,1.0026522286273367,1.0020169809184434,1.0028470862188252,1.0028522931513424,1.0027474799591183,1.0027498029111883,1.0024571210681865,1.002473925965209,1.0018927135524691,1.0021378548503166,1.0287845847378483,1.1044734456269225,1.1417957212986996,1.1397425976973001,1.1365822195191013,1.1309078973993054,1.16845718406771,1.206396568631958,1.2531751925266696,1.3313708305597944,1.3200492231528953,1.3151211850038078,1.312101109031923,1.3068704790819508,1.2974489900793307,1.2889934577085582,1.282278630512859,1.2776211075108375,1.2731460192685697,1.2675100530688066,1.333754625560846
59-2804087,,,,,,0,1.0040057135759533,1.002521480084329,0.9994663030340114,1.0018424954899423,1.0017552808400703,0.999938232836386,1.000065978038945,0.9972542012036325,0.9993847069508197,1.0016389045082412,1.0036585051363724,1.0020944976573436,1.0015498353720684,0.9999996155694871,1.0020717918965383,1.001937381626392,1.001726592065754,1.002282906889825,1.0028245240912668,1.0022726096762444,1.001736256583137,1.002610635228957,1.0026206617131412,1.0025248815555499,1.002533599893924,1.0022495621226926,1.0022724180821012,1.0016767759315321,1.0019370152452134,1.0293653357938082,1.1076661686613083,1.1461274258421765,1.1441063775957852,1.1405693823309058,1.1346378702061874,1.1734447880782894,1.212677350036198,1.2611974405378719,1.3421045954899833,1.3301712454583767,1.3249430156638284,1.3218902718632393,1.3159886894300101,1.3060883953758897,1.2971224517279443,1.2898809189917864,1.28524992275835,1.2805947466841119,1.274364704639188,1.3425872954766096
60-2803988,,,,,,,0,1.0007483277752407,0.9956989438418918,1.000456290148387,1.0007777029946683,0.9986788900554735,0.9989229510829669,0.9954798803602026,0.9983540395885482,1.0011593647011197,1.0035926177506325,1.0017451023111497,1.0011292423147158,0.9994550087447513,1.0016844989001934,1.0016836748163147,1.00158666668488,1.0020878815717211,1.002692827701886,1.0022035299969938,1.0015219622909652,1.0024836139971514,1.00249727889982,1.0024010616313075,1.0024142314454907,1.002120432570764,1.002148624951917,1.0015145195667472,1.0017981442225814,1.0018239276241192,1.05625728959615,1.0945509178295538,1.093233239397001,1.0910491049369033,1.086859124762901,1.1259376628607578,1.1649067924531904,1.2128524503252927,1.293744866858804,1.283191018160136,1.2784812689841376,1.2759264747962709,1.2710794487051007,1.2624501810788968,1.2546528141442044,1.2483654501797115,1.244262306804429,1.240194136535171,1.2348866498018587,1.3029168606086896
61-2803986,,,,,,,,0,0.9842066811618246,1.0001184022212257,1.0007937557878026,0.9979544995862906,0.9983374623241552,0.9939937047358783,0.9978044198200662,1.0012433125252436,1.0041297299490932,1.0019249609588148,1.0011927717858522,0.9992887756478094,1.001952512013615,1.0017905547177448,1.0016768010069605,1.0022279659470286,1.0028928513915771,1.0023432861363184,1.00158835795537,1.0026266721038535,1.0026382004331449,1.0025254433629398,1.0025354433463007,1.0022103387407462,1.0022376623354439,1.0015618898867629,1.0018606471192224,1.0018865706387834,1.00134853321069,1.0017622053520994,1.0017611772432544,1.0020855818810397,1.0013928175695102,1.0292354125742949,1.0648787043211736,1.1085707658602404,1.183370175407437,1.1765532197880018,1.17359310443967,1.1723078489085,1.1692746512915804,1.1640282721142299,1.1595483366095143,1.1555038136035818,1.1533017930038627,1.1509757757728838,1.1476579274424008,1.2111309879944239
62-2803984,,,,,,,,,0,1.0165762825164633,1.0063555517384075,1.000452118293182,1.0006557843716029,0.9953783661579286,0.9993298313866218,1.0029232674581636,1.0059325489650637,1.003453186044258,1.0025411809721505,1.000190790195194,1.002784255691154,1.00256711023118,1.0023983802381666,1.0029562074321565,1.0036398134588707,1.0030137397754526,1.0021553201695372,1.003209815037351,1.0032076482677235,1.0030521895644764,1.0030448661205675,1.0026580570908719,1.0026721131355483,1.0019658638995501,1.0024132992372172,1.0024275500783517,1.001560118594542,1.0019790604394792,1.0021166910034764,1.0023012077507751,1.0017166606970034,1.0303184277395696,1.0668016140233005,1.1115629239300324,1.1882396989387105,1.1811913834025314,1.1780976867738384,1.1767319930867066,1.1734804376235721,1.1679919225854827,1.1633678167172214,1.1590854653313964,1.1567702007923322,1.1544051615986066,1.1509521978648123,1.2157714492083311
63-2803981,,,,,,,,,,0,1.00145267401764,0.9970166735300494,0.9976543717979649,0.9920196044196764,0.9972316805351276,1.0014844472504094,1.0049121338308205,1.0022592708435467,1.0013744400695828,0.9991852088618233,1.001993470172601,1.0019740759787779,1.0016845743652714,1.00229024915273,1.0030189659734454,1.0025446840299306,1.0017061311271103,1.0028192606102961,1.002715730600322,1.00258967014729,1.002697777722996,1.0023360477533485,1.0023609020640916,1.0015597767252054,1.002116084725299,1.0019016944086985,1.0013357342759628,1.0018437816127606,1.0018415306349748,1.002179189535161,1.001383341996244,1.0241065197761918,1.0610645517726056,1.1064364150146937,1.184277689650043,1.1771587190410266,1.1740730149574423,1.1727320460609123,1.1695752188687236,1.164124477292768,1.1594800278982587,1.1552945794965377,1.1530205801421145,1.1506204872718249,1.1471997855031377,1.2128229045871237
