순번_정류장ID,34-2801636,35-2801601,36-2801533,37-2801518,38-2801490,39-2801458,40-2801434,41-2801399,42-2801370,43-2801341,44-2801316,45-2801291,46-2801272,47-2801264,48-2801097,49-2801068,50-2801055,51-2801060,52-2801069,53-2801062,54-2800856,55-2801051,56-2801032,57-2801010
34-2801636,0,0.9987536155310344,1.0084537796465896,1.00961484106165,1.014418876331498,1.0124656658096616,1.0051615865633041,1.0080597377040341,1.006850714125156,1.0055529639319511,1.0051431580246042,1.0054170128307063,1.0053024520681586,1.004587369981844,1.0032352203933876,1.0040992011719199,1.0113414233653857,1.0929206492240862,1.1701913900520255,1.1636810159127895,1.1670720748320158,1.1605713313794752,1.1489077899562539,1.1425291592973463
35-2801601,,0,1.0129986871497434,1.013705184029607,1.019378683997197,1.0153595170080743,1.0058499436608772,1.0091745000547896,1.0075987217628948,1.0060281099987813,1.0055055819454457,1.0057691575565713,1.0056049270961942,1.0048102477869072,1.0033201627615091,1.004239876485006,1.011961436170213,1.0993002135973857,1.1818629003743095,1.1744391279548767,1.1776170473704417,1.170300320657042,1.1573038710555479,1.1500682865256255
36-2801533,,,0,0.9636121474351899,1.0055031879903717,1.0058715970373298,0.9946035244777985,1.0017338811592678,1.0012086064374341,1.0002366010040316,1.0005261603265252,1.0014812291112152,1.0018345838167515,1.0011299635404105,1.0000594227907793,1.0013527069792765,1.0100658329310097,1.106574742351102,1.197681500868505,1.1888012690547411,1.1916539210026718,1.18306295471215,1.1680196742828173,1.1595033959267782
37-2801518,,,,0,1.035364900519825,1.0170964393982334,1.000221427513836,1.006796292966643,1.005100241530255,1.0034034966489969,1.0031775864930375,1.003826667195237,1.0038862631125336,1.0030298141010998,1.001592970495214,1.0028025615989697,1.011716514169036,1.1118979987566038,1.2062799421207977,1.1966865853240611,1.199277813503874,1.1900730635274008,1.1740504123742899,1.1648901415655475
38-2801490,,,,,0,1.006246378346719,0.9882369776760159,1.0002545898221713,0.9999590104772786,0.9989912945752938,0.9995709317422933,1.000825865199837,1.001322884100915,1.0005571551314025,0.9994745282764329,1.0009477605273276,1.010475839275247,1.1161160321939034,1.2155658262722553,1.2050204454368334,1.2073435362885645,1.1973310870503557,1.180038229052721,1.1700871970046154
39-2801458,,,,,,0,0.9639535567560302,0.9964961717794287,0.9974390111487882,0.9967943154287957,0.9980186543511728,0.9997920346909902,1.0005400690654775,0.9997159348574632,0.9986744851075477,1.0003856766245265,1.0108856424949981,1.1273544049911186,1.2366426030717708,1.2239570905024273,1.2255098218504685,1.2137194945994991,1.1936625290877723,1.1819577981204084
40-2801434,,,,,,,0,1.0248034143061768,1.0115927052427296,1.0063058284201485,1.00511765081794,1.0056965130917372,1.0054274327771597,1.0041179265794993,1.0020071488044,1.0034966677989825,1.0145192292056266,1.1407675862068967,1.2586494647510686,1.2437237925825624,1.244290989557788,1.2306853181652941,1.2078421864668283,1.1943369582588907
41-2801399,,,,,,,,0,0.9991054374894224,0.997072588852856,0.998914407413803,1.0012320202314287,1.001911977438136,1.0007083010351676,0.9991796825960826,1.0011769497630592,1.013514439797821,1.1528514336366213,1.2825639919927567,1.2646893423464947,1.264040156158455,1.2481241242740782,1.22182333881046,1.2061770561818286
42-2801370,,,,,,,,,0,0.9947940017005487,0.9988189037561969,1.0019291816799192,1.0025786411717843,1.0010468461843731,0.999190896305354,1.0014465528394105,1.01517507899498,1.1718998871106752,1.3169520856466446,1.2946315368104946,1.2919128967706748,1.27263575674415,1.2414036338549252,1.2226968767773139
43-2801341,,,,,,,,,,0,1.0020693981890425,1.0048926050714226,1.0046754572345122,1.0025007980792142,0.9998763717459384,1.002322140092448,1.0175158868116825,1.19395138354871,1.3561256145400131,1.3282250762449588,1.3227461235490883,1.2994336888061837,1.2624305778225369,1.2401929542846224
44-2801316,,,,,,,,,,,0,1.0078817440961276,1.005980582645681,1.0026753841917384,0.9993511803584059,1.0023713502962062,1.0200768048916675,1.228926897345875,1.4188852889299048,1.3807634082120757,1.370029398824415,1.3397642323539385,1.2931647685132135,1.2652067296862997
45-2801291,,,,,,,,,,,,0,1.0042742014421353,0.9994540591824382,0.9968576606234837,1.0011289177952742,1.0223409666400995,1.2748953494685178,1.501531734481636,1.4476722534797004,1.4286216120696429,1.388523642204013,1.328961423692491,1.2935489495153698
46-2801272,,,,,,,,,,,,,0,0.9887576106631563,0.9932758134131335,1.0000745719569673,1.0270520533490939,1.3565056536871738,1.645101315330854,1.5584677882587852,1.5219360267164124,1.4637304390988708,1.3817309449077393,1.3340119732156455
47-2801264,,,,,,,,,,,,,,0,0.9927150042401379,1.0009159876698468,1.0312480293719917,1.4128785606886327,1.6948800018377321,1.5921936771786078,1.5502774789361002,1.4841610435784125,1.3932190731009693,1.3412033844311966
48-2801097,,,,,,,,,,,,,,,0,1.0122107282051946,1.0649143072046419,1.9557602657377886,2.461998660286314,2.0721179293553056,1.805995839495718,1.665621799334444,1.4992382613591517,1.4166726587182106
49-2801068,,,,,,,,,,,,,,,,0,1.0110863630509017,1.0357191387006688,1.4306450100050025,1.3357127722533555,1.265360122539745,1.223637740675369,1.2869490508910026,1.2917117078141547
50-2801055,,,,,,,,,,,,,,,,,0,1.0805894134477827,0.9944253837786379,0.9959995116654137,0.9995984422740891,0.9984725366097675,1.364845205357935,1.355877295184297
51-2801060,,,,,,,,,,,,,,,,,,0,0.9587350047287992,0.9715033377306083,0.9825737491158768,0.9844135766183078,1.189825425593433,1.2140308875342143
52-2801069,,,,,,,,,,,,,,,,,,,0,1.0011734114873128,1.0046826767759212,1.0008335931365275,0.9932552416617806,1.005251953172026
53-2801062,,,,,,,,,,,,,,,,,,,,0,1.0074652618520314,1.0006837328947242,0.9913890259419876,1.0059204339963834
54-2800856,,,,,,,,,,,,,,,,,,,,,0,0.9924854117709185,0.9845894618597958,1.0055172146446192
55-2801051,,,,,,,,,,,,,,,,,,,,,,0,0.9803403355613148,1.0091056087758177
56-2801032,,,,,,,,,,,,,,,,,,,,,,,0,1.0392472157703532
57-2801010,,,,,,,,,,,,,,,,,,,,,,,,0
