순번_정류장ID,19-2801197,20-2801346,21-2801327,22-2801308,23-2801284,24-2801276,25-2801282,26-2801290,27-2801297,28-2801318,29-2801325,30-2807166,31-2801351,32-2803551,33-2801331,34-2801344,35-2801357,36-2805405
19-2801197,0,1.0161464734047234,0.9986139247254504,1.0006491892041216,1.1717918326632057,1.379613096455839,1.6262741490036199,1.4738488026626448,1.404202914543096,1.3355924433389812,1.379037264670733,1.3219398273430196,1.2814464660581704,1.249692932343974,1.2243288740371405,1.2061273028370965,1.1934127547884779,1.17792733502575
20-2801346,,0,0.9681885684297503,0.9862568209567568,1.0011520784519343,0.9994031616626577,1.1167709423393466,1.0935334081310406,1.0829132440802471,1.0678589649772743,1.113623007959342,1.0973660956535978,1.0868092421254865,1.0762688516752308,1.071957376756246,1.0663078507766626,1.0626039720628717,1.057816567433009
21-2801327,,,0,1.0056934201359695,1.0079683177886514,1.0035282253327331,1.001841518064327,1.0040786016026315,1.0051334191693275,1.001359270449761,1.0035154538026982,1.0023560604304471,1.0032801344804885,1.0010111862141788,1.005447637941747,1.004876129866951,1.0048646848371694,1.0044996657846619
22-2801308,,,,0,1.0091979993810287,1.0028640591283287,1.0018769035926691,1.003807742499069,1.0056194575684332,1.0013214594578477,1.0037134691031875,1.0024179906428057,1.003408005092693,1.0009627940506125,1.005431954774766,1.004828943517773,1.00481985690082,1.004440264132659
23-2801284,,,,,0,0.9945537975761845,0.9965404474228463,1.0013912996232626,1.0043650896004055,0.9991603599644907,1.0023500498201954,1.0010341202247588,1.0024057447266665,0.9997107801992029,1.0049370736406054,1.004306483975816,1.0043330204798688,1.0039578788823669
24-2801276,,,,,,0,0.9954903174462816,1.0034612718702494,1.0068995898715014,0.9996278743145499,1.0035064397497333,1.0017039738825089,1.0031663117879248,1.0000145087180654,1.0057748917010338,1.0049983360704902,1.004974333145467,1.004506585368231
25-2801282,,,,,,,0,1.0091407632171858,1.0116120358327612,1.0007417931396994,1.005356849803272,1.0027812136472738,1.0042315326525821,1.0005462904219575,1.0067836866785365,1.0058302593307522,1.0057354964099547,1.005156318261319
26-2801290,,,,,,,,0,1.015022817708768,0.9956410209316706,1.0035435082180648,1.0007347514739635,1.003043454925152,0.9988484057913292,1.0064074040398108,1.005366626536089,1.0053030618221157,1.004708003407298
27-2801297,,,,,,,,,0,0.9804082882124477,0.9974356981894478,0.996390552193694,1.0004962694735846,0.9961464802350228,1.0052800938278952,1.0042761381201255,1.00431812045621,1.0037921577695703
28-2801318,,,,,,,,,,0,1.033110193610454,1.0064774324872132,1.007948538813387,1.0003947884966746,1.0102467091438807,1.008282084475977,1.0078579825148861,1.00676984140243
29-2801325,,,,,,,,,,,0,0.9949960007504763,1.0025332957117563,0.995555374845302,1.0078379844217646,1.0061199138065595,1.0059378668440875,1.0050653034679673
30-2807166,,,,,,,,,,,,0,1.010046394466119,0.9958475777321841,1.0119912845820296,1.0089358641303703,1.0082810831386064,1.006843751348933
31-2801351,,,,,,,,,,,,,0,0.9802052388490144,1.0129270501124141,1.0085576630668351,1.007797843270084,1.0061537972352428
32-2803551,,,,,,,,,,,,,,0,1.0127575954621484,1.0065947120400702,1.0061014635357108,1.0045195221789913
33-2801331,,,,,,,,,,,,,,,0,0.9950643696818656,0.9994437917156213,0.9996890556216153
34-2801344,,,,,,,,,,,,,,,,0,1.0046849419444739,1.002015006533987
35-2801357,,,,,,,,,,,,,,,,,0,1.000079614070792
36-2805405,,,,,,,,,,,,,,,,,,0
