순번_정류장ID,59-2801409,60-2801449,61-2801493,62-2801515,63-2801589,64-2801619,65-2801647,66-2801634,67-2801667,68-2801680,69-2801698,70-2801720,71-2801737,72-2801748,73-2801759,74-2801768,75-2801790,76-2801977,77-2802024,78-2802051,79-2802098,80-2802129,81-2802152,82-2802157,83-2802165,84-2802778,85-2802792,86-2802800,87-2802815,88-2802826,89-2802834,90-2802833,91-2802832,92-2802846,93-2802843,94-2802804,95-2802799,96-2803264,97-2803257,98-2803253,99-2803249,100-2803226,101-2803217,102-2803219,103-2803223,104-2803227,105-2803239,106-2803240,107-2803236,108-2803248,109-2804859,110-2803271,111-2803278,112-2803283,113-2803282,114-2803280,115-2803277
59-2801409,0,1.0409633143246846,0.9978512437362115,0.9938047894510292,1.0030665820469549,1.0031407503198209,1.003793614074303,1.2720002572323634,1.323547064244835,1.2740715000898457,1.2293399222700487,1.203161873009414,1.1834622019496717,1.1624083377648409,1.1468721218955356,1.1363796237332309,1.1284462466590184,1.1142910577276215,1.1081024215194712,1.1045449613360923,1.098553678172531,1.0934030111919402,1.0857066120857106,1.080371619903447,1.1060574807480748,1.1867170788061536,1.1753405072289866,1.1783430841562665,1.1730079181352338,1.1622486026196084,1.1945377050165502,1.1903057847457803,1.1802923952705466,1.1713675602972462,1.1996938608270205,1.2527951908101762,1.2862518469700002,1.2718166289505277,1.2755276986558004,1.2654380616129708,1.3206700651065872,1.4306973826042,1.4228111331102622,1.4130232110658099,1.4045810963147563,1.4038331176530088,1.3944636152381262,1.3834796459383227,1.379014900412522,1.3596077262685695,1.35883589866993,1.3455454739244017,1.3370431088062573,1.329230168058994,1.3234497858537226,1.346455577800246,1.3919437506447114
60-2801449,,0,0.9559202206685307,0.9650606542446142,0.98884612183755,0.9919843726747484,0.995204976678226,1.3323506430212693,1.3860686898822456,1.3162548424091192,1.2564033221720692,1.2237699698066524,1.199573163526513,1.174440082011901,1.1560998516134473,1.1442346029490602,1.1349432218839979,1.1191959156395312,1.1122616972793766,1.1083567358190245,1.101764574864712,1.096007408285279,1.0880048430130436,1.0820261665985966,1.1089445287172002,1.193627630378566,1.1812005122184204,1.1843523211197573,1.178322094083033,1.1666957665879996,1.200208624542784,1.195949286178974,1.1850090440643577,1.175669160588848,1.204730003910991,1.2600269950598255,1.294185682437156,1.2793683095293367,1.2827516914099208,1.2722048063436404,1.2921668772485813,1.4015507156327736,1.3846568348917432,1.375682452746696,1.3682780982417593,1.3632208239872572,1.3534845891623053,1.344697181812826,1.3406057180469977,1.3233019076444692,1.322650877914685,1.310769302402447,1.3033067525342574,1.2960359025804982,1.2910402183979812,1.314159859091143,1.358705532472536
61-2801493,,,0,0.9804005884349891,1.0095273099280497,1.0076809061708953,1.0074450004998616,1.4705707052555812,1.5127323397937225,1.3986220872825976,1.3084805562889765,1.2640173019296934,1.2316220594869582,1.199223439800224,1.1757977601426377,1.161647503799122,1.1497430337355155,1.1312542626690256,1.122897102662551,1.1183698584061925,1.1106332428517203,1.1042052602917878,1.0947278000908116,1.0883506587930556,1.116399701022186,1.2052571383342898,1.1915135790018756,1.1942210470815382,1.1878162691997183,1.175060042946552,1.2102021485598633,1.205562832497397,1.1937141003130394,1.183607728886451,1.2136156555953057,1.2703644887687844,1.306122648869608,1.2898847517690792,1.2935531499100663,1.2821605564349463,1.3028166597384359,1.4161299966328835,1.3981829674066724,1.3886136153959212,1.3806723191955852,1.3750911533294956,1.3651602116215857,1.3555027485133686,1.351173904924179,1.3328685252390444,1.332237606071646,1.3197036072668569,1.3115026664229625,1.3042741388730998,1.2989322700550126,1.322562677513852,1.3682444461586327
62-2801515,,,,0,1.026943052860348,1.014016374283783,1.0115214678959525,1.3640671063298162,1.35004629015211,1.2719158006927789,1.212170806449418,1.259941785552627,1.226085722075031,1.192780614634834,1.1691814155916744,1.154844068034532,1.1432361436171934,1.1248409025270534,1.1167463684125027,1.1123016103205867,1.104814386714564,1.0983886124299977,1.089548415092008,1.0831917070110297,1.1197903922305201,1.2113486224515777,1.1971282748716439,1.1995147627750677,1.1927337556303719,1.179714731244526,1.2157293914383416,1.2104630133934977,1.1981509765782214,1.18771920546602,1.2183815068404056,1.276198873391649,1.312791129283519,1.2958963375689967,1.299541137033891,1.2875928131803038,1.308726472513492,1.424534088440554,1.4057521260976282,1.3958254837403385,1.387336604713174,1.3817944361577525,1.3711793729394661,1.3615064002790223,1.357036008844552,1.3381357583065991,1.3374640446227681,1.324547202732443,1.3164598761180732,1.308748921678922,1.3032510305635616,1.327110308337677,1.3736162935756338
63-2801589,,,,,0,0.9959007379430123,1.0020534222042057,1.5862513667830254,1.457814716578588,1.3268088555056674,1.2392432443981878,1.3044378722691645,1.2582704953133388,1.2151703448187658,1.1854237706156818,1.1684339419224834,1.1541065350126554,1.13289982951563,1.1234926873939177,1.118470479690001,1.1099839761039474,1.1030192818332636,1.0930582371353463,1.086146767935619,1.124728609478257,1.221439581747625,1.2054979663610013,1.2077624683762718,1.2001818754178926,1.1861277431213104,1.2237011431150235,1.218447120167779,1.2045935343568737,1.193675073359416,1.2253796901269498,1.2855771262769073,1.3235854126533995,1.305293475003563,1.3087868862094025,1.2961955710993611,1.3179871940325993,1.438336244924257,1.4184225302166145,1.4078615514326165,1.3990322167487772,1.3929310122806255,1.3816663953407382,1.371519346443194,1.3664815082287407,1.3466546506782249,1.345913505881298,1.33233566670446,1.3238514029006334,1.3157605757164035,1.3099989577341966,1.3342344890178763,1.3820232732672966
64-2801619,,,,,,0,1.0068506516545639,1.0035519484471032,1.023058786268541,1.017723225043976,1.0842028369562726,1.3531268644703245,1.2924798661434767,1.2385524327432549,1.2022408733605057,1.1825911835707452,1.1654155413858036,1.1414510863892036,1.130721078766163,1.1251362700991951,1.115658430113027,1.107997407195139,1.0969346293857216,1.0895016484685196,1.1294814439245968,1.2299133028063411,1.2132897601081212,1.2151016091954026,1.2067973731427273,1.1922750931557606,1.2312048434838156,1.2253254183489763,1.2109818737798448,1.198675854639281,1.2317654824575832,1.2935919768718231,1.3322989559007443,1.3129513277279508,1.3165272586937073,1.3035591736789185,1.3256028916613367,1.4491894894380506,1.4282877437542032,1.4172309247362938,1.4078353973581932,1.4014781845714648,1.390170182963098,1.379118883221377,1.3742074654548386,1.3534612410244127,1.3524630185835385,1.3383752856415214,1.329677959440258,1.3212019059459466,1.3152373021817882,1.340047510840085,1.388992695116484
65-2801647,,,,,,,0,0.9996541243056281,0.9970471982274716,0.9989581047963588,1.0077138752812285,1.221837338666992,1.1820521526092682,1.1468285897475863,1.12519415329669,1.1109006641440857,1.1027439787873479,1.0863402961457613,1.0805783509354838,1.0769268828482934,1.0714652427591285,1.0664289581613542,1.0597218375579505,1.0546462906172944,1.0962517388412758,1.1973108734117834,1.1823175690748369,1.1858125127356591,1.1790039460804957,1.1654812489125261,1.2045224338779081,1.1994929094129716,1.1867040486023899,1.1759839209005198,1.2091943481756042,1.2715944297058723,1.310869984712605,1.2928626591387788,1.296567252071028,1.284169737642765,1.3066249932665737,1.430511268027877,1.4100505751299446,1.3992391949471399,1.3904824187420946,1.384429419796627,1.373086421169544,1.3628949169103755,1.3580374025193265,1.3379377208112713,1.3372305558373816,1.3235485824866624,1.3151646617803237,1.307103005318399,1.3012804501677135,1.3263090448132402,1.3751103679075278
66-2801634,,,,,,,,0,0.9952786251128792,0.9987042852865671,1.009485263403607,1.0023758038422526,1.0026800967498781,1.0015247662490996,1.0050541851218107,1.0001802576297507,1.0065810930885368,1.0027168633134307,1.0048203309518475,1.0042729567962598,1.0051263122502154,1.0047174885217895,1.004476082618778,1.0029274200439113,1.0220125069897696,1.1179427325371996,1.1091490786741947,1.1156987497177857,1.1120854465488552,1.1020096309156622,1.1399087202430376,1.1364862855275484,1.1282714415638389,1.1211666806436353,1.1447979636094734,1.205900086721312,1.2441606365242268,1.2301121404453157,1.2350013807295124,1.2253633462035316,1.2471641663813224,1.3650650449645287,1.348433377727099,1.339556341531734,1.3324330282291514,1.3271930590396976,1.3182557275315467,1.309348172977514,1.3053564803655293,1.2886617701178054,1.2882684538841114,1.276764883051711,1.2695294641617376,1.2628018397712697,1.2581700615291218,1.282892584805098,1.3300495607285503
67-2801667,,,,,,,,,0,1.0026860688074406,1.016293267456058,1.0048531680862418,1.00468173016338,1.002835481870274,1.006697692507853,1.0009319146229543,1.0080589502104766,1.003550994783546,1.0057808445686298,1.0051380734709399,1.0059848625111996,1.0052887052983162,1.0049664408475394,1.0035981558262155,1.0237208111117961,1.1260013889580947,1.1159091580156493,1.1226517501228934,1.1186701229765295,1.1076057263592822,1.1475102204946053,1.1437289800463546,1.134721079007192,1.1266949763933798,1.1236083819242664,1.1718593097050434,1.2110279629280016,1.1983821903782197,1.196163986071884,1.1880620942951838,1.185304719852044,1.2978013399818746,1.2845757255440076,1.2774404023627712,1.2720248526299802,1.2677881586674498,1.2603387466436369,1.2712618692794337,1.2676482929200097,1.252886442107413,1.252710904695625,1.2426266332395879,1.2363481965366674,1.2306616589313393,1.226320552014418,1.2513195328109432,1.2974072955087375
68-2801680,,,,,,,,,,0,1.02583869465311,0.998697915137881,1.0002734550000292,0.9992295639416572,1.0045680980164338,0.9981577394364463,1.0066309166094896,1.0018749952280859,1.0045000262038726,1.0038622801673167,1.004905416572223,1.0042410936312958,1.0040220167016995,1.0024732042926907,1.0239598492200261,1.1322676508335567,1.121132897074193,1.128110303979186,1.123520321698842,1.111838612519857,1.1536163829937598,1.149363101075624,1.1395483902552304,1.1311729109874615,1.1277196975303747,1.1773653492756966,1.217951430499565,1.2047229666254538,1.2025103924101541,1.1938779638261918,1.1906651548652827,1.3072217813459257,1.2931254332394062,1.285549269185644,1.2797564317440941,1.275286876153204,1.2673924672309473,1.278318315386738,1.2745139597834836,1.259161981813448,1.2589428016466113,1.2486214336744619,1.2420326792736087,1.2358885897624519,1.231507634263502,1.2567527752284178,1.3042487496168826
