순번_정류장ID,1-2805606,2-2805607,3-2805608,4-2805609,5-2805610,6-2805611,7-2805612,8-2805613,9-2805614,10-2805615,11-2800434,12-2800443,13-2800450,14-2804825,15-2800455,16-2800457,17-2805616,18-2805617
1-2805606,0,0.9953817601104924,0.998491822886315,0.9881948599892107,0.995675026689997,0.9977261728771536,0.9986757495329831,0.998678290100376,0.9979577831758489,0.9995710239539914,0.9979934872828023,0.9994835264616448,1.0005491896592165,1.0000807169949901,0.9989314432920214,0.9997290689533312,0.9993738604707703,1.0004014561615642
2-2805607,,0,1.0016734443370026,0.9859824322008112,0.9957300794432088,0.9979936140304231,0.9990136152922787,0.9989564795517341,0.9981467020634438,0.999836461843786,0.9981261375964798,0.9996794379547523,1.0007799964643758,1.0002830586165514,0.9990775358394113,0.9998989634731872,0.9998332778378477,1.0008617856203874
3-2805608,,,0,0.9792282779750185,0.9943943651908833,0.9975317754813424,0.9987176438449854,0.9987126017354272,0.9978743529119728,0.9997151736362153,0.9979410507561207,0.999581997567239,1.0007392066158085,1.000221962145365,0.9989689074991019,0.9998284833402606,0.9994396848422697,1.0008341282427036
4-2805609,,,,0,1.0109637283321014,1.005064972449679,1.005512308768805,1.0038562146273222,1.0019508802022432,1.003426983084092,1.000525587058692,1.0021950955864574,1.0032914082428626,1.0026087516454605,1.0010986579681718,1.001922556019971,1.0016910658473133,1.0026915294514396
5-2805610,,,,,0,1.001499748995984,1.0029574339710776,1.0015920089883001,0.9996961067377031,1.001928646677873,0.9990148718882665,1.001027473297722,1.0023566982748242,1.0016383297285096,1.000017746346016,1.000995029326844,1.0008205212581092,1.0019850235620684
6-2805611,,,,,,0,1.0079859260511046,1.0016934943225952,0.9984222907275013,1.0021388709812356,0.9982324950626036,1.0008936677258284,1.0025730406426994,1.001671296218894,0.9996893125748929,1.0008918459723508,1.0002339172652626,1.0016511406867656
7-2805612,,,,,,,0,0.9986913863035901,0.9959618380322653,1.0011707402404857,0.9972537996134623,1.0002614849642282,1.002145683610628,1.0012037004972558,0.9991207625640237,1.000445080308087,1.000285220738912,1.001768324736768
8-2805613,,,,,,,,0,0.9927704727835251,1.0024870325289805,0.996870916926506,1.000622226993157,1.0028300070852565,1.0016648968993527,0.9991927802375404,1.000711899177986,0.9999455856421227,1.0021291725470483
9-2805614,,,,,,,,,0,1.0105688310957246,0.9980798135857645,1.0025419390383903,1.0048822221236013,1.0033215113101557,1.0002679886359862,1.0018979415855758,1.000871314843413,1.0031714949971808
10-2805615,,,,,,,,,,0,0.9912160713851649,0.9991986374324244,1.003034175637216,1.0012303697722338,0.9976713855661387,0.9999995598417192,0.9990908896289074,1.00202748499829
11-2800434,,,,,,,,,,,0,1.024184344674464,1.0201325972857045,1.0122983203694138,1.0031420153476442,1.0058148339721504,1.0030407148728424,1.0053911443612804
12-2800443,,,,,,,,,,,,0,1.016649373121371,1.0058094200586418,0.9953277029456792,1.0008861505342421,1.0003258368819592,1.0036976684956371
13-2800450,,,,,,,,,,,,,0,0.9869482897759017,0.974703117825535,0.9910606904456338,0.9922866353061546,0.9987435907147626
14-2804825,,,,,,,,,,,,,,0,0.965275425839227,0.99250597231464,0.9933317803862786,1.000267303204698
15-2800455,,,,,,,,,,,,,,,0,1.0153613631955916,1.0056250382968293,1.0089396293544102
16-2800457,,,,,,,,,,,,,,,,0,0.9989387410068636,1.0069060451720158
17-2805616,,,,,,,,,,,,,,,,,0,1.00385948667271
18-2805617,,,,,,,,,,,,,,,,,,0
