순번_정류장ID,20-2801790,21-2801957,22-2801966,23-2801978,24-2801975,25-2805277,26-2805276,27-2805274,28-2805272,29-2801935,30-2801938,31-2801946,32-2801969,33-2806813,34-2801995,35-2802033,36-2802057,37-2802081,38-2802066,39-2802069,40-2802087,41-2804799,42-2802048,43-2802019,44-2801998,45-2801981,46-2801879,47-2801856,48-2801959,49-2801976,50-2801880,51-2802005,52-2802020,53-2801907
20-2801790,0,1.0030770607915318,1.003377027499344,0.9983079851828434,1.0098393999279869,1.0005689341820556,1.002835264170212,1.0018589638075948,1.0021855481643223,1.000271721024116,0.9951957519964377,1.0830300527025805,1.2095184120842746,1.1965111925651766,1.2429894297572743,1.3406710670603714,1.3295206987877204,1.3108502934262332,1.2862133244654075,1.3048664204339873,1.299909192759007,1.2809440371792624,1.3660444553131972,1.5134337452102198,1.5362967743954772,1.5223305320095264,1.4998590275051469,1.481081416543242,1.550003155933717,1.6916214789753665,1.8337385360213025,1.9724995286347895,2.4018752477663314,2.6840178187469284
21-2801957,,0,1.003837805452974,0.9947110996982422,1.013383962370069,0.9996243532283651,1.002757282806365,1.001492818062379,1.0019460107638318,0.9992308683217102,0.9934329615419955,1.1011588379652903,1.257911332522712,1.238199555459402,1.2952816932569287,1.4126184487001643,1.3959817860406505,1.3688622436958533,1.3349360684723661,1.3547417754550568,1.3458951771712044,1.32099598588262,1.4186785345896644,1.5927433457733688,1.6175979269832903,1.5992536014558565,1.5699239844948032,1.5454813280197615,1.6253794105582435,1.7924929981172197,1.962669975429903,2.1315251032020095,2.671003169262613,3.0403844707072047
22-2801966,,,0,0.9859051183060561,1.0170351627301988,0.9974602967157582,1.0018242569919613,1.0003266349330102,1.001023365191016,0.9979472331827078,0.991244951866267,1.117536901886396,1.303090735748657,1.2759358271633814,1.3429295136931452,1.4778841713374746,1.4553502753563128,1.4194300698688487,1.3762806625071071,1.396632814888272,1.3838812841336339,1.353494404306343,1.4615481460953197,1.65856709128931,1.6847772984968932,1.6623692155566583,1.6267499145656779,1.5971774696963157,1.6866404615279624,1.8751526908791272,2.0698744152230333,2.26568561762977,2.9086968914493867,3.365139798113495
23-2801978,,,,0,1.0530372967716308,1.0033182732008903,1.0078030694563915,1.0051756066284085,1.0052790889937862,1.0012934155192257,0.9923897372958246,1.1463235994911385,1.3758624455987492,1.3349690666581815,1.4167602575713123,1.5764695831701847,1.5436634905216913,1.4929238038604586,1.4349982668199512,1.4552786771703394,1.4362325545892005,1.3976889884668693,1.5191614139806993,1.7473951743989116,1.7748875946585363,1.7465089552981898,1.7017585102687656,1.6648275142582591,1.7659146104186592,1.9842376357063713,2.2128024169622083,2.4466920410402917,3.2437353259561945,3.838444714161596
24-2801975,,,,,0,0.9645051398901237,0.9860498018123403,0.9855546571434988,0.9899157235054228,0.9882894678870789,0.978582845696332,1.168075659565172,1.4557451547806186,1.3951811726051244,1.4959505392620847,1.6861619008800581,1.638964907510332,1.5684720080884913,1.4920976570210331,1.5119308735829349,1.4854069677716917,1.4376720870102433,1.5736871333476252,1.8368911745130545,1.8654560527488,1.8300714953685961,1.775347198546692,1.7295623079493916,1.8436938094782653,2.094720033593759,2.3620332246383584,2.6408613501905833,3.632311432260121,4.4170424231112415
25-2805277,,,,,,0,1.0171206651351057,1.0064528610829953,1.0062165248219521,0.9975552351705712,0.9835116746491448,1.1478676966224262,1.5285928470128611,1.4388772932409153,1.5688104178804896,1.8060506868152824,1.736585923277928,1.6378057302585605,1.5374274767694514,1.557462258553777,1.5223890108790874,1.4643667399415956,1.6186705931969017,1.9261170989883398,1.956073375210141,1.9117563815938636,1.8440655428510628,1.788206360805271,1.9183787684945757,2.210640026584024,2.528711989199044,2.868754102432189,4.149884088315016,5.252387058768594
26-2805276,,,,,,,0,0.9826925859088868,0.9977269521196038,0.9907411012336066,0.9718684010123727,1.031237021570329,1.1363939864575074,1.1167503682277156,1.1107375623735565,1.3120672052889453,1.2914014502803743,1.2600790001374509,1.2225332092950976,1.2590012398522343,1.2548401812640846,1.228622465965269,1.3661481311782318,1.6146965502539927,1.650061837870168,1.6225339865610136,1.5799085316777717,1.5461341771626833,1.6570352069896082,1.8969621184748822,2.1542590614169947,2.423477146196479,3.390244836657965,4.166163646267265
27-2805274,,,,,,,,0,1.0058066258552394,0.9908587906897459,0.9712368438053881,1.0381964457252644,1.1547487308559983,1.1299511018942954,1.1223120518365668,1.1445831809689158,1.1371971447380311,1.1251504255893225,1.1066604305482317,1.1478791397058852,1.153583187318127,1.137985511281002,1.2690857510909763,1.4966496278652406,1.5335247518345305,1.5116959964184262,1.4783609371253192,1.4514184121073883,1.5551383145947206,1.7762989886562832,2.011926169685349,2.2564114246958944,3.1187727220515518,3.7935639079846695
28-2805272,,,,,,,,,0,0.9794001028896947,0.9511379591418683,1.0499803484868335,1.197298984547255,1.1577978720767674,1.1458711557652559,1.0873385508619113,1.0837711269458392,1.0773644471067962,1.0642342233158326,1.1101290917510107,1.1195470581335547,1.10662812671971,1.2431113723690812,1.4787930070016269,1.5178620233152649,1.495699506460806,1.4620516834258355,1.435064481014204,1.5424276007551383,1.7721253297199702,2.0185885270321333,2.276250017672813,3.201304611650486,3.9434722356696645
29-2801935,,,,,,,,,,0,0.8910168292650377,1.0057367590126225,1.0338864902780016,1.0286951121304184,1.0296166879457813,1.0001705180885723,1.0035467852834041,1.0070519639337565,1.0030345553172633,1.0560880819099159,1.071354042858125,1.062702831790742,1.2066931040840498,1.4534894085479426,1.4957333906860746,1.4731965649778778,1.4387867799554428,1.4119117044951042,1.5242308227401316,1.7662546744904517,2.0280075859816487,2.3045889989262434,3.323303637112958,4.171270900363943
