순번_정류장ID,1-2801292,2-2801309,3-2801329,4-2801335,5-2801377,6-2801392,7-2801397,8-2801404,9-2801403,10-2801412,11-2801415,12-2801428,13-2801444,14-2801480,15-2806864,16-2801541,17-2801577,18-2801633,19-2801192,20-2801628
1-2801292,0,0.9882902580529397,0.9924637046633518,1.0016848927642075,0.9990509094486595,0.9980791619067804,0.997082357602213,1.061632797110084,1.2636840052816298,1.2505818008203953,1.2334733916512912,1.2130687044235402,1.255794204675278,1.2218766827509153,1.168856013390554,1.1544294308171021,1.255521429104043,1.4692439980613308,1.4371798195384398,1.6567080701631463
2-2801309,,0,0.9973630523059639,1.012281711763577,1.0034518561201138,1.001078029374519,0.9994597874205076,1.0801889568365284,1.149840026592982,1.1463447126945656,1.1350830098031222,1.120404329910949,1.133493438509475,1.116154491195186,1.0884001669589347,1.080833301279339,1.1822610066278891,1.4282955600603229,1.3985440273358665,1.5899642622028705
3-2801329,,,0,1.0431130387114458,1.0067072801937105,1.0023898367886106,1.0000875996299792,1.102943776852091,1.1856550677681585,1.1773970609040394,1.1614691117483649,1.1419836663708816,1.1486467991514506,1.1267219590452984,1.0935807335105212,1.0848953523853686,1.194927699494833,1.4666499403095268,1.431028367058217,1.6367802636876345
4-2801335,,,,0,0.9940016824549213,0.9939977904958096,0.9927976484793518,1.1121155490955115,1.0918619815471622,1.0942169566458448,1.0848366984548563,1.0716088716664962,1.0871306313579847,1.0748684629307872,1.055557681981267,1.0504543474295855,1.160773709984338,1.4344720018086319,1.4011147958282222,1.6064589273401377
5-2801377,,,,,0,0.99399217887973,0.9916615563501987,1.001544969045638,1.0004957521929634,1.016815476347213,1.0130820742959696,1.0044989366457606,1.0016906756612012,1.0034223432992626,1.00360209064098,1.0034835706056093,1.1215146521802508,1.4390551129764462,1.4023593426184535,1.6022018981779358
6-2801392,,,,,,0,0.9872481313903381,1.0077658283494524,1.0033364222851038,1.024819642885088,1.018883092511741,1.0072700544371407,1.0032963564938475,1.0049739720824804,1.0046635609119396,1.0044124176792193,1.1342770830719815,1.4855515025768022,1.440491369220105,1.6628583449983414
7-2801397,,,,,,,0,1.0235744640553048,1.0081598341777982,1.033359290700395,1.024931484315563,1.0105099076545194,1.0052827045621804,1.0066607115967434,1.0057423079814656,1.005348205000844,1.142481105677898,1.513578852596463,1.464000019125083,1.7004176198954306
8-2801404,,,,,,,,0,0.990869835282848,1.0323401843363398,1.0213888759164993,1.003877495000196,0.9995173941544793,1.0026043466278791,1.0031447694947022,1.0030561568253793,1.1507006158291024,1.552402516444304,1.4951497519684318,1.7514394276961476
9-2801403,,,,,,,,,0,1.112340652836127,1.0544542012275708,1.0132656726414406,1.0032597395447052,1.0059636633105666,1.005112165983465,1.0047232760196099,1.1731968383843066,1.5603026685261112,1.497365980037242,1.858002739850991
10-2801412,,,,,,,,,,0,0.9802926053342212,0.9499409224687965,0.9696875000000001,0.9861934375502331,0.9947452742438692,0.9959603146064693,1.1773174839119214,1.488677201377751,1.4841524145365708,1.915318591375972
11-2801415,,,,,,,,,,,0,0.9236034763628191,0.966601141799935,0.9871192184341655,0.995844496384332,0.9969523102425213,1.1902044085363899,1.5193279353761713,1.5118249094630767,1.976162292829732
12-2801428,,,,,,,,,,,,0,0.980345429379551,0.9976252910919241,1.001240843773766,1.0014603485407239,1.2103557142838475,1.5619373932090692,1.549891235816782,2.0588133249822627
13-2801444,,,,,,,,,,,,,0,1.0112429178470255,1.0062017733776185,1.0053997693084418,1.2551032513763989,1.6639067280976327,1.6387875319125753,2.2672170584764806
14-2801480,,,,,,,,,,,,,,0,1.0040295976400406,1.0035873471969559,1.3350346234121002,1.8506614581118748,1.7937747383561355,2.675246332868041
15-2806864,,,,,,,,,,,,,,,0,0.9989621172807472,1.4747783364474492,1.1569681222437276,1.3364209001183422,2.1703009890453324
16-2801541,,,,,,,,,,,,,,,,0,0.994869676256291,0.9986606972775326,1.201791767417419,2.1002064057506717
17-2801577,,,,,,,,,,,,,,,,,0,0.9986735371989748,1.2696077382757498,2.6994444524195744
18-2801633,,,,,,,,,,,,,,,,,,0,1.0126564953101727,1.0061892194526556
19-2801192,,,,,,,,,,,,,,,,,,,0,1.0009541705066873
20-2801628,,,,,,,,,,,,,,,,,,,,0
