순번_정류장ID,36-2804279,37-2804277,38-2804639,39-2803750,40-2803752,41-2804275,42-2806287,43-2806285,44-2804281,45-2806283,46-2804272,47-2804271,48-2804269,49-2804267,50-2804265,51-2806281,52-2804263,53-2804777,54-2803744,55-2804666,56-2803745,57-2803746,58-2803747,59-2803748,60-2804688,61-2807370,62-2803604,63-2800266,64-2807368,65-2804602,66-2803580,67-2800263,68-2800267,69-2804032
36-2804279,0,0.9967045478504714,1.0004750521996528,0.9988359257223236,1.0013491626406006,0.9990691625680639,0.9995063458598606,1.0016694732309923,1.0009468781701758,1.000075060542253,0.9998885829583818,1.0008689507424875,1.001068092574776,1.0017743998042328,1.0014159950531962,1.0013884500029322,1.0011338648510824,1.0029678110144684,1.0016788250223854,1.001066841692608,1.0004417853462912,1.000981361234989,1.0003259727995133,1.000139866928885,1.0007501219759105,1.0009797813740418,1.000859037517855,1.0012205783493309,1.001457275171909,1.0013716868588862,1.0010350811381037,1.000946540869052,1.001067437533375,1.0011768011327171
37-2804277,,0,1.0016097603379672,0.9994022462543753,1.0024593402517397,0.999579727013592,1.000008694656151,1.0024411961435065,1.001548667735999,1.00052212472041,1.0002558314741776,1.0013144046441245,1.0014775663366544,1.002224975073496,1.0017845902716653,1.0017233439955542,1.0014280037714196,1.0033550684078183,1.0019654892362244,1.0013092515367308,1.0006344976226995,1.0011912589025087,1.0004910163230734,1.0002905221002063,1.000920814244963,1.0011580681724157,1.0010276212019358,1.0013939093001625,1.001635479142761,1.00154351834465,1.0011926422099449,1.001098307580434,1.001220639355302,1.0013268471535144
38-2804639,,,0,0.982756393387718,1.0057389758022444,0.996039005021229,0.9985827844821453,1.0040098700319189,1.0020611285088998,1.0001651021156586,0.9998086838593476,1.0015014589648432,1.0017056601689958,1.0027494375848145,1.0020693598962869,1.0019565151222274,1.0015564784056141,1.003970668199798,1.002200360408784,1.0013849030912554,1.0005641127453921,1.0012333545030352,1.0004046444072605,1.0001737388857177,1.0009120327164571,1.0011875985071823,1.0010358863306124,1.0014552442362334,1.0017294642704813,1.001622874902501,1.0012226463425202,1.0011150068379036,1.0012531596177483,1.0013709692564836
39-2803750,,,,0,1.0298460272212633,1.0027681090567098,1.0024322490623039,1.0075204072842685,1.0046516764333682,1.0021980625313591,1.0013404600985272,1.0029797593703755,1.0029174715083742,1.0039262979159163,1.0030132540150218,1.0027838361439363,1.0022900897328326,1.0047237768473616,1.0028310073438902,1.0019614361455988,1.0010662709739535,1.0017232569149743,1.0008325049269398,1.0005769190727296,1.001313362217854,1.0015894050787324,1.0014217124515372,1.0018249383520463,1.0020943064453447,1.001978237495022,1.0015657242394629,1.0014495136496813,1.0015829923452586,1.001685806925096
40-2803752,,,,,0,0.977473042662916,0.994156335081231,1.0033477128339625,1.0009556435611493,0.9987343618555652,0.9986703090544056,1.0007956072686681,1.0011691161735883,1.0023852597274527,1.001701909945688,1.0016245112867632,1.0012253566410296,1.0038437507581492,1.0019690171248123,1.0011136780074457,1.0002711937349258,1.000993949105433,1.0001460510295175,0.9999164188299997,1.0006991242094472,1.0009896698746346,1.000837998010283,1.0012866296569822,1.0015760464926218,1.0014686631210377,1.0010557902862227,1.0009475235212955,1.001094207185401,1.0012242936376787
41-2804275,,,,,,0,1.0021220824164876,1.003932142848816,1.0009583042015815,0.9984025489761988,0.9984237776066961,1.000782553559214,1.001185729576752,1.0024809758971824,1.0017431383313637,1.0016567839574875,1.0012373278971467,1.0039542735680653,1.0020044923821834,1.0011195054761057,1.0002512757598698,1.0009955597127138,1.0001260133727583,0.9998917814193453,1.000693667224975,1.0009907752775695,1.000835844676551,1.0012937140100007,1.0015887876195964,1.001478946991239,1.0010580888178497,1.0009476471928664,1.0010971173356913,1.001229316375406
42-2806287,,,,,,,0,1.005901671248206,1.0002204159177266,0.9966262984101057,0.9973012270855699,1.000449350112783,1.0010128610570046,1.0025408083264045,1.001693670621974,1.001604768913777,1.0011497533783447,1.0041168942869523,1.0019952738147908,1.0010435794435872,1.0001239797027082,1.000923957606082,1.000011201693181,0.9997699000661676,1.0006194747370458,1.0009330182659968,1.00077233766762,1.0012557336198133,1.0015649986694566,1.0014509926523787,1.001012365110574,1.0008983222933978,1.0010549803603774,1.00119464487525
43-2806285,,,,,,,,0,0.9922264894949785,0.989355474150507,0.9911658169668583,0.9966718473156817,0.9985138721880228,1.000622728679081,1.000122757070724,1.0002750725723382,0.9999389315214722,1.0033071774572269,1.0011052487446541,1.0001331304020484,0.9992498522226766,1.0001614708499047,0.9992744556616853,0.9990591811979417,0.9999880382264108,1.0003269717586252,1.000180791514975,1.0007279009392995,1.0010666586166748,1.0009594377969073,1.000510443720576,1.0004027080869877,1.0005773303833836,1.0007495315427857
44-2804281,,,,,,,,,0,0.9857441174571053,0.990764202015908,0.9978570991803496,0.9995857009647915,1.0018515457100348,1.0009702649253087,1.000988471473587,1.000531615609034,1.0040542854676704,1.0016357524185024,1.0005774508334855,0.9996001576833321,1.0005277925440295,0.9995658367894453,0.9993262419270446,1.0002750417404003,1.000621581798073,1.0004591716940356,1.0010033478569422,1.001343927723786,1.0012268205226345,1.0007600634661762,1.000643590650933,1.0008173051906502,1.0009800251490728
45-2806283,,,,,,,,,,0,0.9929242790311305,1.0011152855501613,1.0017556732004351,1.0039724136367114,1.0023906667598512,1.0021441093459862,1.0014938235495174,1.0050910919425309,1.0024282632753578,1.0012709261350698,1.0001722650129226,1.0010908810545949,1.0000355564035766,0.9997618139586133,1.0007151460207158,1.001064550283271,1.0008803032758151,1.0014067867728802,1.0017428531350328,1.001613086355064,1.001128607581453,1.001000930815059,1.0011697104976585,1.0013147875569897
46-2804272,,,,,,,,,,,0,1.0147401804114171,1.0068097752540663,1.0055526299296682,1.002950816987946,1.0025248819922203,1.0016964090313427,1.0058038645497551,1.0026987357863912,1.001382937333621,1.00015403519154,1.0011628072173173,1.0000092079510974,0.9997152199292372,1.0007428793493278,1.0011175239006826,1.0009180645526423,1.0014756493014516,1.0018303656776717,1.0016904153381943,1.0011755573676475,1.0010392758385418,1.0012166480436702,1.0013664870958
47-2804271,,,,,,,,,,,,0,1.002648747305947,1.0022588063595956,1.0006066643520592,1.0007285802620076,1.0001357979179375,1.004909855376159,1.0016707115704084,1.0003284635187575,0.9991617003444898,1.000322159657514,0.9992100095803076,0.9989521810395531,1.0000765174092527,1.0004811971493535,1.0003005817725066,1.0009329847195678,1.0013214512175812,1.00118970019981,1.0006644945354999,1.000535892502389,1.000733473673353,1.0009200837023882
