순번_정류장ID,22-2802708,23-2802731,24-2802755,25-2802776,26-2802813,27-2802842,28-2802830,29-2806617,30-2802811,31-2804980,32-2802796,33-2802177,34-2802818,35-2802817,36-2802618,37-2802176,38-2806506,39-2806502,40-2806508,41-2806510
22-2802708,0,1.0086039183449789,0.9983218386755335,0.9936609539741503,0.9954023816143269,1.0015597136771506,1.0021694306934497,1.001607085842423,1.0021424803062229,1.0086725103975844,1.0656394226677852,1.0599601037385942,1.057693825273441,1.0520696871557038,1.0494426558304302,1.0468414012631009,1.0431125722630692,1.037838974053281,1.0371052004838077,1.0340212118532266
23-2802731,,0,0.9838639454733898,0.9854972882264269,0.9902848435284084,0.9997606666064833,1.0006903345603149,1.0001804588235426,1.0009421798815328,1.0086841597036562,1.0750645355410728,1.0673930493159725,1.0643562902031574,1.0574160599145208,1.0539745438722763,1.0507911519593691,1.0463386194268804,1.0403190395619561,1.0393903091930567,1.0359257401521276
24-2802755,,,0,0.9817282627232197,0.9899284277441252,1.0015758571177351,1.00246900028795,1.001638671338392,1.002366070120969,1.0019103858235328,1.0568428822951426,1.050958738874535,1.0487805859367456,1.0428962136201985,1.0407416242973653,1.038334805511764,1.0348854209878429,1.0296799335755848,1.0293187880059003,1.0263907506702414
25-2802776,,,,0,0.997119313422119,1.0122805887849118,1.0117254443120232,1.008923501763575,1.0088987884289529,1.007440363941003,1.076854720636401,1.0664151442180347,1.0625568350027437,1.0540145594371464,1.0501906718170748,1.0466528492863763,1.0418342041634436,1.0352973021059806,1.0345419164315603,1.0309399164282698
26-2802813,,,,,0,1.0364932613911326,1.0268575097414097,1.017368937769717,1.015550838304348,1.0121279251957571,1.0079167933961375,1.0089972819436037,1.009935803893161,1.0072019462771844,1.0092863014767468,1.0091586977208555,1.0084954301243803,1.0052473988023087,1.0065128351835442,1.004873176435489
27-2802842,,,,,,0,1.009063006170155,1.0018425493124383,1.0040942900243455,1.0024420388853992,0.9969636395840186,1.0010114405338757,1.003076914464297,1.000994107991644,1.004361803437391,1.0047472468299996,1.0046295963589587,1.0015768883459832,1.003232771714432,1.001750426320208
28-2802830,,,,,,,0,0.9961779219366514,1.0020028809652028,1.0006258406492148,0.9945330492240805,0.9998531145162752,1.0023292573298004,1.0001672704116724,1.003962929947954,1.004423393428047,1.0043465454580573,1.0011649441631407,1.0029375296218457,1.0014143009523502
29-2806617,,,,,,,,0,1.0087458717539253,1.0030172047126877,0.9939652003430953,1.0006783959211862,1.0034930630258672,1.0007666336093066,1.0049069602208853,1.0052949620723828,1.00507020314979,1.0015407538915133,1.0034036165131357,1.0017398866396465
30-2802811,,,,,,,,,0,0.9980492889583799,0.9877131369889557,0.9987368154249026,1.002465844196256,0.9995765873280099,1.0044577677406568,1.0049485376259797,1.004765597763058,1.0010389224889615,1.0030653545638193,1.001341820908861
31-2804980,,,,,,,,,,0,0.9778588186324593,0.999000911382365,1.0037517649626195,0.9998938110393217,1.0054573227144314,1.0058527921855134,1.0054752277411538,1.0012997949222098,1.0034605123484044,1.001572667942944
32-2802796,,,,,,,,,,,0,1.0132752832496974,1.0151438530773633,1.0060338486119644,1.0108577321419976,1.0103208282028655,1.0089184860987819,1.003666954373955,1.0057702286584325,1.0034559896620832
33-2802177,,,,,,,,,,,,0,1.0186309811719603,1.0009450247030804,1.0098712037967572,1.00940644957194,1.0079317539275348,1.0019769716501143,1.0046130091191399,1.0021468865462202
34-2802818,,,,,,,,,,,,,0,0.990292344655934,0.9974443595132396,1.0004634868800273,1.0015096286952319,0.9965411559209851,1.0001310943488704,0.9981362456114686
35-2802817,,,,,,,,,,,,,,0,1.0035155177149135,1.0054068700288439,1.0048175544812166,0.9978367051699839,1.0018505772053394,0.9992783420930805
36-2802618,,,,,,,,,,,,,,,0,1.0038351809585915,1.0038807942075374,0.9950183374083128,1.000626500496375,0.9977697779002048
37-2802176,,,,,,,,,,,,,,,,0,1.003908272915588,0.9922050561797752,0.9998537502269816,0.9966570512964301
38-2806506,,,,,,,,,,,,,,,,,0,0.9764047695198498,0.9944650666945618,0.9918229858644295
39-2806502,,,,,,,,,,,,,,,,,,0,1.0233945045928476,1.0026790645965926
40-2806508,,,,,,,,,,,,,,,,,,,0,0.9864359757341427
41-2806510,,,,,,,,,,,,,,,,,,,,0
