순번_정류장ID,1-2806577,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2804336,8-2804260,9-2807394,10-2804761,11-2804759,12-2804258,13-2804256,14-2806229,15-2804245,16-2804774,17-2804243,18-2804242,19-2806329,20-2804240,21-2807613,22-2807609,23-2807611,24-2803709
1-2806577,0,0.9962851093171265,0.9991117210565283,1.0002815134276188,1.0022222829937075,1.0035451171239866,1.0064684504523107,1.0048625743858106,1.005346388761894,1.0047532710642528,1.0032906038398381,1.0052759228697512,1.0035152947142523,1.0040785899117621,1.0020087751314395,1.0018945100995378,1.001942631998972,1.0019422632715522,1.001714389910924,1.0019646793782842,1.002528999446426,1.0022293001843046,1.002156316252867,1.001745309985427
2-2800268,,0,1.0039856855786276,1.004193236448981,1.0076051987443617,1.0086678491798389,1.0120999527945258,1.0092144390852897,1.0093240497654428,1.0079343594054135,1.0055054158798171,1.0077215490158613,1.0051058088959437,1.0056767926017844,1.0029420502643693,1.0025715382769016,1.0025256326518823,1.0024553949066408,1.0021662043280557,1.002416566626205,1.002887432207863,1.0027143920455133,1.0025134236154372,1.0020528908467066
3-2800264,,,0,0.9979549906217147,1.0052962351982582,1.007588681687158,1.01226273393144,1.0086718074405308,1.0088951641369572,1.0073402812647523,1.0046498797702965,1.0072903082540898,1.004501168024614,1.0051751585933095,1.0023206504771343,1.0020978267491165,1.0021232269897518,1.0021004194233754,1.0018270272018461,1.002105616505104,1.0026136148905411,1.002371387387498,1.00218593108595,1.0017326720767443
4-2807245,,,,0,1.0221610511634738,1.0154400237498764,1.0128520675484607,1.00782691561777,1.008305054990846,1.0064917120638879,1.0034175829101646,1.0067429977037439,1.0037186789014738,1.0045438707929049,1.001537416139254,1.001524560388826,1.0016449904989904,1.0016834336080012,1.001430498077161,1.0017444548875059,1.002298494114754,1.0021995364601888,1.0019197453475488,1.0014689264903693
5-2800262,,,,,0,1.0117446684855433,1.0107004947303415,1.0049155471136628,1.0062088556427182,1.0046387761408577,1.0016262101866142,1.0056296688741722,1.0026632791771894,1.00363939638103,1.000669803533561,1.0009126498537104,1.0011384753564123,1.0012453399864534,1.0010220195604072,1.0013668526290394,1.0019587245173693,1.0018004979247417,1.0017433455695761,1.0012023304764153
6-2807367,,,,,,0,1.0099432150802012,1.0009149866298466,1.0041074525521054,1.0026917156203554,0.9994972945616102,1.0047056584994585,1.0016082507483288,1.0028046007590334,0.9997522146028862,1.0002951771776278,1.0006398319283722,1.0008202658609107,1.0006234632815232,1.0010056117858037,1.0016444870221735,1.0015291009994232,1.0013848022282952,1.0009493640239167
7-2804336,,,,,,,0,0.9629843698119704,0.9976951044275213,0.9982883529796521,0.9952284004076614,1.0033272012375123,1.0000184243084742,1.001622537427612,0.9984378132254323,0.9994718973218576,0.9999947245558733,1.0002808771466203,1.0001198541953156,1.0005548655808614,1.0012598914223374,1.001200082821166,1.0010725441616828,1.0006415122421668
8-2804260,,,,,,,,0,1.009984374931994,0.9939276042105784,0.9921294876334624,1.0019062492070936,0.9988587557113241,1.0006841965193514,0.9976179129216561,0.9989550947847392,0.9995845164789913,0.9999356367316086,0.9998028179744219,1.0002641752009929,1.0010003935255722,1.0009808811880958,1.0008670887438895,1.0004457048075661
9-2807394,,,,,,,,,0,0.9795470491931083,0.9843879738522623,1.0000352818312679,0.9971374431326917,0.9994687065906548,0.9964051178623641,0.9982702619696087,0.9990678039069597,0.9995137284455703,0.999414283896014,0.9999191696138332,1.000708508668479,1.0008542292890914,1.000746303182383,1.0002192569153756
10-2804761,,,,,,,,,,0,0.9889308341746779,1.0071817825831575,1.0008107474505414,1.0028719191973012,0.9984781196749167,0.9996653387704161,1.000214618865983,1.000495809679639,1.0002986947508,1.0007600823972447,1.0015053225792956,1.0014004901470843,1.0012505253604067,1.0007820323607284
11-2804759,,,,,,,,,,,0,1.0179787924691626,1.0042099201675174,1.0059752634840395,0.9982652885898944,0.9996450094028371,1.000235135723123,1.00052817410495,1.000318135952768,1.0007990338235777,1.0015715153367206,1.0014516867539847,1.0012932071807696,1.0008079785532724
12-2804258,,,,,,,,,,,,0,0.9913067112351529,0.998733620292364,0.9915369233758052,0.9965185815267832,0.9979784813537267,0.9987294899959605,0.998695435096554,0.9993507047927072,1.0003243764102026,1.0004254341921435,1.0003376038234006,0.9998948111393853
13-2804256,,,,,,,,,,,,,0,1.0121529431592524,0.9916687869377362,0.9976777242419335,0.9990259149918974,0.9996466355822932,0.9994984832148395,1.0001457409171532,1.0012994748925443,1.0012165028134865,1.0010574808851418,1.000533611027457
14-2806229,,,,,,,,,,,,,,0,0.9821572266804581,0.9956457590392683,0.9977764176819433,0.9987283702559695,0.9986885745783781,0.9994509438823928,1.0005536950581866,1.0007693060230443,1.0006427299409846,1.0000070678781345
15-2804245,,,,,,,,,,,,,,,0,1.001492569232278,1.0018037904163983,1.0018408832660803,1.0013323360991255,1.001913719569218,1.0028419713674028,1.0025665979852953,1.0022611413453886,1.0015739595321695
16-2804774,,,,,,,,,,,,,,,,0,1.002261821237083,1.0021072219011236,1.0012386567838556,1.0021197807839979,1.0036828990109075,1.0028744481869036,1.0024556652292025,1.0015924211458809
17-2804243,,,,,,,,,,,,,,,,,0,1.001940383511094,1.0005616625210625,1.002048788882209,1.0021702483724158,1.0017078471787604,1.0013671314478079,1.0004804607996558
18-2804242,,,,,,,,,,,,,,,,,,0,0.9984158205500127,1.0021410916260975,1.0016663356479658,1.0013031580155014,1.0009525427599786,0.999948466987881
19-2806329,,,,,,,,,,,,,,,,,,,0,1.0066406379613553,1.0033485168146157,1.0019552885446648,1.0014071890806857,1.0001765410505692
20-2804240,,,,,,,,,,,,,,,,,,,,0,1.0025430668622275,1.0013871348208507,1.0008810246281694,0.9995781188459448
21-2807613,,,,,,,,,,,,,,,,,,,,,0,1.0008763611488698,1.0003780277408016,0.9988941579660477
22-2807609,,,,,,,,,,,,,,,,,,,,,,0,0.9992948533869374,0.9967297965322535
23-2807611,,,,,,,,,,,,,,,,,,,,,,,0,0.9941386262435475
24-2803709,,,,,,,,,,,,,,,,,,,,,,,,0
