순번_정류장ID,26-2801790,27-2801977,28-2805598,29-2802051,30-2802098,31-2802129,32-2802141,33-2802128,34-2802124,35-2802114,36-2802097,37-2802102,38-2802125,39-2802139,40-2802148,41-2802156,42-2802146,43-2802130,44-2802109,45-2802072,46-2802044,47-2801998,48-2801981,49-2801879,50-2801856
26-2801790,0,0.9745733810657043,1.0023076763306307,0.9961533358719307,1.0012146353646043,1.0007884862875889,0.997296903072848,1.0547362697555482,1.1048422844032209,1.0921461118622,1.0783305694999528,1.1743323862817203,1.1591654248717405,1.1536196874443838,1.1386714165754468,1.332884960466832,1.3905540504112375,1.511919441353737,1.6375285650761222,1.8154210692405632,2.01077213169533,1.9628505422955878,1.9383325829357738,1.8983761193581612,1.863883294376294
27-2801977,,0,1.0416611576804082,1.0147049398856673,1.0144877210900143,1.0104934110899004,1.0037193219236475,1.006481448799854,1.0382498285921267,1.0316887310032021,1.0258717019614647,1.0549082131722665,1.0486241541042196,1.048157510013579,1.0447756012413825,1.2340774692632204,1.2953146154907416,1.4126132970041507,1.5340452158148372,1.7063817379596367,1.8952660234807035,1.861942631389747,1.8398085382488172,1.804176405522999,1.7732483384031505
28-2805598,,,0,0.9732653583929942,0.9997839400183148,0.9994912775095185,0.9951566480614955,1.0005111414475132,1.0377133456371903,1.0303179767370265,1.0240671286572154,1.05009555890454,1.043660422338112,1.043403654354719,1.0403391869904803,1.2439843019931327,1.3094339432998923,1.436692091122343,1.5694339151390344,1.7594401582817287,1.970368215299101,1.9238693610075284,1.898308282793556,1.8573171737652199,1.8218758990178172
29-2802051,,,,0,1.0119517874806954,1.0048722529365266,0.9975274598631303,1.00288000290268,1.0445730018109056,1.0355062072421681,1.027811313500421,1.0266881052829417,1.0219949437953173,1.0228506621422686,1.0221984763243028,1.2312950121228763,1.2992915419721196,1.4302565112213408,1.5673352945092285,1.7481762729093322,1.964658261695047,1.9177564684756814,1.891712600661725,1.8500314652978804,1.8137039607058791
30-2802098,,,,,0,0.9936036449876078,0.9898193639477779,0.9995363919277348,1.0255961630016452,1.0179011313126114,1.0127206804242483,1.0141216694797173,1.0100758871042457,1.0117075695876308,1.012480941101352,1.2418935739981989,1.3160322474487272,1.461428251656757,1.6152930217984538,1.7744574940671545,1.8773775212086614,1.8423052252904373,1.8179145052696934,1.779007990484159,1.7456196149345815
31-2802129,,,,,,0,0.9858421376043133,1.000590655722841,1.008661420110383,1.0028181938089564,1.0005093761911525,1.001364827982289,0.998231128061253,1.0007635980927738,1.0031796119697143,1.2521972925376748,1.3321802963571503,1.491801289065518,1.6625371665238489,1.8399533492197826,1.8818170882734042,1.6854670506280969,1.666218470465257,1.6355956522028414,1.6091415574509853
32-2802141,,,,,,,0,1.016746675545149,1.0257804842081524,1.0117273783310505,1.0056984369183442,1.0054676065489019,1.0010868029600337,1.0039408856597913,1.006244690596665,1.3039796246710782,1.396008058648648,1.592402924690725,1.8079426900779911,2.033859424642164,2.0794279908089734,1.7992574683695985,1.7734237012860259,1.7322015221962916,1.6980629250184205
33-2802128,,,,,,,,0,1.04541129285939,1.0071110830047945,1.0004281309666438,1.0018802131023286,0.996912806187313,1.0008506123054954,1.00422362766053,1.3659549879651665,1.4727199461546825,1.7200627113971587,2.0010124800418243,2.299763427197689,2.347326252483802,1.9356999435870321,1.9005509476890021,1.8456288101744802,1.7995819822035075
34-2802124,,,,,,,,,0,0.979005866008027,0.9877759886043412,0.9944163117588483,0.9901323963049534,0.9952839062872242,1.0002215954721168,1.4012912901848507,1.5165759936334495,1.7967374094562747,2.12189715959284,2.4713078015526855,2.5181842669633476,2.013369059167855,1.9722055561211596,1.9077212121809257,1.8551021489237727
35-2802114,,,,,,,,,,0,0.9932267036803908,0.9991149632788938,0.9927511577163091,0.9986236267346742,1.0034595600070284,1.4759449751125013,1.6039876549349767,1.9465946261496925,2.359957640234085,2.8131296908748196,2.853403263095649,2.152932872535955,2.100236932450075,2.01935792630934,1.9521662635411576
36-2802097,,,,,,,,,,,0,1.006523713551713,0.9935472928612072,1.002168777214749,1.0073783216464645,1.6690227002456144,1.8215580764102557,2.347017358747703,3.0516724393148102,3.8793845012588895,3.8606325289537913,2.475745785985791,2.391050467651283,2.264581308388865,2.162597842150024
37-2802102,,,,,,,,,,,,0,0.9712120535381958,0.9976128684308635,1.0078138983699443,1.5612207649409326,2.295193937480773,3.3740341055187533,5.294202785834469,5.021576540480351,3.7309310612336133,2.58807655271318,2.4814314020817947,2.3260891523036995,2.2051364909777758
38-2802125,,,,,,,,,,,,,0,1.0337557587811363,1.0219304665713334,1.5199275516184103,2.9655431086217243,5.288911182705506,5.898987143034933,4.3976351250340295,3.3225542577977882,2.3763768166736763,2.2844078064960236,2.14949019093813,2.046544124930209
39-2802139,,,,,,,,,,,,,,0,0.9935878385525542,1.2292728350812707,3.7965152348862348,5.349813037483704,4.152371523548377,3.015205743401026,2.4959548765384585,1.9926605970763716,1.9328863548719348,1.8439676292398177,1.775658001361382
40-2802148,,,,,,,,,,,,,,,0,1.0816749855292258,8.176366805086387,3.4922183686832593,2.5630188843578043,2.0393847994101666,1.7938909019389517,1.5889504441853213,1.5547741922676885,1.5046955553396777,1.466042044067529
41-2802156,,,,,,,,,,,,,,,,0,0.9997087833233722,1.0003072621797078,1.00408974104786,1.0053093715792984,1.0001748751737365,1.084023766440572,1.0787454919619388,1.07173985301846,1.068740329342466
42-2802146,,,,,,,,,,,,,,,,,0,1.0015025551063992,1.0086587824083726,1.008851848952531,1.0003923289000167,1.10725471316161,1.0992339369011894,1.088638044239315,1.0831231302893836
43-2802130,,,,,,,,,,,,,,,,,,0,1.0164349501688663,1.0122439998943877,1.0000535326921824,1.1241164853019152,1.1137576182795639,1.1001939070500437,1.0929182702011018
44-2802109,,,,,,,,,,,,,,,,,,,0,1.0091493268053857,0.9936566807934974,1.1426342933170284,1.1291761834202014,1.11183746264951,1.1029813115959113
45-2802072,,,,,,,,,,,,,,,,,,,,0,0.9762650511378076,1.0040695240580455,1.0012741358348363,1.0000937428521075,1.0028054618004736
46-2802044,,,,,,,,,,,,,,,,,,,,,0,1.0082259905429645,1.004248927779125,1.0015685552244078,1.0045882019728873
47-2801998,,,,,,,,,,,,,,,,,,,,,,0,0.9717106195649454,0.9848885485227743,0.9998331630979019
48-2801981,,,,,,,,,,,,,,,,,,,,,,,0,0.9876886193766746,1.0054766830753132
49-2801879,,,,,,,,,,,,,,,,,,,,,,,,0,1.023683589933632
50-2801856,,,,,,,,,,,,,,,,,,,,,,,,,0
