순번_정류장ID,49-2800225,50-2800222,51-2800221,52-2800216,53-2800211,54-2800206,55-2800200,56-2800195,57-2800198,58-2800203,59-2800208,60-2801378,61-2801385,62-2801389,63-2801160,64-2801330,65-2801287,66-2801270,67-2801057,68-2801043,69-2801024,70-2801015,71-2801008,72-2800986,73-2800980,74-2800988,75-2800971,76-2800941,77-2800927,78-2800925,79-2800923,80-2800874,81-2805941,82-2800821,83-2800876,84-2800846,85-2805865,86-2805871,87-2805869,88-2805866,89-2800867,90-2800824,91-2806788,92-2800889,93-2805296,94-2805295,95-2800899,96-2805370
49-2800225,0,1.011141764087244,1.004656520134641,0.996893528953903,1.2112051928482426,1.1434973029265982,1.1233383708890423,1.2672901789027358,1.578767760178288,1.489563308063319,1.3646012563796648,1.2986552436473602,1.2790321698880214,1.2632836674040286,1.2456618696777344,1.238209000414938,1.217370258157501,1.2485047099117061,1.2095661355617304,1.1971652901373948,1.2273589694149762,1.2530017784868865,1.305810985905647,1.2940076258315685,1.282156557479671,1.3139662161163108,1.3447184085948194,1.3180745138384309,1.3264141744783522,1.3167037266804877,1.295140442530692,1.287833818569127,1.3036474666070894,1.2946243349337516,1.2841354865206855,1.2781799805548424,1.2720217973139152,1.2660038269309168,1.2611631991436172,1.243532102573105,1.2390143056722496,1.242092342286606,1.3323388448890097,1.454877257749791,1.4324891015197092,1.4234564254484967,1.4103337502259623,1.4004985778335732
50-2800222,,0,0.9954407377124632,0.9886421562029009,1.298671637613945,1.1782564229832422,1.1470406403802096,1.1149715661853754,1.281802810765879,1.2419899200382623,1.1854666128525944,1.1529212487637432,1.1444275349101434,1.1365664978313637,1.1281330063599393,1.1324257975354959,1.1214996302888611,1.1550586217314607,1.132404560522275,1.1249263534129756,1.1564194183314231,1.1817606016679447,1.2322880942191898,1.2236079754829656,1.2147922656246954,1.246504319336219,1.278294374366566,1.25706477165983,1.2671694031705818,1.259392233839025,1.2419629628333113,1.2362503186293599,1.2520733305619112,1.2447321943215024,1.2361782897500102,1.2313423439586832,1.2262693600802226,1.2213879543660884,1.2174203239997217,1.2029734199733937,1.199381815977478,1.202767503797961,1.2901569649250646,1.4097008828736972,1.3899678385012393,1.3837038407746372,1.3716900521889612,1.363076595965189
51-2800221,,,0,0.9839657638330205,1.4334145795687772,1.2197016288516283,1.173513568202212,1.1307398710888583,1.0968097736071691,1.0849843118876266,1.0674542890207104,1.0546323509531281,1.0530759045736737,1.0512108705314624,1.0481036538116242,1.0596219945714715,1.0551457647023539,1.090127974775634,1.0786410066442365,1.0747385160171645,1.1064543313394541,1.1315338559679375,1.1804078005675704,1.1738552288846036,1.167113228997464,1.1991428031376998,1.2311259408473088,1.2140465135139626,1.2249335553058973,1.2184986643037674,1.2039486299970803,1.1993472863461303,1.2151539047431545,1.208989733455781,1.201792071228641,1.1977416917785924,1.193431250810918,1.1893487905618554,1.185995811812402,1.173793903031751,1.170685733087097,1.1744535477587885,1.2597416848475889,1.3771681809227652,1.3591207089709245,1.3548239566733782,1.34368648560353,1.3360443102011035
52-2800216,,,,0,1.012010792925994,1.0038244785896633,1.007538191164155,1.005202413920059,1.0060595104980639,1.0060548534582296,1.0074044395600366,1.0046485190467334,1.0062292574493186,1.0063460599964211,1.0060321503937701,1.0220635665536508,1.0211509025386787,1.0580483923959607,1.0512212623895891,1.0487899092494646,1.0816934240960538,1.1072196598349688,1.1564232019905478,1.1507051396970531,1.1447807159471515,1.1773015113162926,1.210165032196376,1.1946175746169747,1.2061869200661386,1.200233628085452,1.1867273041473652,1.1825541273131435,1.1986024220600762,1.1928695381429533,1.186174742735481,1.1824209865582647,1.17839565460191,1.1746208776782838,1.1715033101461703,1.160176962916305,1.1573008897326154,1.161247188094187,1.2466606440451544,1.3645147935870066,1.3470678806790555,1.3433845812279717,1.3325748228469452,1.3250985273148603
53-2800211,,,,,0,0.9971003523685886,1.005255664559624,1.0029361891921822,1.0047761492526905,1.0055362619396395,1.0072042810000703,1.003859696265081,1.0053536251617061,1.0061048244270212,1.0057803575147555,1.0228432885396006,1.0213555639714753,1.0609397158624596,1.0530584612480223,1.0507176921731805,1.0852550083885264,1.112060983018091,1.1638660829320553,1.1575663573032595,1.1510815022456276,1.1848767590754932,1.2193934987520678,1.2020061038555914,1.214123625796788,1.2076934773980241,1.193186719289016,1.1886805279756525,1.2052660143783072,1.1991319000775116,1.1919867608894987,1.1879832743198844,1.183709155235595,1.1796923662166598,1.1763863841656597,1.164402140681434,1.161364354606265,1.165470886451931,1.2534072415884794,1.3750588323616972,1.3563584795722512,1.3522032960759516,1.3407748311552417,1.3329760461662434
54-2800206,,,,,,0,1.0144695258668393,1.005195682432248,1.0066102871647065,1.006485950380761,1.008159962762319,1.003741595585488,1.0061383059250142,1.0066103869004566,1.0062087665646096,1.0252604522652073,1.0233900452339793,1.0664220042554278,1.0569620148645067,1.0541935184027087,1.0909251650010072,1.1194651214457796,1.1748376381181513,1.1676664868966278,1.1603486213853398,1.1960579080426201,1.2319548964362832,1.2127635404260027,1.2253320993245773,1.218219259246456,1.2022900127498621,1.1973085615113956,1.214593161808425,1.2078934654456779,1.2001155042722251,1.1957614531508531,1.1911398960735577,1.1867845500054472,1.1832155491265017,1.1703160406432258,1.1671567897475825,1.1712350147260586,1.2627079253189957,1.3889151502486168,1.369076316872094,1.3638349753959973,1.3518258636359899,1.343349289628252
55-2800200,,,,,,,0,0.9985830976698531,1.004425569908858,1.0048377979514882,1.0078745942444245,1.0030739327771059,1.0053771755953598,1.0062937810886534,1.0055671821358876,1.0262819116554687,1.0244432885918597,1.0694332177158492,1.0593600804006968,1.0559212473531472,1.0941587278581226,1.123880516483276,1.181683650649997,1.1739156460710511,1.166032224022241,1.203032946802901,1.240655434208376,1.2200588768185816,1.232308748273714,1.2247385566823175,1.207864558874698,1.202569900985988,1.2203152935318928,1.2132435267257087,1.2050513290404283,1.2004688095211995,1.1956215896513818,1.1910468400143617,1.1873081802022485,1.173821235965218,1.1704155217221472,1.1746470160317735,1.2682225235783475,1.3977977585645252,1.3770461979248763,1.3710449490954773,1.3585914339548781,1.3497437282970026
56-2800195,,,,,,,,0,1.006278130495693,1.0073870587688711,1.0093006921857512,1.0038139879948742,1.00680814381715,1.006937123479143,1.0064208523975264,1.0288913891319682,1.026297818955922,1.0757056287357005,1.0634205006787467,1.0596481140667025,1.0999856818454463,1.1315299761562254,1.1931271623472297,1.184349544443229,1.1755164247363636,1.2148815327751057,1.253859122885292,1.231046418755467,1.2435100624357065,1.235199385976595,1.2168038672998776,1.211003310065497,1.2294326851583934,1.22176670643371,1.2129147848462174,1.2079687289284915,1.2027637205243735,1.1978408471002815,1.1938335755907439,1.1794190448595205,1.1757875762666963,1.1800843077077667,1.2770880466878936,1.410910847339197,1.388911197139545,1.382031252313836,1.368898825407227,1.3594807771792985
57-2800198,,,,,,,,,0,1.006026516673363,1.0099204983131709,1.0023032527357214,1.0058428272767193,1.006610442781819,1.0060098276800036,1.0329997167057092,1.0294004225370998,1.0868980219105626,1.0705109000392063,1.0654799767211243,1.0612246852651757,1.0588132440231648,1.087388487467128,1.0836130703143771,1.1121797648311151,1.2351226362097636,1.2771759836466134,1.2499453525523918,1.2360919039065084,1.2277533795041242,1.208815644700626,1.2029860061718596,1.198422969483924,1.1916181559613013,1.1837681603196828,1.179414484604334,1.1747727917301516,1.1704635090951205,1.1670455152132735,1.154350464010985,1.1511744284180205,1.1728799551795397,1.2734955863717674,1.412792351053303,1.3895695131956287,1.382522764175349,1.3688021551535956,1.3593035347304196
58-2800203,,,,,,,,,,0,0.9942054181423716,0.9917618531504665,0.9984276069017255,0.9996534052785266,1.000395037036624,1.0312563737333371,1.0275502147421423,1.0903289601411006,1.0719144210731617,1.0666664864382631,1.0620591401293096,1.0594733648356462,1.0560843709559287,1.0537240131410788,1.115626381109866,1.24569023012014,1.2896913905597645,1.2598527523601304,1.244763348847119,1.2355402043758443,1.215529881834379,1.209075902895149,1.204172187591789,1.196909452001452,1.1884139292263372,1.1840698870561175,1.1790199462203539,1.1745855549732906,1.170716184632854,1.1573612640605584,1.154028105907472,1.1765892391119652,1.2802763597143523,1.4239611404679122,1.3998278774519464,1.391448854935525,1.377341349091888,1.3672006079961496
